checkpoint_step,context,obs_source,episode_index,episode_seed,policy_a,policy_b,pair_type,jsd_all_bits,jsd_macro_bits,argmax_disagreement,macro_disagreement
1000000,C1,G0/s3200002,7,9600001,G0/s3200003,O1/s3300001,between,0.24686694702390785,0.14258772760809696,0.4,0.275
1000000,C1,G0/s3200002,7,9600001,G0/s3200003,O1/s3300002,between,0.3099276273662476,0.2006010789165939,0.4125,0.25
1000000,C1,G0/s3200002,7,9600001,G0/s3200003,O1/s3300003,between,0.3065563799492567,0.13804895840427941,0.4,0.225
1000000,C1,G0/s3200002,7,9600001,O1/s3300001,O1/s3300002,within,0.27906231614579347,0.20003653770950192,0.425,0.275
1000000,C1,G0/s3200002,7,9600001,O1/s3300001,O1/s3300003,within,0.3124703385330814,0.16338220019189514,0.4375,0.3
1000000,C1,G0/s3200002,7,9600001,O1/s3300002,O1/s3300003,within,0.3135789102500973,0.16466440831463192,0.3625,0.225
1000000,C1,G0/s3200002,9,9600003,G0/s3200001,G0/s3200002,within,0.2877632280943719,0.12716582068620344,0.34782608695652173,0.15217391304347827
1000000,C1,G0/s3200002,9,9600003,G0/s3200001,G0/s3200003,within,0.2591712984705894,0.10747661325511582,0.3695652173913043,0.15217391304347827
1000000,C1,G0/s3200002,9,9600003,G0/s3200001,O1/s3300001,between,0.23289991525084758,0.09562454429989255,0.391304347826087,0.1956521739130435
1000000,C1,G0/s3200002,9,9600003,G0/s3200001,O1/s3300002,between,0.2777027578313499,0.13271835868150422,0.3695652173913043,0.21739130434782608
1000000,C1,G0/s3200002,9,9600003,G0/s3200001,O1/s3300003,between,0.31085997195148385,0.11076078366757461,0.3804347826086957,0.17391304347826086
1000000,C1,G0/s3200002,9,9600003,G0/s3200002,G0/s3200003,within,0.2667275178251682,0.0740891891927989,0.358695652173913,0.13043478260869565
1000000,C1,G0/s3200002,9,9600003,G0/s3200002,O1/s3300001,between,0.29436433513510546,0.1398481615914829,0.40217391304347827,0.21739130434782608
1000000,C1,G0/s3200002,9,9600003,G0/s3200002,O1/s3300002,between,0.3387247400910299,0.2288285643597958,0.41304347826086957,0.2826086956521739
1000000,C1,G0/s3200002,9,9600003,G0/s3200002,O1/s3300003,between,0.3540484281614356,0.17177947485080136,0.41304347826086957,0.2391304347826087
1000000,C1,G0/s3200002,9,9600003,G0/s3200003,O1/s3300001,between,0.22622592290334528,0.07082792690279717,0.34782608695652173,0.13043478260869565
1000000,C1,G0/s3200002,9,9600003,G0/s3200003,O1/s3300002,between,0.30608410234894484,0.15715335807344621,0.391304347826087,0.1956521739130435
1000000,C1,G0/s3200002,9,9600003,G0/s3200003,O1/s3300003,between,0.32100296941627315,0.13700819266086775,0.3695652173913043,0.1956521739130435
1000000,C1,G0/s3200002,9,9600003,O1/s3300001,O1/s3300002,within,0.289063947760274,0.17248958107940385,0.41304347826086957,0.2391304347826087
1000000,C1,G0/s3200002,9,9600003,O1/s3300001,O1/s3300003,within,0.31789242071998464,0.15411627640634776,0.40217391304347827,0.2391304347826087
1000000,C1,G0/s3200002,9,9600003,O1/s3300002,O1/s3300003,within,0.3149346537603548,0.11903765279247658,0.358695652173913,0.13043478260869565
1000000,C1,G0/s3200002,12,9600000,G0/s3200001,G0/s3200002,within,0.21211850006863858,0.10951739118654322,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200001,G0/s3200003,within,0.2061074162002601,0.11980425397609447,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200001,O1/s3300001,between,0.10377961025592794,0.00016155821807594067,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200001,O1/s3300002,between,0.11609893411795412,0.0028321310211556006,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200001,O1/s3300003,between,0.23560485395480169,0.09250790930633132,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200002,G0/s3200003,within,0.14138144986888498,0.0012524742358722754,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200002,O1/s3300001,between,0.23196409409965066,0.10237271592174955,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200002,O1/s3300002,between,0.21242964355633862,0.08112508707415683,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200002,O1/s3300003,between,0.2057381125131949,0.001685767561588566,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200003,O1/s3300001,between,0.18360326598209015,0.11251073847589473,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200003,O1/s3300002,between,0.2039060490181318,0.09075631975187201,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,G0/s3200003,O1/s3300003,between,0.20410016637360648,0.005148370521530089,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,O1/s3300001,O1/s3300002,within,0.14250439219697078,0.0016427735783909386,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,O1/s3300001,O1/s3300003,within,0.25016161600864933,0.08573050299245519,0.25,0.0
1000000,C1,G0/s3200002,12,9600000,O1/s3300002,O1/s3300003,within,0.25412457192404725,0.06572853911060395,0.25,0.0
1000000,C1,G0/s3200002,14,9600002,G0/s3200001,G0/s3200002,within,0.15124364390996192,0.06006152489800745,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,G0/s3200001,G0/s3200003,within,0.12028869909618539,0.07184159346331354,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,G0/s3200001,O1/s3300001,between,0.15061279609503084,0.06693895838183424,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,G0/s3200001,O1/s3300002,between,0.12574586816227942,0.004503524483284652,0.16666666666666666,0.0
1000000,C1,G0/s3200002,14,9600002,G0/s3200001,O1/s3300003,between,0.20616590418556954,0.14625683295012223,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,G0/s3200002,G0/s3200003,within,0.18056776323693188,0.12601659695867326,0.3333333333333333,0.3333333333333333
1000000,C1,G0/s3200002,14,9600002,G0/s3200002,O1/s3300001,between,0.13818830674545587,0.02879388628937997,0.3333333333333333,0.3333333333333333
1000000,C1,G0/s3200002,14,9600002,G0/s3200002,O1/s3300002,between,0.17534393353584976,0.08136137332158286,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,G0/s3200002,O1/s3300003,between,0.16472606329741382,0.03154039644480352,0.16666666666666666,0.0
1000000,C1,G0/s3200002,14,9600002,G0/s3200003,O1/s3300001,between,0.1537578638813189,0.05116092513063547,0.16666666666666666,0.0
1000000,C1,G0/s3200002,14,9600002,G0/s3200003,O1/s3300002,between,0.16920001556822398,0.08165975089036798,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,G0/s3200003,O1/s3300003,between,0.22728943008357674,0.21624351111552684,0.3333333333333333,0.3333333333333333
1000000,C1,G0/s3200002,14,9600002,O1/s3300001,O1/s3300002,within,0.18224588036975384,0.09277559671942738,0.25,0.16666666666666666
1000000,C1,G0/s3200002,14,9600002,O1/s3300001,O1/s3300003,within,0.19051106112186655,0.08165837123624942,0.3333333333333333,0.3333333333333333
1000000,C1,G0/s3200002,14,9600002,O1/s3300002,O1/s3300003,within,0.24098857176118613,0.17108252905004015,0.25,0.16666666666666666
1000000,C1,G0/s3200002,15,9600003,G0/s3200001,G0/s3200002,within,0.23202665589601046,0.012683253763059142,0.25,0.0
1000000,C1,G0/s3200002,15,9600003,G0/s3200001,G0/s3200003,within,0.1918729030275028,0.015898713958771044,0.25,0.0
1000000,C1,G0/s3200002,15,9600003,G0/s3200001,O1/s3300001,between,0.15407664693690196,0.0567110896723723,0.25,0.0
1000000,C1,G0/s3200002,15,9600003,G0/s3200001,O1/s3300002,between,0.26685921003875046,0.10992079261751544,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,G0/s3200001,O1/s3300003,between,0.27234555334151517,0.14375126339259361,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,G0/s3200002,G0/s3200003,within,0.23258929642451295,0.0005721480703843619,0.25,0.0
1000000,C1,G0/s3200002,15,9600003,G0/s3200002,O1/s3300001,between,0.25817685670319485,0.09544270725197972,0.25,0.0
1000000,C1,G0/s3200002,15,9600003,G0/s3200002,O1/s3300002,between,0.29080046001512794,0.10739597302214142,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,G0/s3200002,O1/s3300003,between,0.2918772784494955,0.14216691504676854,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,G0/s3200003,O1/s3300001,between,0.18925490073570755,0.10007227598380863,0.25,0.0
1000000,C1,G0/s3200002,15,9600003,G0/s3200003,O1/s3300002,between,0.23626637913309248,0.10858152466645152,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,G0/s3200003,O1/s3300003,between,0.2702531587505157,0.14348185273796882,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,O1/s3300001,O1/s3300002,within,0.19897110829451525,0.06069198821526726,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,O1/s3300001,O1/s3300003,within,0.19053580467788794,0.07794380305584606,0.375,0.25
1000000,C1,G0/s3200002,15,9600003,O1/s3300002,O1/s3300003,within,0.17651769451715255,0.0036828490084828296,0.25,0.0
1000000,C1,G0/s3200002,16,9600004,G0/s3200001,G0/s3200002,within,0.17469936456210275,0.11602638912619767,0.25,0.16666666666666666
1000000,C1,G0/s3200002,16,9600004,G0/s3200001,G0/s3200003,within,0.15836669838867867,0.12171886066200542,0.22916666666666666,0.16666666666666666
1000000,C1,G0/s3200002,16,9600004,G0/s3200001,O1/s3300001,between,0.10336807710229277,0.01993111050069979,0.16666666666666666,0.0
1000000,C1,G0/s3200002,16,9600004,G0/s3200001,O1/s3300002,between,0.18984567155443335,0.18320096474742484,0.2916666666666667,0.25
1000000,C1,G0/s3200002,16,9600004,G0/s3200001,O1/s3300003,between,0.18386192830941406,0.0986509978660433,0.22916666666666666,0.125
1000000,C1,G0/s3200002,16,9600004,G0/s3200002,G0/s3200003,within,0.15913316640640543,0.09241466515004555,0.22916666666666666,0.16666666666666666
1000000,C1,G0/s3200002,16,9600004,G0/s3200002,O1/s3300001,between,0.13550632828089557,0.07764257914129861,0.25,0.16666666666666666
1000000,C1,G0/s3200002,16,9600004,G0/s3200002,O1/s3300002,between,0.14109940943428126,0.08577300476488903,0.25,0.16666666666666666
1000000,C1,G0/s3200002,16,9600004,G0/s3200002,O1/s3300003,between,0.1676158636717792,0.060311153908827186,0.22916666666666666,0.125
1000000,C1,G0/s3200002,16,9600004,G0/s3200003,O1/s3300001,between,0.13534618011096686,0.07427858579956363,0.25,0.16666666666666666
1000000,C1,G0/s3200002,16,9600004,G0/s3200003,O1/s3300002,between,0.18822596878804523,0.15963539101680443,0.2916666666666667,0.25
1000000,C1,G0/s3200002,16,9600004,G0/s3200003,O1/s3300003,between,0.20500709382586002,0.1296786365483884,0.2708333333333333,0.20833333333333334
1000000,C1,G0/s3200002,16,9600004,O1/s3300001,O1/s3300002,within,0.14543341013714858,0.12599850317454947,0.2916666666666667,0.25
1000000,C1,G0/s3200002,16,9600004,O1/s3300001,O1/s3300003,within,0.17730203500925631,0.08546080049357292,0.22916666666666666,0.125
1000000,C1,G0/s3200002,16,9600004,O1/s3300002,O1/s3300003,within,0.17488610376668268,0.09570803287077502,0.22916666666666666,0.125
1000000,C1,G0/s3200002,17,9600005,G0/s3200001,G0/s3200002,within,0.16804610376426465,0.06981713029323358,0.2222222222222222,0.1111111111111111
1000000,C1,G0/s3200002,17,9600005,G0/s3200001,G0/s3200003,within,0.13459778982280396,0.06083140590640204,0.19444444444444445,0.05555555555555555
1000000,C1,G0/s3200002,17,9600005,G0/s3200001,O1/s3300001,between,0.10946389506485578,0.04331456878665355,0.19444444444444445,0.05555555555555555
1000000,C1,G0/s3200002,17,9600005,G0/s3200001,O1/s3300002,between,0.16799888590507667,0.12700077596385817,0.25,0.16666666666666666
1000000,C1,G0/s3200002,17,9600005,G0/s3200001,O1/s3300003,between,0.19781618154145464,0.12554744972896692,0.25,0.16666666666666666
1000000,C1,G0/s3200002,17,9600005,G0/s3200002,G0/s3200003,within,0.1616096697133505,0.055621022898370974,0.19444444444444445,0.05555555555555555
1000000,C1,G0/s3200002,17,9600005,G0/s3200002,O1/s3300001,between,0.16065576528802808,0.05629419590759115,0.19444444444444445,0.05555555555555555
1000000,C1,G0/s3200002,17,9600005,G0/s3200002,O1/s3300002,between,0.19781802176141727,0.12036916391140763,0.25,0.16666666666666666
1000000,C1,G0/s3200002,17,9600005,G0/s3200002,O1/s3300003,between,0.1695333833045085,0.06390938500728731,0.19444444444444445,0.05555555555555555
1000000,C1,G0/s3200002,17,9600005,G0/s3200003,O1/s3300001,between,0.09777982002692397,0.007629868031686255,0.16666666666666666,0.0
1000000,C1,G0/s3200002,17,9600005,G0/s3200003,O1/s3300002,between,0.1274940984076674,0.0469625661470565,0.2222222222222222,0.1111111111111111
1000000,C1,G0/s3200002,17,9600005,G0/s3200003,O1/s3300003,between,0.1982263915061648,0.11241129839227569,0.2222222222222222,0.1111111111111111
1000000,C1,G0/s3200002,17,9600005,O1/s3300001,O1/s3300002,within,0.13182774746610312,0.043727981670914046,0.2222222222222222,0.1111111111111111
1000000,C1,G0/s3200002,17,9600005,O1/s3300001,O1/s3300003,within,0.1847948388211634,0.1141339811998518,0.2222222222222222,0.1111111111111111
1000000,C1,G0/s3200002,17,9600005,O1/s3300002,O1/s3300003,within,0.21311272154687752,0.16787493944925314,0.2777777777777778,0.2222222222222222
1000000,C1,G0/s3200002,18,9600000,G0/s3200001,G0/s3200002,within,0.2608335388007387,0.11926350802772573,0.38,0.26
1000000,C1,G0/s3200002,18,9600000,G0/s3200001,G0/s3200003,within,0.2518007085855961,0.11165074071830824,0.34,0.14
1000000,C1,G0/s3200002,18,9600000,G0/s3200001,O1/s3300001,between,0.22148246637612257,0.0835467120946234,0.39,0.24
1000000,C1,G0/s3200002,18,9600000,G0/s3200001,O1/s3300002,between,0.239255224473772,0.08904870971751286,0.32,0.12
1000000,C1,G0/s3200002,18,9600000,G0/s3200001,O1/s3300003,between,0.26787630173349747,0.08519331722960288,0.31,0.1
1000000,C1,G0/s3200002,18,9600000,G0/s3200002,G0/s3200003,within,0.2881930753542327,0.19801938441305494,0.39,0.28
1000000,C1,G0/s3200002,18,9600000,G0/s3200002,O1/s3300001,between,0.2527519790055738,0.11579610128877273,0.4,0.26
1000000,C1,G0/s3200002,18,9600000,G0/s3200002,O1/s3300002,between,0.2938662900943042,0.16013478451914867,0.4,0.26
1000000,C1,G0/s3200002,18,9600000,G0/s3200002,O1/s3300003,between,0.3397547806696657,0.2133057425593893,0.42,0.32
1000000,C1,G0/s3200002,18,9600000,G0/s3200003,O1/s3300001,between,0.24201631771380086,0.14336678689221388,0.4,0.26
1000000,C1,G0/s3200002,18,9600000,G0/s3200003,O1/s3300002,between,0.2833403352875316,0.153881988031741,0.36,0.18
1000000,C1,G0/s3200002,18,9600000,G0/s3200003,O1/s3300003,between,0.2741851722802701,0.08546861417499542,0.3,0.08
1000000,C1,G0/s3200002,18,9600000,O1/s3300001,O1/s3300002,within,0.24094029092941022,0.1307980618986197,0.4,0.28
1000000,C1,G0/s3200002,18,9600000,O1/s3300001,O1/s3300003,within,0.28759685658195655,0.1273139269459227,0.4,0.26
1000000,C1,G0/s3200002,18,9600000,O1/s3300002,O1/s3300003,within,0.28636875625174807,0.11892291027343566,0.31,0.14
1000000,C1,G0/s3200002,20,9600002,G0/s3200001,G0/s3200002,within,0.20379194871327125,0.08363116925113859,0.2727272727272727,0.09090909090909091
1000000,C1,G0/s3200002,20,9600002,G0/s3200001,G0/s3200003,within,0.20638360293353972,0.07859495979037524,0.2727272727272727,0.09090909090909091
1000000,C1,G0/s3200002,20,9600002,G0/s3200001,O1/s3300001,between,0.1839089411984607,0.07900758389978697,0.3181818181818182,0.18181818181818182
1000000,C1,G0/s3200002,20,9600002,G0/s3200001,O1/s3300002,between,0.2146148171229221,0.11936161092593905,0.3409090909090909,0.22727272727272727
1000000,C1,G0/s3200002,20,9600002,G0/s3200001,O1/s3300003,between,0.23039582611498152,0.08467984980953909,0.2727272727272727,0.09090909090909091
1000000,C1,G0/s3200002,20,9600002,G0/s3200002,G0/s3200003,within,0.19784491627931197,0.08024688803054074,0.2727272727272727,0.09090909090909091
1000000,C1,G0/s3200002,20,9600002,G0/s3200002,O1/s3300001,between,0.20637244868907595,0.09060607608444299,0.3181818181818182,0.18181818181818182
1000000,C1,G0/s3200002,20,9600002,G0/s3200002,O1/s3300002,between,0.2273880264981629,0.12440532706907956,0.3181818181818182,0.22727272727272727
1000000,C1,G0/s3200002,20,9600002,G0/s3200002,O1/s3300003,between,0.24245146594999378,0.07482105765069247,0.2727272727272727,0.09090909090909091
1000000,C1,G0/s3200002,20,9600002,G0/s3200003,O1/s3300001,between,0.2091182332716972,0.10624593888134895,0.3181818181818182,0.18181818181818182
1000000,C1,G0/s3200002,20,9600002,G0/s3200003,O1/s3300002,between,0.19773710579540696,0.09248446827256088,0.29545454545454547,0.13636363636363635
1000000,C1,G0/s3200002,20,9600002,G0/s3200003,O1/s3300003,between,0.23695845170199223,0.07032891425122491,0.2727272727272727,0.09090909090909091
1000000,C1,G0/s3200002,20,9600002,O1/s3300001,O1/s3300002,within,0.1687479705277148,0.06758268093608569,0.3409090909090909,0.22727272727272727
1000000,C1,G0/s3200002,20,9600002,O1/s3300001,O1/s3300003,within,0.23037213639396772,0.09511887798207469,0.3181818181818182,0.18181818181818182
1000000,C1,G0/s3200002,20,9600002,O1/s3300002,O1/s3300003,within,0.2407328854579738,0.0933497944436132,0.29545454545454547,0.13636363636363635
1000000,C1,G0/s3200002,21,9600003,G0/s3200001,G0/s3200002,within,0.16142482828283786,0.05191121132223178,0.25,0.11538461538461539
1000000,C1,G0/s3200002,21,9600003,G0/s3200001,G0/s3200003,within,0.15956308346785786,0.0491556946227457,0.25,0.11538461538461539
1000000,C1,G0/s3200002,21,9600003,G0/s3200001,O1/s3300001,between,0.15850784817649355,0.0808571686455028,0.25,0.11538461538461539
1000000,C1,G0/s3200002,21,9600003,G0/s3200001,O1/s3300002,between,0.1819185322042497,0.0773139548416255,0.25,0.11538461538461539
1000000,C1,G0/s3200002,21,9600003,G0/s3200001,O1/s3300003,between,0.20107188225311776,0.07218766680138464,0.23076923076923078,0.07692307692307693
1000000,C1,G0/s3200002,21,9600003,G0/s3200002,G0/s3200003,within,0.15869840092280615,0.052972912239390726,0.21153846153846154,0.07692307692307693
1000000,C1,G0/s3200002,21,9600003,G0/s3200002,O1/s3300001,between,0.18978019259666973,0.13842351207227477,0.28846153846153844,0.23076923076923078
1000000,C1,G0/s3200002,21,9600003,G0/s3200002,O1/s3300002,between,0.17956780427590374,0.06526902831253592,0.23076923076923078,0.07692307692307693
1000000,C1,G0/s3200002,21,9600003,G0/s3200002,O1/s3300003,between,0.20876898519979853,0.10633936225997741,0.28846153846153844,0.19230769230769232
1000000,C1,G0/s3200002,21,9600003,G0/s3200003,O1/s3300001,between,0.1545537275532592,0.07691154989133596,0.25,0.15384615384615385
1000000,C1,G0/s3200002,21,9600003,G0/s3200003,O1/s3300002,between,0.15759663260207402,0.07196678385778793,0.19230769230769232,0.07692307692307693
1000000,C1,G0/s3200002,21,9600003,G0/s3200003,O1/s3300003,between,0.21008507035430052,0.08649620804872343,0.25,0.11538461538461539
1000000,C1,G0/s3200002,21,9600003,O1/s3300001,O1/s3300002,within,0.18271921088925025,0.11531812584198042,0.25,0.15384615384615385
1000000,C1,G0/s3200002,21,9600003,O1/s3300001,O1/s3300003,within,0.20388475960527755,0.09288405283721596,0.25,0.11538461538461539
1000000,C1,G0/s3200002,21,9600003,O1/s3300002,O1/s3300003,within,0.20787475762505964,0.0678981398486273,0.25,0.11538461538461539
1000000,C1,G0/s3200002,24,9600000,G0/s3200001,G0/s3200002,within,0.21697610527050554,0.09537715896177204,0.25,0.1
1000000,C1,G0/s3200002,24,9600000,G0/s3200001,G0/s3200003,within,0.18946384900416247,0.06483505396109449,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,G0/s3200001,O1/s3300001,between,0.16552303814644567,0.03875634255298597,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,G0/s3200001,O1/s3300002,between,0.23249818890913407,0.16705613151154214,0.325,0.25
1000000,C1,G0/s3200002,24,9600000,G0/s3200001,O1/s3300003,between,0.2341494191465498,0.08188519143988601,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,G0/s3200002,G0/s3200003,within,0.2572113671605707,0.15870101675044665,0.325,0.2
1000000,C1,G0/s3200002,24,9600000,G0/s3200002,O1/s3300001,between,0.2498727042786125,0.14850846537481457,0.325,0.2
1000000,C1,G0/s3200002,24,9600000,G0/s3200002,O1/s3300002,between,0.25978784770085994,0.1878724041181866,0.3,0.25
1000000,C1,G0/s3200002,24,9600000,G0/s3200002,O1/s3300003,between,0.24580557997501806,0.08905623833426253,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,G0/s3200003,O1/s3300001,between,0.18446958290186202,0.09045918854853523,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,G0/s3200003,O1/s3300002,between,0.24580546988024646,0.17932285699907907,0.325,0.25
1000000,C1,G0/s3200002,24,9600000,G0/s3200003,O1/s3300003,between,0.20254958135346288,0.04159048346352506,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,O1/s3300001,O1/s3300002,within,0.2420512613839357,0.17731601022317306,0.4,0.35
1000000,C1,G0/s3200002,24,9600000,O1/s3300001,O1/s3300003,within,0.24438224098673222,0.1138874872344896,0.275,0.1
1000000,C1,G0/s3200002,24,9600000,O1/s3300002,O1/s3300003,within,0.25797600347252925,0.1779349960722066,0.35,0.25
1000000,C1,G0/s3200002,25,9600001,G0/s3200001,G0/s3200002,within,0.2746434453431442,0.06713124856860128,0.38461538461538464,0.11538461538461539
1000000,C1,G0/s3200002,25,9600001,G0/s3200001,G0/s3200003,within,0.32989854155708065,0.18486206809945488,0.4423076923076923,0.2692307692307692
1000000,C1,G0/s3200002,25,9600001,G0/s3200001,O1/s3300001,between,0.28030003582975116,0.11684961567833306,0.4230769230769231,0.19230769230769232
1000000,C1,G0/s3200002,25,9600001,G0/s3200001,O1/s3300002,between,0.34428192864765594,0.23219121422107428,0.4423076923076923,0.3076923076923077
1000000,C1,G0/s3200002,25,9600001,G0/s3200001,O1/s3300003,between,0.31808512014723955,0.08829049216706575,0.38461538461538464,0.11538461538461539
1000000,C1,G0/s3200002,25,9600001,G0/s3200002,G0/s3200003,within,0.3184400746928808,0.15018779511143698,0.4230769230769231,0.23076923076923078
1000000,C1,G0/s3200002,25,9600001,G0/s3200002,O1/s3300001,between,0.2884027335312386,0.12453266052338119,0.4423076923076923,0.23076923076923078
1000000,C1,G0/s3200002,25,9600001,G0/s3200002,O1/s3300002,between,0.3286726133416631,0.15649201276376068,0.4230769230769231,0.19230769230769232
1000000,C1,G0/s3200002,25,9600001,G0/s3200002,O1/s3300003,between,0.3108944812055574,0.07716708163899569,0.36538461538461536,0.07692307692307693
1000000,C1,G0/s3200002,25,9600001,G0/s3200003,O1/s3300001,between,0.3360648004308041,0.22469745770200092,0.5192307692307693,0.38461538461538464
1000000,C1,G0/s3200002,25,9600001,G0/s3200003,O1/s3300002,between,0.3192584738102847,0.20245783195043401,0.46153846153846156,0.34615384615384615
1000000,C1,G0/s3200002,25,9600001,G0/s3200003,O1/s3300003,between,0.3639245830957426,0.16486040814254846,0.4423076923076923,0.23076923076923078
1000000,C1,G0/s3200002,25,9600001,O1/s3300001,O1/s3300002,within,0.31943108475271004,0.19711338652405652,0.46153846153846156,0.2692307692307692
1000000,C1,G0/s3200002,25,9600001,O1/s3300001,O1/s3300003,within,0.3683919560757389,0.19246282324783986,0.4423076923076923,0.23076923076923078
1000000,C1,G0/s3200002,25,9600001,O1/s3300002,O1/s3300003,within,0.3877893260291377,0.2210771237255441,0.46153846153846156,0.2692307692307692
1000000,C1,G0/s3200002,26,9600002,G0/s3200001,G0/s3200002,within,0.12691968979375723,0.057895000459670325,0.14583333333333334,0.08333333333333333
1000000,C1,G0/s3200002,26,9600002,G0/s3200001,G0/s3200003,within,0.13458289335912618,0.07733651709447022,0.16666666666666666,0.08333333333333333
1000000,C1,G0/s3200002,26,9600002,G0/s3200001,O1/s3300001,between,0.12006143454805013,0.06468039845873583,0.1875,0.125
1000000,C1,G0/s3200002,26,9600002,G0/s3200001,O1/s3300002,between,0.12821080094022844,0.09232101085544593,0.20833333333333334,0.16666666666666666
1000000,C1,G0/s3200002,26,9600002,G0/s3200001,O1/s3300003,between,0.10677581303610516,0.023597678562753605,0.10416666666666667,0.0
1000000,C1,G0/s3200002,26,9600002,G0/s3200002,G0/s3200003,within,0.130249912414967,0.06496588050688802,0.16666666666666666,0.08333333333333333
1000000,C1,G0/s3200002,26,9600002,G0/s3200002,O1/s3300001,between,0.16002971319699985,0.1042179713034993,0.1875,0.125
1000000,C1,G0/s3200002,26,9600002,G0/s3200002,O1/s3300002,between,0.15767403201487137,0.10762587405675657,0.20833333333333334,0.16666666666666666
1000000,C1,G0/s3200002,26,9600002,G0/s3200002,O1/s3300003,between,0.11685833178621487,0.03466168887875135,0.14583333333333334,0.08333333333333333
1000000,C1,G0/s3200002,26,9600002,G0/s3200003,O1/s3300001,between,0.12900221276676557,0.06400077208894678,0.14583333333333334,0.041666666666666664
1000000,C1,G0/s3200002,26,9600002,G0/s3200003,O1/s3300002,between,0.11488793775988447,0.053119116001529826,0.16666666666666666,0.08333333333333333
1000000,C1,G0/s3200002,26,9600002,G0/s3200003,O1/s3300003,between,0.13425950899331565,0.06427660315015883,0.16666666666666666,0.08333333333333333
1000000,C1,G0/s3200002,26,9600002,O1/s3300001,O1/s3300002,within,0.09481373510883863,0.021459883626669122,0.14583333333333334,0.041666666666666664
1000000,C1,G0/s3200002,26,9600002,O1/s3300001,O1/s3300003,within,0.14896072369686678,0.08819894154044967,0.1875,0.125
1000000,C1,G0/s3200002,26,9600002,O1/s3300002,O1/s3300003,within,0.1561192328511292,0.10574547156470765,0.20833333333333334,0.16666666666666666
1000000,C1,G0/s3200002,27,9600003,G0/s3200001,G0/s3200002,within,0.23184190702671867,0.0687943032220892,0.3,0.05
1000000,C1,G0/s3200002,27,9600003,G0/s3200001,G0/s3200003,within,0.2822571449168385,0.14266114659446713,0.35,0.15
1000000,C1,G0/s3200002,27,9600003,G0/s3200001,O1/s3300001,between,0.24825776437600616,0.12695746725366913,0.375,0.2
1000000,C1,G0/s3200002,27,9600003,G0/s3200001,O1/s3300002,between,0.3061812184083301,0.22473401738136625,0.425,0.3
1000000,C1,G0/s3200002,27,9600003,G0/s3200001,O1/s3300003,between,0.29240232003985744,0.11241527952022912,0.35,0.15
1000000,C1,G0/s3200002,27,9600003,G0/s3200002,G0/s3200003,within,0.2786164433199707,0.16882994226159537,0.375,0.2
1000000,C1,G0/s3200002,27,9600003,G0/s3200002,O1/s3300001,between,0.26767211275341274,0.17573369642874864,0.375,0.25
1000000,C1,G0/s3200002,27,9600003,G0/s3200002,O1/s3300002,between,0.29523387086467107,0.22838590794969224,0.375,0.25
1000000,C1,G0/s3200002,27,9600003,G0/s3200002,O1/s3300003,between,0.31604844597662396,0.17413141750176991,0.375,0.2
1000000,C1,G0/s3200002,27,9600003,G0/s3200003,O1/s3300001,between,0.22677920536944782,0.08992051878011856,0.35,0.15
1000000,C1,G0/s3200002,27,9600003,G0/s3200003,O1/s3300002,between,0.3164875693724951,0.20154046473927298,0.4,0.25
1000000,C1,G0/s3200002,27,9600003,G0/s3200003,O1/s3300003,between,0.30231365364397494,0.12169614115683998,0.325,0.1
