o1_seed,g0_seed,arm,opponent,eval_seed,episode_key,blue_score,red_score,score_margin,win,loss,draw,captures_blue,captures_red,lead_seen,lost_after_leading,lead_preserved,c1_fired,c1_onset_step,c1_active_steps,handoff_occurred,steps_after_handoff,injected,terminated
3300001,3200001,A,OP12,9600010,OP12:9600010,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,57,26,0,0,0,True
3300001,3200001,A,OP12,9600011,OP12:9600011,3.0,2.0,1.0,1,0,0,3,2,0,0,0,0,,0,0,0,0,True
3300001,3200001,A,OP12,9600012,OP12:9600012,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,63,17,0,0,0,True
3300001,3200001,A,OP12,9600013,OP12:9600013,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,109,5,0,0,0,True
3300001,3200001,A,OP12,9600014,OP12:9600014,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,40,16,0,0,0,True
3300001,3200001,A,OP12,9600015,OP12:9600015,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,57,23,0,0,0,True
3300001,3200001,A,OP12,9600016,OP12:9600016,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,47,33,0,0,0,True
3300001,3200001,A,OP12,9600017,OP12:9600017,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,33,28,0,0,0,True
3300001,3200001,A,OP12,9600018,OP12:9600018,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,44,9,0,0,0,True
3300001,3200001,A,OP12,9600019,OP12:9600019,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,44,23,0,0,0,True
3300001,3200001,A,OP12,9600020,OP12:9600020,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,30,36,0,0,0,True
3300001,3200001,A,OP12,9600021,OP12:9600021,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,57,33,0,0,0,True
3300001,3200001,A,OP12,9600022,OP12:9600022,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,37,20,0,0,0,True
3300001,3200001,A,OP12,9600023,OP12:9600023,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,40,31,0,0,0,True
3300001,3200001,A,OP12,9600024,OP12:9600024,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,103,9,0,0,0,True
3300001,3200001,A,OP12,9600025,OP12:9600025,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,38,22,0,0,0,True
3300001,3200001,A,OP12,9600026,OP12:9600026,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,67,8,0,0,0,True
3300001,3200001,A,OP12,9600027,OP12:9600027,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,55,14,0,0,0,True
3300001,3200001,A,OP12,9600028,OP12:9600028,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,112,13,0,0,0,True
3300001,3200001,A,OP12,9600029,OP12:9600029,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,32,26,0,0,0,True
3300001,3200001,B,OP6,9600000,OP6:9600000,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,81,22,1,24,0,True
3300001,3200001,B,OP6,9600001,OP6:9600001,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,27,21,1,88,0,True
3300001,3200001,B,OP6,9600002,OP6:9600002,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,30,5,1,61,0,True
3300001,3200001,B,OP6,9600003,OP6:9600003,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,31,2,1,96,0,True
3300001,3200001,B,OP6,9600004,OP6:9600004,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,29,13,1,71,0,True
3300001,3200001,B,OP6,9600005,OP6:9600005,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,31,23,1,50,0,True
3300001,3200001,B,OP6,9600006,OP6:9600006,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,32,4,1,61,0,True
3300001,3200001,B,OP6,9600007,OP6:9600007,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,29,40,1,82,0,True
3300001,3200001,B,OP6,9600008,OP6:9600008,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,30,23,1,62,0,True
3300001,3200001,B,OP6,9600009,OP6:9600009,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,77,21,1,48,0,True
3300001,3200001,B,OP6,9600010,OP6:9600010,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,32,10,1,75,0,True
3300001,3200001,B,OP6,9600011,OP6:9600011,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,98,3,1,41,0,True
3300001,3200001,B,OP6,9600012,OP6:9600012,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,69,11,1,31,0,True
3300001,3200001,B,OP6,9600013,OP6:9600013,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,29,40,1,211,0,True
3300001,3200001,B,OP6,9600014,OP6:9600014,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,39,34,1,52,0,True
3300001,3200001,B,OP6,9600015,OP6:9600015,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,31,19,1,127,0,True
3300001,3200001,B,OP6,9600016,OP6:9600016,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,29,7,1,86,0,True
3300001,3200001,B,OP6,9600017,OP6:9600017,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,91,21,1,29,0,True
3300001,3200001,B,OP6,9600018,OP6:9600018,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,31,26,1,167,0,True
3300001,3200001,B,OP6,9600019,OP6:9600019,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,38,37,1,61,0,True
3300001,3200001,B,OP6,9600020,OP6:9600020,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,27,24,1,211,0,True
3300001,3200001,B,OP6,9600021,OP6:9600021,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,27,27,1,89,0,True
3300001,3200001,B,OP6,9600022,OP6:9600022,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,121,31,1,47,0,True
3300001,3200001,B,OP6,9600023,OP6:9600023,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,27,24,1,58,0,True
3300001,3200001,B,OP6,9600024,OP6:9600024,1.0,3.0,-2.0,0,1,0,1,3,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP6,9600025,OP6:9600025,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,39,36,1,53,0,True
3300001,3200001,B,OP6,9600026,OP6:9600026,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,69,15,1,27,0,True
3300001,3200001,B,OP6,9600027,OP6:9600027,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,86,12,1,12,0,True
3300001,3200001,B,OP6,9600028,OP6:9600028,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,66,5,1,35,0,True
3300001,3200001,B,OP6,9600029,OP6:9600029,3.0,2.0,1.0,1,0,0,3,2,1,0,1,1,72,23,1,45,0,True
3300001,3200001,B,OP7,9600000,OP7:9600000,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,193,1,1,47,0,True
3300001,3200001,B,OP7,9600001,OP7:9600001,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,104,27,1,50,0,True
3300001,3200001,B,OP7,9600002,OP7:9600002,1.0,1.0,0.0,0,0,1,1,1,1,0,1,1,58,2,1,182,0,True
3300001,3200001,B,OP7,9600003,OP7:9600003,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600004,OP7:9600004,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600005,OP7:9600005,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600006,OP7:9600006,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600007,OP7:9600007,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600008,OP7:9600008,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,133,3,1,107,0,True
3300001,3200001,B,OP7,9600009,OP7:9600009,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,78,10,1,162,0,True
3300001,3200001,B,OP7,9600010,OP7:9600010,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,142,9,1,98,0,True
3300001,3200001,B,OP7,9600011,OP7:9600011,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,237,2,1,3,0,True
3300001,3200001,B,OP7,9600012,OP7:9600012,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600013,OP7:9600013,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600014,OP7:9600014,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600015,OP7:9600015,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600016,OP7:9600016,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600017,OP7:9600017,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,227,4,1,13,0,True
3300001,3200001,B,OP7,9600018,OP7:9600018,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,106,16,1,85,0,True
3300001,3200001,B,OP7,9600019,OP7:9600019,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600020,OP7:9600020,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,44,20,1,196,0,True
3300001,3200001,B,OP7,9600021,OP7:9600021,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600022,OP7:9600022,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,239,1,1,1,0,True
3300001,3200001,B,OP7,9600023,OP7:9600023,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,146,35,1,94,0,True
3300001,3200001,B,OP7,9600024,OP7:9600024,2.0,1.0,1.0,1,0,0,2,1,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600025,OP7:9600025,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,166,4,1,41,0,True
3300001,3200001,B,OP7,9600026,OP7:9600026,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600027,OP7:9600027,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,142,7,1,98,0,True
3300001,3200001,B,OP7,9600028,OP7:9600028,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP7,9600029,OP7:9600029,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600000,OP8:9600000,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600001,OP8:9600001,2.0,0.0,2.0,1,0,0,2,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600002,OP8:9600002,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,60,2,1,180,0,True
3300001,3200001,B,OP8,9600003,OP8:9600003,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,144,1,1,48,0,True
3300001,3200001,B,OP8,9600004,OP8:9600004,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,65,22,1,82,0,True
3300001,3200001,B,OP8,9600005,OP8:9600005,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,150,9,1,90,0,True
3300001,3200001,B,OP8,9600006,OP8:9600006,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,228,7,1,12,0,True
3300001,3200001,B,OP8,9600007,OP8:9600007,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600008,OP8:9600008,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,137,13,1,103,0,True
3300001,3200001,B,OP8,9600009,OP8:9600009,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,111,10,1,122,0,True
3300001,3200001,B,OP8,9600010,OP8:9600010,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,72,7,1,168,0,True
3300001,3200001,B,OP8,9600011,OP8:9600011,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600012,OP8:9600012,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,61,11,1,179,0,True
3300001,3200001,B,OP8,9600013,OP8:9600013,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600014,OP8:9600014,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600015,OP8:9600015,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600016,OP8:9600016,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,131,5,1,109,0,True
3300001,3200001,B,OP8,9600017,OP8:9600017,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600018,OP8:9600018,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,99,14,1,141,0,True
3300001,3200001,B,OP8,9600019,OP8:9600019,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,64,9,1,176,0,True
3300001,3200001,B,OP8,9600020,OP8:9600020,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,85,15,1,155,0,True
3300001,3200001,B,OP8,9600021,OP8:9600021,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,101,6,1,139,0,True
3300001,3200001,B,OP8,9600022,OP8:9600022,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,148,19,1,55,0,True
3300001,3200001,B,OP8,9600023,OP8:9600023,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600024,OP8:9600024,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600025,OP8:9600025,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,143,6,1,97,0,True
3300001,3200001,B,OP8,9600026,OP8:9600026,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600027,OP8:9600027,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP8,9600028,OP8:9600028,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,116,6,1,63,0,True
3300001,3200001,B,OP8,9600029,OP8:9600029,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,142,11,1,98,0,True
3300001,3200001,B,OP9,9600000,OP9:9600000,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600001,OP9:9600001,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,144,20,1,96,0,True
3300001,3200001,B,OP9,9600002,OP9:9600002,0.0,1.0,-1.0,0,1,0,0,1,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600003,OP9:9600003,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,218,2,1,22,0,True
3300001,3200001,B,OP9,9600004,OP9:9600004,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,125,30,1,115,0,True
3300001,3200001,B,OP9,9600005,OP9:9600005,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600006,OP9:9600006,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,198,18,1,42,0,True
3300001,3200001,B,OP9,9600007,OP9:9600007,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,41,14,1,126,0,True
3300001,3200001,B,OP9,9600008,OP9:9600008,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600009,OP9:9600009,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,218,9,1,22,0,True
3300001,3200001,B,OP9,9600010,OP9:9600010,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,105,24,1,135,0,True
3300001,3200001,B,OP9,9600011,OP9:9600011,0.0,1.0,-1.0,0,1,0,0,1,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600012,OP9:9600012,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600013,OP9:9600013,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600014,OP9:9600014,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,90,35,1,150,0,True
3300001,3200001,B,OP9,9600015,OP9:9600015,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,236,4,1,4,0,True
3300001,3200001,B,OP9,9600016,OP9:9600016,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600017,OP9:9600017,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600018,OP9:9600018,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600019,OP9:9600019,2.0,0.0,2.0,1,0,0,2,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600020,OP9:9600020,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,192,21,1,48,0,True
3300001,3200001,B,OP9,9600021,OP9:9600021,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600022,OP9:9600022,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,34,6,1,206,0,True
3300001,3200001,B,OP9,9600023,OP9:9600023,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600024,OP9:9600024,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600025,OP9:9600025,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,164,16,1,76,0,True
3300001,3200001,B,OP9,9600026,OP9:9600026,1.0,1.0,0.0,0,0,1,1,1,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600027,OP9:9600027,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600028,OP9:9600028,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP9,9600029,OP9:9600029,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600000,OP10:9600000,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,159,7,1,81,0,True
3300001,3200001,B,OP10,9600001,OP10:9600001,3.0,0.0,3.0,1,0,0,3,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600002,OP10:9600002,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600003,OP10:9600003,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,84,21,1,156,0,True
3300001,3200001,B,OP10,9600004,OP10:9600004,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600005,OP10:9600005,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600006,OP10:9600006,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,154,4,1,86,0,True
3300001,3200001,B,OP10,9600007,OP10:9600007,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,232,4,1,8,0,True
3300001,3200001,B,OP10,9600008,OP10:9600008,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,214,7,1,23,0,True
3300001,3200001,B,OP10,9600009,OP10:9600009,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,66,15,1,72,0,True
3300001,3200001,B,OP10,9600010,OP10:9600010,1.0,1.0,0.0,0,0,1,1,1,1,0,1,1,132,14,1,108,0,True
3300001,3200001,B,OP10,9600011,OP10:9600011,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,180,6,1,60,0,True
3300001,3200001,B,OP10,9600012,OP10:9600012,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,135,7,1,105,0,True
3300001,3200001,B,OP10,9600013,OP10:9600013,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,110,16,1,130,0,True
3300001,3200001,B,OP10,9600014,OP10:9600014,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600015,OP10:9600015,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600016,OP10:9600016,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,224,1,1,16,0,True
3300001,3200001,B,OP10,9600017,OP10:9600017,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,58,27,1,182,0,True
3300001,3200001,B,OP10,9600018,OP10:9600018,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600019,OP10:9600019,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,94,14,1,146,0,True
3300001,3200001,B,OP10,9600020,OP10:9600020,1.0,1.0,0.0,0,0,1,1,1,1,0,1,1,41,16,1,199,0,True
3300001,3200001,B,OP10,9600021,OP10:9600021,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,79,34,1,161,0,True
3300001,3200001,B,OP10,9600022,OP10:9600022,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,217,5,1,23,0,True
3300001,3200001,B,OP10,9600023,OP10:9600023,3.0,0.0,3.0,1,0,0,3,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600024,OP10:9600024,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600025,OP10:9600025,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP10,9600026,OP10:9600026,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,111,14,1,129,0,True
3300001,3200001,B,OP10,9600027,OP10:9600027,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,238,1,1,2,0,True
3300001,3200001,B,OP10,9600028,OP10:9600028,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,42,15,1,198,0,True
3300001,3200001,B,OP10,9600029,OP10:9600029,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,162,2,1,78,0,True
3300001,3200001,B,OP11,9600000,OP11:9600000,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,124,10,1,71,0,True
3300001,3200001,B,OP11,9600001,OP11:9600001,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,84,12,1,156,0,True
3300001,3200001,B,OP11,9600002,OP11:9600002,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,43,41,1,160,0,True
3300001,3200001,B,OP11,9600003,OP11:9600003,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600004,OP11:9600004,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,75,32,1,165,0,True
3300001,3200001,B,OP11,9600005,OP11:9600005,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600006,OP11:9600006,3.0,0.0,3.0,1,0,0,3,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600007,OP11:9600007,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,162,11,1,15,0,True
3300001,3200001,B,OP11,9600008,OP11:9600008,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,31,11,1,180,0,True
3300001,3200001,B,OP11,9600009,OP11:9600009,2.0,1.0,1.0,1,0,0,2,1,1,0,1,1,29,31,1,211,0,True
3300001,3200001,B,OP11,9600010,OP11:9600010,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,185,8,1,55,0,True
3300001,3200001,B,OP11,9600011,OP11:9600011,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,158,15,1,68,0,True
3300001,3200001,B,OP11,9600012,OP11:9600012,2.0,0.0,2.0,1,0,0,2,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600013,OP11:9600013,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,27,31,1,199,0,True
3300001,3200001,B,OP11,9600014,OP11:9600014,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,137,3,1,69,0,True
3300001,3200001,B,OP11,9600015,OP11:9600015,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,126,2,1,64,0,True
3300001,3200001,B,OP11,9600016,OP11:9600016,3.0,0.0,3.0,1,0,0,3,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600017,OP11:9600017,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,128,3,1,112,0,True
3300001,3200001,B,OP11,9600018,OP11:9600018,1.0,0.0,1.0,1,0,0,1,0,1,0,1,1,84,21,1,156,0,True
3300001,3200001,B,OP11,9600019,OP11:9600019,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600020,OP11:9600020,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,94,25,1,146,0,True
3300001,3200001,B,OP11,9600021,OP11:9600021,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,44,12,1,196,0,True
3300001,3200001,B,OP11,9600022,OP11:9600022,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600023,OP11:9600023,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,183,16,1,57,0,True
3300001,3200001,B,OP11,9600024,OP11:9600024,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,142,6,1,38,0,True
3300001,3200001,B,OP11,9600025,OP11:9600025,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,60,12,1,180,0,True
3300001,3200001,B,OP11,9600026,OP11:9600026,1.0,0.0,1.0,1,0,0,1,0,1,0,1,0,,0,0,0,0,True
3300001,3200001,B,OP11,9600027,OP11:9600027,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,61,2,1,179,0,True
3300001,3200001,B,OP11,9600028,OP11:9600028,2.0,0.0,2.0,1,0,0,2,0,1,0,1,1,209,13,1,31,0,True
3300001,3200001,B,OP11,9600029,OP11:9600029,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,37,26,1,171,0,True
3300001,3200001,B,OP12,9600000,OP12:9600000,3.0,0.0,3.0,1,0,0,3,0,1,0,1,1,67,27,1,91,0,True
3300001,3200001,B,OP12,9600001,OP12:9600001,2.0,3.0,-1.0,0,1,0,2,3,1,1,0,1,30,14,1,89,0,True
3300001,3200001,B,OP12,9600002,OP12:9600002,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,61,54,1,129,0,True
3300001,3200001,B,OP12,9600003,OP12:9600003,3.0,1.0,2.0,1,0,0,3,1,1,0,1,1,33,39,1,79,0,True
