episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count,vec_schema_version
1,0,15.939,42.966,62,35,0,2.00688,1.06134,0.266667,OP3,scripted,OP3,1,3,0,2
2,0,15.939,43.659,56,31,0,1.52927,1.1066,0.333333,OP3,scripted,OP3,1,3,0,2
3,0,12.474,44.352,55,34,0,2.15237,1.05546,0.358333,OP3,scripted,OP3,2,3,0,2
4,0,17.325,49.896,49,30,0,2.18092,1.18773,0.233333,OP3,scripted,OP3,2,3,0,2
5,0,15.246,42.966,39,27,0,2.51964,1.69449,0.45,OP3,scripted,OP3,1,3,0,2
6,1,15.246,43.659,61,20,0,1.56041,0.838135,0.208333,OP3,scripted,OP3,3,2,0,2
7,0,15.246,45.738,74,33,0,2.25011,1.61056,0.341667,OP3,scripted,OP3,2,3,0,2
8,0,15.246,45.045,55,19,0,2.13769,1.31977,0.333333,OP3,scripted,OP3,1,3,0,2
9,0,14.553,42.273,65,28,0,1.94868,1.31984,0.3,OP3,scripted,OP3,1,3,0,2
10,0,14.553,40.887,65,25,0,2.475,1.62886,0.275,OP3,scripted,OP3,2,3,0,2
11,0,16.632,46.431,47,23,0,1.85083,1.07528,0.3,OP3,scripted,OP3,2,3,0,2
12,0,20.097,45.738,100,44,0,2.26767,1.27868,0.308333,OP3,scripted,OP3,1,3,0,2
13,0,15.939,40.887,68,37,0,2.01827,2.14678,0.266667,OP3,scripted,OP3,1,3,0,2
14,1,15.939,44.352,58,31,0,1.56617,0.9072,0.2,OP3,scripted,OP3,3,2,0,2
15,0,14.553,47.817,100,40,0,1.49841,1.04423,0.258333,OP3,scripted,OP3,2,3,0,2
16,0,15.246,45.045,51,26,0,2.02997,1.03049,0.308333,OP3,scripted,OP3,2,3,0,2
17,0,15.939,42.966,59,28,0,2.13867,1.26466,0.291667,OP3,scripted,OP3,2,3,0,2
18,0,19.404,46.431,94,32,0,2.49695,1.20111,0.333333,OP3,scripted,OP3,2,3,0,2
19,0,15.939,42.966,87,26,0,2.3599,1.33127,0.25,OP3,scripted,OP3,1,3,0,2
20,0,14.553,42.273,64,36,0,2.67014,1.92087,0.3,OP3,scripted,OP3,1,3,0,2
21,0,14.553,40.194,58,28,0,2.19478,1.1871,0.308333,OP3,scripted,OP3,1,3,0,2
22,0,14.553,42.273,59,35,0,1.94758,1.38027,0.333333,OP3,scripted,OP3,1,3,0,2
23,0,19.404,49.896,73,33,0,1.84256,0.953222,0.316667,OP3,scripted,OP3,1,3,0,2
24,0,18.711,49.203,72,38,0,1.94016,0.866315,0.258333,OP3,scripted,OP3,1,3,0,2
25,1,10.395,31.878,58,20,0,2.45263,1.14485,0.208333,OP3,scripted,OP3,3,1,0,2
26,0,17.325,45.045,77,37,0,2.20276,1.49128,0.241667,OP3,scripted,OP3,1,3,0,2
27,0,15.246,42.273,47,31,0,1.75117,1.11923,0.3,OP3,scripted,OP3,2,3,0,2
28,0,16.632,43.659,39,32,0,2.01753,1.24024,0.291667,OP3,scripted,OP3,1,3,0,2
29,0,15.246,40.887,47,22,0,1.72054,0.936514,0.233333,OP3,scripted,OP3,1,3,0,2
30,0,15.939,43.659,61,31,0,1.96883,1.12197,0.283333,OP3,scripted,OP3,2,3,0,2
31,0,13.86,42.966,44,30,0,1.92246,1.03875,0.35,OP3,scripted,OP3,1,3,0,2
