epoch,train_kl_A,train_kl_B,holdout_agree_z0_vs_piA,holdout_agree_z1_vs_piB,holdout_teacher_argmax_disagreement,holdout_kl_A,holdout_kl_B,holdout_student_z0_z1_jsd,holdout_teacher_A_B_jsd
1,0.7202126916147705,0.36760509720979595,0.8000634719955273,0.9409400531855154,0.2775949252589935,0.3794775059867217,0.08925310518695605,0.10344487528277907,0.17903920535855075
2,0.259062042985207,0.06900116616589391,0.8838604959591078,0.9604876979221076,0.2775949252589935,0.16812673312521603,0.04838522848797964,0.14716865663396592,0.17903920535855075
3,0.14474162102764487,0.041661761892147556,0.8958716353577562,0.9688393437764594,0.2775949252589935,0.13037374827572729,0.031120612531667223,0.17735374051272706,0.17903920535855075
4,0.10883248852104203,0.02710729216535886,0.9054221657046211,0.9721117072357518,0.2775949252589935,0.1015219310362518,0.0234978239868992,0.17014060540968654,0.17903920535855075
5,0.08574408295954394,0.020181811892260343,0.9213371202417581,0.9757784253121582,0.2775949252589935,0.07580799000200186,0.016590959095206213,0.16467940067038714,0.17903920535855075
6,0.0654110357993179,0.016571241956299696,0.9304684433883463,0.9771696503891911,0.2775949252589935,0.05869212262819184,0.015146173528570764,0.16991104654213898,0.17903920535855075
7,0.04817127474607565,0.014145814948993871,0.9382251034171267,0.9816576353469832,0.2775949252589935,0.04371266202071234,0.012634184341385295,0.16823323880130125,0.17903920535855075
8,0.03745195841114236,0.012495876711785283,0.9449061468465464,0.981749113063905,0.2775949252589935,0.036812573315904554,0.011063276952377653,0.17170732224089003,0.17903920535855075
9,0.030359934919919722,0.010873477237346845,0.943775516409745,0.9807834927523545,0.2775949252589935,0.03370549557184383,0.010852318235161647,0.17427717182763766,0.17903920535855075
10,0.025252617163281154,0.009609135819009991,0.9510400344882827,0.9832536176105141,0.2775949252589935,0.02802543668288639,0.009038186820002628,0.17875278186685806,0.17903920535855075
11,0.02184623949484438,0.00867946652106495,0.9553556440268487,0.9837168846692549,0.2775949252589935,0.024817727699160432,0.008671588714856262,0.1740815602412741,0.17903920535855075
12,0.01993748103865446,0.007717144763113087,0.9524798896746663,0.9819750414362652,0.2775949252589935,0.023773500595645897,0.007776836770838814,0.18088427604838586,0.17903920535855075
13,0.01679859231584347,0.007026432862139156,0.9553108681519681,0.9846670802731312,0.2775949252589935,0.02337406921720874,0.007007845337492754,0.1688801567538536,0.17903920535855075
14,0.016027222650173385,0.006457513058956107,0.9611326235654107,0.9855343692572927,0.2775949252589935,0.0190001998172546,0.00651133656808815,0.17498843711909826,0.17903920535855075
15,0.014589549304965215,0.005841855449267687,0.9586978705774792,0.9834837837626382,0.2775949252589935,0.01850099148145565,0.006113092145132338,0.17354037953850274,0.17903920535855075
16,0.012817583261774136,0.005236080680520107,0.962068028668798,0.9850304351139851,0.2775949252589935,0.01733221798406224,0.005756988910255222,0.17923956495021767,0.17903920535855075
17,0.012213582053589515,0.0049318327711751824,0.9620671775231641,0.9860704336547446,0.2775949252589935,0.01734242380849408,0.005606025163779294,0.1766037957686778,0.17903920535855075
18,0.011577292122583613,0.004640159077751331,0.9653175183430662,0.9879460174854097,0.2775949252589935,0.015283637089228619,0.005162898307330555,0.17552055026379373,0.17903920535855075
19,0.010197530046869546,0.00433009067693582,0.9634989923671617,0.9867930269393469,0.2775949252589935,0.015591351388107766,0.004766666382608923,0.176555275342016,0.17903920535855075
20,0.009938989949022602,0.004046539441706278,0.965184303501463,0.9843267031948967,0.2775949252589935,0.016156827893976346,0.0050556519959066475,0.1826444065605243,0.17903920535855075
