tick,blue_score,red_score,n_near_home,n_attack_like,blue_x0,blue_x1,blue_x2,blue_x3,blue_y0,blue_y1,blue_y2,blue_y3,forced0,forced1,forced2,forced3,near_home0,near_home1,near_home2,near_home3
78,0,0,1,2,1.6232528686523438,5.313962459564209,11.729488372802734,2.8982369899749756,9.671493530273438,10.196184158325195,9.542162895202637,10.783820152282715,0,1,1,0,0,0,0,1
79,0,0,1,2,1.8283917903900146,4.226865768432617,12.796832084655762,1.8892571926116943,9.850364685058594,10.131829261779785,9.758262634277344,11.19355297088623,0,1,1,0,0,0,0,1
80,0,0,2,2,1.92183256149292,3.1397690773010254,13.885583877563477,2.176521062850952,9.931840896606445,10.067473411560059,9.781506538391113,12.24398136138916,0,1,1,0,0,1,0,1
81,0,0,2,1,1.9643948078155518,3.074831485748291,15.256620407104492,3.2511227130889893,9.968953132629395,8.980411529541016,9.204113960266113,12.42048168182373,0,1,1,0,0,1,0,1
82,0,0,2,1,1.9837819337844849,4.146535873413086,15.210742950439453,4.067261219024658,9.985857963562012,8.78709602355957,8.116081237792969,12.554530143737793,0,1,1,0,0,1,0,1
83,0,0,2,1,1.9926127195358276,5.22795295715332,14.124940872192383,4.709565162658691,9.993557929992676,8.915383338928223,8.032685279846191,11.675117492675781,0,1,1,0,0,1,0,1
84,0,0,2,1,1.9966353178024292,6.3088531494140625,13.04999828338623,3.9124743938446045,9.997065544128418,9.047957420349121,8.207098007202148,10.933115005493164,0,1,1,0,0,1,0,1
85,0,0,1,2,1.9984678030014038,7.396690368652344,11.975055694580078,2.934016466140747,9.998663902282715,9.098274230957031,8.381510734558105,10.455055236816406,0,1,1,0,0,0,0,1
86,0,0,1,2,1.5497806072235107,8.485660552978516,10.900113105773926,2.8452274799346924,9.780464172363281,9.090202331542969,8.555924415588379,10.411377906799316,0,1,1,0,0,0,0,1
87,0,0,1,2,1.345327615737915,9.469035148620605,10.081076622009277,2.589453935623169,9.681227684020996,10.059803009033203,8.300788879394531,10.286619186401367,0,1,1,0,0,0,0,1
88,0,0,1,2,1.252103567123413,10.557211875915527,9.015380859375,2.361720561981201,9.636221885681152,10.10214900970459,8.524873733520508,10.17556095123291,0,1,1,0,0,0,0,1
89,0,0,1,1,1.2093875408172607,11.64522647857666,7.949685096740723,2.20747971534729,9.616241455078125,10.055827140808105,8.748957633972168,10.099947929382324,0,1,1,0,0,0,0,1
