tick,blue_score,red_score,n_near_home,n_attack_like,blue_x0,blue_x1,blue_x2,blue_x3,blue_y0,blue_y1,blue_y2,blue_y3,forced0,forced1,forced2,forced3,near_home0,near_home1,near_home2,near_home3
0,0,0,2,2,4.157567501068115,3.5333361625671387,3.2357218265533447,1.3420143127441406,17.405317306518555,3.2531068325042725,10.744763374328613,14.178027153015137,0,1,1,0,0,0,1,1
1,0,0,2,2,4.582095623016357,3.894395351409912,3.6554365158081055,1.8154983520507812,17.1605224609375,3.5844452381134033,10.997723579406738,14.051687240600586,0,1,1,0,0,0,1,1
2,0,0,2,2,5.43115234375,3.9783811569213867,4.494865417480469,2.7624664306640625,16.67093276977539,4.560940265655518,11.503643035888672,13.799007415771484,0,1,1,0,0,0,1,1
3,0,0,2,2,6.374548435211182,3.606132745742798,5.42756462097168,3.8146533966064453,16.126943588256836,5.5843424797058105,12.065775871276855,13.5182523727417,0,1,1,0,0,0,1,1
4,0,0,3,1,7.317944526672363,3.233884572982788,6.09627628326416,4.866840362548828,15.582954406738281,6.607745170593262,11.206273078918457,13.237497329711914,0,1,1,0,0,1,1,1
5,0,0,2,2,8.261341094970703,2.8616364002227783,5.322084903717041,5.919027328491211,15.038965225219727,7.631147384643555,10.440408706665039,12.956742286682129,0,1,1,0,0,1,1,0
6,0,0,2,2,9.204736709594727,3.8337080478668213,5.99079704284668,6.971214294433594,14.494975090026855,8.122062683105469,9.58090591430664,12.675986289978027,0,1,1,0,0,1,1,0
7,0,0,2,2,10.148133277893066,4.594517230987549,5.2166056632995605,8.023401260375977,13.9509859085083,7.342902660369873,8.815041542053223,12.395231246948242,0,1,1,0,0,1,1,0
8,0,0,2,1,11.091529846191406,3.911017656326294,5.885317802429199,9.07558822631836,13.40699577331543,6.495111465454102,7.955538272857666,12.11447525024414,0,1,1,0,0,1,1,0
9,0,0,2,1,10.663182258605957,2.9881956577301025,5.11112642288208,10.127775192260742,12.405776977539062,7.0733160972595215,7.18967342376709,11.833720207214355,0,1,1,0,0,1,1,0
10,0,0,2,1,9.613890647888184,2.3046960830688477,4.258904933929443,11.179962158203125,12.114387512207031,6.22552490234375,7.867640495300293,11.552964210510254,0,1,1,0,0,1,1,0
11,0,0,2,1,8.56459903717041,1.3818740844726562,3.484713315963745,12.232149124145508,11.822998046875,6.80372953414917,7.101776123046875,11.272208213806152,0,1,1,0,0,1,1,0
12,0,0,2,1,7.515307426452637,0.6983745098114014,3.9812302589416504,13.28433609008789,11.531608581542969,5.955938339233398,6.132553577423096,10.991453170776367,0,1,1,0,0,1,1,0
13,0,0,1,2,6.466015815734863,0.0,5.47251033782959,14.336523056030273,11.240219116210938,6.534142971038818,6.681170463562012,10.710697174072266,0,1,1,0,0,1,0,0
14,0,0,2,1,5.41672420501709,0.4647594094276428,5.218061447143555,15.388710021972656,10.948829650878906,7.518988132476807,7.740026950836182,10.429941177368164,0,1,1,0,0,1,1,0
15,0,0,2,1,4.367432594299316,0.0,4.3268723487854,16.26605796813965,10.657440185546875,7.837000846862793,8.365888595581055,10.19583797454834,0,1,1,0,0,1,1,0
16,0,0,3,0,3.318140983581543,0.0,3.5998003482818604,16.37403678894043,10.366050720214844,7.943451881408691,7.5551557540893555,9.112204551696777,0,1,1,0,1,1,1,0
17,0,0,3,0,3.4831182956695557,2.752755790424999e-05,4.196081161499023,15.310837745666504,9.289619445800781,7.9434990882873535,6.643909454345703,8.876558303833008,0,1,1,0,1,1,1,0
18,0,0,3,0,4.571515083312988,1.518771387054585e-05,5.171574592590332,14.225695610046387,9.325858116149902,7.943556308746338,7.127989768981934,8.968145370483398,0,1,1,0,1,1,1,0
19,0,0,3,0,5.658916473388672,0.0,4.8065185546875,13.14055347442627,9.384840965270996,7.943588733673096,8.153979301452637,9.059731483459473,0,1,1,0,1,1,1,0
20,0,0,2,1,6.7463178634643555,0.0,5.782011985778809,12.055411338806152,9.44382381439209,7.9436421394348145,8.638059616088867,9.151317596435547,0,1,1,0,0,1,1,0
21,0,0,2,1,7.833719253540039,2.752746695477981e-05,4.959539413452148,10.970269203186035,9.502806663513184,7.943689346313477,9.462132453918457,9.242903709411621,0,1,1,0,0,1,1,0
