tick,blue_score,red_score,n_near_home,n_attack_like,blue_x0,blue_x1,blue_x2,blue_x3,blue_y0,blue_y1,blue_y2,blue_y3,forced0,forced1,forced2,forced3,near_home0,near_home1,near_home2,near_home3
15,0,0,1,1,3.9604339599609375,2.9913289546966553,15.625874519348145,16.316349029541016,10.480755805969238,9.914270401000977,11.465910911560059,10.930994033813477,0,0,0,0,0,1,0,0
16,0,0,2,1,2.9027719497680664,2.9559080600738525,14.09105110168457,16.176420211791992,10.221385955810547,11.002694129943848,11.135808944702148,12.010966300964355,0,0,0,0,1,1,0,0
17,0,0,2,1,3.350832223892212,4.0324625968933105,13.006824493408203,15.087474822998047,9.528029441833496,11.166862487792969,11.03395938873291,12.000019073486328,0,0,0,0,1,1,0,0
18,0,0,2,1,4.439827919006348,5.118382930755615,11.922597885131836,14.01097297668457,9.531177520751953,11.248703002929688,10.932108879089355,11.835508346557617,0,0,0,0,1,1,0,0
19,0,0,2,1,5.696860313415527,5.130061149597168,10.683302879333496,12.934470176696777,9.32707691192627,10.639138221740723,11.305604934692383,11.670997619628906,0,0,0,0,1,1,0,0
20,0,0,1,2,6.732885360717773,5.144405841827393,9.60640811920166,11.857967376708984,9.662596702575684,10.047991752624512,11.143684387207031,11.506486892700195,0,0,0,0,0,1,0,0
21,0,0,1,2,7.757584571838379,5.101693153381348,8.529513359069824,10.781464576721191,10.03126049041748,8.959829330444336,10.981764793395996,11.341976165771484,0,0,0,0,0,1,0,0
22,0,0,1,2,8.756758689880371,5.0589799880981445,7.452618598937988,9.704961776733398,10.464357376098633,7.871667385101318,10.819844245910645,11.177465438842773,0,0,0,0,0,1,0,0
23,0,0,0,3,9.758275032043457,6.134410381317139,6.375723361968994,8.14323902130127,10.731971740722656,7.700289726257324,10.65792465209961,11.133627891540527,0,0,0,0,0,0,0,0
24,0,0,0,3,9.7058744430542,6.684360504150391,5.298828125,7.5668158531188965,12.123794555664062,8.640223503112793,10.496004104614258,11.009994506835938,0,0,0,0,0,0,0,0
25,0,0,0,3,8.714740753173828,7.064388751983643,4.221932888031006,6.4953083992004395,12.574986457824707,9.660762786865234,10.334084510803223,10.815589904785156,0,0,0,0,0,0,0,0
26,0,0,1,3,7.861354351043701,6.754524230957031,3.1450376510620117,5.423801422119141,11.898486137390137,10.289566040039062,10.172164916992188,10.621184349060059,0,0,0,0,0,0,1,0
27,0,0,2,2,6.896763324737549,6.052495956420898,2.856628894805908,4.352293968200684,11.393030166625977,11.122078895568848,11.22227954864502,10.426779747009277,0,0,0,0,0,1,1,0
28,0,0,2,2,6.2805495262146,5.350467681884766,3.7108852863311768,3.2807865142822266,12.29091739654541,11.954591751098633,11.570266723632812,10.232375144958496,0,0,0,0,0,1,1,0
29,0,0,2,2,5.7097601890563965,4.703426361083984,3.957078695297241,2.5833983421325684,13.218344688415527,11.781540870666504,10.573546409606934,10.105846405029297,0,0,0,0,0,1,1,0
30,1,0,3,1,5.187170505523682,4.2123541831970215,3.7292282581329346,2.265738010406494,14.067456245422363,10.739602088928223,9.816978454589844,10.048213005065918,0,0,0,0,0,1,1,1
31,1,0,3,1,5.951244831085205,4.1648640632629395,4.617264747619629,1.578315258026123,14.843414306640625,10.135147094726562,8.547513961791992,10.482091903686523,0,0,0,0,0,1,1,1
32,1,0,3,1,6.948622226715088,4.272106647491455,5.698849201202393,1.6610941886901855,14.406196594238281,9.051440238952637,8.674383163452148,11.567941665649414,0,0,0,0,0,1,1,1
33,1,0,2,2,7.945999622344971,5.3608856201171875,6.780433654785156,2.749101161956787,13.968978881835938,9.029489517211914,8.801252365112305,11.6144380569458,0,0,0,0,0,1,0,1
34,1,0,1,3,8.943377494812012,6.434183597564697,6.782645225524902,3.831179618835449,13.531761169433594,9.213751792907715,9.890250205993652,11.491852760314941,0,0,0,0,0,0,0,1
35,1,0,2,2,8.627448081970215,7.507481575012207,6.139348983764648,4.913258075714111,12.489595413208008,9.398014068603516,10.768937110900879,11.369267463684082,0,0,0,0,0,0,1,1
36,1,0,2,2,7.555184364318848,8.580780029296875,5.106195449829102,6.385193347930908,12.679783821105957,9.582276344299316,11.960692405700684,10.933613777160645,0,0,0,0,0,0,1,1
37,1,0,0,3,6.68310546875,9.668441772460938,5.902447700500488,7.470005512237549,13.332010269165039,9.636241912841797,12.703594207763672,10.838200569152832,0,0,0,0,0,0,0,0
38,1,0,0,3,5.811026573181152,9.743762969970703,6.957090377807617,8.554817199707031,13.984236717224121,10.722634315490723,12.432208061218262,10.74278736114502,0,0,0,0,0,0,0,0
39,1,0,0,3,6.355300426483154,8.673954963684082,8.011733055114746,9.639629364013672,14.927469253540039,10.92618179321289,12.160821914672852,10.647374153137207,0,0,0,0,0,0,0,0
40,1,0,0,2,7.356390476226807,7.595292091369629,9.066375732421875,10.235551834106445,14.498820304870605,10.7764892578125,11.889434814453125,10.44714069366455,0,0,0,0,0,0,0,0
41,1,0,0,2,8.24799633026123,6.516629219055176,8.921895027160645,10.269379615783691,13.873551368713379,10.626797676086426,10.81006145477295,9.35866641998291,0,0,0,0,0,0,0,0
42,1,0,0,2,9.139601707458496,5.437966346740723,7.833005905151367,9.192585945129395,13.248282432556152,10.477105140686035,10.825599670410156,9.196074485778809,0,0,0,0,0,0,0,0
43,1,0,0,2,10.146050453186035,4.3593034744262695,6.898029327392578,8.11032485961914,12.83237075805664,10.327413558959961,11.383935928344727,9.31704044342041,0,0,0,0,0,0,0,0
44,1,0,2,1,11.152499198913574,3.2806408405303955,5.963052749633789,7.028064250946045,12.416459083557129,10.17772102355957,11.942272186279297,9.438006401062012,0,0,0,0,0,1,1,0
45,1,0,2,1,12.158947944641113,3.301438331604004,5.297840118408203,5.945803642272949,12.000547409057617,9.088919639587402,11.080058097839355,9.558972358703613,0,0,0,0,0,1,1,0
46,1,0,2,1,13.165396690368652,4.385030746459961,5.581833839416504,4.492830276489258,11.584635734558105,8.980528831481934,10.330034255981445,9.344419479370117,0,0,0,0,0,1,1,0
47,1,0,3,1,12.871697425842285,5.566135406494141,5.339234352111816,3.4396414756774902,10.535987854003906,8.577482223510742,9.7417631149292,9.621393203735352,0,0,0,0,0,1,1,1
48,1,0,2,2,12.011933326721191,6.640251159667969,5.223635673522949,3.0397987365722656,9.8676118850708,8.398049354553223,8.658915519714355,8.608453750610352,0,0,0,0,0,0,1,1
49,1,0,2,2,11.152169227600098,7.714366912841797,5.164156913757324,3.4353954792022705,9.199235916137695,8.218616485595703,7.571540832519531,7.59384822845459,0,0,0,0,0,0,1,1
50,1,0,1,3,10.292405128479004,8.788482666015625,5.104678153991699,3.8309924602508545,8.53085994720459,8.039183616638184,6.484166145324707,6.579242706298828,0,0,0,0,0,0,0,1
51,1,0,1,3,10.854174613952637,9.862598419189453,5.045199394226074,4.885332107543945,7.5979413986206055,7.859750747680664,5.396791458129883,6.851803302764893,0,0,0,0,0,0,0,1
52,1,0,0,4,11.868456840515137,9.811731338500977,4.985721111297607,5.939325332641602,7.99436616897583,6.771939277648926,4.309416770935059,7.125700950622559,0,0,0,0,0,0,0,0
53,1,0,0,4,12.882739067077637,9.15975284576416,3.898961067199707,6.993318557739258,8.390791893005371,5.899675369262695,4.239603042602539,7.399598598480225,0,0,0,0,0,0,0,0
54,1,0,0,4,13.897021293640137,8.507773399353027,3.7008399963378906,8.047311782836914,8.78721809387207,5.027411937713623,5.310429573059082,7.673495769500732,0,0,0,0,0,0,0,0
55,1,0,1,3,13.6235990524292,7.855794429779053,3.613293409347534,9.10130500793457,9.841334342956543,4.155147552490234,6.395905017852783,7.947393417358398,0,0,0,0,0,0,1,0
56,1,0,1,3,12.656354904174805,8.64463996887207,3.5257468223571777,10.155298233032227,10.341693878173828,3.4043853282928467,7.481380462646484,8.221290588378906,0,0,0,0,0,0,1,0
57,1,0,1,3,11.68911075592041,9.483602523803711,4.593195915222168,11.209291458129883,10.842053413391113,4.098692893981934,7.696957588195801,8.495187759399414,0,0,0,0,0,0,1,0
58,1,0,1,3,10.721866607666016,10.288331985473633,5.677350044250488,12.263284683227539,11.342413902282715,4.832403182983398,7.5943403244018555,8.769084930419922,0,0,0,0,0,0,1,0
59,1,0,0,4,11.10406494140625,11.093061447143555,6.761504173278809,13.021961212158203,12.362141609191895,5.566113471984863,7.49172306060791,8.63951301574707,0,0,0,0,0,0,0,0
60,1,0,0,4,12.161903381347656,10.4598970413208,7.845658302307129,14.052367210388184,12.10349178314209,6.452128887176514,7.389105796813965,8.991910934448242,0,0,0,0,0,0,0,0
61,1,0,0,3,13.160594940185547,9.505085945129395,8.892897605895996,15.338744163513184,11.669283866882324,5.928434371948242,7.687787055969238,8.914798736572266,0,0,0,0,0,0,0,0
62,1,0,0,3,13.697379112243652,9.502315521240234,9.940136909484863,15.110950469970703,11.426496505737305,4.999402046203613,7.986468315124512,9.979707717895508,0,0,0,0,0,0,0,0
63,1,0,0,3,14.455246925354004,10.530755996704102,10.98737621307373,14.021951675415039,11.432293891906738,4.641308784484863,8.285149574279785,9.981393814086914,0,0,0,0,0,0,0,0
64,1,0,0,3,15.404253959655762,11.598652839660645,11.568169593811035,12.932952880859375,10.898153305053711,4.854659080505371,8.763909339904785,9.983078956604004,0,0,0,0,0,0,0,0
65,1,0,0,2,16.27313804626465,12.666549682617188,12.878630638122559,11.843954086303711,10.40910816192627,5.068007469177246,9.439362525939941,9.984764099121094,0,0,0,0,0,0,0,0
66,1,0,0,2,16.461761474609375,13.73444652557373,12.498710632324219,10.754955291748047,9.221376419067383,5.281357765197754,10.098891258239746,9.986449241638184,0,0,0,0,0,0,0,0
67,1,0,0,2,14.929901123046875,13.649164199829102,11.409814834594727,9.665956497192383,9.050843238830566,6.367013454437256,10.113961219787598,9.988134384155273,0,0,0,0,0,0,0,0
68,1,0,0,2,13.92932415008545,12.85771369934082,10.320894241333008,8.576957702636719,8.637934684753418,7.1150288581848145,10.100773811340332,9.989819526672363,0,0,0,0,0,0,0,0
69,1,0,0,2,12.8473539352417,12.066263198852539,9.231973648071289,7.487958908081055,8.76147174835205,7.863044261932373,10.087586402893066,9.991504669189453,0,0,0,0,0,0,0,0
70,1,0,0,2,12.201929092407227,10.83826732635498,8.14305305480957,6.398960113525391,9.128787994384766,8.367280960083008,10.074398040771484,9.99319076538086,0,0,0,0,0,0,0,0
71,1,0,0,2,11.116878509521484,9.749354362487793,7.05413293838501,5.309961318969727,9.22144889831543,8.381081581115723,10.061210632324219,9.99487590789795,0,0,0,0,0,0,0,0
72,1,0,0,2,10.031827926635742,8.660441398620605,5.965212821960449,4.2209625244140625,9.314108848571777,8.394882202148438,10.048022270202637,9.996562004089355,0,0,0,0,0,0,0,0
73,1,0,1,2,8.94677734375,7.571528911590576,4.876292705535889,3.1319637298583984,9.406769752502441,8.408682823181152,10.034834861755371,9.998248100280762,0,0,0,0,0,0,0,1
74,1,0,2,2,7.861726760864258,6.482616424560547,3.787372589111328,3.004572629928589,9.499429702758789,8.422483444213867,10.021646499633789,11.079771041870117,0,0,0,0,0,0,1,1
75,1,0,3,1,7.266498565673828,5.706357955932617,3.575944423675537,3.8103344440460205,9.692460060119629,9.37276840209961,11.089924812316895,11.812348365783691,0,0,0,0,0,1,1,1
76,1,0,3,1,6.179350852966309,5.516617298126221,3.3645172119140625,4.321982383728027,9.755945205688477,10.445111274719238,12.158203125,12.277524948120117,0,0,0,0,0,1,1,1
77,1,0,3,1,5.092203140258789,5.326878547668457,3.1660377979278564,4.505734920501709,9.819430351257324,11.517454147338867,13.16106128692627,13.350910186767578,0,0,0,0,0,1,1,1
78,1,0,2,2,4.0050554275512695,5.137139797210693,3.0627005100250244,4.638737201690674,9.882914543151855,12.589797973632812,13.683194160461426,14.127840042114258,0,0,0,0,0,1,1,0
79,1,0,0,4,2.917907476425171,4.947399139404297,3.594529151916504,5.661611557006836,9.946399688720703,13.662140846252441,14.556279182434082,14.501537322998047,0,0,0,0,0,0,0,0
80,2,0,1,3,2.3199758529663086,5.204808712005615,4.310534954071045,6.651162147521973,9.981315612792969,13.927766799926758,14.765536308288574,14.046882629394531,0,0,0,0,1,0,0,0
81,2,0,1,3,1.6069393157958984,4.591493606567383,5.388586044311523,7.640712738037109,10.80441951751709,14.323602676391602,14.611501693725586,13.592227935791016,0,0,0,0,1,0,0,0
82,2,0,2,2,2.3397347927093506,3.756767511367798,6.466637134552002,8.630263328552246,11.60998249053955,13.97054672241211,14.457467079162598,13.1375732421875,0,0,0,0,1,1,0,0
83,2,0,2,2,3.422226905822754,3.7904715538024902,7.5446882247924805,8.29609203338623,11.491104125976562,13.078699111938477,14.30343246459961,12.101112365722656,0,0,0,0,1,1,0,0
84,2,0,2,2,4.504718780517578,4.312934875488281,7.825405120849609,7.2206830978393555,11.372225761413574,12.854347229003906,15.355629920959473,12.272625923156738,0,0,0,0,1,1,0,0
85,2,0,2,2,5.587210655212402,5.28049898147583,6.8138933181762695,6.1452741622924805,11.25334644317627,12.424752235412598,15.759071350097656,12.44413948059082,0,0,0,0,1,1,0,0
86,2,0,1,3,6.653088569641113,6.275805473327637,5.8303985595703125,5.385547161102295,11.030130386352539,11.982840538024902,15.291460990905762,12.565305709838867,0,0,0,0,0,0,0,1
87,2,0,1,3,7.718966484069824,7.271111965179443,5.242121696472168,4.681349277496338,10.806914329528809,11.540928840637207,15.011760711669922,11.734627723693848,0,0,0,0,0,0,0,1
88,2,0,1,3,9.139458656311035,7.91180419921875,4.963780403137207,5.422713756561279,10.231208801269531,11.451506614685059,13.958932876586914,10.936943054199219,0,0,0,0,0,0,0,1
89,2,0,0,3,10.21100902557373,7.62197208404541,5.976200103759766,6.508164882659912,10.037039756774902,10.40178394317627,13.557775497436523,10.849098205566406,0,0,0,0,0,0,0,0
90,2,0,0,3,10.145206451416016,7.33213996887207,7.012563705444336,7.593616008758545,8.950029373168945,9.35206127166748,13.22330379486084,10.761253356933594,0,0,0,0,0,0,0,0
91,2,0,0,3,9.058058738708496,7.0423078536987305,8.048927307128906,7.635034561157227,8.886539459228516,8.302338600158691,12.888832092285156,9.673041343688965,0,0,0,0,0,0,0,0
92,2,0,0,3,7.982361793518066,6.752475738525391,9.085290908813477,6.633101463317871,9.056239128112793,7.252615928649902,12.554360389709473,9.246366500854492,0,0,0,0,0,0,0,0
93,2,0,1,2,6.906665325164795,7.76045036315918,10.121654510498047,5.631168365478516,9.225939750671387,6.840415954589844,12.219888687133789,8.81969165802002,0,0,0,0,0,0,0,1
94,2,0,0,3,5.830968856811523,8.790867805480957,11.158018112182617,5.936089515686035,9.395639419555664,7.192780494689941,11.885416984558105,7.774251937866211,0,0,0,0,0,0,0,0
95,2,0,0,3,4.755272388458252,9.821285247802734,12.194381713867188,7.0102996826171875,9.565340042114258,7.545145034790039,11.550945281982422,7.953121662139893,0,0,0,0,0,0,0,0
96,2,0,1,1,3.6795754432678223,10.851702690124512,13.230745315551758,8.07713508605957,9.735037803649902,7.897509574890137,11.216473579406738,8.171714782714844,0,0,0,0,1,0,0,0
97,2,0,1,1,3.720587968826294,10.192645072937012,13.02145767211914,9.143970489501953,10.823265075683594,9.215370178222656,10.147773742675781,8.390308380126953,0,0,0,0,1,0,0,0
98,2,0,1,1,4.80600643157959,9.10860538482666,11.932555198669434,9.487462043762207,10.911515235900879,9.31919002532959,10.133173942565918,7.356899261474609,0,0,0,0,1,0,0,0
99,2,0,1,1,5.891976356506348,8.024565696716309,10.843652725219727,8.897871017456055,10.830336570739746,9.423009872436523,10.118574142456055,6.441310405731201,0,0,0,0,1,0,0,0
100,2,0,1,1,5.940075874328613,6.940526008605957,9.75475025177002,8.308279037475586,9.742399215698242,9.52683162689209,10.103974342346191,5.525722026824951,0,0,0,0,1,0,0,0
101,2,0,1,1,5.710573196411133,5.8564863204956055,8.665847778320312,7.718687057495117,8.677857398986816,9.630651473999023,10.089374542236328,4.610133171081543,0,0,0,0,1,0,0,0
102,2,0,1,1,5.481070518493652,4.772446632385254,7.5769453048706055,6.638866424560547,7.613315582275391,9.73447322845459,10.074774742126465,4.469036102294922,0,0,0,0,1,0,0,0
103,2,0,1,2,5.251567840576172,3.6884069442749023,6.488042831420898,5.610378742218018,6.548773765563965,9.838294982910156,10.060174942016602,4.334646224975586,0,0,0,0,0,1,0,0
104,2,0,2,1,4.167328834533691,3.6630194187164307,5.399140357971191,5.270139217376709,6.650492191314697,10.92699909210205,10.045575141906738,5.369130611419678,0,0,0,0,1,1,0,0
105,2,0,2,1,4.139828681945801,4.74104118347168,4.310237884521484,5.210028171539307,7.739144802093506,11.08123779296875,10.030975341796875,6.456470489501953,0,0,0,0,1,1,0,0
106,2,0,4,0,4.233880996704102,5.825829982757568,3.2213356494903564,5.149916172027588,8.824075698852539,10.985559463500977,10.016375541687012,7.5438103675842285,0,0,0,0,1,1,1,1
107,2,0,3,1,4.327933311462402,6.048939228057861,3.106778860092163,5.089804172515869,9.90900707244873,12.049166679382324,8.933417320251465,8.631150245666504,0,0,0,0,1,0,1,1
108,2,0,4,0,5.416364669799805,5.341666221618652,4.667788028717041,3.5037429332733154,9.94420051574707,12.385395050048828,8.664137840270996,8.727510452270508,0,0,0,0,1,1,1,1
109,2,0,4,0,5.134278297424316,4.4431233406066895,6.1964850425720215,3.306246042251587,9.0935697555542,11.770137786865234,8.555458068847656,7.65656852722168,0,0,0,0,1,1,1,1
110,2,0,4,0,5.08829927444458,4.947551727294922,6.208348274230957,3.5080361366271973,8.00554084777832,10.805008888244629,9.644393920898438,6.586427688598633,0,0,0,0,1,1,1,1
111,2,0,3,1,5.042320251464844,5.452661514282227,5.849397659301758,3.7098264694213867,6.917511940002441,9.422574043273926,11.1119384765625,5.516286849975586,0,0,0,0,1,1,1,0
112,2,0,2,2,6.117231369018555,6.121512413024902,5.250775337219238,4.7963409423828125,6.74290657043457,8.563179016113281,11.958488464355469,5.58982515335083,0,0,0,0,0,1,1,0
113,2,0,2,2,7.183152198791504,6.981405258178711,4.444151878356934,4.8520917892456055,6.965918064117432,8.99758243560791,12.690116882324219,6.67739725112915,0,0,0,0,0,0,1,1
114,2,0,2,2,8.249073028564453,8.069253921508789,3.657811164855957,4.838367462158203,7.188929557800293,8.947514533996582,13.403347969055176,7.766310691833496,0,0,0,0,0,0,1,1
115,2,0,1,3,9.314993858337402,9.157102584838867,4.255862236022949,3.755502223968506,7.411941051483154,8.897448539733887,14.313433647155762,7.881738185882568,0,0,0,0,0,0,0,1
116,2,0,1,3,10.347042083740234,10.244951248168945,5.287379741668701,3.512550115585327,7.759500980377197,8.847380638122559,13.964302062988281,6.820184707641602,0,0,0,0,0,0,0,1
117,2,0,0,3,11.379090309143066,11.132230758666992,6.318897247314453,3.9808483123779297,8.107061386108398,8.56651496887207,13.6151704788208,5.83701753616333,0,0,0,0,0,0,0,0
118,2,0,0,3,11.156295776367188,12.190120697021484,7.350414752960205,4.399651527404785,9.173027038574219,8.824954986572266,13.26603889465332,4.957761764526367,0,0,0,0,0,0,0,0
119,2,0,0,2,10.071710586547852,13.5025053024292,8.381932258605957,5.472533702850342,9.270984649658203,8.653008460998535,12.91690731048584,5.144428730010986,0,0,0,0,0,0,0,0
120,2,0,0,2,8.987125396728516,13.684216499328613,9.41344928741455,6.47613525390625,9.368942260742188,10.124019622802734,12.56777572631836,5.567163467407227,0,0,0,0,0,0,0,0
121,2,0,0,2,7.90254020690918,12.595218658447266,10.444966316223145,7.479736804962158,9.466899871826172,10.121827125549316,12.218644142150879,5.989898204803467,0,0,0,0,0,0,0,0
122,2,0,0,2,6.817955017089844,11.506290435791016,11.476483345031738,8.483338356018066,9.564857482910156,10.10930347442627,11.869512557983398,6.412632942199707,0,0,0,0,0,0,0,0
123,2,0,0,1,5.733369827270508,10.417362213134766,11.25206470489502,9.022037506103516,9.662813186645508,10.096779823303223,10.803887367248535,5.466206073760986,0,0,0,0,0,0,0,0
124,2,0,0,1,4.648784637451172,9.328433990478516,10.167152404785156,9.282288551330566,9.760770797729492,10.084256172180176,10.709622383117676,4.7888569831848145,0,0,0,0,0,0,0,0
125,2,0,1,1,3.564199209213257,8.239505767822266,9.082240104675293,10.340983390808105,9.858726501464844,10.071732521057129,10.615357398986816,4.533738136291504,0,0,0,0,1,0,0,0
126,2,0,1,1,3.5329225063323975,7.150577545166016,7.99732780456543,11.182708740234375,10.947277069091797,10.059208869934082,10.521092414855957,5.22469425201416,0,0,0,0,1,0,0,0
127,2,0,1,0,4.6100945472717285,6.061649322509766,6.912415504455566,12.024433135986328,11.107345581054688,10.046685218811035,10.426827430725098,5.915650844573975,0,0,0,0,1,0,0,0
128,2,0,1,0,5.598687171936035,4.972721099853516,5.923586845397949,11.122701644897461,11.501082420349121,10.03416633605957,9.84188175201416,6.4453630447387695,0,0,0,0,1,0,0,0
129,2,0,1,1,6.678369522094727,3.8837931156158447,4.835470199584961,9.614229202270508,11.358932495117188,10.021647453308105,9.885732650756836,6.762110233306885,0,0,0,0,0,1,0,0
130,2,0,2,1,7.758051872253418,3.767167091369629,3.7473535537719727,8.612075805664062,11.216782569885254,8.938910484313965,9.929582595825195,7.188266754150391,0,0,0,0,0,1,1,0
131,2,0,2,1,8.83773422241211,4.828450679779053,3.6619338989257812,7.609922409057617,11.07463264465332,8.694783210754395,11.015227317810059,7.614423751831055,0,0,0,0,0,1,1,0
132,2,0,2,1,9.9174165725708,5.911242485046387,4.729803562164307,6.607769012451172,10.932482719421387,8.810900688171387,11.22871208190918,8.040580749511719,0,0,0,0,0,1,1,0
133,2,0,1,2,11.002318382263184,6.9771623611450195,5.813384056091309,5.605616092681885,10.838096618652344,9.033917427062988,11.120203971862793,8.4667387008667,0,0,0,0,0,0,1,0
134,2,0,0,3,12.087220191955566,8.043082237243652,6.896965026855469,4.603463172912598,10.743712425231934,9.25693416595459,11.011695861816406,8.89289665222168,0,0,0,0,0,0,0,0
135,2,0,1,3,13.631261825561523,9.109002113342285,7.980545997619629,3.6013102531433105,10.451362609863281,9.479950904846191,10.903188705444336,9.31905460357666,0,0,0,0,0,0,0,1
136,2,0,1,3,14.710617065429688,10.174921989440918,9.064126968383789,3.9056923389434814,10.306744575500488,9.702967643737793,10.79468059539795,10.364651679992676,0,0,0,0,0,0,0,1
137,2,0,1,3,15.789972305297852,11.620624542236328,10.14770793914795,4.994270324707031,10.162126541137695,9.400999069213867,10.686173439025879,10.33433723449707,0,0,0,0,0,0,0,1
138,2,0,1,2,16.44883155822754,12.702935218811035,10.918750762939453,6.08284854888916,10.073848724365234,9.52151870727539,11.455207824707031,10.304022789001465,0,0,0,0,0,0,0,1
139,2,0,0,3,17.01922035217285,13.785245895385742,11.689793586730957,7.171426773071289,9.146175384521484,9.642038345336914,12.224242210388184,10.27370834350586,0,0,0,0,0,0,0,0
140,2,0,0,2,16.165685653686523,14.949674606323242,12.460836410522461,8.260004997253418,8.469861030578613,9.269347190856934,12.993276596069336,10.243393898010254,0,0,0,0,0,0,0,0
141,2,0,0,2,15.082983016967773,15.158608436584473,13.231880187988281,9.348583221435547,8.586811065673828,10.816426277160645,13.762310028076172,10.213079452514648,0,0,0,0,0,0,0,0
142,2,0,0,2,14.00028133392334,14.078336715698242,14.086875915527344,10.437161445617676,8.703763008117676,10.95403003692627,13.087843894958496,10.182765007019043,0,0,0,0,0,0,0,0
143,2,0,0,2,12.917579650878906,12.992717742919922,14.834178924560547,11.525739669799805,8.82071304321289,10.868279457092285,12.295720100402832,10.152450561523438,0,0,0,0,0,0,0,0
144,2,0,0,1,11.834877967834473,11.907098770141602,15.58148193359375,12.614317893981934,8.937664985656738,10.7825288772583,11.503596305847168,10.122135162353516,0,0,0,0,0,0,0,0
145,2,0,0,1,10.752176284790039,10.821479797363281,14.883509635925293,13.808032035827637,9.054615020751953,10.696778297424316,10.667679786682129,10.58064079284668,0,0,0,0,0,0,0,0
146,2,0,0,1,9.669474601745605,9.735860824584961,13.795969009399414,14.879449844360352,9.1715669631958,10.611027717590332,10.611318588256836,10.385743141174316,0,0,0,0,0,0,0,0
147,2,0,0,1,8.152424812316895,8.65024185180664,12.708428382873535,15.471364974975586,9.536189079284668,10.525277137756348,10.554957389831543,11.846435546875,0,0,0,0,0,0,0,0
148,2,0,0,1,7.066506385803223,7.5646233558654785,11.181943893432617,14.47591781616211,9.618053436279297,10.439526557922363,10.738029479980469,12.288031578063965,0,0,0,0,0,0,0,0
149,2,0,0,1,5.980587959289551,6.479004859924316,10.096445083618164,13.387742042541504,9.699915885925293,10.353775978088379,10.650778770446777,12.33039379119873,0,0,0,0,0,0,0,0
150,2,0,0,1,4.536668300628662,5.751387596130371,9.010946273803711,12.299566268920898,9.432731628417969,10.617074012756348,10.563528060913086,12.372756958007812,0,0,0,0,0,0,0,0
151,2,0,1,0,3.4739174842834473,4.676828384399414,7.9254469871521,11.803862571716309,9.670391082763672,10.440315246582031,10.476277351379395,10.917023658752441,0,0,0,0,1,0,0,0
