checkpoint_step,g0_seed,opponent,map,resolved_map,episode_index,episode_seed,success,blue_score,red_score,win_margin,steps,return,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_carrier_escort_count,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,0,1400001,1,3,2,1,87,-1.1642543750931509,0.07288867083174744,0.9425287356321839,0.09195402298850575,0.4827586206896552,0.18995803997091865,0.27553874853698684,0.8682442615772116,0.8622033691954338,0.7126436781609196
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,1,1400002,1,3,1,2,72,-0.5598169514269102,0.0856001597777423,1.0,0.4166666666666667,0.4722222222222222,0.17046978746333885,0.25404936395999456,0.9074022049705187,0.8680751870075861,0.6458333333333334
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,2,1400003,1,3,2,1,100,-1.9424587655812502,0.08693725702352822,1.1,0.25,0.48,0.1835929122939706,0.24000394828617572,0.9002250534296036,0.8558243501186371,0.7125
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,3,1400004,1,3,2,1,85,-1.2709808394720312,0.07366027054102982,0.8823529411764706,0.18823529411764706,0.43529411764705883,0.2039618039613261,0.24765159259824193,0.857504818018745,0.8579710210070891,0.6735294117647059
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,4,1400005,1,3,2,1,69,-1.0709481362719089,0.10056684125700723,0.7536231884057971,0.2608695652173913,0.34782608695652173,0.18949353819092116,0.2707664934189423,0.9077332995939946,0.8679568456566852,0.6231884057971014
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,5,1400006,1,3,2,1,82,-1.0084522872930393,0.08224880419353522,0.9634146341463414,0.3048780487804878,0.45121951219512196,0.19146960821547887,0.2670996188208824,0.8745465656606163,0.838173244057632,0.6646341463414634
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,6,1400007,1,3,2,1,92,-2.410615430533653,0.08385094230913598,1.108695652173913,0.18478260869565216,0.4782608695652174,0.1769450040453154,0.23503801631538765,0.8945994448402653,0.8485057820444522,0.7309782608695652
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,7,1400008,1,3,2,1,73,-1.0040214959881268,0.12863457335592948,0.7671232876712328,0.2465753424657534,0.136986301369863,0.21402502080349073,0.25021782884859056,0.8915718099842332,0.8521516837485849,0.6301369863013698
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,8,1400009,1,3,2,1,74,-0.888281247462146,0.10126611343710809,0.8108108108108109,0.28378378378378377,0.35135135135135137,0.18037614586284836,0.27524885827222384,0.9102483407871144,0.8226586588331171,0.6317567567567568
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,9,1400010,1,3,2,1,89,-1.442898214008892,0.130972778612978,0.8314606741573034,0.38202247191011235,0.33707865168539325,0.19597649344065216,0.25297147420684946,0.9226151631119546,0.8478012292572622,0.6123595505617978
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,10,1400011,1,3,2,1,73,-0.8079824838205241,0.08931326131298117,1.0547945205479452,0.2054794520547945,0.3835616438356164,0.18778087997375287,0.23095598913831253,0.8980779941767862,0.8630222041312963,0.7054794520547946
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,11,1400012,0,2,3,-1,98,-3.0371578584890813,0.08041340099381548,1.0510204081632653,0.22448979591836735,0.5204081632653061,0.17684532429224678,0.24802172176387846,0.8917341055918713,0.87107808857548,0.7066326530612245
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,12,1400013,1,3,2,1,70,-0.8248595820332412,0.0918094549594181,1.0714285714285714,0.18571428571428572,0.4714285714285714,0.17291182444563935,0.24926174666200365,0.9151335903576442,0.8562377044132777,0.7214285714285714
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,13,1400014,1,3,2,1,90,-1.89739293087041,0.121683654623727,0.8555555555555555,0.4222222222222222,0.32222222222222224,0.1954049273290568,0.2886378896733125,0.90433286163542,0.8491305907567342,0.6166666666666667
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,14,1400015,1,3,2,1,77,-1.4811516905901954,0.085851489868644,1.025974025974026,0.2727272727272727,0.37662337662337664,0.21477136209413603,0.26487917815903567,0.8649335720322349,0.8447029698978771,0.6785714285714286
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,15,1400016,1,3,2,1,79,-1.0669205423619132,0.11839865291891974,1.0506329113924051,0.17721518987341772,0.3924050632911392,0.20853359674256813,0.26865426403812215,0.879940779903267,0.8507207232185557,0.7183544303797469
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,16,1400017,1,3,1,2,71,-0.7741986326000188,0.08865994091709735,1.0704225352112675,0.19718309859154928,0.43661971830985913,0.18908231974330167,0.23543928149090687,0.8914775084441816,0.8596231685557836,0.7183098591549296
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,17,1400018,1,3,2,1,94,-2.097002195951063,0.08852533054874932,1.0319148936170213,0.32978723404255317,0.3404255319148936,0.21358474483713508,0.26608475559252376,0.850049042955358,0.8610099839403275,0.675531914893617
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,18,1400019,1,3,2,1,85,-1.5116229715640657,0.10416440535336732,0.8705882352941177,0.21176470588235294,0.2235294117647059,0.21162047339055468,0.2629705175757408,0.8878494409953847,0.8495782024720135,0.6647058823529411
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,19,1400020,1,3,2,1,78,-0.9559511449479032,0.0631022446621687,1.141025641025641,0.46153846153846156,0.5,0.17336351627436203,0.2451963717929828,0.8847872217496237,0.8484004025275891,0.6698717948717948
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,20,1400021,1,3,2,1,89,-1.700821315869689,0.0929126473080911,1.0337078651685394,0.3595505617977528,0.4044943820224719,0.17641759295476955,0.2453057374177354,0.9136160658986381,0.8376953193310941,0.6685393258426966
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,21,1400022,1,3,2,1,95,-1.7789803309424315,0.09505281080736926,0.9789473684210527,0.3157894736842105,0.4421052631578947,0.1893351089209318,0.2764163634494731,0.89314591194454,0.8337589470963729,0.6657894736842105
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,22,1400023,1,3,2,1,99,-1.6669560183945578,0.11399601790301427,0.8585858585858586,0.31313131313131315,0.3333333333333333,0.21546028393574737,0.245467543075181,0.8786167538527286,0.8625477624661995,0.6363636363636364
1000000,901001,OP6_DUAL_RUSH,map_a,map_a_open,23,1400024,1,3,2,1,83,-1.210475686180871,0.10156190580497663,0.8313253012048193,0.10843373493975904,0.4457831325301205,0.20100245391388974,0.2704077309154602,0.8794891288481563,0.8381981813763998,0.6807228915662651
