update,timesteps,episodes_completed,wins,losses,draws,win_rate,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,policy_loss,value_loss,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_persist_loss,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_resample_fraction_rollout,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3
1,16384,876,434,312,130,0.4954337899543379,0.02282688394188881,0.14226654171943665,0.2621709108352661,0.44970300793647766,-1.770968083292246e-09,0.2969838922843337,2.999364315718412,-7.275957614183426e-12,0.0,0.8163686549291015,0.0,1.3850508116185665,0.0,0.053955078125,4.0,2.0,0.0,0.0,0.053955078125,0.0,0.2142333984375,0.2506103515625,0.2723388671875,0.2628173828125
