episode_id,timesteps,policy_update,rollout_step,latent_z,mode,map_set,opponent,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,near_misses_per_episode,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
107,2144,0,268,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.19999998807907104,1,0,7,13.0,10.152935791015626,-1.0,-0.5,0.014050304889678955,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8720290660858154
108,2152,0,269,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,3,11.0,10.506624009874132,1.0,0.0,0.015852898359298706,0.0,0.0,0.0,0.0,0.4652283489704132
109,2168,0,271,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.11999999731779099,1,0,0,11.0,12.706070749383224,-1.0,-0.5,-0.014273613691329956,0.019999999552965164,-1.0,-100.0,0.0,-0.8478816747665405
110,2168,0,271,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,3,12.0,9.467688309518914,-1.0,-0.5,-0.012100368738174438,0.019999999552965164,-1.0,-100.0,0.0,-0.847728967666626
111,2184,0,273,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,0,12.0,11.70827907986111,-1.0,0.0,-0.018218085169792175,0.0,0.0,0.0,0.0,-0.4656915068626404
112,2208,0,276,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,21,0.1599999964237213,1,0,4,14.0,10.896361578078498,-1.0,-0.5,-0.02000930905342102,0.019999999552965164,-1.0,-100.0,0.0,-0.8482843041419983
113,2256,0,282,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,1,12.0,10.695214522512336,1.0,0.4000000059604645,-0.019854605197906494,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.8000626564025879
114,2280,0,285,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,1,11.0,10.49263449276195,-1.0,-0.5,-0.02984026074409485,0.0,-1.0,-100.0,-0.20000000298023224,-0.8758026361465454
115,2288,0,286,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,0,11.0,11.515022726619945,-1.0,-0.4000000059604645,0.002850472927093506,0.019999999552965164,-1.0,-100.0,0.0,-0.8319038152694702
116,2304,0,288,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.2800000011920929,1,0,4,14.0,10.92510986328125,1.0,0.5,-0.02637505531311035,0.029999999329447746,1.0,100.0,0.0,0.8485375642776489
117,2312,0,289,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,2,11.0,11.074516296386719,1.0,0.5,-0.008724004030227661,0.029999999329447746,1.0,100.0,0.0,0.8497684597969055
118,2328,0,291,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.19999998807907104,1,0,4,13.0,9.795147705078126,-1.0,0.0,-0.006467103958129883,0.019999999552965164,0.0,0.0,-0.20000000298023224,-0.5346378087997437
119,2360,0,295,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,5,12.0,9.180083425421463,1.0,0.5,-0.0553889274597168,0.029999999329447746,1.0,100.0,0.0,0.846494197845459
120,2360,0,295,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.23999999463558197,1,0,5,15.0,10.05229464444247,-0.5,0.0,-0.0010998547077178955,0.0,0.0,0.0,0.0,-0.24517710506916046
121,2408,0,301,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.3199999928474426,1,0,2,11.0,9.648387708162007,-0.5,0.0,0.015450865030288696,0.0,0.0,0.0,-0.20000000298023224,-0.33294540643692017
122,2432,0,304,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,3,11.0,10.509141710069445,-1.0,-0.5,-0.01732507348060608,0.0,-1.0,-100.0,0.0,-0.8494937419891357
123,2440,0,305,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.3199999928474426,1,0,4,13.0,10.440432739257812,-1.0,-0.5,0.0061785876750946045,0.0,-1.0,-100.0,0.0,-0.8478499054908752
124,2448,0,306,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.11999999731779099,1,0,0,11.0,11.000387403700087,-1.0,-0.5,-0.014791369438171387,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8737456202507019
125,2472,0,309,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.1599999964237213,1,0,2,11.0,10.590488857693142,-0.5,0.0,0.016474008560180664,0.0,0.0,0.0,-0.4000000059604645,-0.41850772500038147
126,2488,0,311,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.3199999928474426,1,0,6,15.0,10.332019459117543,-0.5,0.0,0.014588147401809692,0.0,0.0,0.0,0.0,-0.24148733913898468
127,2512,0,314,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,4,12.0,9.301230179636102,1.0,0.5,-0.050925493240356445,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8160135746002197
128,2520,0,315,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3199999928474426,1,0,3,13.0,9.462034606933594,1.0,0.0,-0.02102038264274597,0.0,0.0,0.0,0.0,0.45797431468963623
129,2544,0,318,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,1,11.0,10.625036800608916,1.0,0.4000000059604645,0.017847508192062378,0.029999999329447746,1.0,100.0,0.0,0.8372670412063599
130,2568,0,321,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,17,0.3199999928474426,1,0,1,11.0,11.286684821633731,1.0,0.5,-0.005338698625564575,0.02499999850988388,1.0,100.0,0.0,0.8496562242507935
131,2584,0,323,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.2800000011920929,1,0,2,11.0,11.251315846162683,1.0,0.4000000059604645,-0.020970672369003296,0.014999999664723873,1.0,100.0,0.0,0.8331987261772156
132,2592,0,324,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,12.0,9.701252184416118,1.0,0.5,-0.05812123417854309,0.014999999664723873,1.0,100.0,0.0,0.8452329039573669
133,2616,0,327,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,1,11.0,9.754703097873264,-1.0,-0.5,-0.02107098698616028,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8741164803504944
134,2632,0,329,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,0,12.0,10.47891574435764,1.0,0.4000000059604645,-0.0211026668548584,0.02499999850988388,1.0,100.0,0.0,0.8339515924453735
135,2648,0,331,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.2800000011920929,1,0,4,11.0,8.849400239832262,-1.0,-0.4000000059604645,0.00519832968711853,0.019999999552965164,-1.0,-100.0,0.0,-0.8317229747772217
136,2680,0,335,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.2800000011920929,1,0,2,12.0,9.254812622070313,-1.0,-0.5,0.013605117797851562,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.87205570936203
137,2688,0,336,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.11999999731779099,1,0,1,11.0,11.346478780110678,-0.5,0.0,0.01694527268409729,0.0,0.0,0.0,0.0,-0.24093234539031982
138,2736,0,342,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,3,12.0,10.94700140702097,1.0,0.5,0.01966303586959839,0.014999999664723873,1.0,100.0,0.0,0.8506958484649658
139,2744,0,343,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,1,11.0,9.166175440738076,1.0,0.5,-0.07929855585098267,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.8123583793640137
140,2744,0,343,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,22,0.23999999463558197,1,0,2,14.0,8.617740977894176,1.0,0.5,-0.0025565028190612793,0.02499999850988388,1.0,100.0,0.0,0.8498495817184448
141,2776,0,347,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.35999998450279236,1,0,1,13.0,9.458367919921875,-1.0,-0.5,0.002400428056716919,0.0,-1.0,-100.0,-0.20000000298023224,-0.8739116191864014
142,2776,0,347,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,0,11.0,11.850235833062065,-1.0,-0.4000000059604645,0.01737833023071289,0.0,-1.0,-100.0,0.0,-0.8323246240615845
143,2792,0,349,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,2,13.0,9.762337578667534,1.0,0.5,-0.018728435039520264,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8186854124069214
144,2816,0,352,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,0,12.0,11.94495257209329,-1.0,-0.5,-0.00367090106010437,0.019999999552965164,-1.0,-100.0,0.0,-0.8471349477767944
145,2840,0,355,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.1599999964237213,1,0,4,12.0,9.725099262438322,1.0,0.5,0.007078498601913452,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8208016753196716
146,2888,0,361,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.3199999928474426,1,0,5,11.0,9.186494526110197,-1.0,-0.5,0.0024794340133666992,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8727203011512756
147,2888,0,361,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,0,11.0,11.148440890842014,1.0,0.5,-0.010384440422058105,0.014999999664723873,1.0,100.0,0.0,0.8486068844795227
148,2912,0,364,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,21,0.2800000011920929,1,0,3,14.0,11.036299205961681,-1.0,-0.5,0.010050594806671143,0.0,-1.0,-100.0,0.0,-0.8475775718688965
149,2936,0,367,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,2,11.0,8.650604248046875,1.0,0.5,-0.06884410977363586,0.029999999329447746,1.0,100.0,0.0,0.8455380201339722
150,2936,0,367,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.3199999928474426,1,0,6,12.0,9.499468231201172,-1.0,-0.5,0.013071715831756592,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8720875978469849
151,2952,0,369,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,22,0.2800000011920929,1,0,5,15.0,11.062271118164062,1.0,0.5,-0.05546127259731293,0.029999999329447746,1.0,100.0,0.0,0.8464890718460083
152,2960,0,370,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,3,11.0,9.072561475965712,1.0,0.5,0.022888094186782837,0.029999999329447746,1.0,100.0,0.0,0.85194993019104
153,3000,0,375,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.2800000011920929,1,0,0,13.0,10.69354248046875,1.0,0.5,0.017086505889892578,0.014999999664723873,1.0,100.0,0.0,0.850517749786377
154,3032,0,379,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,1,12.0,10.54132080078125,1.0,0.5,0.025084227323532104,0.014999999664723873,1.0,100.0,0.0,0.8510699272155762
155,3040,0,380,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,14.0,11.71178556743421,1.0,0.5,-0.05041462182998657,0.014999999664723873,1.0,100.0,0.0,0.8457822203636169
156,3056,0,382,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.07999999821186066,1,0,0,11.0,10.276901245117188,-0.5,0.0,-0.007238239049911499,0.0,0.0,0.0,0.0,-0.24661891162395477
157,3080,0,385,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.11999999731779099,1,0,4,11.0,9.932572258843315,-1.0,0.0,0.01058948040008545,0.019999999552965164,0.0,0.0,-0.20000000298023224,-0.5315855741500854
158,3096,0,387,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.11999999731779099,1,0,1,14.0,10.666312408447265,1.0,0.5,-0.02035568654537201,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8185511827468872
159,3104,0,388,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.35999998450279236,1,0,3,12.0,9.950999209755345,1.0,0.5,-0.07460963726043701,0.029999999329447746,1.0,100.0,0.0,0.8451266288757324
160,3112,0,389,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,11.0,9.956330951891447,1.0,0.0,-0.01741492748260498,0.0,0.0,0.0,-0.20000000298023224,0.3762175738811493
161,3144,0,393,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.2800000011920929,1,0,1,11.0,10.836900499131945,-0.5,0.0,0.01529228687286377,0.0,0.0,0.0,0.0,-0.24132156372070312
162,3192,0,399,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,0,11.0,13.298269974557977,-1.0,-0.5,0.0313984751701355,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8709861040115356
163,3200,0,400,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.23999999463558197,1,0,0,11.0,10.392043050130209,-1.0,0.0,-0.013510525226593018,0.0,0.0,0.0,0.0,-0.4647693634033203
164,3208,0,401,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.3199999928474426,1,0,5,11.0,8.989462418989701,-0.5,0.0,-0.020373374223709106,0.0,0.0,0.0,0.0,-0.24970045685768127
165,3224,0,403,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,21,0.19999998807907104,1,0,6,14.0,9.828215826125373,-1.0,-0.4000000059604645,-0.020442843437194824,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8617516756057739
166,3248,0,406,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.1599999964237213,1,0,0,11.0,11.33635109349301,-0.5,0.0,-0.0004985630512237549,0.0,0.0,0.0,0.0,-0.2450358122587204
167,3248,0,406,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.23999999463558197,1,0,2,11.0,10.028251647949219,-0.5,0.0,-0.016961991786956787,0.0,0.0,0.0,-0.20000000298023224,-0.3401308059692383
168,3256,0,407,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,2,11.0,10.258551703559029,1.0,0.4000000059604645,-0.0063783228397369385,0.029999999329447746,1.0,100.0,0.0,0.8354470133781433
169,3288,0,411,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,0,12.0,9.802733527289497,1.0,0.5,-0.0662408173084259,0.029999999329447746,1.0,100.0,0.0,0.8457234501838684
170,3328,0,416,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,16,0.23999999463558197,1,0,0,11.0,11.863218307495117,1.0,0.0,0.0022663921117782593,0.0,0.0,0.0,-0.20000000298023224,0.3804336488246918
171,3336,0,417,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.3199999928474426,1,0,0,11.0,10.112052917480469,-1.0,-0.5,0.024279475212097168,0.0,-1.0,-100.0,0.0,-0.846572756767273
172,3344,0,418,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,15,0.19999998807907104,1,0,0,11.0,13.762700398763021,1.0,0.0,-0.00019374489784240723,0.0,0.0,0.0,0.0,0.46207910776138306
173,3360,0,420,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.19999998807907104,1,0,0,12.0,10.78147406327097,-1.0,-0.5,-0.019381672143936157,0.0,-1.0,-100.0,0.0,-0.8496367931365967
174,3392,0,424,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,2,11.0,10.335153367784288,-1.0,-0.4000000059604645,-0.012860327959060669,0.0,-1.0,-100.0,0.0,-0.8346326351165771
175,3392,0,424,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,0,11.0,10.163981119791666,1.0,0.5,0.008936941623687744,0.029999999329447746,1.0,100.0,0.0,0.8509907722473145
176,3400,0,425,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,0,11.0,12.082518683539497,1.0,0.4000000059604645,0.01803097128868103,0.014999999664723873,1.0,100.0,0.0,0.8361561298370361
177,3448,0,431,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.23999999463558197,0,1,1,14.0,10.374203491210938,1.0,0.5,-0.011579006910324097,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8192739486694336
178,3480,0,435,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.19999998807907104,1,0,11,11.0,9.148948669433594,-0.5,0.0,0.015210390090942383,0.0,0.0,0.0,0.0,-0.24134084582328796
179,3480,0,435,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.23999999463558197,1,0,3,12.0,9.122249402497944,-0.5,0.0,0.017447590827941895,0.0,0.0,0.0,0.0,-0.24081404507160187
180,3480,0,435,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,1,3,-2,15,0.23999999463558197,1,0,0,11.0,11.530360921223958,-1.0,-0.5,0.017690926790237427,0.0,-1.0,-100.0,0.0,-0.8470388054847717
181,3496,0,437,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.35999998450279236,1,0,1,12.0,9.188318352950247,1.0,0.0,-0.0147513747215271,0.0,0.0,0.0,0.0,0.45921194553375244
182,3536,0,442,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.2800000011920929,1,0,3,11.0,10.537595960828993,-0.5,0.0,0.005146622657775879,0.0,0.0,0.0,0.0,-0.2437088042497635
183,3544,0,443,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.23999999463558197,1,0,2,12.0,9.380595960115132,-0.5,0.0,0.010275185108184814,0.0,0.0,0.0,0.0,-0.24250243604183197
184,3552,0,444,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.2800000011920929,1,0,3,12.0,9.936501753957648,-0.5,0.0,-0.013790369033813477,0.0,0.0,0.0,-0.20000000298023224,-0.33942943811416626
185,3608,0,451,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.3199999928474426,1,0,0,12.0,10.177318572998047,1.0,0.0,0.017152756452560425,0.0,0.0,0.0,-0.20000000298023224,0.38361212611198425
186,3624,0,453,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.35999998450279236,1,0,1,14.0,10.022381869229404,-0.5,0.0,-0.005044758319854736,0.0,0.0,0.0,-0.20000000298023224,-0.33749353885650635
187,3640,0,455,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.23999999463558197,1,0,0,13.0,11.149111938476562,1.0,0.5,-0.03734707832336426,0.029999999329447746,1.0,100.0,0.0,0.8477677702903748
188,3648,0,456,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,3,12.0,10.375714753803454,1.0,0.5,-0.01874101161956787,0.029999999329447746,1.0,100.0,0.0,0.8490710854530334
189,3648,0,456,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.3199999928474426,1,0,6,14.0,9.748533703031994,1.0,0.5,-0.047901004552841187,0.029999999329447746,1.0,100.0,0.0,0.8470239639282227
190,3656,0,457,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,15,0.1599999964237213,1,0,0,11.0,11.594927978515624,1.0,0.5,-0.05246904492378235,0.029999999329447746,1.0,100.0,0.0,0.8467009663581848
191,3696,0,462,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,1,12.0,11.179857755962171,-1.0,-0.4000000059604645,0.007942050695419312,0.019999999552965164,-1.0,-100.0,0.0,-0.8315114378929138
192,3704,0,463,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,0,12.0,13.178535862972861,1.0,0.5,0.02863249182701111,0.029999999329447746,1.0,100.0,0.0,0.8523432016372681
193,3768,0,471,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.07999999821186066,1,0,4,11.0,11.31423110961914,-1.0,-0.5,-0.016705363988876343,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8738587498664856
194,3776,0,472,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.2800000011920929,1,0,1,12.0,9.591474834241366,-1.0,-0.5,0.018015056848526,0.0,-1.0,-100.0,-0.20000000298023224,-0.8729860782623291
195,3784,0,473,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,0,11.0,12.049408806694878,1.0,0.5,0.005780637264251709,0.029999999329447746,1.0,100.0,0.0,0.8507730960845947
196,3792,0,474,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,1,11.0,12.534544203016493,-1.0,-0.5,0.017807841300964355,0.019999999552965164,-1.0,-100.0,0.0,-0.8456118106842041
197,3808,0,476,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.23999999463558197,1,0,2,13.0,10.353231811523438,1.0,0.5,-0.04895973205566406,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8161777257919312
198,3808,0,476,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,4,11.0,11.071810270610609,-1.0,-0.5,-0.02037811279296875,0.019999999552965164,-1.0,-100.0,0.0,-0.8483101725578308
199,3848,0,481,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.23999999463558197,1,0,3,12.0,9.095620406301398,-0.5,0.0,0.009026318788528442,0.0,0.0,0.0,0.0,-0.24279627203941345
200,3872,0,484,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.1599999964237213,1,0,5,13.0,9.776680355980282,-0.5,0.0,0.007929503917694092,0.0,0.0,0.0,0.0,-0.24305428564548492
201,3920,0,490,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,1,11.0,11.81003146701389,1.0,0.4000000059604645,-0.00827091932296753,0.029999999329447746,1.0,100.0,0.0,0.8353040218353271
202,3928,0,491,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.4399999976158142,1,0,1,11.0,9.88264889187283,-0.5,0.0,-0.017544180154800415,0.0,0.0,0.0,0.0,-0.24903714656829834
203,3928,0,491,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.2800000011920929,1,0,3,11.0,9.632736206054688,-0.5,0.0,-0.017239689826965332,0.0,0.0,0.0,0.0,-0.24896574020385742
204,3936,0,492,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.23999999463558197,1,0,2,11.0,10.14753892686632,-0.5,0.0,-0.013141512870788574,0.0,0.0,0.0,0.0,-0.2480044662952423
205,3952,0,494,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.23999999463558197,1,0,1,11.0,10.246699015299479,1.0,0.5,-0.04343858361244202,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.8153850436210632
206,3968,0,496,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.3199999928474426,1,0,8,13.0,9.346807098388672,-1.0,-0.5,-0.010993719100952148,0.0,-1.0,-100.0,-0.20000000298023224,-0.8747004270553589
207,3992,0,499,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,0,12.0,10.662260267469618,1.0,0.5,-0.03216490149497986,0.029999999329447746,1.0,100.0,0.0,0.8481317758560181
208,4016,0,502,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,0,12.0,11.170766194661459,-1.0,-0.5,-0.025914907455444336,0.019999999552965164,-1.0,-100.0,0.0,-0.8486977815628052
209,4064,0,508,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,1,11.0,10.464291740866269,1.0,1.0,-0.0008206069469451904,0.029999999329447746,2.0,200.0,0.0,0.9645393490791321
210,4072,0,509,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,3,12.0,10.5111083984375,-1.0,-0.5,-0.018224895000457764,0.0,-1.0,-100.0,0.0,-0.8495563268661499
211,4072,0,509,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,0,11.0,10.678964402940538,-1.0,-0.5,0.004042953252792358,0.019999999552965164,-1.0,-100.0,0.0,-0.8465895056724548
212,4088,0,511,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,0,13.0,12.233626516241776,1.0,0.5,-0.051964327692985535,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8159267902374268
213,4104,0,513,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.11999999731779099,1,0,0,11.0,13.08951882755055,1.0,0.5,0.00567801296710968,0.029999999329447746,1.0,100.0,0.0,0.8507659435272217
214,4104,0,513,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,2,12.0,10.30440962942023,1.0,0.5,0.005129516124725342,0.029999999329447746,1.0,100.0,0.0,0.8507280945777893
215,4136,0,517,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,0,11.0,11.971277025010851,-1.0,-0.5,-0.00974622368812561,0.019999999552965164,-1.0,-100.0,0.0,-0.8475632667541504
216,4176,0,522,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3199999928474426,1,0,0,12.0,10.918988037109376,1.0,0.5,-0.01840794086456299,0.014999999664723873,1.0,100.0,0.0,0.8480445742607117
217,4208,0,526,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,4,11.0,10.77925279405382,-1.0,-0.4000000059604645,-0.021190404891967773,0.0,-1.0,-100.0,0.0,-0.8352633714675903
