episode_id,timesteps,policy_update,rollout_step,latent_z,mode,map_set,opponent,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,near_misses_per_episode,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
218,4216,0,527,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,7,11.0,9.79441409640842,-1.0,-0.4000000059604645,-0.01885908842086792,0.019999999552965164,-1.0,-100.0,0.0,-0.8335676193237305
219,4232,0,529,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.3199999928474426,1,0,2,11.0,9.29185316297743,-1.0,-0.4000000059604645,-0.02101999521255493,0.0,-1.0,-100.0,0.0,-0.8352504968643188
220,4232,0,529,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3199999928474426,1,0,5,13.0,8.643102264404297,1.0,0.5,-0.05762335658073425,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8154533505439758
221,4248,0,531,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,0,11.0,10.550620185004341,-1.0,-0.5,0.018900156021118164,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8717383146286011
222,4264,0,533,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.19999998807907104,1,0,3,11.0,10.354989624023437,-0.5,0.0,0.008631646633148193,0.0,0.0,0.0,-0.4000000059604645,-0.4201235771179199
223,4280,0,535,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,3,11.0,10.70584445529514,1.0,0.5,-0.059572428464889526,0.029999999329447746,1.0,100.0,0.0,0.8461974859237671
224,4328,0,541,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,0,12.0,11.573014911852384,-1.0,0.0,-0.017528831958770752,0.019999999552965164,0.0,0.0,0.0,-0.461631178855896
225,4368,0,546,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.35999998450279236,1,0,2,13.0,8.501199340820312,1.0,0.4000000059604645,-0.019427448511123657,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8014463782310486
226,4368,0,546,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,0,12.0,11.913984599866366,1.0,0.5,-0.042185261845588684,0.029999999329447746,1.0,100.0,0.0,0.8474271893501282
227,4368,0,546,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.19999998807907104,1,0,2,11.0,10.2109375,1.0,0.0,0.010076284408569336,0.0,0.0,0.0,0.0,0.46409597992897034
228,4384,0,548,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,1,11.0,11.055218864889707,-1.0,-0.5,-0.0029404163360595703,0.019999999552965164,-1.0,-100.0,0.0,-0.8470833897590637
229,4392,0,549,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.1599999964237213,1,0,1,13.0,10.90163345336914,1.0,0.5,0.00966063141822815,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8210122585296631
230,4408,0,551,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,1,3,-2,18,0.1599999964237213,1,0,0,12.0,10.716868082682291,-1.0,-0.5,0.0009490549564361572,0.019999999552965164,-1.0,-100.0,0.0,-0.8468084335327148
231,4424,0,553,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,0,11.0,11.351255628797743,1.0,0.4000000059604645,0.014884203672409058,0.029999999329447746,1.0,100.0,0.0,0.8370453715324402
232,4472,0,559,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,0,12.0,11.668706258138021,-1.0,-0.5,-0.020670443773269653,0.0,-1.0,-100.0,0.0,-0.8497263789176941
233,4512,0,564,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,0,11.0,10.410491943359375,-1.0,-0.5,-0.03024086356163025,0.019999999552965164,-1.0,-100.0,0.0,-0.8489999771118164
234,4512,0,564,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,1,11.0,10.67494625515408,1.0,0.5,-0.0668669044971466,0.029999999329447746,1.0,100.0,0.0,0.8456788063049316
235,4512,0,564,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,2,11.0,11.922317504882812,-1.0,-0.4000000059604645,-0.014814138412475586,0.019999999552965164,-1.0,-100.0,0.0,-0.8332587480545044
236,4512,0,564,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,16,0.3199999928474426,1,0,2,11.0,10.369979858398438,1.0,0.4000000059604645,0.013701319694519043,0.029999999329447746,1.0,100.0,0.0,0.8369568586349487
237,4544,0,568,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.1599999964237213,1,0,2,11.0,10.215233297909007,-1.0,-0.4000000059604645,0.010451555252075195,0.0,-1.0,-100.0,0.0,-0.8328558802604675
238,4544,0,568,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.3199999928474426,1,0,3,11.0,9.513313695004111,-1.0,-0.5,-0.00853806734085083,0.019999999552965164,-1.0,-100.0,0.0,-0.8474781513214111
239,4568,0,571,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,1,12.0,10.719100952148438,-1.0,-0.5,-0.002232968807220459,0.0,-1.0,-100.0,0.0,-0.8484401106834412
240,4608,0,576,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,0,12.0,10.924233829273897,-1.0,0.0,-0.016947537660598755,0.0,0.0,0.0,0.0,-0.4654427468776703
241,4648,0,581,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.23999999463558197,0,1,6,11.0,10.395081463982077,-1.0,-0.4000000059604645,0.015605926513671875,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.8594139814376831
242,4656,0,582,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,6,11.0,10.931781344943577,-1.0,0.10000002384185791,0.0016482770442962646,0.019999999552965164,0.0,0.0,0.0,-0.41744014620780945
243,4656,0,582,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.2800000011920929,1,0,2,11.0,9.768193562825521,-0.5,0.0,-0.016455113887786865,0.0,0.0,0.0,0.0,-0.24878177046775818
244,4664,0,583,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,1,12.0,11.432394730417352,1.0,0.5,0.020280659198760986,0.014999999664723873,1.0,100.0,0.0,0.850738525390625
245,4680,0,585,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.23999999463558197,1,0,3,12.0,10.384093340705423,1.0,0.4000000059604645,-0.01155748963356018,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8021490573883057
246,4696,0,587,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.07999999821186066,1,0,2,12.0,11.181418971011514,-0.5,0.0,0.01618671417236328,0.0,0.0,0.0,0.0,-0.24111096560955048
247,4712,0,589,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,5,11.0,10.282903035481771,1.0,1.0,-0.018123000860214233,0.029999999329447746,2.0,200.0,0.0,0.9642367362976074
248,4752,0,594,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.3999999761581421,1,0,2,12.0,8.682439168294271,-1.0,-0.5,0.021766185760498047,0.019999999552965164,-1.0,-100.0,0.0,-0.8453296422958374
249,4768,0,596,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.23999999463558197,1,0,0,11.0,11.478851318359375,-1.0,0.0,-0.006802558898925781,0.0,0.0,0.0,0.0,-0.46345359086990356
250,4800,0,600,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.23999999463558197,1,0,2,11.0,11.301433987087673,-0.5,0.0,0.014457523822784424,0.0,0.0,0.0,0.0,-0.24151809513568878
251,4800,0,600,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.11999999731779099,1,0,2,11.0,11.37929958767361,1.0,0.5,-0.06430718302726746,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8148928284645081
252,4808,0,601,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.35999998450279236,1,0,0,11.0,11.119698418511284,1.0,0.5,-0.04297944903373718,0.029999999329447746,1.0,100.0,0.0,0.8473712205886841
253,4816,0,602,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.11999999731779099,1,0,0,11.0,12.25604248046875,-1.0,-0.5,0.004265904426574707,0.019999999552965164,-1.0,-100.0,0.0,-0.8465737104415894
254,4856,0,607,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.23999999463558197,1,0,4,13.0,10.37713165283203,-0.5,0.0,0.014335572719573975,0.0,0.0,0.0,-0.20000000298023224,-0.333193302154541
255,4880,0,610,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.2800000011920929,1,0,4,15.0,9.446762084960938,1.0,0.5,0.0020268261432647705,0.029999999329447746,1.0,100.0,0.0,0.8505136370658875
256,4896,0,612,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.23999999463558197,1,0,3,12.0,10.762589348687065,-0.5,0.0,0.005322635173797607,0.0,0.0,0.0,0.0,-0.24366740882396698
257,4912,0,614,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,4,11.0,9.335831536187065,1.0,0.5,-0.008718669414520264,0.014999999664723873,1.0,100.0,0.0,0.8487234115600586
258,4944,0,618,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.11999999731779099,0,1,6,12.0,9.855530632866753,1.0,0.4000000059604645,-0.0077558159828186035,0.029999999329447746,1.0,100.0,0.0,0.8353430032730103
259,4960,0,620,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.23999999463558197,1,0,0,13.0,12.334414672851562,-0.5,0.0,-0.02022618055343628,0.0,0.0,0.0,-0.20000000298023224,-0.3408522307872772
260,4960,0,620,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,3,12.0,10.122386731599507,-1.0,-0.5,-0.025097042322158813,0.0,-1.0,-100.0,-0.20000000298023224,-0.8755261301994324
261,4968,0,621,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,1,11.0,11.745598240902549,-1.0,-0.5,0.02929636836051941,0.019999999552965164,-1.0,-100.0,0.0,-0.8447914123535156
262,5000,0,625,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,1,11.0,9.656221177842882,-1.0,-0.4000000059604645,-0.01764047145843506,0.019999999552965164,-1.0,-100.0,0.0,-0.8334745764732361
263,5024,0,628,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.35999998450279236,1,0,1,11.0,9.61334228515625,1.0,0.5,0.02725851535797119,0.014999999664723873,1.0,100.0,0.0,0.851219654083252
264,5056,0,632,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.3999999761581421,1,0,5,11.0,9.924009704589844,-1.0,0.0,0.011178195476531982,0.0,0.0,0.0,-0.20000000298023224,-0.5350580811500549
265,5056,0,632,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,0,11.0,11.289369371202257,-1.0,-0.4000000059604645,-0.014249294996261597,0.019999999552965164,-1.0,-100.0,0.0,-0.833215594291687
266,5096,0,637,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.23999999463558197,1,0,5,12.0,9.67437744140625,-0.5,0.0,-0.015611141920089722,0.0,0.0,0.0,-0.20000000298023224,-0.3398321568965912
267,5104,0,638,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,5,11.0,12.11995357937283,-1.0,0.10000002384185791,0.016037285327911377,0.019999999552965164,0.0,0.0,0.0,-0.4144652783870697
268,5104,0,638,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,0,11.0,12.645679897732204,1.0,0.4000000059604645,0.015988871455192566,0.014999999664723873,1.0,100.0,0.0,0.8360024690628052
269,5128,0,641,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.23999999463558197,1,0,2,12.0,10.88973388671875,-0.5,0.0,-0.002898171544075012,0.0,0.0,0.0,-0.20000000298023224,-0.3370179235935211
270,5152,0,644,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,2,12.0,9.317594026264391,1.0,0.5,-0.010302484035491943,0.014999999664723873,1.0,100.0,0.0,0.8486126661300659
271,5168,0,646,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,2,12.0,9.44208017985026,1.0,0.5,-0.03948350250720978,0.029999999329447746,1.0,100.0,0.0,0.847617506980896
272,5200,0,650,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,0,12.0,10.964505513509115,1.0,0.5,-0.06559562683105469,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8147845268249512
273,5208,0,651,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.3199999928474426,1,0,4,15.0,9.439794440018503,-1.0,-0.5,-0.0015010833740234375,0.0,-1.0,-100.0,-0.20000000298023224,-0.8741418123245239
274,5248,0,656,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.1599999964237213,1,0,0,11.0,11.445533243815104,-1.0,-0.5,-0.029054641723632812,0.019999999552965164,-1.0,-100.0,0.0,-0.8489171862602234
275,5248,0,656,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.4399999976158142,1,0,3,11.0,9.942087809244791,1.0,0.5,0.007202595472335815,0.014999999664723873,1.0,100.0,0.0,0.8498328328132629
276,5248,0,656,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,6,12.0,9.725194027549342,-1.0,-0.5,0.020375847816467285,0.019999999552965164,-1.0,-100.0,0.0,-0.8454288244247437
277,5256,0,657,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.07999999821186066,1,0,0,12.0,12.41508564196135,-1.0,0.0,-0.006884947419166565,0.0,0.0,0.0,0.0,-0.46346980333328247
278,5304,0,663,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,13.0,10.221979241622122,1.0,0.5,-0.05596444010734558,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8155922889709473
279,5312,0,664,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.35999998450279236,1,0,2,11.0,10.231878492567274,1.0,0.5,-0.01800432801246643,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.8175050616264343
280,5344,0,668,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.19999998807907104,1,0,1,11.0,10.121516508214613,1.0,0.5,0.04537501931190491,0.014999999664723873,1.0,100.0,0.0,0.8524623513221741
281,5352,0,669,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,3,12.0,10.838721827456826,-1.0,0.0,0.010820746421813965,0.019999999552965164,0.0,0.0,0.0,-0.45603594183921814
282,5384,0,673,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,1,11.0,10.796095006606159,1.0,0.0,0.015598058700561523,0.0,0.0,0.0,0.0,0.4651784300804138
283,5392,0,674,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,2,11.0,9.67305416531033,-1.0,-0.4000000059604645,-0.009522289037704468,0.0,-1.0,-100.0,0.0,-0.834379255771637
284,5392,0,674,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,1,11.0,10.107999165852865,-1.0,-0.5,0.0306718647480011,0.019999999552965164,-1.0,-100.0,0.0,-0.8446929454803467
285,5408,0,676,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.2800000011920929,1,0,3,12.0,10.549909892835116,-1.0,-0.5,-0.009577244520187378,0.0,-1.0,-100.0,0.0,-0.8489536643028259
286,5448,0,681,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,0,12.0,10.50148179796007,1.0,0.5,-0.07345440983772278,0.029999999329447746,1.0,100.0,0.0,0.8452091217041016
287,5472,0,684,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.23999999463558197,1,0,3,13.0,9.853462982177735,-0.5,0.0,-0.016321077942848206,0.0,0.0,0.0,-0.20000000298023224,-0.3399891257286072
288,5496,0,687,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.35999998450279236,1,0,9,12.0,10.70277244166324,-0.5,0.0,-0.02043035626411438,0.0,0.0,0.0,-0.20000000298023224,-0.3408973515033722
289,5528,0,691,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.19999998807907104,0,1,7,15.0,9.794584794477982,-0.5,0.0,-0.0091734379529953,0.0,0.0,0.0,0.0,-0.2470732182264328
290,5536,0,692,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.19999998807907104,0,1,2,11.0,10.287696436831826,-1.0,0.0,-0.002003401517868042,0.019999999552965164,0.0,0.0,0.0,-0.45857149362564087
291,5544,0,693,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,11.0,9.469586021021792,1.0,0.4000000059604645,-0.020601660013198853,0.02499999850988388,1.0,100.0,-0.20000000298023224,0.8008936047554016
292,5560,0,695,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.19999998807907104,1,0,1,12.0,9.691209338960194,1.0,0.5,-0.02751341462135315,0.014999999664723873,1.0,100.0,0.0,0.8474041223526001
293,5568,0,696,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.2800000011920929,1,0,1,13.0,10.808951568603515,-1.0,-0.5,0.031128257513046265,0.0,-1.0,-100.0,-0.20000000298023224,-0.8722039461135864
294,5592,0,699,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,2,11.0,10.641637166341146,1.0,0.4000000059604645,-0.017895251512527466,0.014999999664723873,1.0,100.0,0.0,0.8334336876869202
295,5592,0,699,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.19999998807907104,1,0,0,11.0,11.189822387695312,-1.0,0.0,-0.013799309730529785,0.0,0.0,0.0,0.0,-0.46482595801353455
296,5648,0,706,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.11999999731779099,1,0,4,13.0,9.274029380396792,1.0,0.4000000059604645,0.00514674186706543,0.029999999329447746,1.0,100.0,0.0,0.8363151550292969
297,5680,0,710,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,1,11.0,11.18023039165296,-1.0,-0.5,-0.014984726905822754,0.019999999552965164,-1.0,-100.0,0.0,-0.8479316234588623
298,5688,0,711,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,4,11.0,10.94421132405599,1.0,0.4000000059604645,0.017467230558395386,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.803395688533783
299,5704,0,713,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.11999999731779099,1,0,2,11.0,9.32537587483724,1.0,0.4000000059604645,0.017672955989837646,0.029999999329447746,1.0,100.0,0.0,0.8372539281845093
300,5712,0,714,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,3,11.0,10.289450751410591,-1.0,-0.4000000059604645,-0.019925236701965332,0.0,-1.0,-100.0,0.0,-0.8351677060127258
301,5712,0,714,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,22,0.23999999463558197,1,0,3,15.0,10.97291426225142,1.0,0.5,0.026158392429351807,0.029999999329447746,1.0,100.0,0.0,0.852173924446106
302,5744,0,718,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.3199999928474426,1,0,5,11.0,11.007214194849917,-0.5,0.0,-0.018492937088012695,0.0,0.0,0.0,0.0,-0.24925962090492249
303,5752,0,719,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.19999998807907104,1,0,2,13.0,9.696237182617187,-1.0,-0.5,0.0305616557598114,0.0,-1.0,-100.0,-0.4000000059604645,-0.8941717147827148
304,5792,0,724,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,0,11.0,11.078748914930555,1.0,0.4000000059604645,0.01543155312538147,0.029999999329447746,1.0,100.0,0.0,0.8370863199234009
305,5824,0,728,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.2800000011920929,1,0,1,13.0,9.118533664279514,1.0,0.5,-0.035697221755981445,0.014999999664723873,1.0,100.0,0.0,0.8468263149261475
306,5832,0,729,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.11999999731779099,1,0,1,11.0,11.062539842393663,-1.0,-0.4000000059604645,-0.018902838230133057,0.0,-1.0,-100.0,0.0,-0.8350903987884521
307,5840,0,730,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.23999999463558197,1,0,0,12.0,10.79503059387207,1.0,0.5,-0.014008045196533203,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.8178362250328064
308,5856,0,732,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,2,11.0,11.072669982910156,-1.0,-0.5,-0.008640646934509277,0.0,-1.0,-100.0,0.0,-0.8488882780075073
309,5872,0,734,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.2800000011920929,1,0,7,14.0,9.145758492606026,-0.5,0.0,-0.02047938108444214,0.0,0.0,0.0,0.0,-0.2497253268957138
310,5888,0,736,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.2800000011920929,1,0,4,13.0,9.639341466567096,-1.0,0.0,-0.012255191802978516,0.019999999552965164,0.0,0.0,0.0,-0.4605931043624878
311,5888,0,736,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.35999998450279236,1,0,3,11.0,9.489021301269531,1.0,0.5,-0.011480599641799927,0.014999999664723873,1.0,100.0,0.0,0.8485301733016968
312,5936,0,742,1,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,2,11.0,10.455668131510416,-1.0,-0.5,0.020299196243286133,0.019999999552965164,-1.0,-100.0,0.0,-0.8454342484474182
313,5976,0,747,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.35999998450279236,1,0,6,11.0,8.459095201994243,1.0,0.5,-0.006769627332687378,0.02499999850988388,1.0,100.0,0.0,0.8495567440986633
314,5976,0,747,0,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.4399999976158142,1,0,0,11.0,10.799036661783854,1.0,0.5,-0.05530938506126404,0.014999999664723873,1.0,100.0,0.0,0.8454335331916809
315,5992,0,749,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,0,11.0,12.326905194450827,-1.0,-0.5,0.026346147060394287,0.019999999552965164,-1.0,-100.0,0.0,-0.8450024724006653
316,6008,0,751,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.19999998807907104,1,0,2,11.0,10.36641019933364,1.0,0.5,-0.006928622722625732,0.029999999329447746,1.0,100.0,0.0,0.8498930931091309
317,6016,0,752,3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.23999999463558197,1,0,1,13.0,10.879152471368963,-0.5,0.0,0.002970486879348755,0.0,0.0,0.0,0.0,-0.24422046542167664
318,6040,0,755,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,1,12.0,10.93660455001028,1.0,0.5,0.004807800054550171,0.014999999664723873,1.0,100.0,0.0,0.84966641664505
319,6040,0,755,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,3,12.0,9.637592516447368,1.0,0.5,-0.04498127102851868,0.029999999329447746,1.0,100.0,0.0,0.847230076789856
320,6080,0,760,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,3,11.0,10.71168433295356,1.0,0.4000000059604645,0.011495739221572876,0.014999999664723873,1.0,100.0,0.0,0.835663914680481
321,6120,0,765,2,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,1,11.0,11.217471652560764,1.0,0.5,-0.030308812856674194,0.014999999664723873,1.0,100.0,0.0,0.8472069501876831
322,6152,0,769,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,0,1,6,12.0,10.564854092068142,-1.0,0.10000002384185791,0.010962486267089844,0.019999999552965164,0.0,0.0,0.0,-0.4155154824256897
323,6152,0,769,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,22,0.2800000011920929,1,0,3,15.0,10.718318592418324,1.0,0.5,-0.04859590530395508,0.029999999329447746,1.0,100.0,0.0,0.8469748497009277
324,6160,0,770,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.1599999964237213,1,0,5,14.0,10.178567795526414,1.0,0.5,0.027898162603378296,0.029999999329447746,1.0,100.0,0.0,0.8522930145263672
325,6160,0,770,3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,0,12.0,10.045466105143229,1.0,0.4000000059604645,0.017826884984970093,0.029999999329447746,1.0,100.0,0.0,0.8372654914855957
326,6200,0,775,1,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.23999999463558197,1,0,4,12.0,10.433491516113282,1.0,0.5,0.038411617279052734,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.8233411908149719
327,6216,0,777,0,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.19999998807907104,1,0,0,13.0,11.30158857865767,-0.5,0.0,0.016216754913330078,0.0,0.0,0.0,0.0,-0.2411038875579834
