update,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,policy_loss,value_loss,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_resample_fraction_rollout,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean
1,16384,876,427,321,128,0.4874429223744292,0.52,0.52,-0.010972408577799797,0.22952622175216675,-0.06516589969396591,0.5089512467384338,876,427,321,128,0.4874429223744292,0.15182648401826485,2.608447488584475,2.4566210045662102,-0.004638552665710449,0.0025634765625,0.01087036170065403,0.001433666329830885,0.027219990268349648,0.01104736328125,1.104736328125,-0.07639160752296448,-0.010972408577799797,-0.007232074083731277,0.249187697423622,3.0034952349960804,0.004470545529329684,0.0309600830078125,0.10956297558732331,0.00045904,1.376602914184332,-0.008615997483218507,0.006699263003952183,0.06237351994786877,0.10912398479494767,0.0,0.7417301684617996,0.014068866999878082,0.10430908203125,4.0,2.0,612.0,0.7418181896209717,0.10430908203125,,,,,0.0,0.2279052734375,0.245849609375,0.26971435546875,0.25653076171875,188,0.5,2.6117021276595747,2.4574468085106385,0.15425531914893617,240,0.4583333333333333,2.591666666666667,2.4833333333333334,0.10833333333333334,245,0.49387755102040815,2.636734693877551,2.436734693877551,0.2,203,0.5024630541871922,2.5911330049261085,2.4482758620689653,0.14285714285714285
2,32768,1762,884,635,243,0.5017026106696936,0.54,0.515,-0.009987849742174149,0.23420500755310059,0.14567813277244568,0.512779951095581,886,457,314,115,0.5158013544018059,0.1930022573363431,2.6275395033860045,2.4345372460496613,0.027432918548583984,0.005218505859375,0.011334228329360485,0.0012518801959231496,0.027235105633735657,0.0106201171875,1.06201171875,-0.07521972805261612,-0.009987849742174149,-0.018205750464403536,0.2509316452778876,3.001873951405287,0.0077158426074674935,0.0705108642578125,0.22493116522673517,0.00041808000000000004,1.370098127052188,-0.017300824826239652,0.010377834084867033,0.10057983209844679,0.12115838385396793,0.0,0.7385206678882241,0.01735899903724203,0.10400390625,4.0,2.0,605.0,0.7396088242530823,0.10400390625,,,,,0.0,0.23291015625,0.2406005859375,0.32171630859375,0.20477294921875,200,0.52,2.645,2.435,0.21,214,0.5514018691588785,2.6401869158878504,2.4065420560747666,0.2336448598130841,273,0.5164835164835165,2.6373626373626373,2.4285714285714284,0.2087912087912088,199,0.4723618090452261,2.5829145728643215,2.472361809045226,0.11055276381909548
3,49152,2647,1337,948,362,0.5051001133358519,0.56,0.485,-0.011203024536371231,0.23222191631793976,0.05814575031399727,0.5152161717414856,885,453,313,119,0.511864406779661,0.1672316384180791,2.6124293785310733,2.4451977401129943,0.03204911947250366,0.004913330078125,0.009478759951889515,0.0014339167391881347,0.027106333523988724,0.008544921875,0.8544921875,-0.07541503757238388,-0.011203024536371231,-0.026997717654012376,0.25191179919056594,3.0024089962244034,0.010691134126318502,0.098236083984375,0.20624756650067866,0.00037712,1.3513614181429148,-0.019521581632230944,0.017186383090958657,0.16441504306567367,0.16859700239727166,0.0,0.6997871622443199,0.018272960020112805,0.10455322265625,4.0,2.0,579.0,0.6992753744125366,0.10455322265625,,,,,0.0,0.2584228515625,0.20428466796875,0.36846923828125,0.1688232421875,216,0.49537037037037035,2.611111111111111,2.4583333333333335,0.1527777777777778,234,0.5170940170940171,2.6196581196581197,2.448717948717949,0.17094017094017094,258,0.5310077519379846,2.627906976744186,2.4186046511627906,0.20930232558139536,177,0.4971751412429379,2.5819209039548023,2.463276836158192,0.11864406779661017
4,65536,3535,1777,1286,472,0.5026874115983027,0.6,0.525,-0.011677565053105354,0.2330290675163269,0.029633261263370514,0.5115271806716919,888,440,338,110,0.4954954954954955,0.14752252252252251,2.6013513513513513,2.453828828828829,0.0264928936958313,0.00286865234375,0.00945434533059597,0.0012140752514824271,0.027576956897974014,0.0081787109375,0.81787109375,-0.0755615234375,-0.011677565053105354,-0.03637179618817754,0.24967060214839876,2.9627536423504353,0.01525834378116997,0.13665771484375,0.24605930969119072,0.00033616,1.323185594752431,-0.014185152789939787,0.011786220729334839,0.10953257052460685,0.1343753764172248,0.0,0.7568345367908478,0.018270178537932225,0.1051025390625,4.0,0.0,633.0,0.7580838203430176,0.1051025390625,,,,,0.0,0.29559326171875,0.22808837890625,0.2904052734375,0.1859130859375,191,0.5026178010471204,2.612565445026178,2.4554973821989527,0.15706806282722513,303,0.4752475247524752,2.5643564356435644,2.4719471947194718,0.0924092409240924,178,0.47191011235955055,2.595505617977528,2.4887640449438204,0.10674157303370786,216,0.5370370370370371,2.6481481481481484,2.3981481481481484,0.25
5,81920,4417,2234,1587,596,0.505773149196287,0.6,0.57,-0.010437613353133202,0.23232896625995636,0.020535940304398537,0.5051224231719971,882,457,301,124,0.518140589569161,0.21882086167800455,2.639455782312925,2.4206349206349205,0.042836129665374756,0.0057373046875,0.01131591759622097,0.0011603895109146833,0.02711581066250801,0.01043701171875,1.043701171875,-0.07656250149011612,-0.010437613353133202,-0.03992482973262668,0.23978286795318127,2.9497993141412735,0.01699478491809714,0.14410400390625,0.27201049868017435,0.0002952,1.3141833990812302,-0.005492456270162042,0.004314752086944651,0.009002072431030683,0.07572516875574853,0.0,0.7274009045213461,0.01774935409775935,0.10467529296875,4.0,1.0,606.0,0.7283653616905212,0.10467529296875,,,,,0.0,0.23883056640625,0.30523681640625,0.20751953125,0.2484130859375,138,0.5217391304347826,2.6739130434782608,2.4130434782608696,0.2608695652173913,341,0.49266862170087977,2.621700879765396,2.4574780058651027,0.16422287390029325,144,0.625,2.7083333333333335,2.2916666666666665,0.4166666666666667,259,0.49034749034749037,2.606177606177606,2.447876447876448,0.1583011583011583
6,98304,5301,2672,1920,709,0.5040558385210337,0.52,0.535,-0.011671014130115509,0.23189207911491394,-0.007678512949496508,0.5171918272972107,884,438,333,113,0.49547511312217196,0.14479638009049775,2.6040723981900453,2.4592760180995477,0.03455090522766113,0.002960205078125,0.01006469689309597,0.0012944890186190605,0.027655653655529022,0.00775146484375,0.775146484375,-0.07584229111671448,-0.011671014130115509,-0.04241307829943253,0.2533235321752727,2.931120291352272,0.01739723943046556,0.1497955322265625,0.31134956423193216,0.00025424000000000003,1.2745470255613327,-0.009039118471824176,0.008380334766144415,0.05910487133951392,0.10831092667266784,0.0,0.7454660963267088,0.019144895624776836,0.10382080078125,4.0,3.0,611.0,0.7460317611694336,0.10382080078125,,,,,0.0,0.23291015625,0.235107421875,0.24371337890625,0.28826904296875,139,0.5539568345323741,2.6402877697841727,2.3956834532374103,0.2446043165467626,282,0.4716312056737589,2.5921985815602837,2.50354609929078,0.08865248226950355,163,0.4662576687116564,2.6012269938650308,2.4846625766871164,0.1165644171779141,300,0.5066666666666667,2.6,2.433333333333333,0.16666666666666666
7,114688,6189,3146,2223,820,0.5083212150589757,0.46,0.54,-0.009048374369740486,0.235063374042511,0.023026585578918457,0.5100243091583252,888,474,303,111,0.5337837837837838,0.2286036036036036,2.6373873873873874,2.4087837837837838,0.04219883680343628,0.007049560546875,0.01162109337747097,0.0011048000305891037,0.027688000351190567,0.0128173828125,1.28173828125,-0.07476806640625,-0.009048374369740486,-0.04537505537155084,0.24537059268914163,2.989512514322996,0.017768963344678923,0.15576171875,0.3305842666886747,0.00021328000000000002,1.1889032386243343,-0.004749440266752773,0.008127969464066617,0.04844264559505973,0.10870951039989607,0.0,0.7154500796459615,0.019486659992253408,0.10455322265625,4.0,3.0,590.0,0.7168894410133362,0.10455322265625,,,,,0.0,0.1646728515625,0.2418212890625,0.2286376953125,0.3648681640625,113,0.49557522123893805,2.6194690265486726,2.4601769911504423,0.1592920353982301,272,0.5147058823529411,2.6176470588235294,2.4411764705882355,0.17647058823529413,124,0.5967741935483871,2.693548387096774,2.2983870967741935,0.3951612903225806,379,0.5382585751978892,2.638522427440633,2.4063324538258577,0.23218997361477572
8,131072,7072,3578,2539,955,0.5059389140271493,0.48,0.445,-0.010254286229610443,0.23054373264312744,-0.01438666507601738,0.5136296153068542,883,432,316,135,0.48924122310305773,0.17667044167610418,2.6160815402038504,2.439411098527746,0.046428799629211426,0.002960205078125,0.011871337890625,0.0011950769694522023,0.027367550879716873,0.01239013671875,1.239013671875,-0.07620849460363388,-0.010254286229610443,-0.04338851985085057,0.24889247212558985,2.929402306675911,0.015543311022156558,0.137115478515625,0.37581491796299815,0.00017231999999999998,1.1525865159928799,-0.00036823580927938804,0.0003471567784949191,0.0,0.02453775852402429,0.0,0.6865038555115461,0.02014472201699391,0.10400390625,4.0,3.0,564.0,0.686967134475708,0.10400390625,,,,,0.0,0.1417236328125,0.2293701171875,0.21533203125,0.41357421875,84,0.4642857142857143,2.607142857142857,2.4642857142857144,0.14285714285714285,248,0.4838709677419355,2.596774193548387,2.463709677419355,0.13306451612903225,113,0.4690265486725664,2.566371681415929,2.433628318584071,0.13274336283185842,438,0.502283105022831,2.641552511415525,2.422374429223744,0.2191780821917808
9,147456,7958,4016,2857,1085,0.5046494093993465,0.58,0.47,-0.009653312154114246,0.23237112164497375,-0.028807438910007477,0.5132530927658081,886,438,318,130,0.49435665914221216,0.16930022573363432,2.625282167042889,2.455981941309255,0.04822516441345215,0.00335693359375,0.012628174386918545,0.001228721346706152,0.02774403616786003,0.01348876953125,1.348876953125,-0.07553711533546448,-0.009653312154114246,-0.04222108965041116,0.24749022419564426,2.922383885830641,0.01361738901323406,0.1268768310546875,0.42677695117890835,0.00013136,1.1301661133766174,-0.00328310185414335,0.002449118334652667,0.0030272527073975652,0.057827502367077344,0.0,0.6689707199111581,0.0232886317971861,0.10443115234375,4.0,3.0,552.0,0.6690909266471863,0.10443115234375,,,,,0.0,0.1593017578125,0.21478271484375,0.1798095703125,0.44610595703125,66,0.5151515151515151,2.6363636363636362,2.409090909090909,0.22727272727272727,270,0.5074074074074074,2.6481481481481484,2.4555555555555557,0.1925925925925926,103,0.47572815533980584,2.5825242718446604,2.4466019417475726,0.13592233009708737,447,0.48769574944071586,2.6196868008948546,2.465324384787472,0.15436241610738255
10,163840,8846,4471,3180,1195,0.5054261813248926,0.52,0.53,-0.009618988260626793,0.23267897963523865,-0.05291430652141571,0.5113059282302856,888,455,323,110,0.5123873873873874,0.16441441441441443,2.615990990990991,2.4515765765765765,0.05469328165054321,0.00469970703125,0.011950683780014515,0.0013049631379544735,0.027976583689451218,0.013916015625,1.3916015625,-0.07668457180261612,-0.009618988260626793,-0.03696927810597117,0.24493569624610245,2.857965722680092,0.009750384256221878,0.0937652587890625,0.4505296517163515,9.039999999999999e-05,1.1123386546969414,-0.0004330462905670629,0.0003002884117879745,0.0,0.021081623729037657,0.0,0.6916438983753324,0.02296451096481178,0.1046142578125,4.0,3.0,571.0,0.6912832856178284,0.1046142578125,,,,,0.0,0.11907958984375,0.2728271484375,0.1700439453125,0.43804931640625,75,0.4666666666666667,2.56,2.466666666666667,0.09333333333333334,337,0.49258160237388726,2.5845697329376853,2.4807121661721068,0.10385756676557864,91,0.5274725274725275,2.6263736263736264,2.4285714285714284,0.1978021978021978,385,0.535064935064935,2.651948051948052,2.4285714285714284,0.22337662337662337
