episode_id,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,opponent,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,near_misses_per_episode,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
1,213168,13,22,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,22,0.23999999463558197,1,0,0,17.0,10.99526006525213,1.0,0.5,-0.006099045276641846,0.0,1.0,100.0,0.0,0.5543357133865356
2,213200,13,26,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,26,0.4399999976158142,1,0,4,19.0,7.673678471491887,1.0,0.5,-0.00526699423789978,0.02499999850988388,1.0,100.0,0.0,0.5554531812667847
3,213208,13,27,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,27,0.3199999928474426,1,0,3,22.0,8.364017627857349,1.0,0.5,-0.006240054965019226,0.02499999850988388,1.0,100.0,0.0,0.5554111003875732
4,213224,13,29,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,29,0.3199999928474426,1,0,11,25.0,7.004265094625539,1.0,0.0,-0.002918034791946411,0.0,-1.0,-100.0,0.0,-0.00018237531185150146
5,213224,13,29,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,29,0.35999998450279236,1,0,7,22.0,5.570318287816541,1.0,0.5,-0.030514776706695557,0.03999999910593033,1.0,100.0,-0.4000000059604645,0.4820050001144409
6,213232,13,30,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,30,0.35999998450279236,1,0,9,23.0,7.763431803385417,1.0,0.5,-0.031551435589790344,0.03999999910593033,1.0,100.0,0.0,0.5549652576446533
7,213248,13,32,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,32,0.3999999761581421,1,0,6,25.0,7.175942420959473,1.0,0.5,-0.008822694420814514,0.029999999329447746,1.0,100.0,0.0,0.5555155277252197
8,213264,13,34,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,34,0.35999998450279236,1,0,17,27.0,6.857858545639935,1.0,1.0,-0.0010264962911605835,0.029999999329447746,2.0,200.0,0.0,0.7623535990715027
9,213320,13,41,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,2,12.0,10.039860775596217,1.0,0.4000000059604645,0.006899803876876831,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5015453100204468
10,213344,13,44,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.19999998807907104,1,0,1,11.0,11.073465983072916,-1.0,0.0,-0.006553590297698975,0.0,0.0,0.0,-0.20000000298023224,-0.29168739914894104
11,213368,13,47,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.3199999928474426,1,0,2,14.0,9.647761753627233,-0.5,0.0,0.0013953298330307007,0.0,0.0,0.0,0.0,-0.12426714599132538
12,213368,13,47,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,1,12.0,11.063668145073784,1.0,0.4000000059604645,-0.0003263205289840698,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.501207172870636
13,213368,13,47,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,20,0.35999998450279236,1,0,3,13.0,9.154381561279298,1.0,0.5,-0.006921246647834778,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5193905830383301
14,213376,13,48,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.19999998807907104,1,0,1,11.0,11.241224500868055,-0.5,0.5,0.008184447884559631,0.0,1.0,100.0,-0.20000000298023224,0.19786687195301056
15,213384,13,49,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.3199999928474426,1,0,0,11.0,11.105268590590534,1.0,0.0,-0.010071620345115662,0.0,0.0,0.0,0.0,0.2443268597126007
16,213392,13,50,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,16,0.2800000011920929,1,0,0,11.0,11.104981422424316,1.0,0.5,-0.02489621937274933,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5185697674751282
17,213464,13,59,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,2,11.0,10.611573113335503,-1.0,-0.4000000059604645,0.0028846561908721924,0.019999999552965164,-1.0,-100.0,0.0,-0.5360310673713684
18,213480,13,61,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,17,0.2800000011920929,1,0,2,11.0,10.27352097455193,1.0,0.4000000059604645,-0.004682376980781555,0.014999999664723873,1.0,100.0,0.0,0.5375082492828369
19,213512,13,65,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,1,11.0,10.771169026692709,1.0,0.5,-0.01985529065132141,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5194848775863647
20,213512,13,65,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.3199999928474426,1,0,5,11.0,9.969810485839844,1.0,0.5,-0.011037647724151611,0.014999999664723873,1.0,100.0,0.0,0.5547711849212646
21,213528,13,67,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.3199999928474426,1,0,4,12.0,10.880907560649671,-0.5,0.5,-0.009438581764698029,0.0,1.0,100.0,0.0,0.24436405301094055
22,213528,13,67,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.23999999463558197,1,0,6,13.0,9.5366455078125,1.0,0.5,0.0045311227440834045,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5205968618392944
23,213528,13,67,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.19999998807907104,1,0,0,11.0,9.812875535753038,1.0,0.4000000059604645,0.008708968758583069,0.014999999664723873,1.0,100.0,0.0,0.5381032228469849
24,213544,13,69,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.1599999964237213,0,1,5,11.0,10.243388928865132,-0.5,0.0,-0.0070564597845077515,0.0,0.0,0.0,0.0,-0.12478719651699066
25,213624,13,79,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3999999761581421,1,0,2,13.0,9.27630844116211,1.0,0.4000000059604645,-0.010191857814788818,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5007453560829163
26,213632,13,80,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.19999998807907104,1,0,2,12.0,10.83604591771176,-0.5,0.0,-0.0005770027637481689,0.0,0.0,0.0,0.0,-0.12438850849866867
27,213632,13,80,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,15,0.19999998807907104,1,0,2,11.0,10.863800048828125,1.0,0.0,0.002919241786003113,0.0,0.0,0.0,0.0,0.24509015679359436
28,213656,13,83,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.11999999731779099,1,0,0,11.0,10.650488959418404,-0.5,0.0,-0.006177559494972229,0.0,0.0,0.0,0.0,-0.12473312020301819
29,213664,13,84,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.3199999928474426,1,0,0,11.0,9.095990349264707,-1.0,0.0,-0.0010333806276321411,0.0,0.0,0.0,-0.20000000298023224,-0.2913717031478882
30,213680,13,86,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.19999998807907104,1,0,2,12.0,10.170211791992188,-0.5,0.0,0.003523916006088257,0.0,0.0,0.0,0.0,-0.12413616478443146
31,213680,13,86,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,0,11.0,12.369376734683389,-1.0,-0.5,0.0058060139417648315,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5872035026550293
32,213688,13,87,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.2800000011920929,1,0,0,11.0,12.633210076226128,-0.5,0.0,-0.008863762021064758,0.0,0.0,0.0,0.0,-0.12489838153123856
