update,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_count,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_resample_fraction_rollout,rollout_adv_std,rollout_adv_std_at_z_switch,rollout_adv_std_not_z_switch,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean,strategy_resample_adv_mean_z0,strategy_resample_adv_std_z0,strategy_resample_adv_n_z0,strategy_resample_adv_mean_z1,strategy_resample_adv_std_z1,strategy_resample_adv_n_z1,strategy_resample_adv_mean_z2,strategy_resample_adv_std_z2,strategy_resample_adv_n_z2,strategy_resample_adv_mean_z3,strategy_resample_adv_std_z3,strategy_resample_adv_n_z3
1,16384,875,454,300,121,0.5188571428571429,0.46,0.56,-0.010841822251677513,0.23089686036109924,-0.0577826090157032,0.4946380853652954,875,454,300,121,0.5188571428571429,0.22742857142857142,2.6422857142857143,2.414857142857143,-0.0027222633361816406,0.005706787109375,0.010119629092514515,0.0014353797305375338,0.027519037947058678,0.009521484375,0.9521484375,-0.07656249403953552,-0.010841822251677513,-0.01855652669716316,0.9353033794711033,0.8381215333938599,0.048389140516519547,0.8737541437149048,0.9310719966888428,0.9990962743759155,1.0440232753753662,-0.05778260866302614,0.4946380841947016,16384.0001,3.004934107263883,0.007501842759666033,0.06331380208333333,0.2760644438676536,0.000491808,1.381019216030836,-0.0061114168605979945,0.00869651570762168,0.028072466414111357,0.11517301461848639,0.0,0.7099890382960439,0.02619293746344435,969.0,0.05914306640625,4.0,2.0,60.0,0.6896551847457886,0.05914306640625,0.49531087279319763,0.569292426109314,0.4908047616481781,,,,,0.0,0.22088623046875,0.24334716796875,0.2869873046875,0.248779296875,193,0.5284974093264249,2.6424870466321244,2.3989637305699483,0.24352331606217617,222,0.5540540540540541,2.644144144144144,2.373873873873874,0.2702702702702703,241,0.4979253112033195,2.6431535269709543,2.4439834024896268,0.1991701244813278,219,0.4977168949771689,2.6392694063926943,2.4383561643835616,0.2009132420091324,-0.11717235296964645,0.5637826323509216,213.0,-0.14024244248867035,0.5410556197166443,243.0,-0.18686383962631226,0.5863010287284851,271.0,-0.13069981336593628,0.5895568132400513,242.0
2,32768,1759,892,632,235,0.5071063104036384,0.36,0.455,-0.01222656574100256,0.23450885713100433,-0.07659212499856949,0.4968138635158539,884,438,332,114,0.49547511312217196,0.1346153846153846,2.5938914027149322,2.4592760180995477,0.04642832279205322,0.00299072265625,0.00838012807071209,0.0012186922831460834,0.027144163846969604,0.00787353515625,0.787353515625,-0.07668457925319672,-0.01222656574100256,-0.03555695137056785,0.9065756981189435,0.7959318161010742,0.04344569146633148,0.8567020297050476,0.9069845080375671,0.9573137760162354,1.0186951160430908,-0.06718736680209678,0.4958163694797888,32768.000100000005,2.927578458419213,0.014503544095742445,0.1293820112179487,0.42760694638276714,0.000483616,1.3735388303414369,-0.0046539367791041016,0.004684162598265082,0.0031476843003661204,0.08174468835884323,0.0,0.6950428237517675,0.02859780179241147,954.0,0.05805538862179487,4.0,0.0,48.0,0.6857143044471741,0.0582275390625,0.4851436913013458,0.5441042184829712,0.48223838210105896,,,,,0.0,0.2833251953125,0.2376708984375,0.206787109375,0.272216796875,242,0.512396694214876,2.5702479338842976,2.4338842975206614,0.13636363636363635,217,0.4792626728110599,2.5990783410138247,2.4608294930875574,0.1382488479262673,182,0.5,2.631868131868132,2.4725274725274726,0.15934065934065933,243,0.4897119341563786,2.5843621399176953,2.4732510288065845,0.1111111111111111,0.007735592313110828,0.5647416710853577,270.0,-0.023808224126696587,0.5338704586029053,228.0,0.03936120867729187,0.5197877287864685,191.0,-0.015575123019516468,0.5667011737823486,265.0
3,49152,2645,1360,937,348,0.5141776937618148,0.5,0.525,-0.010949622839689255,0.23465795814990997,-0.05842150002717972,0.48976945877075195,886,468,305,113,0.5282167042889391,0.208803611738149,2.63431151241535,2.425507900677201,0.030330777168273926,0.006500244140625,0.01004638709127903,0.0013007621746510267,0.026940610259771347,0.00982666015625,0.982666015625,-0.07810058444738388,-0.010949622839689255,-0.02457771664007734,0.9108987420033186,0.8109369277954102,0.04602240398526192,0.8444797992706299,0.9217317700386047,0.9652283191680908,1.0030863285064697,-0.06426541121640249,0.493826250137355,49152.000100000005,2.874919995283469,0.016330557797725003,0.13444010416666666,0.4115741680829953,0.000475424,1.3496448382353172,-0.005456642570117345,0.0053418065842775735,0.006687393913475366,0.08707990987668869,0.0,0.8270146579314501,0.030116510290939074,956.0,0.05856870993589743,4.0,0.0,60.0,0.8695651888847351,0.058349609375,0.4822847247123718,0.5689311623573303,0.47790682315826416,,,,,0.0,0.3193359375,0.19610595703125,0.23968505859375,0.244873046875,275,0.5636363636363636,2.6872727272727275,2.3854545454545453,0.3018181818181818,176,0.5,2.590909090909091,2.4488636363636362,0.14204545454545456,216,0.5324074074074074,2.625,2.425925925925926,0.19907407407407407,219,0.502283105022831,2.6118721461187215,2.4566210045662102,0.1552511415525114,0.1063559278845787,0.5387738347053528,294.0,0.02238054946064949,0.5840110182762146,186.0,0.01716686226427555,0.5688231587409973,236.0,0.09405489265918732,0.57970130443573,240.0
4,65536,3530,1789,1248,493,0.5067988668555241,0.66,0.525,-0.010108726099133492,0.2281481921672821,-0.06522533297538757,0.4813281297683716,885,429,311,145,0.4847457627118644,0.1615819209039548,2.630508474576271,2.468926553672316,0.04725205898284912,0.002777099609375,0.012707519344985485,0.0012643311638385057,0.027347173541784286,0.013916015625,1.3916015625,-0.07762451469898224,-0.010108726099133492,-0.017267170269042252,0.8996268133322398,0.8360943794250488,0.03549635782837868,0.8564051985740662,0.899706244468689,0.9474849700927734,0.9724898338317871,-0.06450539165578258,0.4907317353747771,65536.0001,2.900826851526896,0.014561105339089409,0.12337239583333333,0.4812723716100057,0.000467232,1.3241793831189475,-0.0011253449233081505,0.0015411015858416569,0.0,0.04756056430370587,0.0,0.7912566244602204,0.03815060115108888,969.0,0.05856119791666667,4.0,0.0,65.0,0.773809552192688,0.05914306640625,0.469818651676178,0.5372307896614075,0.46633538603782654,,,,,0.0,0.3748779296875,0.16400146484375,0.20184326171875,0.25927734375,310,0.4935483870967742,2.661290322580645,2.4483870967741934,0.2129032258064516,143,0.4405594405594406,2.5454545454545454,2.5244755244755246,0.02097902097902098,182,0.46703296703296704,2.6043956043956045,2.5,0.1043956043956044,250,0.512,2.66,2.44,0.22,-0.0146164670586586,0.5574157238006592,350.0,0.013441702350974083,0.5514898896217346,157.0,0.08284042775630951,0.5482086539268494,197.0,0.07793789356946945,0.5137280225753784,265.0
5,81920,4412,2251,1527,634,0.5101994560290117,0.58,0.5,-0.008600160479545593,0.2293805480003357,-0.03153097257018089,0.4702714681625366,882,462,279,141,0.5238095238095238,0.2290249433106576,2.6666666666666665,2.437641723356009,0.05327117443084717,0.006866455078125,0.01347045972943306,0.0010425907094031572,0.02711581438779831,0.016357421875,1.6357421875,-0.07799072563648224,-0.008600160479545593,-0.010630834847688675,0.8675878122448921,0.7512710094451904,0.04288407415151596,0.8115713596343994,0.8726642727851868,0.9067606925964355,0.940005898475647,-0.05791050784671264,0.48688718106394535,81920.0001,2.85568176706632,0.013189816037386967,0.1077880859375,0.4431447684764862,0.00045904,1.3099783857663472,-0.0004096533338408352,0.0008032273987530666,0.0,0.03532431368969805,0.0,0.6954455375671387,0.034268645608487226,965.0,0.0584716796875,4.0,0.0,57.0,0.6867470145225525,0.05889892578125,0.4575740694999695,0.5526046752929688,0.45263177156448364,,,,,0.0,0.32867431640625,0.13861083984375,0.2296142578125,0.3031005859375,278,0.5323741007194245,2.679856115107914,2.4280575539568345,0.2517985611510791,122,0.45081967213114754,2.6639344262295084,2.5163934426229506,0.14754098360655737,209,0.49282296650717705,2.650717703349282,2.4688995215311005,0.18181818181818182,273,0.5714285714285714,2.6666666666666665,2.3882783882783882,0.2783882783882784,0.04882775619626045,0.5784990191459656,303.0,0.11195486038923264,0.48844394087791443,136.0,0.01567854732275009,0.5078109502792358,227.0,0.02426128461956978,0.5842689871788025,299.0
6,98304,5297,2727,1828,742,0.5148197092693978,0.6,0.555,-0.010203770361840725,0.23341180384159088,-0.03646783530712128,0.4915752112865448,885,476,301,108,0.5378531073446328,0.23163841807909605,2.6429378531073446,2.4112994350282486,0.06691664457321167,0.00738525390625,0.01060790941119194,0.0010234429500997066,0.02735443040728569,0.01177978515625,1.177978515625,-0.077880859375,-0.010203770361840725,-0.013157201792906833,0.9318305695498431,0.8687478303909302,0.03851863741874695,0.8818005323410034,0.9228511452674866,0.9883763194084167,1.0078439712524414,-0.054336729093749515,0.4877371180209584,98304.0001,2.838729593488905,0.014796990933569355,0.12272135416666667,0.4966305505346369,0.00045084800000000006,1.3274427784813776,-0.0031482423237063958,0.0019311083699365015,0.0,0.05340850141671814,0.0,0.6620370480749342,0.029400809426550514,958.0,0.05862991898148148,4.0,0.0,48.0,0.6575342416763306,0.0584716796875,0.47484317421913147,0.554067075252533,0.47083449363708496,,,,,0.0,0.3199462890625,0.1441650390625,0.2518310546875,0.2840576171875,281,0.5088967971530249,2.6370106761565837,2.4483985765124556,0.18861209964412812,125,0.56,2.68,2.392,0.288,218,0.5871559633027523,2.6559633027522938,2.353211009174312,0.30275229357798167,261,0.5172413793103449,2.6206896551724137,2.42911877394636,0.19157088122605365,-0.06163596361875534,0.549409031867981,301.0,0.00745345838367939,0.5167413949966431,133.0,0.02861197292804718,0.570667028427124,241.0,-0.006192355882376432,0.5637773275375366,283.0
7,114688,6181,3188,2123,870,0.5157741465782236,0.5,0.51,-0.008818979375064373,0.23267598450183868,-0.0352562814950943,0.48065733909606934,884,461,295,128,0.5214932126696833,0.2171945701357466,2.6459276018099547,2.428733031674208,0.059227705001831055,0.0062255859375,0.013446045108139515,0.0011937883682549,0.026623349636793137,0.01641845703125,1.641845703125,-0.07791747897863388,-0.008818979375064373,-0.011560176862403751,0.9058130264282227,0.8468206524848938,0.032141488045454025,0.8767381906509399,0.8992270231246948,0.950859546661377,0.9727116227149963,-0.05161095086774689,0.48677781814137316,114688.0001,2.8120972537994384,0.015396618749946356,0.1246484375,0.4308570742607117,0.000442656,1.3241070079803468,0.00024437324958853423,0.0005989418234265242,0.0,0.030339763863786118,0.0,0.688380960226059,0.030400259122252464,959.0,0.058046875,4.0,3.0,56.0,0.7368420958518982,0.05853271484375,0.46620598435401917,0.5228394865989685,0.46329692006111145,,,,,0.0,0.2545166015625,0.18902587890625,0.2366943359375,0.31976318359375,218,0.518348623853211,2.5825688073394497,2.4220183486238533,0.16055045871559634,161,0.5590062111801242,2.7142857142857144,2.37888198757764,0.33540372670807456,214,0.5,2.607476635514019,2.453271028037383,0.1542056074766355,291,0.5189003436426117,2.683848797250859,2.443298969072165,0.24054982817869416,0.037427760660648346,0.5176900625228882,240.0,0.07780955731868744,0.5646757483482361,179.0,-0.0020671524107456207,0.5347612500190735,226.0,0.047756023705005646,0.512214183807373,314.0
8,131072,7062,3639,2422,1001,0.5152931180968564,0.52,0.535,-0.010794097557663918,0.22935844957828522,-0.04529828578233719,0.4848790168762207,881,451,299,131,0.5119182746878547,0.19296254256526674,2.6390465380249717,2.4460839954597047,0.05071038007736206,0.005279541015625,0.01135864295065403,0.0011158420238643885,0.026752326637506485,0.01116943359375,1.116943359375,-0.07868652045726776,-0.010794097557663918,-0.00660845527256077,0.9281162294474515,0.8638027906417847,0.037482790648937225,0.8867542743682861,0.9194127321243286,0.9827368855476379,1.0022844076156616,-0.0508218677326727,0.4865453522616385,131072.0001,2.7915424541993574,0.014412360916718502,0.12073863636363637,0.4484772804108533,0.000434464,1.3178307034752585,-0.0035342854934287227,0.001301688631511987,0.0,0.04132069072154723,0.0,0.7849206545136191,0.03094050008803606,969.0,0.05837180397727273,4.0,0.0,66.0,0.7586206793785095,0.05914306640625,0.47242486476898193,0.5812376737594604,0.4668569266796112,,,,,0.0,0.30450439453125,0.1732177734375,0.23248291015625,0.289794921875,262,0.5801526717557252,2.687022900763359,2.3587786259541983,0.3282442748091603,152,0.48026315789473684,2.638157894736842,2.4934210526315788,0.14473684210526316,197,0.47715736040609136,2.6040609137055837,2.50253807106599,0.10152284263959391,270,0.4888888888888889,2.6185185185185187,2.462962962962963,0.15555555555555556,0.09837255626916885,0.5966053605079651,285.0,-0.09037500619888306,0.5688244104385376,169.0,-0.031787045300006866,0.570120632648468,229.0,-0.02249339409172535,0.5324075222015381,286.0
9,147456,7944,4084,2720,1140,0.5140986908358509,0.54,0.545,-0.010127069428563118,0.22992795705795288,-0.04495000094175339,0.4883665144443512,882,445,298,139,0.5045351473922902,0.21768707482993196,2.645124716553288,2.427437641723356,0.052603185176849365,0.004730224609375,0.01290283165872097,0.001193404896184802,0.02549295499920845,0.01397705078125,1.397705078125,-0.07913818210363388,-0.010127069428563118,-0.0231575537343613,0.9331064224243164,0.8628193140029907,0.03797435015439987,0.8933937549591064,0.9347769021987915,0.9787790775299072,1.0290422439575195,-0.05016943808967968,0.4867515374726572,147456.0001,2.7160190608766346,0.015991123996274028,0.1220974392361111,0.4552738029095862,0.000426272,1.3219173186355166,0.0013317427501019373,0.000271977381544275,0.0,0.021767011606903038,0.0,0.6807319306664996,0.029585639377021127,957.0,0.05821397569444445,4.0,3.0,53.0,0.7066666483879089,0.05841064453125,0.47534820437431335,0.567633867263794,0.4707663357257843,,,,,0.0,0.2762451171875,0.18780517578125,0.2406005859375,0.29534912109375,235,0.502127659574468,2.625531914893617,2.4127659574468083,0.2127659574468085,169,0.5502958579881657,2.633136094674556,2.396449704142012,0.23668639053254437,204,0.5,2.6176470588235294,2.4362745098039214,0.18137254901960784,274,0.48175182481751827,2.68978102189781,2.4525547445255476,0.23722627737226276,-0.02108742482960224,0.5390058159828186,254.0,0.006051200442016125,0.5884798765182495,179.0,0.013078995048999786,0.5603362917900085,226.0,0.03090907447040081,0.5741850137710571,298.0
10,163840,8825,4560,2996,1269,0.5167138810198301,0.64,0.555,-0.00837760977447033,0.2317081242799759,-0.030144592747092247,0.48080143332481384,881,476,276,129,0.5402951191827469,0.264472190692395,2.6651532349602722,2.4006810442678774,0.07950139045715332,0.008270263671875,0.013397216796875,0.0009867644403129816,0.026475168764591217,0.018310546875,1.8310546875,-0.07974854111671448,-0.00837760977447033,-0.019379502007116873,0.8881925958575625,0.8049338459968567,0.03634485602378845,0.843350350856781,0.8929487466812134,0.928107738494873,0.9709233641624451,-0.048166953556643154,0.4861969191208555,163840.0001,2.716390530268351,0.014199723433138746,0.11147608901515152,0.4904277514327656,0.00041808000000000004,1.31359262899919,-0.002249410941114537,0.0008886765225488971,0.0,0.031763876054206934,0.0,0.720376939033017,0.03276551963592118,975.0,0.059392755681818184,4.0,3.0,66.0,0.7021276354789734,0.05950927734375,0.461293488740921,0.5434161424636841,0.45704561471939087,,,,,0.0,0.2799072265625,0.19158935546875,0.222412109375,0.30609130859375,241,0.5269709543568465,2.6348547717842323,2.4107883817427385,0.22406639004149378,165,0.5636363636363636,2.696969696969697,2.375757575757576,0.3212121212121212,196,0.45408163265306123,2.627551020408163,2.5,0.12755102040816327,279,0.5985663082437276,2.6989247311827955,2.336917562724014,0.36200716845878134,0.08604792505502701,0.5189374089241028,270.0,0.05067900940775871,0.5504893660545349,182.0,-0.04284481704235077,0.5684806704521179,214.0,0.062404584139585495,0.5213066339492798,309.0
