update,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_resample_fraction_rollout,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean,strategy_resample_adv_mean_z0,strategy_resample_adv_std_z0,strategy_resample_adv_n_z0,strategy_resample_adv_mean_z1,strategy_resample_adv_std_z1,strategy_resample_adv_n_z1,strategy_resample_adv_mean_z2,strategy_resample_adv_std_z2,strategy_resample_adv_n_z2,strategy_resample_adv_mean_z3,strategy_resample_adv_std_z3,strategy_resample_adv_n_z3
1,16384,884,453,302,129,0.5124434389140271,0.56,0.52,-0.012736910954117775,0.22975771129131317,-0.07393951714038849,0.5155501365661621,884,453,302,129,0.5124434389140271,0.2228506787330317,2.6346153846153846,2.411764705882353,-0.0025975704193115234,0.005279541015625,0.00742187537252903,0.0012308729346841574,0.0271670613437891,0.00457763671875,0.457763671875,-0.07624511420726776,-0.012736910954117775,-0.019318152539199218,0.9429342312117418,0.8220467567443848,0.05024239048361778,0.8806314468383789,0.9438298940658569,1.006488561630249,1.0578678846359253,-0.07393951668909748,0.51555014996083,16384.0001,2.9999221364657083,0.007235583488485038,0.06404622395833333,0.23041315004229546,0.00045904,1.3674840244154136,-0.007641770379819779,0.011567777206702582,0.04002150219942754,0.13776500309835493,0.0,0.0,0.01849816311732866,0.05438232421875,4.0,2.0,0.0,0.0,0.05438232421875,,,,,0.0,0.2125244140625,0.23779296875,0.2822265625,0.2674560546875,191,0.4816753926701571,2.5916230366492146,2.4659685863874348,0.1256544502617801,211,0.5355450236966824,2.6635071090047395,2.3791469194312795,0.2843601895734597,249,0.5381526104417671,2.646586345381526,2.3815261044176705,0.26506024096385544,233,0.4892703862660944,2.630901287553648,2.429184549356223,0.2017167381974249,-0.24537985026836395,0.6194976568222046,191.0,-0.2001439332962036,0.6062321662902832,213.0,-0.1599888950586319,0.5894100069999695,250.0,-0.23788680136203766,0.5680205225944519,237.0
2,32768,1765,899,612,254,0.5093484419263457,0.28,0.49,-0.0100988345220685,0.231524258852005,0.09295420348644257,0.5575642585754395,881,446,310,125,0.5062429057888763,0.16458569807037457,2.606129398410897,2.4415437003405223,-0.00999915599822998,0.004486083984375,0.010900878347456455,0.0012133208801969886,0.027855338528752327,0.01318359375,1.318359375,-0.07668456435203552,-0.0100988345220685,-0.033629691153764726,0.9823141741752625,0.8572211861610413,0.06594567000865936,0.908008873462677,0.9707005023956299,1.0668598413467407,1.1593492031097412,0.009507343144012928,0.5434135778121215,32768.000100000005,2.9785967890421547,0.013593617816610882,0.12514322916666668,0.45648277004559834,0.00041808000000000004,1.3469864511489869,-0.030857289018481508,0.015028594021831244,0.218547908415397,0.152224485549238,0.0,0.0,0.02338245291262865,0.053763020833333335,4.0,2.0,0.0,0.0,0.0538330078125,,,,,0.0,0.17919921875,0.286865234375,0.33380126953125,0.20013427734375,158,0.4240506329113924,2.5759493670886076,2.5316455696202533,0.04430379746835443,253,0.5217391304347826,2.600790513833992,2.3873517786561265,0.2134387351778656,292,0.4794520547945205,2.558219178082192,2.482876712328767,0.07534246575342465,178,0.601123595505618,2.7191011235955056,2.3707865168539324,0.34831460674157305,0.40338191390037537,0.6414516568183899,159.0,0.518161952495575,0.658273458480835,253.0,0.16690808534622192,0.6479240655899048,295.0,0.359272301197052,0.6568686962127686,175.0
3,49152,2652,1344,934,374,0.5067873303167421,0.44,0.52,-0.011904774233698845,0.2307005673646927,0.13651391863822937,0.5640082955360413,887,445,322,120,0.5016910935738444,0.17925591882750846,2.616685456595265,2.4374295377677564,-0.009081602096557617,0.00384521484375,0.00886840745806694,0.0011671578977257013,0.02737332507967949,0.0069580078125,0.69580078125,-0.07546386867761612,-0.011904774233698845,-0.03181325748808823,0.9940256532633079,0.8928868174552917,0.043265409767627716,0.9340510368347168,0.9925969839096069,1.0407978296279907,1.1158866882324219,0.051842868222619895,0.5536111098945227,49152.000100000005,2.972448097085053,0.016080334057750285,0.1379348466981132,0.3640409066991986,0.00037712,1.3095779351468355,-0.01045193214297299,0.01011170617053228,0.09598495382464158,0.11700243099213696,0.0,0.0,0.023086529919209908,0.05437426297169811,4.0,1.0,0.0,0.0,0.0540771484375,,,,,0.0,0.2052001953125,0.377685546875,0.236083984375,0.1810302734375,182,0.45054945054945056,2.543956043956044,2.4615384615384617,0.08241758241758242,336,0.5476190476190477,2.699404761904762,2.392857142857143,0.30654761904761907,209,0.45933014354066987,2.5454545454545454,2.5023923444976077,0.0430622009569378,160,0.51875,2.61875,2.41875,0.2,0.145686537027359,0.6691654920578003,182.0,0.16152748465538025,0.696792483329773,336.0,0.1806790679693222,0.7395952939987183,207.0,-0.1244807094335556,0.6407703161239624,161.0
4,65536,3539,1832,1219,488,0.5176603560327776,0.5,0.495,-0.009275626391172409,0.23356930911540985,0.06669926643371582,0.5137483477592468,887,488,285,114,0.5501691093573844,0.27959413754227735,2.6629086809470124,2.383314543404735,0.007756531238555908,0.0089111328125,0.01120605506002903,0.0010068845003843307,0.02670460194349289,0.012939453125,1.2939453125,-0.07662353664636612,-0.009275626391172409,-0.03935949960365318,0.8550064866359417,0.7664027214050293,0.04241780564188957,0.811742901802063,0.8487093448638916,0.9014379382133484,1.0171946287155151,0.05555696776972661,0.5439574205249657,65536.0001,2.9015974558316744,0.016873522631179253,0.1421123798076923,0.44404386419516345,0.00033616,1.3307357989824735,-0.0072154251863859615,0.008123947625967572,0.03481834674110779,0.10809822331183438,0.0,0.0,0.021588613784227235,0.054296875,4.0,1.0,0.0,0.0,0.05419921875,,,,,0.0,0.16448974609375,0.45855712890625,0.23956298828125,0.13739013671875,146,0.541095890410959,2.6506849315068495,2.4178082191780823,0.2328767123287671,406,0.5394088669950738,2.6551724137931036,2.3916256157635467,0.26354679802955666,212,0.5566037735849056,2.660377358490566,2.3773584905660377,0.2830188679245283,123,0.5853658536585366,2.707317073170732,2.3252032520325203,0.3821138211382114,-0.12621717154979706,0.5914470553398132,146.0,-0.21817703545093536,0.605993926525116,410.0,-0.21007703244686127,0.6358084678649902,210.0,-0.10595129430294037,0.5509258508682251,122.0
5,81920,4425,2293,1514,618,0.5181920903954802,0.5,0.475,-0.01260814256966114,0.23117280006408691,0.007633029017597437,0.5124328136444092,886,461,295,130,0.5203160270880361,0.2200902934537246,2.650112866817156,2.430022573363431,0.017968714237213135,0.00616455078125,0.007153320126235485,0.0012672006851062179,0.026463251560926437,0.0050048828125,0.50048828125,-0.07667236030101776,-0.01260814256966114,-0.033875607871165385,0.869545189701781,0.8116053342819214,0.032703012228012085,0.8284459710121155,0.869793176651001,0.9098332524299622,0.9321194291114807,0.04597218003100095,0.5381418888788934,81920.0001,2.869885425178372,0.016561360106736953,0.1382732780612245,0.42961919855098335,0.0002952,1.3480748522038362,-0.0031603996554495253,0.001250900717945096,0.0,0.04205055319709636,0.0,0.0,0.023704680319571375,0.054189253826530615,4.0,1.0,0.0,0.0,0.0540771484375,,,,,0.0,0.2435302734375,0.3394775390625,0.25445556640625,0.16253662109375,214,0.5327102803738317,2.6728971962616823,2.411214953271028,0.2616822429906542,303,0.5082508250825083,2.6468646864686467,2.4455445544554455,0.20132013201320131,224,0.5267857142857143,2.669642857142857,2.4419642857142856,0.22767857142857142,145,0.5172413793103449,2.593103448275862,2.406896551724138,0.18620689655172415,-0.10921929776668549,0.6032254695892334,216.0,-0.11317414045333862,0.5609195828437805,299.0,-0.027025233954191208,0.6183664798736572,227.0,-0.19294379651546478,0.655709981918335,144.0
6,98304,5312,2778,1784,750,0.5229668674698795,0.54,0.56,-0.007935544475913048,0.2293974608182907,0.011413101106882095,0.5128552913665771,887,485,270,132,0.5467869222096956,0.2807215332581736,2.6719278466741825,2.391206313416009,0.03604936599731445,0.00909423828125,0.01359863206744194,0.001199881429784,0.026581725105643272,0.01611328125,1.611328125,-0.07697754353284836,-0.007935544475913048,-0.032913911753617554,0.8709505783474963,0.7215474247932434,0.03803684189915657,0.8334258794784546,0.8682105541229248,0.9137551188468933,0.9641296863555908,0.040212333549507026,0.5341659094404747,98304.0001,2.877225134683692,0.015536502945115384,0.12722911005434784,0.4251852456642234,0.00025424000000000003,1.350807539794756,-0.0006727734114390625,0.00056537236152666,0.0,0.02872908874155053,0.0,0.0,0.021033832479430283,0.05379585597826087,4.0,1.0,0.0,0.0,0.05413818359375,,,,,0.0,0.22705078125,0.32635498046875,0.315673828125,0.13092041015625,202,0.5693069306930693,2.712871287128713,2.3564356435643563,0.3564356435643564,288,0.5034722222222222,2.6354166666666665,2.4444444444444446,0.1909722222222222,282,0.5638297872340425,2.673758865248227,2.368794326241135,0.3049645390070922,115,0.5739130434782609,2.6869565217391305,2.373913043478261,0.3130434782608696,0.02051800861954689,0.6319745779037476,201.0,-0.021938540041446686,0.6015167236328125,287.0,-0.04080056771636009,0.5879000425338745,282.0,0.07095995545387268,0.6018916964530945,117.0
7,114688,6199,3252,2062,885,0.5246007420551702,0.46,0.505,-0.010523253120481968,0.23083500564098358,-0.0018320248927921057,0.5103797912597656,887,474,278,135,0.5343855693348365,0.2638105975197294,2.668545659526494,2.4047350620067642,0.033175528049468994,0.007843017578125,0.01019287109375,0.0012567577650770545,0.026746071875095367,0.00982666015625,0.982666015625,-0.07711181789636612,-0.010523253120481968,-0.03668082448152395,0.8704808319990451,0.7865056991577148,0.032078396528959274,0.8289341926574707,0.8707335591316223,0.9112256765365601,0.957062840461731,0.03420599663441569,0.531036999628721,114688.0001,2.8686217023776126,0.015005666409986308,0.12815504807692307,0.4272798380026451,0.00021328000000000002,1.3437298009028802,-0.004691848486818293,0.0027481445351141406,0.000635771331592248,0.05734970265276788,0.0,0.0,0.02196350087447522,0.054311899038461536,4.0,1.0,0.0,0.0,0.0540771484375,,,,,0.0,0.2149658203125,0.327880859375,0.281494140625,0.1756591796875,190,0.5210526315789473,2.6789473684210527,2.4473684210526314,0.23157894736842105,288,0.5555555555555556,2.673611111111111,2.3993055555555554,0.2743055555555556,253,0.5652173913043478,2.6956521739130435,2.355731225296443,0.33992094861660077,156,0.46153846153846156,2.6025641025641026,2.4423076923076925,0.16025641025641027,-0.029885519295930862,0.5864971876144409,188.0,0.0085836723446846,0.6169560551643372,291.0,-0.019354939460754395,0.6314992904663086,251.0,-0.16968883574008942,0.5875037908554077,156.0
8,131072,7088,3735,2350,1003,0.5269469525959368,0.56,0.49,-0.008543186821043491,0.23171034455299377,0.0349046066403389,0.5219591856002808,889,483,288,118,0.5433070866141733,0.2722159730033746,2.6636670416197976,2.3914510686164228,0.04100853204727173,0.00830078125,0.01300048828125,0.0010302807204425335,0.026845885440707207,0.01483154296875,1.483154296875,-0.07741699367761612,-0.008543186821043491,-0.04726435308655103,0.9079885896046956,0.828792929649353,0.03750016912817955,0.8617929816246033,0.9101452827453613,0.9511151313781738,1.0093518495559692,0.03429332288508947,0.5299108272926061,131072.0001,2.8338523292541504,0.016441785863911113,0.14751302083333334,0.47576494415601095,0.00017231999999999998,1.325354266166687,-0.0006466605941807954,0.00028905990603637596,0.0,0.018118089162786455,0.0,0.0,0.02412423777083556,0.054010416666666665,4.0,1.0,0.0,0.0,0.05426025390625,,,,,0.0,0.23895263671875,0.36627197265625,0.2762451171875,0.1185302734375,213,0.5821596244131455,2.676056338028169,2.328638497652582,0.3474178403755869,325,0.5415384615384615,2.667692307692308,2.4123076923076923,0.2553846153846154,244,0.5204918032786885,2.651639344262295,2.4057377049180326,0.2459016393442623,107,0.5233644859813084,2.6542056074766354,2.4205607476635516,0.2336448598130841,0.1052674725651741,0.6091721653938293,215.0,0.07663465291261673,0.6032682657241821,324.0,0.04212106391787529,0.622500479221344,244.0,0.15036296844482422,0.6361598968505859,106.0
9,147456,7979,4218,2644,1117,0.5286376738939716,0.44,0.52,-0.010078062303364277,0.23259955644607544,0.00020511774346232414,0.5259274244308472,891,483,294,114,0.5420875420875421,0.2558922558922559,2.6520763187429854,2.3961840628507294,0.05048912763595581,0.008056640625,0.010186768136918545,0.0009954156121239066,0.0266609787940979,0.0111083984375,1.11083984375,-0.07703857868909836,-0.010078062303364277,-0.05318862720499359,0.9122213994463285,0.8219574689865112,0.03594058379530907,0.873317301273346,0.9084457159042358,0.9656230211257935,1.0067377090454102,0.0305057445385884,0.5295780761298652,147456.0001,2.8018537163734436,0.01665033730387222,0.15926106770833334,0.48878210845092934,0.00013136,1.3301427823801835,-0.00015241875183202858,8.547144146901313e-05,0.0,0.010950477391150923,0.0,0.0,0.02291009737624942,0.05438232421875,4.0,1.0,0.0,0.0,0.05438232421875,,,,,0.0,0.2562255859375,0.36981201171875,0.2489013671875,0.12506103515625,229,0.537117903930131,2.668122270742358,2.393013100436681,0.27510917030567683,329,0.5015197568389058,2.617021276595745,2.43161094224924,0.18541033434650456,222,0.5855855855855856,2.671171171171171,2.364864864864865,0.3063063063063063,111,0.5855855855855856,2.684684684684685,2.3603603603603602,0.32432432432432434,-0.015052677132189274,0.6418831944465637,229.0,-0.01280546747148037,0.6280269026756287,329.0,-0.011660126969218254,0.5892303586006165,222.0,-0.051973048597574234,0.5989422798156738,111.0
10,163840,8867,4689,2939,1239,0.5288147062140521,0.52,0.485,-0.007171157747507095,0.23029544949531555,0.02047065459191799,0.5285366773605347,888,471,295,122,0.5304054054054054,0.27364864864864863,2.6554054054054053,2.3817567567567566,0.03861933946609497,0.00701904296875,0.01502075232565403,0.001055623055435717,0.026614507660269737,0.0191650390625,1.91650390625,-0.07681885361671448,-0.007171157747507095,-0.04872777613248521,0.9300676168253025,0.8398081064224243,0.038322169333696365,0.8775076866149902,0.9329690933227539,0.9768801927566528,1.0114423036575317,0.029502235544533854,0.5294825849073771,163840.0001,2.7881522302826247,0.01279031340830746,0.13164265950520834,0.5507409404963255,9.039999999999999e-05,1.32441704099377,-0.0024200094652905846,0.000855015605726391,0.0,0.034524325473437235,0.0,0.0,0.024816589100131143,0.05419921875,4.0,1.0,0.0,0.0,0.05419921875,,,,,0.0,0.2496337890625,0.3675537109375,0.25177001953125,0.13104248046875,223,0.515695067264574,2.6502242152466366,2.408071748878924,0.242152466367713,325,0.5323076923076923,2.649230769230769,2.3784615384615386,0.27076923076923076,222,0.5405405405405406,2.6486486486486487,2.3828828828828827,0.26576576576576577,118,0.5338983050847458,2.694915254237288,2.3389830508474576,0.3559322033898305,0.012625109404325485,0.6593761444091797,221.0,0.09429464489221573,0.6122117042541504,326.0,0.0355001799762249,0.6124430298805237,222.0,0.14875249564647675,0.6092944741249084,119.0
