episode_id,timesteps,policy_update,rollout_step,mode,map_set,opponent,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,near_misses_per_episode,time_to_first_score,mean_inter_robot_dist
192,3712,1,208,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,3,11.0,11.021441141764322
193,3728,1,210,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,5,12.0,9.493050469292534
194,3752,1,213,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.1599999964237213,1,0,3,12.0,10.137081748560854
195,3752,1,213,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,2,11.0,9.705693562825521
196,3752,1,213,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.11999999731779099,1,0,0,12.0,10.517166137695312
197,3776,1,216,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,4,11.0,9.355458577473959
198,3832,1,223,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.3199999928474426,1,0,1,11.0,10.248841179741753
199,3840,1,224,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.11999999731779099,1,0,0,11.0,11.1077299118042
200,3856,1,226,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,1,11.0,10.238534715440538
201,3888,1,230,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.36000001430511475,1,0,4,13.0,10.22945327758789
202,3912,1,233,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.20000000298023224,1,0,3,13.0,10.22011489868164
203,3912,1,233,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.20000000298023224,1,0,1,13.0,11.035655212402343
204,3920,1,234,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.1599999964237213,1,0,0,14.0,11.443709600539435
205,3920,1,234,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,1,11.0,12.134466383192274
206,3984,1,242,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,4,11.0,9.71720716688368
207,3984,1,242,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,2,12.0,9.872933638723273
208,4008,1,245,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,4,11.0,11.187415675113076
209,4040,1,249,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,7,12.0,10.134592959755345
210,4048,1,250,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.11999999731779099,1,0,0,12.0,11.637479782104492
211,4056,1,251,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,2,11.0,9.801249186197916
212,4056,1,251,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.23999999463558197,1,0,0,11.0,10.995549519856771
213,4072,1,253,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,1,12.0,11.224223889802632
214,4128,2,4,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.1599999964237213,1,0,5,11.0,10.371348063151041
215,4136,2,5,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.2800000011920929,1,0,0,12.0,12.001531600952148
216,4144,2,6,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.20000000298023224,1,0,1,12.0,11.860074615478515
217,4192,2,12,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,3,14.0,10.822344462076822
218,4192,2,12,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.20000000298023224,1,0,0,11.0,11.59702974207261
219,4200,2,13,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,3,11.0,10.373101976182726
220,4208,2,14,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.2800000011920929,1,0,6,11.0,8.535595121837797
221,4240,2,18,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.1599999964237213,1,0,2,11.0,10.49776131766183
222,4264,2,21,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,0,12.0,11.086889827952666
223,4280,2,23,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,1,11.0,10.826639811197916
224,4288,2,24,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,0,11.0,11.136311848958334
225,4312,2,27,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.2800000011920929,1,0,0,11.0,11.315799967447917
226,4344,2,31,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,3,12.0,10.472437808388158
227,4352,2,32,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,1,12.0,10.90869394938151
228,4352,2,32,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,19,0.20000000298023224,1,0,2,12.0,9.553292525442023
229,4384,2,36,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,3,11.0,9.718761020236546
230,4424,2,41,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.1599999964237213,1,0,3,13.0,9.95540771484375
231,4432,2,42,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,2,11.0,10.88106197781033
232,4440,2,43,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.20000000298023224,1,0,6,12.0,10.410491943359375
233,4480,2,48,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.4399999976158142,1,0,6,11.0,8.857643490745907
234,4496,2,50,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,0,11.0,11.443673027886284
235,4496,2,50,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,2,11.0,9.665025499131945
236,4512,2,52,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.23999999463558197,1,0,3,13.0,10.48550778343564
237,4528,2,54,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,0,11.0,10.809069315592447
238,4576,2,60,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,3,12.0,8.630842510022616
239,4592,2,62,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.20000000298023224,1,0,0,11.0,11.435109991776315
240,4600,2,63,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.1599999964237213,1,0,7,14.0,10.86378914969308
241,4600,2,63,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,15,0.20000000298023224,1,0,1,11.0,10.378239949544271
242,4632,2,67,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,0,11.0,10.63513811896829
243,4648,2,69,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,3,12.0,9.203645405016447
244,4656,2,70,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,4,11.0,9.558320787217882
245,4680,2,73,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,5,11.0,11.254952681692023
246,4720,2,78,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.3199999928474426,1,0,0,11.0,10.031249152289497
247,4736,2,80,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.3199999928474426,1,0,0,11.0,11.335488712086397
248,4744,2,81,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,1,11.0,9.671724107530382
249,4744,2,81,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,2,12.0,12.109953227796053
250,4776,2,85,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,7,11.0,9.990933736165365
251,4792,2,87,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,1,12.0,9.558915032280815
252,4800,2,88,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,7,11.0,8.520746019151476
253,4848,2,94,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,21,0.1599999964237213,1,0,8,14.0,9.527731032598586
254,4864,2,96,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,1,11.0,10.211251152886284
255,4880,2,98,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,0,11.0,10.016441345214844
256,4888,2,99,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,2,11.0,11.402598063151041
257,4896,2,100,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.20000000298023224,1,0,0,11.0,13.229195042660361
258,4944,2,106,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.36000001430511475,1,0,3,14.0,11.203529721214657
259,4944,2,106,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,19,0.2800000011920929,1,0,1,12.0,10.1967628880551
260,4960,2,108,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.23999999463558197,1,0,5,13.0,9.417900085449219
261,5008,2,114,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.11999999731779099,1,0,1,12.0,10.237350463867188
262,5016,2,115,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,12.0,9.980852629009046
263,5032,2,117,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,1,11.0,10.954046461317274
264,5040,2,118,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,2,12.0,8.984691196017796
265,5048,2,119,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,21,0.1599999964237213,1,0,2,12.0,10.799896240234375
266,5080,2,123,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.3199999928474426,1,0,2,11.0,10.569949879365808
267,5088,2,124,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.36000001430511475,1,0,4,11.0,10.214751349555122
268,5104,2,126,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,3,11.0,8.868665059407553
269,5136,2,130,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,15,0.2800000011920929,1,0,3,11.0,8.692760213216145
270,5152,2,132,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,0,13.0,11.877392239040798
271,5160,2,133,FIXED_OPPONENT,train,SCRIPTED:OP3,0,1,3,-2,16,0.1599999964237213,1,0,1,12.0,10.844476699829102
272,5200,2,138,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,1,12.0,9.640463578073602
273,5200,2,138,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.2800000011920929,1,0,1,13.0,10.817047882080079
274,5224,2,141,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,2,11.0,9.855780707465279
275,5232,2,142,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.11999999731779099,1,0,2,11.0,11.359487745496962
276,5264,2,146,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.1599999964237213,1,0,3,12.0,10.491008758544922
277,5288,2,149,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.1599999964237213,1,0,5,12.0,10.694608186420641
278,5304,2,151,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,3,13.0,10.16021474202474
279,5304,2,151,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.23999999463558197,1,0,2,12.0,9.925033569335938
280,5352,2,157,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.20000000298023224,1,0,0,12.0,10.859130859375
281,5360,2,158,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.20000000298023224,1,0,0,11.0,11.812105066636029
282,5368,2,159,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.2800000011920929,1,0,2,14.0,10.470625377836681
283,5384,2,161,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.20000000298023224,1,0,5,12.0,9.262712177477384
284,5416,2,165,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.2800000011920929,1,0,1,12.0,10.837285895096628
285,5440,2,168,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.20000000298023224,1,0,1,12.0,9.65680574115954
286,5448,2,169,FIXED_OPPONENT,train,SCRIPTED:OP3,0,1,3,-2,18,0.23999999463558197,1,0,1,11.0,10.383566114637587
287,5448,2,169,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,0,11.0,10.331519232855904
288,5504,2,176,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.20000000298023224,1,0,0,12.0,11.323194001850329
289,5512,2,177,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,2,15.0,9.817679957339639
290,5520,2,178,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,5,12.0,9.953614887438322
291,5544,2,181,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.1599999964237213,1,0,4,13.0,10.007440185546875
292,5568,2,184,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,16,0.2800000011920929,1,0,0,11.0,10.281793594360352
293,5568,2,184,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,0,11.0,10.7408591822574
294,5600,2,188,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.2800000011920929,1,0,2,12.0,9.160585102282072
295,5608,2,189,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.23999999463558197,1,0,0,12.0,10.881686401367187
296,5648,2,194,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,8,11.0,10.220021565755209
297,5664,2,196,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,2,11.0,10.653752644856771
298,5664,2,196,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.36000001430511475,1,0,2,13.0,9.329173037880345
299,5688,2,199,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,0,11.0,11.510137769911024
300,5712,2,202,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,1,11.0,11.238223605685764
301,5712,2,202,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.1599999964237213,1,0,4,11.0,10.361093309190538
302,5752,2,207,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.23999999463558197,1,0,1,11.0,10.119433085123697
303,5768,2,209,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.36000001430511475,1,0,1,13.0,10.016794113885789
304,5792,2,212,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.4000000059604645,1,0,0,12.0,11.033118353949654
305,5808,2,214,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.23999999463558197,1,0,1,11.0,9.172594706217447
306,5808,2,214,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,0,11.0,11.481243557400173
307,5832,2,217,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,1,11.0,10.780318366156685
308,5856,2,220,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,1,11.0,10.186019897460938
309,5880,2,223,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.20000000298023224,1,0,5,14.0,9.488026210239955
310,5888,2,224,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.23999999463558197,1,0,3,11.0,10.01072603113511
311,5912,2,227,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,1,11.0,10.100227355957031
312,5944,2,231,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.20000000298023224,1,0,0,12.0,11.132937782689146
313,5960,2,233,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.36000001430511475,1,0,3,12.0,9.484561317845396
314,5960,2,233,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,2,12.0,10.219662314967104
315,5992,2,237,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.20000000298023224,1,0,3,12.0,9.312728118896484
316,6000,2,238,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,4,12.0,10.778594970703125
317,6024,2,241,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,6,11.0,9.641440497504341
318,6032,2,242,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,1,12.0,10.405260721842447
319,6064,2,246,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.2800000011920929,1,0,2,11.0,10.399147435238486
320,6088,2,249,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,6,11.0,10.976995680067274
321,6104,2,251,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,1,11.0,10.056602478027344
322,6112,2,252,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.23999999463558197,0,1,6,12.0,9.375538876182155
323,6144,2,256,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.3199999928474426,1,0,0,11.0,12.355636596679688
324,6144,2,256,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,3,11.0,10.386280483669704
325,6160,3,2,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.4000000059604645,1,0,7,13.0,9.493213471912203
326,6176,3,4,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.4000000059604645,1,0,1,11.0,11.615658230251736
327,6216,3,9,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,1,12.0,11.127879092567845
328,6224,3,10,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,15,0.1599999964237213,1,0,1,11.0,10.208050537109376
329,6248,3,13,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.20000000298023224,1,0,4,12.0,10.895378112792969
330,6272,3,16,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,16,0.1599999964237213,1,0,1,12.0,10.48173999786377
331,6272,3,16,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.23999999463558197,1,0,3,11.0,10.213006591796875
332,6288,3,18,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,0,11.0,11.85807376437717
333,6296,3,19,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.07999999821186066,1,0,1,11.0,11.212559419519762
334,6328,3,23,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,1,12.0,9.690507587633634
335,6376,3,29,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,4,12.0,11.164191798159951
336,6376,3,29,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.20000000298023224,1,0,4,13.0,9.44442138671875
337,6400,3,32,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.2800000011920929,1,0,0,12.0,9.768400493421053
338,6416,3,34,FIXED_OPPONENT,train,SCRIPTED:OP3,0,1,3,-2,16,0.2800000011920929,1,0,0,12.0,9.858049392700195
339,6424,3,35,FIXED_OPPONENT,train,SCRIPTED:OP3,0,1,3,-2,19,0.20000000298023224,1,0,7,12.0,9.97837267423931
340,6432,3,36,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3199999928474426,1,0,0,13.0,10.331209564208985
341,6440,3,37,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.1599999964237213,1,0,0,12.0,12.742342631022135
342,6496,3,44,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.23999999463558197,1,0,3,15.0,10.67398434593564
343,6520,3,47,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,1,11.0,11.269246419270834
344,6528,3,48,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,4,14.0,9.702146831311678
345,6552,3,51,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,1,11.0,10.216945872587317
346,6552,3,51,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.11999999731779099,1,0,0,11.0,12.385496440686678
347,6568,3,53,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,0,11.0,12.694812350802952
348,6576,3,54,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.2800000011920929,1,0,2,11.0,9.004784079159007
349,6616,3,59,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,23,0.2800000011920929,1,0,8,12.0,9.529793117357338
350,6640,3,62,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,1,11.0,10.534594217936197
351,6672,3,66,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.20000000298023224,1,0,3,11.0,9.253063625759548
352,6680,3,67,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.1599999964237213,1,0,2,11.0,10.533380508422852
353,6688,3,68,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.3199999928474426,1,0,9,13.0,9.301970708937873
354,6712,3,71,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,2,11.0,11.021242029526654
355,6728,3,73,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,22,0.4399999976158142,1,0,4,12.0,9.322377985174006
356,6736,3,74,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.23999999463558197,1,0,3,14.0,9.195027669270834
357,6768,3,78,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.20000000298023224,1,0,4,12.0,10.142222354286595
358,6784,3,80,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,18,0.36000001430511475,1,0,2,12.0,8.947883605957031
359,6808,3,83,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,17,0.2800000011920929,1,0,1,13.0,9.579837574678308
360,6816,3,84,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,1,11.0,12.020569745232077
361,6848,3,88,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.1599999964237213,0,1,4,11.0,10.123244476318359
362,6864,3,90,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.20000000298023224,1,0,1,11.0,12.387353997481497
363,6888,3,93,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.20000000298023224,1,0,2,13.0,10.99869155883789
364,6896,3,94,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.3199999928474426,1,0,10,13.0,9.921945190429687
365,6912,3,96,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,3,11.0,9.817006429036459
366,6920,3,97,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,17,0.3199999928474426,1,0,3,12.0,10.535576315487132
367,6952,3,101,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.2800000011920929,1,0,2,11.0,9.931372748480904
368,6968,3,103,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.20000000298023224,1,0,0,11.0,10.948964972245065
369,7008,3,108,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3199999928474426,1,0,2,13.0,10.387168884277344
370,7024,3,110,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.20000000298023224,1,0,3,13.0,9.964085388183594
371,7032,3,111,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,2,12.0,9.042807685004341
372,7040,3,112,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.20000000298023224,1,0,2,11.0,10.763504028320312
373,7056,3,114,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,0,11.0,10.324609544542101
374,7064,3,115,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.20000000298023224,1,0,6,12.0,9.418089124891493
375,7096,3,119,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,2,12.0,11.858146667480469
376,7112,3,121,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.23999999463558197,1,0,2,11.0,9.429662068684896
377,7160,3,127,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.20000000298023224,1,0,3,13.0,9.62658048930921
378,7176,3,129,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.2800000011920929,1,0,0,12.0,10.696206485523897
379,7176,3,129,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,0,11.0,11.500689188639322
380,7192,3,131,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,21,0.23999999463558197,1,0,7,13.0,9.129597981770834
381,7208,3,133,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.07999999821186066,1,0,0,11.0,12.683996412489149
382,7216,3,134,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.23999999463558197,0,1,9,13.0,9.975118255615234
