update,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_resample_fraction_rollout,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean
14,229376,877,444,295,138,0.5062713797035348,0.44,0.515,-0.010618699714541435,0.23063810169696808,-0.0607897974550724,0.5101140141487122,877,444,295,138,0.5062713797035348,0.2291904218928164,2.6442417331812997,2.4150513112884835,0.056977689266204834,0.0048828125,0.011077880859375,0.0012105205096304417,0.026891782879829407,0.01251220703125,1.251220703125,-0.07840576767921448,-0.010618699714541435,0.006389762110569898,0.8834132797577802,0.8091849088668823,0.02790442481637001,0.8533933758735657,0.887779712677002,0.9075927734375,0.9320094585418701,0.008504731310815111,0.523755364782012,229376.0001,2.7525268722982967,0.01516430766102584,0.12580422794117646,0.7123610833111931,0.000385312,1.2991720858742208,-0.0043458938333015215,0.0022458668835872017,0.0,0.05727955378723363,0.0,0.0,0.02487973159398226,0.05376838235294118,4.0,0.0,0.0,0.0,0.05401611328125,,,,,0.0,0.31927490234375,0.20074462890625,0.21856689453125,0.26141357421875,282,0.5035460992907801,2.648936170212766,2.4326241134751774,0.21631205673758866,177,0.4745762711864407,2.6045197740112993,2.446327683615819,0.15819209039548024,189,0.5502645502645502,2.677248677248677,2.365079365079365,0.31216931216931215,229,0.4978165938864629,2.6419213973799125,2.410480349344978,0.2314410480349345
15,245760,1761,920,575,266,0.5224304372515616,0.52,0.54,-0.011443615891039371,0.23214341700077057,-0.05992696434259415,0.518886148929596,884,476,280,128,0.5384615384615384,0.2680995475113122,2.6561085972850678,2.3880090497737556,0.07599610090255737,0.008056640625,0.00946044921875,0.0011224731570109725,0.02591308392584324,0.0091552734375,0.91552734375,-0.07940673828125,-0.011443615891039371,-0.005036900551723582,0.896578692254566,0.8084325790405273,0.04082629084587097,0.8438590168952942,0.8968750238418579,0.9446699619293213,0.977393388748169,0.003942618269110822,0.5237104229563302,245760.0001,2.651306118283953,0.014363567644198025,0.11328125,0.6292673604828971,0.00037712,1.284189468338376,-0.008901015034968904,0.004703091428988652,0.022358944373471395,0.07897435777960467,0.0,0.0,0.025141434655303045,0.053943452380952384,4.0,0.0,0.0,0.0,0.053955078125,,,,,0.0,0.31396484375,0.168701171875,0.25335693359375,0.26397705078125,276,0.5434782608695652,2.652173913043478,2.3840579710144927,0.26811594202898553,150,0.56,2.6533333333333333,2.38,0.2733333333333333,224,0.5758928571428571,2.6785714285714284,2.34375,0.33482142857142855,234,0.4829059829059829,2.641025641025641,2.4401709401709404,0.20085470085470086
16,262144,2643,1385,893,365,0.5240257283390087,0.56,0.545,-0.01058642566204071,0.23223920166492462,-0.06537903845310211,0.508638858795166,882,465,318,99,0.5272108843537415,0.2108843537414966,2.621315192743764,2.4104308390022675,0.06335604190826416,0.005950927734375,0.01135864295065403,0.0012088159564882517,0.026246320456266403,0.01226806640625,1.226806640625,-0.07991944253444672,-0.01058642566204071,-0.008344810360788622,0.8649986359206113,0.797051191329956,0.036841101944446564,0.8047706484794617,0.8731167316436768,0.9005772471427917,0.9461935758590698,-0.00038998527437472934,0.5230504139868233,262144.0001,2.627220251343467,0.013354136095255275,0.10977450284090909,0.6511306681416251,0.00036892800000000003,1.25992858951742,-0.0010823584148469804,0.0022841499537869163,0.0,0.05962328648338817,0.0,0.0,0.028473604872653432,0.053888494318181816,4.0,0.0,0.0,0.0,0.0538330078125,,,,,0.0,0.3123779296875,0.111083984375,0.307861328125,0.2686767578125,277,0.5631768953068592,2.624548736462094,2.371841155234657,0.2527075812274368,97,0.5463917525773195,2.649484536082474,2.422680412371134,0.2268041237113402,273,0.5018315018315018,2.58974358974359,2.421245421245421,0.1684981684981685,235,0.5063829787234042,2.6425531914893616,2.4382978723404256,0.20425531914893616
17,278528,3526,1861,1181,484,0.5277935337492909,0.64,0.575,-0.009179639630019665,0.23179727792739868,-0.02246827632188797,0.5114374756813049,883,476,288,119,0.5390713476783692,0.26047565118912797,2.6568516421291055,2.3963759909399776,0.057627856731414795,0.007843017578125,0.01325073279440403,0.0010026743402704597,0.025833044201135635,0.01531982421875,1.531982421875,-0.07996825873851776,-0.009179639630019665,-0.003635168308392167,0.8969792515039444,0.8368140459060669,0.036986783146858215,0.8436850905418396,0.897495687007904,0.9341201782226562,0.9835958480834961,-0.0016887082767033448,0.5224002761337299,278528.0001,2.5886999130249024,0.01413729669584427,0.114990234375,0.6791528210043907,0.000360736,1.2560867965221405,0.0008077057224632588,0.0005484265062932536,0.0,0.030649183388613464,0.0,0.0,0.025630625244230033,0.05361328125,4.0,0.0,0.0,0.0,0.05389404296875,,,,,0.0,0.3143310546875,0.12139892578125,0.29852294921875,0.2657470703125,277,0.5415162454873647,2.7148014440433212,2.371841155234657,0.34296028880866425,107,0.5700934579439252,2.7009345794392523,2.364485981308411,0.3364485981308411,264,0.5454545454545454,2.617424242424242,2.393939393939394,0.22348484848484848,235,0.5148936170212766,2.6127659574468085,2.442553191489362,0.1702127659574468
18,294912,4413,2343,1454,616,0.530931339225017,0.46,0.55,-0.009097892791032791,0.2308201640844345,-0.0038591923657804728,0.4976677894592285,887,482,273,132,0.5434047350620068,0.2965050732807215,2.6708004509582866,2.374295377677565,0.07188129425048828,0.00872802734375,0.013275146484375,0.001158323255367577,0.025450073182582855,0.0150146484375,1.50146484375,-0.07999268174171448,-0.009097892791032791,-0.010744828764776079,0.8373399426539739,0.7656289339065552,0.03911638259887695,0.7951236963272095,0.8321986198425293,0.898378312587738,0.9212727546691895,-0.001809290726055631,0.5210572860993429,294912.0001,2.623685469230016,0.012838729133363813,0.09855143229166667,0.5399598578612009,0.000352544,1.247451514005661,-0.0020380484939570565,0.000951327257136351,0.0,0.03293041868201948,0.0,0.0,0.026500508926498394,0.054443359375,4.0,0.0,0.0,0.0,0.05413818359375,,,,,0.0,0.35772705078125,0.10272216796875,0.2979736328125,0.2415771484375,319,0.5297805642633229,2.664576802507837,2.3824451410658307,0.28213166144200624,92,0.4673913043478261,2.6847826086956523,2.489130434782609,0.1956521739130435,265,0.5509433962264151,2.6566037735849055,2.3509433962264152,0.30566037735849055,211,0.5876777251184834,2.691943127962085,2.3412322274881516,0.35071090047393366
19,311296,5297,2826,1734,737,0.5335095336983198,0.68,0.52,-0.009526720270514488,0.23157544434070587,-0.03126882389187813,0.5070616006851196,884,483,280,121,0.5463800904977375,0.2680995475113122,2.664027149321267,2.3959276018099547,0.05497920513153076,0.008697509765625,0.01257934607565403,0.0012387303868308663,0.02584569901227951,0.01434326171875,1.434326171875,-0.08033447712659836,-0.009526720270514488,-0.019463465626661975,0.8852722626743894,0.8177737593650818,0.035189226269721985,0.8301811218261719,0.8828272819519043,0.9287393689155579,0.9764320850372314,-0.0033597924711271567,0.5203716381467821,311296.0001,2.597754601276282,0.015155347542145826,0.11872632575757576,0.5706445078055064,0.00034435199999999997,1.230407136859316,-0.0033330407219788563,0.0027892954792674354,0.0,0.06403013324349095,0.0,0.0,0.02943162281404842,0.054509943181818184,4.0,0.0,0.0,0.0,0.053955078125,,,,,0.0,0.399658203125,0.07904052734375,0.30328369140625,0.218017578125,353,0.5212464589235127,2.6458923512747874,2.4107648725212463,0.23512747875354106,70,0.6428571428571429,2.7714285714285714,2.2857142857142856,0.4857142857142857,268,0.5410447761194029,2.66044776119403,2.4029850746268657,0.2574626865671642,193,0.5647668393782384,2.6632124352331608,2.3989637305699483,0.26424870466321243
20,327680,6181,3333,2000,848,0.5392331337971202,0.62,0.59,-0.009253434836864471,0.23343326151371002,-0.01744532212615013,0.49605074524879456,884,507,266,111,0.5735294117647058,0.3246606334841629,2.6877828054298645,2.3631221719457014,0.05890876054763794,0.011322021484375,0.012408447451889515,0.0011541091371327639,0.025337638333439827,0.0137939453125,1.37939453125,-0.08096924424171448,-0.009253434836864471,-0.01690848754619115,0.8486294150352478,0.7681286334991455,0.031020361930131912,0.8135855793952942,0.8486396670341492,0.8957469463348389,0.9116339087486267,-0.004064068953663377,0.5191917286886502,327680.0001,2.569850274494716,0.015033641769800201,0.11488560267857142,0.5508290071572576,0.00033616,1.2274945889200484,0.0003974396660617766,0.001057412156580633,0.0,0.04040865192392903,0.0,0.0,0.02712825412995049,0.053989955357142856,4.0,0.0,0.0,0.0,0.05389404296875,,,,,0.0,0.37158203125,0.10137939453125,0.22296142578125,0.3040771484375,327,0.5688073394495413,2.6574923547400613,2.36085626911315,0.2966360856269113,88,0.5113636363636364,2.6363636363636362,2.465909090909091,0.17045454545454544,199,0.5979899497487438,2.6834170854271355,2.321608040201005,0.36180904522613067,270,0.5814814814814815,2.7444444444444445,2.362962962962963,0.3814814814814815
21,344064,7064,3839,2286,939,0.5434597961494904,0.42,0.565,-0.009187557734549046,0.23226557672023773,-0.02347330003976822,0.5076901912689209,883,506,286,91,0.5730464326160816,0.3035107587768969,2.6613816534541335,2.357870894677237,0.07993602752685547,0.010650634765625,0.01190795935690403,0.0012843061704188585,0.025400999933481216,0.0146484375,1.46484375,-0.08046874403953552,-0.009187557734549046,-0.01966946759740963,0.8684673146768049,0.809462308883667,0.03732691705226898,0.8276559114456177,0.865731418132782,0.918228268623352,0.9656322002410889,-0.004988318052733076,0.5186662896837771,344064.0001,2.548997315493497,0.01698525976142705,0.12639086174242425,0.5778107625065427,0.00032796800000000004,1.2034419630513047,0.000776849171886534,0.001099023343365693,0.0,0.039491165270595215,0.0,0.0,0.02492934473874894,0.054243607954545456,4.0,0.0,0.0,0.0,0.053955078125,,,,,0.0,0.41131591796875,0.06689453125,0.2015380859375,0.32025146484375,361,0.5595567867036011,2.6537396121883656,2.376731301939058,0.2770083102493075,60,0.6666666666666666,2.7,2.3,0.4,178,0.5898876404494382,2.668539325842697,2.3146067415730336,0.3539325842696629,284,0.5598591549295775,2.658450704225352,2.3732394366197185,0.2852112676056338
22,360448,7946,4326,2570,1050,0.5444248678580418,0.64,0.57,-0.008288184180855751,0.23415416479110718,0.011959506198763847,0.5234114527702332,882,487,284,111,0.5521541950113379,0.29024943310657597,2.6609977324263037,2.370748299319728,0.057201385498046875,0.009002685546875,0.01398925855755806,0.0009366896701976657,0.025582637637853622,0.0184326171875,1.84326171875,-0.08107910305261612,-0.008288184180855751,-0.021424049910690104,0.9405479226793562,0.8708325624465942,0.03416019305586815,0.895717442035675,0.9393565654754639,0.9890202283859253,1.007857322692871,-0.004217962405151483,0.5188949302962773,360448.0001,2.516123867034912,0.016806527155651046,0.12513950892857142,0.5928115512643541,0.000319776,1.1877783502851214,-0.00232550529818535,0.0025254331137364782,0.0,0.05692565079856179,0.0,0.0,0.029119899097297872,0.053487723214285715,4.0,0.0,0.0,0.0,0.05377197265625,,,,,0.0,0.39208984375,0.0736083984375,0.1787109375,0.3555908203125,348,0.5431034482758621,2.6666666666666665,2.3850574712643677,0.28160919540229884,63,0.47619047619047616,2.6984126984126986,2.4603174603174605,0.23809523809523808,155,0.5225806451612903,2.5806451612903225,2.432258064516129,0.14838709677419354,316,0.5917721518987342,2.6867088607594938,2.3069620253164556,0.379746835443038
23,376832,8826,4817,2825,1184,0.5457738499886698,0.66,0.61,-0.008063040673732758,0.22913004457950592,0.01202918030321598,0.4996170401573181,880,491,255,134,0.5579545454545455,0.3340909090909091,2.694318181818182,2.360227272727273,0.0684012770652771,0.01031494140625,0.01450805738568306,0.0011290577240288258,0.0247802734375,0.01898193359375,1.898193359375,-0.082275390625,-0.008063040673732758,-0.021073486614862785,0.8540264701142031,0.7636316418647766,0.036947932094335556,0.8059839010238647,0.8589581847190857,0.9022379517555237,0.9218367338180542,-0.003511564896279485,0.5180822722182046,376832.0001,2.4599369413712444,0.015252966223188731,0.11494715073529412,0.5444057934424457,0.000311584,1.1426658034324646,-0.0015592530707591165,0.0025179611970587747,0.0,0.06360537348549965,0.0,0.0,0.03615980165298371,0.053452435661764705,4.0,0.0,0.0,0.0,0.05377197265625,,,,,0.0,0.41595458984375,0.05615234375,0.186767578125,0.34112548828125,364,0.5714285714285714,2.7005494505494507,2.3516483516483517,0.3489010989010989,50,0.56,2.66,2.38,0.28,166,0.536144578313253,2.680722891566265,2.3674698795180724,0.3132530120481928,300,0.5533333333333333,2.7,2.3633333333333333,0.33666666666666667
