update,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,policy_loss,value_loss,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_persist_loss,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_resample_fraction_rollout,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean
1,16384,876,427,321,128,0.4874429223744292,0.52,0.52,-0.010972408577799797,0.22952622175216675,-0.06516589969396591,0.5089512467384338,876,427,321,128,0.4874429223744292,0.15182648401826485,2.608447488584475,2.4566210045662102,-0.004638552665710449,0.0025634765625,0.01087036170065403,0.001433666329830885,0.027219990268349648,0.01104736328125,1.104736328125,-0.07639160752296448,-0.010972408577799797,-0.007173016612796346,0.249187697423622,3.003496926277876,0.004462933629838517,0.03094482421875,0.10821165365632623,0.00045904,1.3860091306269169,0.7417301684617996,0.10430908203125,4.0,2.0,612.0,0.7418181896209717,0.10430908203125,,,,,0.0,0.2279052734375,0.245849609375,0.26971435546875,0.25653076171875,188,0.5,2.6117021276595747,2.4574468085106385,0.15425531914893617,240,0.4583333333333333,2.591666666666667,2.4833333333333334,0.10833333333333334,245,0.49387755102040815,2.636734693877551,2.436734693877551,0.2,203,0.5024630541871922,2.5911330049261085,2.4482758620689653,0.14285714285714285
2,32768,1761,851,646,264,0.4832481544576945,0.6,0.53,-0.012127434834837914,0.22916150093078613,0.11875857412815094,0.5255112648010254,885,424,325,136,0.47909604519774013,0.1480225988700565,2.609039548022599,2.461016949152542,0.02324920892715454,0.00189208984375,0.00974731519818306,0.0013699961127713323,0.027608824893832207,0.007080078125,0.7080078125,-0.07587890326976776,-0.012127434834837914,-0.015653286725864746,0.26462627737782896,3.007062081247568,0.0066296919339947635,0.0592498779296875,0.20073151064570993,0.00041808000000000004,1.3861980810761452,0.7371627166867256,0.1038818359375,4.0,2.0,603.0,0.7380660772323608,0.1038818359375,,,,,0.0,0.24578857421875,0.24365234375,0.262451171875,0.24810791015625,237,0.5021097046413502,2.6033755274261603,2.438818565400844,0.16455696202531644,227,0.4977973568281938,2.6343612334801763,2.4273127753303965,0.20704845814977973,197,0.45685279187817257,2.5888324873096447,2.4771573604060912,0.1116751269035533,224,0.45535714285714285,2.607142857142857,2.5044642857142856,0.10267857142857142
3,49152,2647,1302,943,402,0.49187759727993957,0.5,0.535,-0.010393061675131321,0.23083506524562836,0.05735521763563156,0.5017621517181396,886,451,297,138,0.5090293453724605,0.22460496613995484,2.650112866817156,2.425507900677201,0.036268532276153564,0.00518798828125,0.01019287109375,0.0013986423145979643,0.027259519323706627,0.01177978515625,1.177978515625,-0.07612304389476776,-0.010393061675131321,-0.027521582822373603,0.23785272310487926,2.9725318141281605,0.01050016343651805,0.0966949462890625,0.181332339765504,0.00037712,1.3862170912325382,0.7439407519996166,0.1044921875,4.0,3.0,615.0,0.7445520758628845,0.1044921875,,,,,0.0,0.24322509765625,0.24896240234375,0.25164794921875,0.25616455078125,205,0.4926829268292683,2.6731707317073172,2.4634146341463414,0.2097560975609756,232,0.5043103448275862,2.625,2.439655172413793,0.1853448275862069,231,0.5281385281385281,2.658008658008658,2.3852813852813854,0.2727272727272727,218,0.5091743119266054,2.646788990825688,2.4174311926605503,0.22935779816513763
4,65536,3529,1761,1246,522,0.4990082176253896,0.5,0.51,-0.008396748453378677,0.23295214772224426,0.07326498627662659,0.5074503421783447,882,459,303,120,0.5204081632653061,0.20748299319727892,2.6360544217687076,2.4285714285714284,0.04388988018035889,0.005859375,0.013427734375,0.001208963803946972,0.026864012703299522,0.01513671875,1.513671875,-0.07534180581569672,-0.008396748453378677,-0.036679014287074097,0.2397336724679917,2.9644964672625065,0.014892611996401683,0.1360931396484375,0.22883556806482375,0.00033616,1.3862300161272287,0.7702258192002773,0.105224609375,4.0,0.0,648.0,0.7695962190628052,0.105224609375,,,,,0.0,0.26904296875,0.2447509765625,0.2490234375,0.2371826171875,225,0.5466666666666666,2.6577777777777776,2.4044444444444446,0.25333333333333335,214,0.5,2.607476635514019,2.439252336448598,0.16822429906542055,227,0.5198237885462555,2.656387665198238,2.449339207048458,0.20704845814977973,216,0.5138888888888888,2.6203703703703702,2.4212962962962963,0.19907407407407407
5,81920,4413,2205,1558,650,0.49966009517335147,0.6,0.505,-0.009406469762325287,0.23174014687538147,0.03833160549402237,0.5128071904182434,884,444,312,128,0.502262443438914,0.19457013574660634,2.6346153846153846,2.4400452488687785,0.05161893367767334,0.004150390625,0.012689209543168545,0.0010732542723417282,0.026695862412452698,0.01409912109375,1.409912109375,-0.07642821967601776,-0.009406469762325287,-0.0413010808697436,0.2440598187968135,2.9281261824071407,0.01828115817352227,0.1542816162109375,0.26235702517442405,0.0002952,1.386238195002079,0.7268793750554323,0.105224609375,4.0,1.0,612.0,0.7268408536911011,0.105224609375,,,,,0.0,0.249755859375,0.2596435546875,0.2354736328125,0.255126953125,223,0.5112107623318386,2.609865470852018,2.4170403587443947,0.19282511210762332,234,0.49145299145299143,2.6495726495726495,2.465811965811966,0.18376068376068377,211,0.5071090047393365,2.6208530805687205,2.4360189573459716,0.1848341232227488,216,0.5,2.6574074074074074,2.439814814814815,0.2175925925925926
6,98304,5294,2655,1849,790,0.5015111446921042,0.44,0.52,-0.01034456305205822,0.23252777755260468,-0.0014881482347846031,0.512062132358551,881,450,291,140,0.5107832009080591,0.2395005675368899,2.6549375709421112,2.4154370034052213,0.05529505014419556,0.00543212890625,0.01140747219324112,0.0011282062623649836,0.02643389254808426,0.01177978515625,1.177978515625,-0.07749023288488388,-0.01034456305205822,-0.04361314813286299,0.24285974726080894,2.8591919653117657,0.018814157973793044,0.1571044921875,0.28912691795267165,0.00025424000000000003,1.3862446714192629,0.7524099536240101,0.1044921875,4.0,3.0,625.0,0.7539203763008118,0.1044921875,,,,,0.0,0.243408203125,0.23779296875,0.24658203125,0.272216796875,222,0.5180180180180181,2.675675675675676,2.391891891891892,0.28378378378378377,244,0.48770491803278687,2.610655737704918,2.4549180327868854,0.1557377049180328,220,0.5227272727272727,2.6772727272727272,2.4,0.2772727272727273,195,0.517948717948718,2.6615384615384614,2.41025641025641,0.2512820512820513
7,114688,6179,3119,2146,914,0.5047742353131575,0.56,0.6,-0.01007329486310482,0.23263894021511078,0.004578922875225544,0.510901689529419,885,464,297,124,0.5242937853107345,0.22824858757062147,2.6497175141242937,2.4214689265536724,0.06355589628219604,0.00640869140625,0.011279297061264515,0.0012018168345093727,0.025696389377117157,0.01226806640625,1.226806640625,-0.0777587890625,-0.01007329486310482,-0.04497328686557012,0.24015667522326112,2.800088495016098,0.018830083668945008,0.157958984375,0.32168408832512796,0.00021328000000000002,1.3862487394362688,0.7620065659284592,0.1043701171875,4.0,3.0,630.0,0.7627118825912476,0.1043701171875,,,,,0.0,0.22344970703125,0.260009765625,0.251953125,0.26458740234375,236,0.5423728813559322,2.635593220338983,2.3983050847457625,0.23728813559322035,218,0.4908256880733945,2.6376146788990824,2.4311926605504586,0.20642201834862386,200,0.525,2.675,2.42,0.255,231,0.5367965367965368,2.653679653679654,2.4372294372294374,0.21645021645021645
8,131072,7061,3611,2424,1026,0.511400651465798,0.56,0.58,-0.008675310760736465,0.23099008202552795,0.01762661524116993,0.5164947509765625,882,492,278,112,0.5578231292517006,0.2857142857142857,2.6643990929705215,2.378684807256236,0.03462952375411987,0.0096435546875,0.012957763858139515,0.0012698814971372485,0.025927895680069923,0.01373291015625,1.373291015625,-0.078125,-0.008675310760736465,-0.04446598784488742,0.2515847582835704,2.7775231935083866,0.01723105856217444,0.150360107421875,0.35611281264573336,0.00017231999999999998,1.3862515818327665,0.7440304774791002,0.10369873046875,4.0,2.0,607.0,0.7438725233078003,0.10369873046875,,,,,0.0,0.25054931640625,0.24456787109375,0.2537841796875,0.2510986328125,232,0.5646551724137931,2.6939655172413794,2.3405172413793105,0.35344827586206895,211,0.5355450236966824,2.6445497630331753,2.4265402843601898,0.21800947867298578,219,0.5570776255707762,2.6301369863013697,2.410958904109589,0.2191780821917808,220,0.5727272727272728,2.6863636363636365,2.340909090909091,0.34545454545454546
9,147456,7949,4107,2705,1137,0.5166687633664612,0.64,0.515,-0.007999354973435402,0.23384517431259155,0.013954434543848038,0.5047625303268433,888,496,281,111,0.5585585585585585,0.2905405405405405,2.6565315315315314,2.365990990990991,0.052745938301086426,0.009735107421875,0.01375732384622097,0.0011935967486351728,0.02577667124569416,0.0159912109375,1.59912109375,-0.07784424722194672,-0.007999354973435402,-0.0405443901399849,0.23680687160231173,2.757155694067478,0.013766306573415932,0.12353515625,0.4148300983943045,0.00013136,1.3862533532083035,0.756380039267242,0.103759765625,4.0,2.0,617.0,0.7579852342605591,0.103759765625,,,,,0.0,0.2559814453125,0.2457275390625,0.25872802734375,0.23956298828125,228,0.5087719298245614,2.574561403508772,2.412280701754386,0.16228070175438597,224,0.5982142857142857,2.7232142857142856,2.3348214285714284,0.38839285714285715,218,0.5412844036697247,2.628440366972477,2.403669724770642,0.22477064220183487,218,0.5871559633027523,2.7018348623853212,2.311926605504587,0.38990825688073394
10,163840,8830,4578,2990,1262,0.5184597961494903,0.62,0.445,-0.009519951418042183,0.22910316288471222,-0.01070426031947136,0.5093935132026672,881,471,285,125,0.5346197502837684,0.2667423382519864,2.6628830874006812,2.3961407491486946,0.07380151748657227,0.007537841796875,0.012457274831831455,0.0012239638017490506,0.02614513412117958,0.01312255859375,1.312255859375,-0.07816162705421448,-0.009519951418042183,-0.03740166467468953,0.23687807167880237,2.735882841050625,0.010479920508259966,0.101318359375,0.45714027248322964,9.039999999999999e-05,1.3862543143332005,0.74969098623842,0.1043701171875,4.0,1.0,621.0,0.7509068846702576,0.1043701171875,,,,,0.0,0.2275390625,0.2755126953125,0.2401123046875,0.2568359375,229,0.5764192139737991,2.6986899563318776,2.3187772925764194,0.3799126637554585,220,0.4772727272727273,2.6045454545454545,2.477272727272727,0.12727272727272726,190,0.5263157894736842,2.6736842105263157,2.4263157894736844,0.24736842105263157,242,0.5537190082644629,2.6735537190082646,2.371900826446281,0.30165289256198347
