condition,opponent,seed,episode_index,opportunity_index,step,selected_z,prev_z,switch_occurred,logit_0,logit_1,logit_2,logit_3,prob_0,prob_1,prob_2,prob_3
learned_qphi_switching,OP6,2007,0,1,32,3,3,0,-0.09011711180210114,0.03475795313715935,-0.04736717417836189,0.0604168176651001,0.2304604947566986,0.26111334562301636,0.24052630364894867,0.26789990067481995
learned_qphi_switching,OP6,2007,0,2,64,1,3,1,-0.04573433846235275,0.014596754685044289,-0.07017656415700912,0.004163868725299835,0.24454621970653534,0.25975409150123596,0.2386414259672165,0.25705820322036743
learned_qphi_switching,OP6,2007,0,3,96,1,1,0,-0.03963850438594818,0.01678544469177723,-0.03771767020225525,0.0024627670645713806,0.2437259554862976,0.2578732967376709,0.24419455230236053,0.25420618057250977
learned_qphi_switching,OP6,2007,0,4,128,1,1,0,-0.013456940650939941,0.023132488131523132,-0.07487249374389648,-0.009332343935966492,0.25114065408706665,0.2604999244213104,0.23618079721927643,0.2521786689758301
learned_qphi_switching,OP6,2007,0,5,160,1,1,0,-0.06567703932523727,0.07463197410106659,-0.02934996969997883,0.03901404142379761,0.23266680538654327,0.2677132487297058,0.24127429723739624,0.25834566354751587
learned_qphi_switching,OP6,2007,0,6,192,1,1,0,-0.056570958346128464,0.0806962251663208,-0.05605205148458481,0.04063162952661514,0.2353086620569229,0.26993072032928467,0.23543080687522888,0.25932982563972473
learned_qphi_switching,OP6,2008,0,0,0,3,1,1,-0.1419382095336914,0.04576629772782326,-0.013020653277635574,0.11545774340629578,0.21562735736370087,0.26014941930770874,0.2452968806028366,0.2789263129234314
learned_qphi_switching,OP6,2008,0,1,32,1,3,1,-0.05913430452346802,0.03308425843715668,-0.029432136565446854,0.0002890080213546753,0.23877878487110138,0.2618458867073059,0.24597741663455963,0.2533978521823883
learned_qphi_switching,OP6,2008,0,2,64,1,1,0,-0.04590757563710213,0.08952804654836655,-0.0225698109716177,0.044829316437244415,0.23454198241233826,0.26855888962745667,0.2400800585746765,0.2568190097808838
learned_qphi_switching,OP6,2008,0,3,96,3,1,1,-0.0712926909327507,0.029980190098285675,-0.03661973774433136,0.0650305449962616,0.23321375250816345,0.25806933641433716,0.2414417713880539,0.2672751545906067
learned_qphi_switching,OP6,2009,0,0,0,3,3,0,-0.12036801874637604,0.04991671442985535,0.0022200681269168854,0.11418004333972931,0.21832162141799927,0.25885137915611267,0.24679484963417053,0.27603214979171753
learned_qphi_switching,OP6,2009,0,1,32,1,3,1,-0.044922322034835815,0.05301649868488312,-0.05114678293466568,0.02577310800552368,0.23981133103370667,0.26448678970336914,0.23832328617572784,0.25737854838371277
learned_qphi_switching,OP6,2009,0,2,64,3,1,1,-0.04921682924032211,0.03606982156634331,-0.0768977627158165,0.05494505912065506,0.23972146213054657,0.26106366515159607,0.23317675292491913,0.26603811979293823
learned_qphi_switching,OP6,2009,0,3,96,3,3,0,-0.078798308968544,0.01742333546280861,-0.0342407263815403,0.06103506684303284,0.23273944854736328,0.2562468349933624,0.2433442622423172,0.2676694691181183
learned_qphi_switching,OP6,2009,0,4,128,3,3,0,-0.026301231235265732,0.010593089275062084,-0.04473123699426651,0.02018258348107338,0.24588733911514282,0.2551286220550537,0.24139712750911713,0.25758692622184753
learned_qphi_switching,OP6,2010,0,0,0,3,3,0,-0.13718047738075256,0.041875600814819336,-0.0030373670160770416,0.12402269244194031,0.21560387313365936,0.25788116455078125,0.24655519425868988,0.2799597978591919
learned_qphi_switching,OP6,2010,0,1,32,1,3,1,-0.06492780148983002,0.09722118079662323,-0.026480883359909058,0.009201101958751678,0.23298200964927673,0.2739951014518738,0.2421138733625412,0.2509089708328247
learned_qphi_switching,OP6,2010,0,2,64,1,1,0,-0.0666591078042984,0.0897400975227356,-0.04429338127374649,0.04217863082885742,0.23218600451946259,0.27149343490600586,0.23743751645088196,0.2588830590248108
learned_qphi_switching,OP6,2010,0,3,96,1,1,0,-0.05808781832456589,0.08453704416751862,-0.036746904253959656,0.029032669961452484,0.2344173789024353,0.27035287022590637,0.23947380483150482,0.2557559311389923
