map_set,opponent,learned_return,uniform_episode_fixed_return,uniform_random_at_router_opportunities_return,preselected_global_fixed_z_return,no_switch_return,shuffled_return,best_fixed_condition,best_fixed_return,posthoc_global_fixed_oracle_return,posthoc_opponent_oracle_return,posthoc_episode_oracle_return,primary_baseline_return,delta_router_primary_return
eval,OP5,-7.318376436986455,-6.595767289198193,-8.471710429628729,-6.751880074348719,-7.699613243677959,-8.868681035527516,fixed_z0,-6.751880074348719,-6.751880074348719,-6.751880074348719,-5.19669978961565,-6.595767289198193,-0.7226091477882619
eval,OP6,-8.59052724496405,-9.088184062850758,-7.586626060295657,-7.406943157990099,-9.408077943762635,-10.160225045691277,fixed_z0,-7.406943157990099,-7.406943157990099,-7.406943157990099,-6.648407935792875,-7.406943157990099,-1.1835840869739513
eval,OP7,-11.812458325931857,-8.107523353736497,-9.686149442936767,-8.277736558390416,-10.26379305426508,-10.306828123816103,fixed_z0,-8.277736558390416,-8.277736558390416,-8.277736558390416,-6.295898924102175,-8.107523353736497,-3.7049349721953604
