timestamp,telemetry_mode,env_count,rollout_index,rollout_duration_seconds,rollout_transitions,rollout_transitions_per_second,optimization_duration_seconds,optimization_samples,optimization_samples_per_second,peak_allocated_cuda_bytes,peak_reserved_cuda_bytes
1782621126.289279,off,16,0,22.40183199999956,1024,45.71054724452983,0.5701568000004045,1024,1795.9971713031812,1648890368,2822766592
1782621153.9743435,off,16,1,27.1707064000002,1024,37.68764731122311,0.512994400000025,1024,1996.123154560654,1648890368,2822766592
1782621179.7046733,off,16,2,25.238711600002716,1024,40.57259404635733,0.4905149000005622,1024,2087.602231856415,1648890368,2822766592
1782621210.3778355,off,16,3,30.308836299998802,1024,33.785526764022954,0.3637041000001773,1024,2815.4755472910556,1648890368,2822766592
1782621228.5415757,off,16,4,17.801538599997002,1024,57.52311769276912,0.36086860000068555,1024,2837.5979511602136,1648890368,2822766592
1782621249.3468719,off,16,5,20.331526300000405,1024,50.36513171172887,0.4725090000029013,1024,2167.1544880493543,1648890368,2822766592
1782621269.2300084,off,16,6,19.48295909999797,1024,52.55875120120263,0.39916649999941,1024,2565.345538770196,1648890368,2822766592
1782621287.9449906,off,16,7,18.290265100000397,1024,55.98606659889133,0.42383500000141794,1024,2416.034541735756,1648890368,2822766592
1782621308.1168973,off,16,8,19.744836800000485,1024,51.861659347823775,0.426053299997875,1024,2403.4551545665936,1648890368,2822766592
1782621329.679385,off,16,9,21.153400799998053,1024,48.40829187144671,0.4072344999985944,1024,2514.521731345292,1648890368,2822766592
1782621411.8186293,off,64,0,26.12854370000059,4096,156.7634249741943,1.0360037999998895,4096,3953.653451850695,6273231872,7889485824
1782621442.0852609,off,64,1,29.23776529999668,4096,140.09278609266573,1.0270406999989063,4096,3988.157431350444,6273232896,7889485824
1782621470.2419865,off,64,2,27.170819299997675,4096,150.74996284710306,0.9846515999997791,4096,4159.846995628625,6273232896,7889485824
1782621494.4058769,off,64,3,23.267101400000683,4096,176.0425559498305,0.8956065000020317,4096,4573.437106576056,6273232896,7889485824
1782621522.42406,off,64,4,27.00404460000209,4096,151.68098189260445,1.013094900001306,4096,4043.0565784061487,6273232896,7889485824
1782621550.7006278,off,64,5,27.239022300000215,4096,150.37250437582583,1.0359709000003932,4096,3953.7790105865383,6273231872,7889485824
1782621578.910712,off,64,6,27.1694344000025,4096,150.75764698287657,1.040062100000796,4096,3938.226380902511,6274149376,7889485824
1782621607.390595,off,64,7,27.4446119000022,4096,149.24605292012424,1.0341205000004265,4096,3960.8536916136086,6273232896,7889485824
1782621636.5417426,off,64,8,28.161639600002673,4096,145.44607693934168,0.9886651000015263,4096,4142.960037725289,6273232896,7889485824
1782621666.2084117,off,64,9,28.621496800002205,4096,143.10921712520934,1.0442944999995234,4096,3922.2652230782305,6217213952,7889485824
1782621721.7233074,basic,16,0,17.710514200000034,1024,57.818761693548005,0.38819770000191056,1024,2637.8311875494373,1704007680,7889485824
1782621740.5243573,basic,16,1,18.442222100002255,1024,55.52476238749314,0.3584421999985352,1024,2856.806480945002,1704007680,7889485824
1782621758.0601556,basic,16,2,17.12220829999933,1024,59.80536984823623,0.4114585999996052,1024,2488.707247827564,1704007680,7889485824
1782621777.2186637,basic,16,3,18.753597399998398,1024,54.60285715636017,0.40366769999673124,1024,2536.7399968050254,1704007680,7889485824
1782621795.4340103,basic,16,4,17.826226100001804,1024,57.44345405783316,0.38808639999842853,1024,2638.587695946435,1704007680,7889485824
1782621813.9476635,basic,16,5,18.116120099999534,1024,56.5242443938107,0.39676300000064657,1024,2580.885818481893,1704007680,7889485824
1782621832.4855726,basic,16,6,18.155410700001084,1024,56.40191879547725,0.3815958999985014,1024,2683.4669869461945,1704007680,7889485824
1782621851.370798,basic,16,7,18.49993579999864,1024,55.35154343617103,0.3842330999978003,1024,2665.048898717633,1704007680,7889485824
1782621870.7756705,basic,16,8,19.006687400000374,1024,53.87577427090109,0.39731620000020484,1024,2577.2923429738635,1704007680,7889485824
1782621889.6883717,basic,16,9,18.51620620000176,1024,55.302905408339136,0.39553210000303807,1024,2588.9175619175653,1704007680,7889485824
