sappo_n_ppo_actor_updates,sappo_n_anchor_updates,sappo_anchor_to_ppo_ratio,sappo_anchor_loss,update,run_id,run_pid,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_behavior_contrast_mean,reward_outcome_diversity_mean,reward_csia_mean,reward_contract_specialist_mean,reward_total_mean,reward_outcome_mean,reward_shaping_mean,reward_shaping_to_outcome_abs_ratio,reward_shaping_coef,reward_failure_to_outcome_abs,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,latent_lam_h,strategy_entropy,strategy_entropy_frac,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_aux_return_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_count,strategy_resample_fraction,latent_episode_pg_loss,latent_episode_v_loss,latent_episode_entropy,latent_episode_adv_mean,latent_episode_adv_std,latent_episode_return_mean,latent_episode_return_std,latent_episode_ratio_mean,latent_episode_ratio_max,latent_episode_ratio_min,latent_episode_ratio_std,latent_episode_approx_kl,latent_episode_clip_fraction,latent_episode_count,latent_episode_loss,strategy_bucket_best_match_frac,strategy_experience_records,strategy_experience_buckets,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_wr_spread,strategy_resample_fraction_rollout,rollout_adv_std,rollout_adv_std_at_z_switch,rollout_adv_std_not_z_switch,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,csia_interaction_strength,centered_advantage_matrix,oracle_best_z_per_opponent,router_oracle_gap,routing_gain,regret_weighted_routing_score,gate_A_pass,gate_B_pass,gate_C_pass,csia_bonus_active,csia_payoff_cells,csia_total_count,csia_behavior_spread_max,csia_bonus_mean,csia_last_refresh_update,csia_reward_coef
5.5,1.0,0.14317460317460318,nan,490,24976-1787231844608755600,24976,1003520,1,1,0,0,1.0,1.0,1.0,0.0009266367414966226,0.021916618570685387,1.663600206375122,0.6475856304168701,1,1,0,0,1.0,3.0,3.0,0.0,0.6344418525695801,0.00048828125,0.0037597655318677425,0.0004921001382172108,0.003000435419380665,0.0029296875,0.29296875,-0.0040449220687150955,0.0,0.0,0.0,0.0,0.0009266367414966226,0.00341796875,0.0046328994212672114,1.3550575509844047,1.0,1.1830824919692804,-0.018167695589363576,0.15276949405670165,0.12690266966819763,0.017287785187363625,0.1296604424715042,0.15506023168563843,0.17651306092739105,0.17739203572273254,0.0,0.0,0.0,2.1590916395187376,0.009152504394296556,0.06328125,1.1936887085437775,0.00016549333333333333,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.39153939485549927,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
16.0,3.6363636363636362,0.22572827460246545,0.6595570553432811,491,24976-1787231844608755600,24976,1005568,16,10,0,6,0.625,0.625,0.625,0.0021015899255871773,0.028824882581830025,2.911491870880127,1.5574787855148315,15,9,0,6,0.6,0.7333333333333333,0.7333333333333333,0.0,0.8811806440353394,0.0029296875,0.003857421688735485,0.00018555743736214936,0.008715813979506493,0.0035644532181322575,0.3564453125,-0.0038339844904839993,0.0,0.0,0.0,0.0,0.0021015899255871773,0.0064941407181322575,0.006082764542952646,0.9365100475762757,1.0,0.5902850541452933,-0.000904203053902496,0.29979179122231225,0.25958728790283203,0.028248369693756104,0.26732420921325684,0.2889668345451355,0.3355647921562195,0.34850358963012695,0.0,0.0,0.0,2.1751901561563667,0.012725490378215909,0.07972301136363637,3.0282049720937554,0.00016481066666666666,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.5368658900260925,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
27.0,6.363636363636363,0.2352885981730064,0.5026838427240198,492,24976-1787231844608755600,24976,1007616,17,10,0,7,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.0008285000221803784,0.01838095486164093,1.649543285369873,0.8650391101837158,1,0,0,1,0.0,0.0,0.0,0.0,0.7075902223587036,-0.000244140625,0.0032226562034338713,-0.0004363818734418601,0.008286118507385254,0.00244140625,0.244140625,-0.003908202983438969,0.0,0.0,0.0,0.0,0.0008285000221803784,0.002197265625,0.00518509036191972,2.3587187567106316,1.0,1.7778574795477542,-0.012704818932847544,0.22079505839131094,0.19637292623519897,0.012014335952699184,0.20562514662742615,0.22184151411056519,0.23347774147987366,0.23784968256950378,0.0,0.0,0.0,2.4968787973577324,0.01233334036078304,0.080078125,1.2845932732928882,0.000164128,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.46776923537254333,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
40.5,9.75,0.24058235106196352,0.40853226557374,493,24976-1787231844608755600,24976,1009664,32,16,0,16,0.5,0.5,0.5,0.002129870466887951,0.02742057293653488,2.0195019245147705,1.6512889862060547,15,6,0,9,0.4,0.6666666666666666,0.6666666666666666,0.0,0.8474081754684448,0.000732421875,0.003564452985301614,0.00043744477443397045,0.017612984403967857,0.00341796875,0.341796875,-0.0033378906082361937,0.0,0.0,0.0,0.0,0.002129870466887951,0.004150390625,0.00807706027990207,1.9456276244546538,1.0,0.804041563358349,-0.014519641583319753,0.3989808242768049,0.28344351053237915,0.052848462015390396,0.3287711441516876,0.400159627199173,0.45247146487236023,0.47787749767303467,0.0,0.0,0.0,2.2624718993902206,0.010644367328495719,0.0787353515625,2.1060885041952133,0.00016344533333333334,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.6450429558753967,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
56.5,13.75,0.24329958219620434,0.34779180958867073,494,24976-1787231844608755600,24976,1011712,33,17,0,16,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.001151665230281651,0.023311031982302666,2.1222305297851562,0.9036185145378113,1,1,0,0,1.0,2.0,2.0,0.0,0.8247793316841125,0.00048828125,0.0035644532181322575,-0.000498561654239893,0.004664246924221516,0.00390625,0.390625,-0.004124999977648258,0.0,0.0,0.0,0.0,0.001151665230281651,0.00439453125,0.004605874535627663,1.0478538937989947,1.0,0.938453111361285,-0.02793155104154721,0.14049046766012907,0.12472687661647797,0.011747916229069233,0.12698814272880554,0.1395181119441986,0.1517437845468521,0.16848714649677277,0.0,0.0,0.0,2.838879317045212,0.014968735275033396,0.1090087890625,0.8027743361890316,0.00016276266666666667,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.37824904918670654,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
72.5,17.75,0.2447951586289318,0.30206633545458317,495,24976-1787231844608755600,24976,1013760,48,23,0,25,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.0011225916678085923,0.02762000821530819,2.408906936645508,1.360168218612671,15,6,0,9,0.4,0.6666666666666666,0.7333333333333333,0.06666666666666667,0.8178260326385498,0.000732421875,0.003173828125,-0.0005844035767950118,0.009248997084796429,0.00244140625,0.244140625,-0.003716797102242708,0.0,0.0,0.0,0.0,0.0011225916678085923,0.003173828125,0.005339976502000354,1.6819734145451901,1.0,1.1707081315599432,-0.012910965306218714,0.32794781867414713,0.23279418051242828,0.054506123065948486,0.24494189023971558,0.32854163646698,0.3827877342700958,0.4163985550403595,0.0,0.0,0.0,2.716081216931343,0.006367573041643482,0.042724609375,2.040927827358246,0.00016208,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.5805448889732361,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
88.5,21.75,0.2457434809185133,0.2655666470527649,496,24976-1787231844608755600,24976,1015808,49,24,0,25,0.4897959183673469,0.4897959183673469,0.4897959183673469,0.001162591390311718,0.02192063070833683,2.3797473907470703,0.8764436841011047,1,1,0,0,1.0,1.0,1.0,0.0,0.7921276092529297,0.00048828125,0.003320312825962901,-0.00025859769084490836,0.006362294778227806,0.00341796875,0.341796875,-0.0038652343209832907,0.0,0.0,0.0,0.0,0.001162591390311718,0.00390625,0.0048462370978086255,1.2403191753301235,1.0,0.9892467390065367,-0.019085019477643073,0.1599001381546259,0.12461782991886139,0.024589380249381065,0.13510680198669434,0.1546056866645813,0.19169819355010986,0.20962701737880707,0.0,0.0,0.0,2.8584811687469482,0.006091970470151864,0.0474853515625,1.149555154144764,0.00016139733333333335,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.3995971381664276,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
104.5,25.75,0.24639894073261748,0.2534965043887496,497,24976-1787231844608755600,24976,1017856,64,32,0,32,0.5,0.48,0.5,0.002048507332801819,0.030364885926246643,2.670121908187866,1.4030635356903076,15,8,0,7,0.5333333333333333,0.8,0.8,0.0,0.9390674233436584,0.002197265625,0.004199218936264515,0.0008561097201891243,0.00388331594876945,0.0048828125,0.48828125,-0.0038769531529396772,0.0,0.0,0.0,0.0,0.002048507332801819,0.007080078125,0.0053840753535041586,0.7603468368037753,1.0,0.5475088799334038,-0.03091736399801448,0.1161775765940547,0.0786399096250534,0.015922559425234795,0.09692848473787308,0.11605125665664673,0.13391970098018646,0.14126363396644592,0.0,0.0,0.0,2.8875255286693573,0.01070206784788752,0.084716796875,0.9750034883618355,0.00016071466666666667,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.3463395833969116,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
118.5,29.25,0.2468284423301815,0.23134130736192068,498,24976-1787231844608755600,24976,1019904,66,34,0,32,0.5151515151515151,0.48,0.5151515151515151,0.0004437133902683854,0.017835166305303574,1.9639836549758911,1.056818962097168,2,2,0,0,1.0,2.0,2.0,0.0,0.8458832502365112,0.0009765625,0.0020996094681322575,-0.0011648002546280622,0.00659957155585289,0.00146484375,0.146484375,-0.003914062399417162,0.0,0.0,0.0,0.0,0.0004437133902683854,0.00244140625,0.0034583022934384644,1.415940650102113,1.0,1.6025435569603386,-0.008424367057159543,0.2006318358083566,0.14305153489112854,0.025234708562493324,0.17375168204307556,0.20004650950431824,0.23167148232460022,0.23681342601776123,0.0,0.0,0.0,3.0146591663360596,0.011055732941410193,0.08528645833333333,2.679886450370153,0.000160032,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.4148828685283661,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
132.5,32.75,0.24716291359838807,0.1958768991753459,499,24976-1787231844608755600,24976,1021952,80,39,0,41,0.4875,0.46,0.4875,0.0018891524523496628,0.03127863630652428,1.8653650283813477,1.2565770149230957,14,5,0,9,0.35714285714285715,0.5714285714285714,0.5714285714285714,0.0,0.9127315878868103,0.000244140625,0.0042480467818677425,0.0006828370969742537,0.00735680665820837,0.0048828125,0.48828125,-0.0034667968284338713,0.0,0.0,0.0,0.0,0.0018891524523496628,0.005126953125,0.0062579577206633985,1.2203617248672487,1.0,0.6760586034869168,-0.022166727314470336,0.1362622044980526,0.11176474392414093,0.013170563615858555,0.12129566818475723,0.13375453650951385,0.15354453027248383,0.15871965885162354,0.0,0.0,0.0,2.7880832999944687,0.009891427936963737,0.071533203125,1.0444599948823452,0.00015934933333333336,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.37120822072029114,,,,,,,0.0,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0
