success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,protocol_version,split,condition,latent_selection,fixed_latent_id,seed,environment_seed,test_seed,calibration_seed,initial_state_hash,action_sampling_seed,selector_seed,shuffle_seed,episode_index,episode_id,switch_opportunity_schedule_hash,map_set,map_layout,opponent,checkpoint,posthoc_only
1,3,2,129,-6.455413105264597,0.7999999523162842,0,1,34.0,6.674838753633721,0.6814153718241897,0.5581395348837209,0.031007751937984496,129.0,2,0.015625,5,0.03875968992248062,2,1.3849409559900447,3,0.0,0.49612403100775193,0.0,0.5038759689922481,0.0,0.5789473684210527,0.0,0.42105263157894735,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.07142857142857142,0.0,0.9285714285714286,0.0,0.5277777777777778,0.0,0.4722222222222222,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2000,2000,2000,,378461b94eaf7e6d46eb7c1a25bb36140f29f27b87b3cb117e026b1da49b8adb,106729,9919,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,2,3,125,-5.4921438664605375,0.8399999737739563,0,-1,30.0,7.39456884765625,0.7742491892593462,0.656,0.032,125.0,1,0.008064516129032258,4,0.032,2,1.3847493715286254,1,0.0,0.744,0.0,0.256,0.0,0.05555555555555555,0.0,0.9444444444444444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6739130434782609,0.0,0.32608695652173914,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2001,2001,2001,,0b21ba198a80826d5a454d077b9cb479eb9e067eb36799c7870fc104e84258c5,106730,9920,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,2,3,172,-15.1029332500475,0.7599999904632568,0,-1,31.0,6.807676803234012,0.7661904261994184,0.6686046511627907,0.08139534883720931,172.0,4,0.023391812865497075,6,0.03488372093023256,2,1.3847913423249887,1,0.0,0.5581395348837209,0.0,0.4418604651162791,0.0,0.23684210526315788,0.0,0.7631578947368421,0.0,0.62,0.0,0.38,0.0,0.0,0.0,1.0,0.0,0.7671232876712328,0.0,0.2328767123287671,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2002,2002,2002,,b4cdba0f7a2d53dd9bf1e5647a9a0844f1753a784d402246ee4a2b57a4f98d76,106731,9921,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
1,3,2,121,-7.148617220896995,0.8399999737739563,0,1,29.0,6.71353830384814,0.8063521531763501,0.6363636363636364,0.04132231404958678,121.0,2,0.016666666666666666,4,0.03305785123966942,2,1.3846987939077962,1,0.0,0.5289256198347108,0.0,0.47107438016528924,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.72,0.0,0.28,0.0,0.15789473684210525,0.0,0.8421052631578947,0.0,0.5428571428571428,0.0,0.45714285714285713,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2003,2003,2003,,bda0b142cd41cd83699b6332ed364f7c74d2b2274472de9ae9f67ee3369c9f2b,106732,9922,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,1,3,127,-11.292354944132967,0.7999999523162842,0,-2,34.0,6.911635030911663,0.7479078850590253,0.5826771653543307,0.047244094488188976,127.0,3,0.023809523809523808,4,0.031496062992125984,2,1.3847860407641555,3,0.0,0.49606299212598426,0.0,0.5039370078740157,0.0,0.0,0.0,1.0,0.0,0.7872340425531915,0.0,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.5098039215686274,0.0,0.49019607843137253,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2004,2004,2004,,b321a3be626fa26ed5c1ea7dc8e72978f34606f0827ef687f34073afbbba9364,106733,9923,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,1,3,126,-4.991301600712177,0.6399999856948853,0,-2,37.0,6.973019070095486,0.6407765882399179,0.6507936507936508,0.015873015873015872,126.0,1,0.008,4,0.031746031746031744,2,1.384995560797434,1,0.0,0.746031746031746,0.0,0.25396825396825395,,,,,0.0,0.925,0.0,0.075,0.0,0.52,0.0,0.48,0.0,0.7213114754098361,0.0,0.2786885245901639,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2005,2005,2005,,c597f7d3cd8e08d6ed9d4200765f2ff9f26cbbdc7e73377b21ff19dc71097a41,106734,9924,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,3,3,120,-11.437320226163138,0.6800000071525574,0,0,36.0,6.149122111002604,0.7534375424798267,0.6833333333333333,0.13333333333333333,120.0,3,0.025210084033613446,4,0.03333333333333333,2,1.3850875973701477,3,0.0,0.4666666666666667,0.0,0.5333333333333333,0.0,0.8,0.0,0.2,0.0,0.25,0.0,0.75,0.0,0.425531914893617,0.0,0.574468085106383,0.0,0.43243243243243246,0.0,0.5675675675675675,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2006,2006,2006,,d06d2f1b1df884d4383c02f740cca4c870324ee09b2bd20ef7e05ea601da9b94,106735,9925,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,1,3,109,-10.040944187312562,0.6800000071525574,0,-2,32.0,6.438024118405964,0.6388398235327764,0.5871559633027523,0.11926605504587157,109.0,2,0.018518518518518517,4,0.03669724770642202,2,1.3851852734154517,3,0.0,0.29357798165137616,0.0,0.7064220183486238,0.0,0.0,0.0,1.0,0.0,0.47368421052631576,0.0,0.5263157894736842,0.0,0.07407407407407407,0.0,0.9259259259259259,0.0,0.3870967741935484,0.0,0.6129032258064516,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2007,2007,2007,,f995df39a1afaa4eac708924402873c54eb373c280263887aa9bca67eab981df,106736,9926,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
0,1,3,102,-4.298992322059348,0.6399999856948853,0,-2,31.0,6.865771125344669,0.6098698015292285,0.5294117647058824,0.00980392156862745,102.0,2,0.019801980198019802,4,0.0392156862745098,2,1.3848103553641076,1,0.0,0.6274509803921569,0.0,0.37254901960784315,,,,,0.0,0.8604651162790697,0.0,0.13953488372093023,0.0,0.0,0.0,1.0,0.0,0.6585365853658537,0.0,0.34146341463414637,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2008,2008,2008,,f19c20522f9de1b8481fd1da0727a5db1294f0182b1821072001d703b264030e,106737,9927,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
1,3,2,114,-5.323346667981241,0.7199999690055847,0,1,29.0,5.825618810820997,0.5755910406870546,0.4298245614035088,0.03508771929824561,114.0,2,0.017699115044247787,4,0.03508771929824561,2,1.3847686334660179,3,0.0,0.2807017543859649,0.0,0.7192982456140351,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.38095238095238093,0.0,0.6190476190476191,v6i4_router_ablation_v1,test,learned_qphi_switching,qphi,,2009,2009,2009,,96ea99f1eb94c99633825707d247406bf45a100a0573478a989a2c086e1de23a,106738,9928,,1,1,11f8518f7f59e9140fb4cd831aa4228a3c3ddbbb1a5d79a99bc9d002c988e9f1,eval,map_b_split_lane_v2,OP5,checkpoints\4v4_phasea_window_router_z0_z3\final_v6i5_router_z0_z3_frozen_actor_516k_716k_OP5_OP6_OP7_4v4.zip,
