kind,failure_label,outcome_step,band,band_start_off,band_end_off,episode_key,opponent,eval_seed,train_seed,window_start,window_end,window_len,opp_has_carrier,opp_home_threatened,opp_leading,score_diff_at_end,score_stratum,carrier_unescorted_frac,mean_escort_distance,mean_carrier_pressure,carrier_pressure_trend,carrier_pressure_increasing,defender_tag_available_frac,mean_nearest_ready_defender,own_cooldown_bound_frac,both_forward_frac,none_forward_frac,mean_team_separation,intervention_margin,mate_can_intervene,leading_frac,trailing_frac
failure,tagged_while_carrying,176,earliest,-30,-20,OP10:9400023,OP10,9400023,3200002,146,156,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.2,0.25543156638741493,nan,0.0,0.0,0.0
failure,tagged_while_carrying,176,middle,-20,-10,OP10:9400023,OP10,9400023,3200002,156,166,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.0,0.6,0.2665713097900152,nan,0.0,0.0,0.0
failure,tagged_while_carrying,176,latest,-10,0,OP10:9400023,OP10,9400023,3200002,166,176,10,True,False,False,0.0,tied,1.0,0.5436279773712158,0.11807174980640411,nan,False,0.3,0.19805577397346497,0.0,0.1,0.0,0.2822644628584385,-0.34557220339775085,0.0,0.0,0.0
failure,dropped_the_flag,176,earliest,-30,-20,OP10:9400023,OP10,9400023,3200002,146,156,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.2,0.25543156638741493,nan,0.0,0.0,0.0
failure,dropped_the_flag,176,middle,-20,-10,OP10:9400023,OP10,9400023,3200002,156,166,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.0,0.6,0.2665713097900152,nan,0.0,0.0,0.0
failure,dropped_the_flag,176,latest,-10,0,OP10:9400023,OP10,9400023,3200002,166,176,10,True,False,False,0.0,tied,1.0,0.5436279773712158,0.11807174980640411,nan,False,0.3,0.19805577397346497,0.0,0.1,0.0,0.2822644628584385,-0.34557220339775085,0.0,0.0,0.0
failure,tagged_while_carrying,197,earliest,-30,-20,OP10:9400023,OP10,9400023,3200002,167,177,10,True,False,False,0.0,tied,1.0,0.57980877161026,0.11265738680958748,-0.01082872599363327,True,0.4,0.18996631354093552,0.0,0.1,0.0,0.30301760211586953,-0.3898424580693245,0.0,0.0,0.0
failure,tagged_while_carrying,197,middle,-20,-10,OP10:9400023,OP10,9400023,3200002,177,187,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.2,0.31677352637052536,nan,0.0,0.0,0.0
failure,tagged_while_carrying,197,latest,-10,0,OP10:9400023,OP10,9400023,3200002,187,197,10,True,True,False,0.0,tied,0.5714285714285714,0.31331726376499447,0.08844260073133878,0.011358760297298431,False,1.0,0.5076251583439964,0.0,0.2,0.0,0.36802655681967733,0.19430789457900183,1.0,0.0,0.0
failure,tagged_while_carrying,19,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,0,9,9,False,True,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,0.8888888888888888,0.299735716647572,nan,0.0,0.0,0.0
failure,tagged_while_carrying,19,latest,-10,0,OP10:9400024,OP10,9400024,3200002,9,19,10,True,True,False,0.0,tied,1.0,0.5729419589042664,0.0817372053861618,nan,False,0.1,nan,0.9,0.1,0.0,0.2915768936276436,nan,0.0,0.0,0.0
failure,dropped_the_flag,19,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,0,9,9,False,True,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,0.8888888888888888,0.299735716647572,nan,0.0,0.0,0.0
failure,dropped_the_flag,19,latest,-10,0,OP10:9400024,OP10,9400024,3200002,9,19,10,True,True,False,0.0,tied,1.0,0.5729419589042664,0.0817372053861618,nan,False,0.1,nan,0.9,0.1,0.0,0.2915768936276436,nan,0.0,0.0,0.0
failure,tagged_while_carrying,43,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,13,23,10,True,False,False,0.0,tied,1.0,0.5866583287715912,0.06735190935432911,-0.02877059206366539,True,0.1,0.052966613322496414,1.0,0.0,0.0,0.4010627269744873,-0.5474080853164196,0.0,0.0,0.0
failure,tagged_while_carrying,43,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,23,33,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.8,0.0,0.2,0.31128294542431834,nan,0.0,0.0,0.0
failure,tagged_while_carrying,43,latest,-10,0,OP10:9400024,OP10,9400024,3200002,33,43,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.1,0.0,0.2960755743086338,nan,0.0,0.0,0.0
failure,dropped_the_flag,43,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,13,23,10,True,False,False,0.0,tied,1.0,0.5866583287715912,0.06735190935432911,-0.02877059206366539,True,0.1,0.052966613322496414,1.0,0.0,0.0,0.4010627269744873,-0.5474080853164196,0.0,0.0,0.0
failure,dropped_the_flag,43,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,23,33,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.8,0.0,0.2,0.31128294542431834,nan,0.0,0.0,0.0
failure,dropped_the_flag,43,latest,-10,0,OP10:9400024,OP10,9400024,3200002,33,43,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.1,0.0,0.2960755743086338,nan,0.0,0.0,0.0
failure,tagged_while_carrying,134,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,104,114,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.1,0.3242078982293606,nan,0.0,1.0,0.0
failure,tagged_while_carrying,134,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,114,124,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.3,nan,0.0,0.0,1.0,0.14605137705802917,nan,0.0,1.0,0.0
failure,tagged_while_carrying,134,latest,-10,0,OP10:9400024,OP10,9400024,3200002,124,134,10,True,True,True,1.0,leading,0.0,0.060333460569381714,0.3336028456687927,-0.16363653540611267,True,1.0,0.3336028456687927,0.0,0.7,0.2,0.07426957152783871,0.273269385099411,1.0,1.0,0.0
failure,dropped_the_flag,134,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,104,114,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.1,0.3242078982293606,nan,0.0,1.0,0.0
failure,dropped_the_flag,134,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,114,124,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.3,nan,0.0,0.0,1.0,0.14605137705802917,nan,0.0,1.0,0.0
failure,dropped_the_flag,134,latest,-10,0,OP10:9400024,OP10,9400024,3200002,124,134,10,True,True,True,1.0,leading,0.0,0.060333460569381714,0.3336028456687927,-0.16363653540611267,True,1.0,0.3336028456687927,0.0,0.7,0.2,0.07426957152783871,0.273269385099411,1.0,1.0,0.0
failure,tagged_while_carrying,139,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,109,119,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.6,0.2802113279700279,nan,0.0,1.0,0.0
failure,tagged_while_carrying,139,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,119,129,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.8,nan,0.0,0.2,0.7,0.1195007897913456,nan,0.0,1.0,0.0
failure,tagged_while_carrying,139,latest,-10,0,OP10:9400024,OP10,9400024,3200002,129,139,10,True,True,True,1.0,leading,0.2,0.12986295074224471,0.2722929537296295,-0.20170387625694275,True,1.0,0.2959386587142944,0.0,0.9,0.0,0.14150293730199337,0.1660757079720497,0.8,1.0,0.0
failure,dropped_the_flag,139,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,109,119,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.6,0.2802113279700279,nan,0.0,1.0,0.0
failure,dropped_the_flag,139,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,119,129,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.8,nan,0.0,0.2,0.7,0.1195007897913456,nan,0.0,1.0,0.0
failure,dropped_the_flag,139,latest,-10,0,OP10:9400024,OP10,9400024,3200002,129,139,10,True,True,True,1.0,leading,0.2,0.12986295074224471,0.2722929537296295,-0.20170387625694275,True,1.0,0.2959386587142944,0.0,0.9,0.0,0.14150293730199337,0.1660757079720497,0.8,1.0,0.0
failure,tagged_while_carrying,188,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,158,168,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.3,0.1,0.2567929372191429,nan,0.0,0.0,0.0
failure,tagged_while_carrying,188,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,168,178,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.0,0.0,1.0,0.1075358398258686,nan,0.0,0.0,0.0
failure,tagged_while_carrying,188,latest,-10,0,OP10:9400024,OP10,9400024,3200002,178,188,10,True,True,False,0.0,tied,0.0,0.07866114750504494,0.2865700274705887,-0.04880300164222717,True,1.0,0.2865700274705887,0.0,0.7,0.3,0.06506039164960384,0.20790887996554375,1.0,0.0,0.0
failure,tagged_while_carrying,191,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,161,171,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.2617397136986256,nan,0.0,0.0,0.0
failure,tagged_while_carrying,191,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,171,181,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.4,nan,0.0,0.0,1.0,0.09461770989000798,nan,0.0,0.0,0.0
failure,tagged_while_carrying,191,latest,-10,0,OP10:9400024,OP10,9400024,3200002,181,191,10,True,True,False,0.0,tied,0.0,0.09542451947927474,0.20823126286268234,-0.19503898173570633,True,1.0,0.25491516292095184,0.0,1.0,0.0,0.07624498084187507,0.1594906434416771,1.0,0.0,0.0
failure,dropped_the_flag,191,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,161,171,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.2617397136986256,nan,0.0,0.0,0.0
failure,dropped_the_flag,191,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,171,181,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.4,nan,0.0,0.0,1.0,0.09461770989000798,nan,0.0,0.0,0.0
failure,dropped_the_flag,191,latest,-10,0,OP10:9400024,OP10,9400024,3200002,181,191,10,True,True,False,0.0,tied,0.0,0.09542451947927474,0.20823126286268234,-0.19503898173570633,True,1.0,0.25491516292095184,0.0,1.0,0.0,0.07624498084187507,0.1594906434416771,1.0,0.0,0.0
failure,tagged_while_carrying,216,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,186,196,10,True,True,False,0.0,tied,0.0,0.09992612649997075,0.1929957481722037,-0.19415335357189178,True,0.6,0.2356918603181839,0.0,0.8,0.0,0.10892934501171112,0.13576573381821314,1.0,0.0,0.0
failure,tagged_while_carrying,216,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,196,206,10,False,False,False,-1.0,trailing,0.0,nan,nan,nan,False,0.0,nan,0.2,0.0,1.0,0.12427537813782692,nan,0.0,0.0,1.0
failure,tagged_while_carrying,216,latest,-10,0,OP10:9400024,OP10,9400024,3200002,206,216,10,False,False,False,-1.0,trailing,0.0,nan,nan,nan,False,0.1,nan,1.0,0.6,0.2,0.11768399737775326,nan,0.0,0.0,1.0
failure,dropped_the_flag,216,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,186,196,10,True,True,False,0.0,tied,0.0,0.09992612649997075,0.1929957481722037,-0.19415335357189178,True,0.6,0.2356918603181839,0.0,0.8,0.0,0.10892934501171112,0.13576573381821314,1.0,0.0,0.0
failure,dropped_the_flag,216,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,196,206,10,False,False,False,-1.0,trailing,0.0,nan,nan,nan,False,0.0,nan,0.2,0.0,1.0,0.12427537813782692,nan,0.0,0.0,1.0
failure,dropped_the_flag,216,latest,-10,0,OP10:9400024,OP10,9400024,3200002,206,216,10,False,False,False,-1.0,trailing,0.0,nan,nan,nan,False,0.1,nan,1.0,0.6,0.2,0.11768399737775326,nan,0.0,0.0,1.0
control,none,90,earliest,-30,-20,OP10:9400024,OP10,9400024,3200002,60,70,10,True,True,False,0.0,tied,0.3,0.16156084164977075,0.3214318387210369,-0.47922518104314804,True,1.0,0.3394730150699615,0.2,0.2,0.3,0.16156084164977075,0.1779121734201908,1.0,0.0,0.0
control,none,90,middle,-20,-10,OP10:9400024,OP10,9400024,3200002,70,80,10,True,True,True,1.0,leading,0.0,0.11510934929052989,0.09379635502894719,0.11168427020311356,False,0.3,0.04158458858728409,1.0,0.0,0.7,0.275599105656147,-0.05777750164270401,0.0,0.7,0.0
control,none,90,latest,-10,0,OP10:9400024,OP10,9400024,3200002,80,90,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.5,nan,1.0,0.0,0.1,0.2819104328751564,nan,0.0,1.0,0.0
failure,tagged_while_carrying,24,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,0,4,4,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.6572679877281189,nan,0.0,0.0,0.0
failure,tagged_while_carrying,24,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,4,14,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.7,nan,0.3,0.0,1.0,0.39913294166326524,nan,0.0,0.0,0.0
failure,tagged_while_carrying,24,latest,-10,0,OP10:9400025,OP10,9400025,3200002,14,24,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.2,0.4,0.19122234582901002,nan,0.0,0.0,0.0
failure,dropped_the_flag,24,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,0,4,4,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.6572679877281189,nan,0.0,0.0,0.0
failure,dropped_the_flag,24,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,4,14,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.7,nan,0.3,0.0,1.0,0.39913294166326524,nan,0.0,0.0,0.0
failure,dropped_the_flag,24,latest,-10,0,OP10:9400025,OP10,9400025,3200002,14,24,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.2,0.4,0.19122234582901002,nan,0.0,0.0,0.0
failure,tagged_while_carrying,93,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,63,73,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.4,0.1,0.15260570794343947,nan,0.0,0.0,0.0
failure,tagged_while_carrying,93,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,73,83,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,1.0,0.12381189540028573,nan,0.0,0.0,0.0
failure,tagged_while_carrying,93,latest,-10,0,OP10:9400025,OP10,9400025,3200002,83,93,10,True,True,False,0.0,tied,0.0,0.05278070146838824,0.1031872034072876,-0.039192572236061096,True,0.3,0.29820431768894196,0.0,0.8,0.0,0.10652313195168972,0.24542361622055373,1.0,0.0,0.0
failure,dropped_the_flag,93,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,63,73,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.4,0.1,0.15260570794343947,nan,0.0,0.0,0.0
failure,dropped_the_flag,93,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,73,83,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,1.0,0.12381189540028573,nan,0.0,0.0,0.0
failure,dropped_the_flag,93,latest,-10,0,OP10:9400025,OP10,9400025,3200002,83,93,10,True,True,False,0.0,tied,0.0,0.05278070146838824,0.1031872034072876,-0.039192572236061096,True,0.3,0.29820431768894196,0.0,0.8,0.0,0.10652313195168972,0.24542361622055373,1.0,0.0,0.0
failure,tagged_while_carrying,117,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,87,97,10,True,True,False,0.0,tied,0.0,0.054034240543842316,0.09687359631061554,-0.03883998095989227,True,0.4,0.2560003958642483,0.0,0.9,0.0,0.07543008551001548,0.20196615532040596,1.0,0.0,0.0
failure,tagged_while_carrying,117,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,97,107,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.3,0.0,1.0,0.054843022301793096,nan,0.0,0.0,0.0
failure,tagged_while_carrying,117,latest,-10,0,OP10:9400025,OP10,9400025,3200002,107,117,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,1.0,0.6,0.3,0.06097276173532009,nan,0.0,0.0,0.0
failure,dropped_the_flag,117,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,87,97,10,True,True,False,0.0,tied,0.0,0.054034240543842316,0.09687359631061554,-0.03883998095989227,True,0.4,0.2560003958642483,0.0,0.9,0.0,0.07543008551001548,0.20196615532040596,1.0,0.0,0.0
failure,dropped_the_flag,117,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,97,107,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.3,0.0,1.0,0.054843022301793096,nan,0.0,0.0,0.0
failure,dropped_the_flag,117,latest,-10,0,OP10:9400025,OP10,9400025,3200002,107,117,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,1.0,0.6,0.3,0.06097276173532009,nan,0.0,0.0,0.0
failure,tagged_while_carrying,172,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,142,152,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.2,0.3,0.2570819154381752,nan,0.0,0.0,0.0
failure,tagged_while_carrying,172,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,152,162,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.2,0.1,0.6,0.16623816154897214,nan,0.0,0.0,0.0
failure,tagged_while_carrying,172,latest,-10,0,OP10:9400025,OP10,9400025,3200002,162,172,10,True,True,False,0.0,tied,1.0,0.5161159038543701,0.1258711814880371,nan,False,0.9,0.2610829174518585,0.0,0.6,0.0,0.25772163942456244,-0.2550329864025116,0.0,0.0,0.0
failure,dropped_the_flag,172,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,142,152,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.2,0.3,0.2570819154381752,nan,0.0,0.0,0.0
failure,dropped_the_flag,172,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,152,162,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.2,0.1,0.6,0.16623816154897214,nan,0.0,0.0,0.0
failure,dropped_the_flag,172,latest,-10,0,OP10:9400025,OP10,9400025,3200002,162,172,10,True,True,False,0.0,tied,1.0,0.5161159038543701,0.1258711814880371,nan,False,0.9,0.2610829174518585,0.0,0.6,0.0,0.25772163942456244,-0.2550329864025116,0.0,0.0,0.0
control,none,60,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.5,0.1,0.7,0.11169346123933792,nan,0.0,0.0,0.0
control,none,60,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,40,50,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.2,0.3,0.21307621151208878,nan,0.0,0.0,0.0
control,none,60,latest,-10,0,OP10:9400025,OP10,9400025,3200002,50,60,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.7,0.14638518877327442,nan,0.0,0.0,0.0
control,none,210,earliest,-30,-20,OP10:9400025,OP10,9400025,3200002,180,190,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.6,nan,0.0,0.0,0.6,0.2808717548847198,nan,0.0,0.0,0.0
control,none,210,middle,-20,-10,OP10:9400025,OP10,9400025,3200002,190,200,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.3,nan,0.0,0.2,0.2,0.24782155305147172,nan,0.0,0.0,0.0
control,none,210,latest,-10,0,OP10:9400025,OP10,9400025,3200002,200,210,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.1,0.0,0.9,0.2575611412525177,nan,0.0,0.0,0.0
failure,tagged_while_carrying,31,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,1,11,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.8,nan,0.0,0.0,0.9,0.3312789499759674,nan,0.0,0.0,0.0
failure,tagged_while_carrying,31,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,11,21,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.4,0.0,1.0,0.066890424862504,nan,0.0,0.0,0.0
failure,tagged_while_carrying,31,latest,-10,0,OP10:9400026,OP10,9400026,3200002,21,31,10,True,True,False,0.0,tied,0.0,0.06977800031503041,0.12071968739231427,-0.1277662329375744,True,0.1,0.3462269902229309,1.0,0.7,0.2,0.062447312846779825,0.30132322758436203,0.3333333333333333,0.0,0.0
failure,tagged_while_carrying,32,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,2,12,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.7,nan,0.0,0.0,0.9,0.2944039359688759,nan,0.0,0.0,0.0
failure,tagged_while_carrying,32,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,12,22,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.5,0.0,1.0,0.05975453667342663,nan,0.0,0.0,0.0
failure,tagged_while_carrying,32,latest,-10,0,OP10:9400026,OP10,9400026,3200002,22,32,10,True,True,False,0.0,tied,0.0,0.07277859002351761,0.11441733222454786,-0.08350319415330887,True,0.2,0.22086862847208977,1.0,0.8,0.1,0.06625163219869137,0.15752656757831573,0.5,0.0,0.0
failure,dropped_the_flag,32,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,2,12,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.7,nan,0.0,0.0,0.9,0.2944039359688759,nan,0.0,0.0,0.0
failure,dropped_the_flag,32,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,12,22,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.5,0.0,1.0,0.05975453667342663,nan,0.0,0.0,0.0
failure,dropped_the_flag,32,latest,-10,0,OP10:9400026,OP10,9400026,3200002,22,32,10,True,True,False,0.0,tied,0.0,0.07277859002351761,0.11441733222454786,-0.08350319415330887,True,0.2,0.22086862847208977,1.0,0.8,0.1,0.06625163219869137,0.15752656757831573,0.5,0.0,0.0
failure,tagged_while_carrying,57,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,27,37,10,True,True,False,0.0,tied,0.0,0.0916444331407547,0.12182940766215325,-0.027535751461982727,True,0.3,0.21234338730573654,1.0,0.8,0.0,0.1345333620905876,0.11441274483998616,0.6,0.0,0.0
failure,tagged_while_carrying,57,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,37,47,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.1,0.0,0.8,0.15623893961310387,nan,0.0,0.0,0.0
failure,tagged_while_carrying,57,latest,-10,0,OP10:9400026,OP10,9400026,3200002,47,57,10,True,True,False,0.0,tied,0.0,0.14024530351161957,0.27540352940559387,-0.02193540334701538,True,0.4,0.27540352940559387,0.0,0.5,0.2,0.13021088913083076,0.1351582258939743,1.0,0.0,0.0
failure,dropped_the_flag,57,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,27,37,10,True,True,False,0.0,tied,0.0,0.0916444331407547,0.12182940766215325,-0.027535751461982727,True,0.3,0.21234338730573654,1.0,0.8,0.0,0.1345333620905876,0.11441274483998616,0.6,0.0,0.0
failure,dropped_the_flag,57,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,37,47,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.1,0.0,0.8,0.15623893961310387,nan,0.0,0.0,0.0
failure,dropped_the_flag,57,latest,-10,0,OP10:9400026,OP10,9400026,3200002,47,57,10,True,True,False,0.0,tied,0.0,0.14024530351161957,0.27540352940559387,-0.02193540334701538,True,0.4,0.27540352940559387,0.0,0.5,0.2,0.13021088913083076,0.1351582258939743,1.0,0.0,0.0
failure,tagged_while_carrying,109,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,79,89,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.7,nan,1.0,0.0,0.3,0.400099503993988,nan,0.0,1.0,0.0
failure,tagged_while_carrying,109,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,89,99,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.8,0.0,0.6,0.2515659436583519,nan,0.0,1.0,0.0
failure,tagged_while_carrying,109,latest,-10,0,OP10:9400026,OP10,9400026,3200002,99,109,10,True,True,True,1.0,leading,1.0,0.4189895689487457,0.11314256861805916,-0.021117933094501495,True,0.1,nan,1.0,0.4,0.0,0.25771421790122984,nan,0.0,1.0,0.0
failure,dropped_the_flag,109,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,79,89,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.7,nan,1.0,0.0,0.3,0.400099503993988,nan,0.0,1.0,0.0
failure,dropped_the_flag,109,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,89,99,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.8,0.0,0.6,0.2515659436583519,nan,0.0,1.0,0.0
failure,dropped_the_flag,109,latest,-10,0,OP10:9400026,OP10,9400026,3200002,99,109,10,True,True,True,1.0,leading,1.0,0.4189895689487457,0.11314256861805916,-0.021117933094501495,True,0.1,nan,1.0,0.4,0.0,0.25771421790122984,nan,0.0,1.0,0.0
failure,tagged_while_carrying,130,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,100,110,10,True,True,True,1.0,leading,1.0,0.42937501271565753,0.09098931153615315,-0.07701873779296875,True,0.1,0.07991328090429306,1.0,0.4,0.0,0.26687397956848147,-0.37023261934518814,0.0,1.0,0.0
failure,tagged_while_carrying,130,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,110,120,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.8,0.0,0.4,0.25956581383943556,nan,0.0,1.0,0.0
failure,tagged_while_carrying,130,latest,-10,0,OP10:9400026,OP10,9400026,3200002,120,130,10,True,True,True,1.0,leading,0.5,0.24913494971891245,0.1222928911447525,-0.03618839383125305,True,0.0,nan,0.9,0.4,0.0,0.32920270375907423,nan,0.0,1.0,0.0
failure,tagged_while_carrying,161,earliest,-30,-20,OP10:9400026,OP10,9400026,3200002,131,141,10,True,True,True,2.0,leading,0.0,0.1982274287276798,0.15389008902841145,-0.050002992153167725,True,0.7,0.16087656361716135,1.0,0.2,0.5,0.19420599788427353,-0.037145401750292094,0.1111111111111111,1.0,0.0
failure,tagged_while_carrying,161,middle,-20,-10,OP10:9400026,OP10,9400026,3200002,141,151,10,False,False,True,2.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.0,0.8,0.10239847525954246,nan,0.0,1.0,0.0
