kind,failure_label,outcome_step,band,band_start_off,band_end_off,episode_key,opponent,eval_seed,train_seed,window_start,window_end,window_len,opp_has_carrier,opp_home_threatened,opp_leading,score_diff_at_end,score_stratum,carrier_unescorted_frac,mean_escort_distance,mean_carrier_pressure,carrier_pressure_trend,carrier_pressure_increasing,defender_tag_available_frac,mean_nearest_ready_defender,own_cooldown_bound_frac,both_forward_frac,none_forward_frac,mean_team_separation,intervention_margin,mate_can_intervene,leading_frac,trailing_frac
failure,tagged_while_carrying,84,latest,-10,0,OP9:9400010,OP9,9400010,3200001,74,84,10,True,False,False,0.0,tied,1.0,0.3346574902534485,0.07198040187358856,nan,False,0.0,nan,0.8,0.0,0.4,0.280277606472373,nan,0.0,0.0,0.0
failure,dropped_the_flag,84,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,54,64,10,True,False,False,0.0,tied,1.0,0.43419331312179565,0.06986119784414768,0.0009658783674240112,False,0.4,0.12078087031841278,1.0,0.0,0.0,0.3873147130012512,-0.2732326537370682,0.0,0.0,0.0
failure,dropped_the_flag,84,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,64,74,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,1.0,0.2,0.4,0.17131406739354132,nan,0.0,0.0,0.0
failure,dropped_the_flag,84,latest,-10,0,OP9:9400010,OP9,9400010,3200001,74,84,10,True,False,False,0.0,tied,1.0,0.3346574902534485,0.07198040187358856,nan,False,0.0,nan,0.8,0.0,0.4,0.280277606472373,nan,0.0,0.0,0.0
failure,tagged_while_carrying,108,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,78,88,10,True,False,False,0.0,tied,1.0,0.3151152729988098,0.06636114045977592,-0.011238522827625275,True,0.2,0.15138360857963562,1.0,0.4,0.0,0.2711883656680584,-0.14418944716453552,0.0,0.0,0.0
failure,tagged_while_carrying,108,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,88,98,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.2,0.4,0.21396533995866776,nan,0.0,0.0,0.0
failure,tagged_while_carrying,108,latest,-10,0,OP9:9400010,OP9,9400010,3200001,98,108,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.9,0.0,0.5,0.25829761326313017,nan,0.0,0.0,0.0
failure,dropped_the_flag,108,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,78,88,10,True,False,False,0.0,tied,1.0,0.3151152729988098,0.06636114045977592,-0.011238522827625275,True,0.2,0.15138360857963562,1.0,0.4,0.0,0.2711883656680584,-0.14418944716453552,0.0,0.0,0.0
failure,dropped_the_flag,108,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,88,98,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.2,0.4,0.21396533995866776,nan,0.0,0.0,0.0
failure,dropped_the_flag,108,latest,-10,0,OP9:9400010,OP9,9400010,3200001,98,108,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.9,0.0,0.5,0.25829761326313017,nan,0.0,0.0,0.0
failure,tagged_while_carrying,115,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,85,95,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,1.0,0.5,0.1,0.20155924633145333,nan,0.0,0.0,0.0
failure,tagged_while_carrying,115,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,95,105,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.9,0.0,0.8,0.2216277152299881,nan,0.0,0.0,0.0
failure,tagged_while_carrying,115,latest,-10,0,OP9:9400010,OP9,9400010,3200001,105,115,10,True,False,False,0.0,tied,1.0,0.30222102999687195,0.06447958573698997,-0.019747011363506317,True,0.1,0.07435309141874313,1.0,0.7,0.0,0.22638471499085427,-0.2394821122288704,0.0,0.0,0.0
failure,dropped_the_flag,115,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,85,95,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,1.0,0.5,0.1,0.20155924633145333,nan,0.0,0.0,0.0
failure,dropped_the_flag,115,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,95,105,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.9,0.0,0.8,0.2216277152299881,nan,0.0,0.0,0.0
failure,dropped_the_flag,115,latest,-10,0,OP9:9400010,OP9,9400010,3200001,105,115,10,True,False,False,0.0,tied,1.0,0.30222102999687195,0.06447958573698997,-0.019747011363506317,True,0.1,0.07435309141874313,1.0,0.7,0.0,0.22638471499085427,-0.2394821122288704,0.0,0.0,0.0
failure,tagged_while_carrying,145,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,115,125,10,True,False,False,0.0,tied,1.0,0.3931082785129547,0.08333498984575272,nan,False,0.1,0.11821246147155762,0.9,0.0,0.3,0.3622236743569374,-0.2748958170413971,0.0,0.0,0.0
failure,tagged_while_carrying,145,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,125,135,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.9,0.0,0.5,0.28643179014325143,nan,0.0,0.0,0.0
failure,tagged_while_carrying,145,latest,-10,0,OP9:9400010,OP9,9400010,3200001,135,145,10,True,True,False,0.0,tied,1.0,0.42209939658641815,0.154313737526536,-0.12895101308822632,True,0.8,0.31824781000614166,1.0,0.4,0.0,0.2815550982952118,-0.10385158658027649,0.0,0.0,0.0
failure,dropped_the_flag,145,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,115,125,10,True,False,False,0.0,tied,1.0,0.3931082785129547,0.08333498984575272,nan,False,0.1,0.11821246147155762,0.9,0.0,0.3,0.3622236743569374,-0.2748958170413971,0.0,0.0,0.0
failure,dropped_the_flag,145,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,125,135,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.9,0.0,0.5,0.28643179014325143,nan,0.0,0.0,0.0
failure,dropped_the_flag,145,latest,-10,0,OP9:9400010,OP9,9400010,3200001,135,145,10,True,True,False,0.0,tied,1.0,0.42209939658641815,0.154313737526536,-0.12895101308822632,True,0.8,0.31824781000614166,1.0,0.4,0.0,0.2815550982952118,-0.10385158658027649,0.0,0.0,0.0
failure,tagged_while_carrying,183,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,153,163,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.0,0.4,0.2997992768883705,nan,0.0,0.0,0.0
failure,tagged_while_carrying,183,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,163,173,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.1,0.0,0.38117570281028745,nan,0.0,0.0,0.0
failure,tagged_while_carrying,183,latest,-10,0,OP9:9400010,OP9,9400010,3200001,173,183,10,True,False,False,0.0,tied,1.0,0.5420971512794495,0.09859875589609146,0.04471035301685333,False,0.6,0.3143710345029831,0.0,0.0,0.1,0.36632089093327524,-0.22772611677646637,0.0,0.0,0.0
failure,dropped_the_flag,183,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,153,163,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.0,0.4,0.2997992768883705,nan,0.0,0.0,0.0
failure,dropped_the_flag,183,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,163,173,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.1,0.0,0.38117570281028745,nan,0.0,0.0,0.0
failure,dropped_the_flag,183,latest,-10,0,OP9:9400010,OP9,9400010,3200001,173,183,10,True,False,False,0.0,tied,1.0,0.5420971512794495,0.09859875589609146,0.04471035301685333,False,0.6,0.3143710345029831,0.0,0.0,0.1,0.36632089093327524,-0.22772611677646637,0.0,0.0,0.0
failure,tagged_while_carrying,209,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,179,189,10,True,False,False,0.0,tied,1.0,0.509569505850474,0.11644082268079121,0.07588137686252594,False,0.5,0.26435411473115283,0.0,0.0,0.0,0.3580843284726143,-0.2452153911193212,0.0,0.0,0.0
failure,tagged_while_carrying,209,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,189,199,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.9,0.10969921201467514,nan,0.0,0.0,0.0
failure,tagged_while_carrying,209,latest,-10,0,OP9:9400010,OP9,9400010,3200001,199,209,10,True,True,False,0.0,tied,0.0,0.06857369715968768,0.28705913325150806,-0.11813794076442719,True,0.4,0.28705913325150806,0.0,0.7,0.1,0.08625455386936665,0.2184854360918204,1.0,0.0,0.0
failure,dropped_the_flag,209,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,179,189,10,True,False,False,0.0,tied,1.0,0.509569505850474,0.11644082268079121,0.07588137686252594,False,0.5,0.26435411473115283,0.0,0.0,0.0,0.3580843284726143,-0.2452153911193212,0.0,0.0,0.0
failure,dropped_the_flag,209,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,189,199,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.9,0.10969921201467514,nan,0.0,0.0,0.0
failure,dropped_the_flag,209,latest,-10,0,OP9:9400010,OP9,9400010,3200001,199,209,10,True,True,False,0.0,tied,0.0,0.06857369715968768,0.28705913325150806,-0.11813794076442719,True,0.4,0.28705913325150806,0.0,0.7,0.1,0.08625455386936665,0.2184854360918204,1.0,0.0,0.0
failure,tagged_while_carrying,214,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,184,194,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.14905128329992295,nan,0.0,0.0,0.0
failure,tagged_while_carrying,214,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,194,204,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.2,0.6,0.09684897810220719,nan,0.0,0.0,0.0
failure,tagged_while_carrying,214,latest,-10,0,OP9:9400010,OP9,9400010,3200001,204,214,10,True,True,False,0.0,tied,0.2,0.11314907893538476,0.22218744158744813,-0.23724548518657684,True,0.9,0.24748283624649048,0.0,1.0,0.0,0.11232256256043911,0.13433375731110572,0.8,0.0,0.0
failure,dropped_the_flag,214,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,184,194,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.14905128329992295,nan,0.0,0.0,0.0
failure,dropped_the_flag,214,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,194,204,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.2,0.6,0.09684897810220719,nan,0.0,0.0,0.0
failure,dropped_the_flag,214,latest,-10,0,OP9:9400010,OP9,9400010,3200001,204,214,10,True,True,False,0.0,tied,0.2,0.11314907893538476,0.22218744158744813,-0.23724548518657684,True,0.9,0.24748283624649048,0.0,1.0,0.0,0.11232256256043911,0.13433375731110572,0.8,0.0,0.0
failure,tagged_while_carrying,232,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,202,212,10,True,True,False,0.0,tied,0.0,0.06948184501379728,0.2532188855111599,-0.1836090087890625,True,0.7,0.2532188855111599,0.0,1.0,0.0,0.08367452807724476,0.1837370404973626,1.0,0.0,0.0
failure,tagged_while_carrying,232,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,212,222,10,True,False,False,0.0,tied,1.0,0.31401851773262024,0.0997103899717331,0.00329744815826416,False,0.3,0.19339074939489365,0.0,0.2,0.2,0.2871723771095276,-0.12062776833772659,0.0,0.0,0.0
failure,tagged_while_carrying,232,latest,-10,0,OP9:9400010,OP9,9400010,3200001,222,232,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.7,0.0,0.5,0.26340473964810374,nan,0.0,0.0,0.0
failure,dropped_the_flag,232,earliest,-30,-20,OP9:9400010,OP9,9400010,3200001,202,212,10,True,True,False,0.0,tied,0.0,0.06948184501379728,0.2532188855111599,-0.1836090087890625,True,0.7,0.2532188855111599,0.0,1.0,0.0,0.08367452807724476,0.1837370404973626,1.0,0.0,0.0
failure,dropped_the_flag,232,middle,-20,-10,OP9:9400010,OP9,9400010,3200001,212,222,10,True,False,False,0.0,tied,1.0,0.31401851773262024,0.0997103899717331,0.00329744815826416,False,0.3,0.19339074939489365,0.0,0.2,0.2,0.2871723771095276,-0.12062776833772659,0.0,0.0,0.0
failure,dropped_the_flag,232,latest,-10,0,OP9:9400010,OP9,9400010,3200001,222,232,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.7,0.0,0.5,0.26340473964810374,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,0,9,9,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.8888888888888888,nan,0.0,0.0,0.8888888888888888,0.0938751714097129,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,9,19,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.9,0.10952802188694477,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,latest,-10,0,OP9:9400011,OP9,9400011,3200001,19,29,10,True,True,False,0.0,tied,0.0,0.10409237444400787,0.36192938685417175,-0.05583977699279785,True,0.1,0.3340094983577728,0.0,0.5,0.3,0.13273755609989166,0.24736522138118744,0.5,0.0,0.0
failure,dropped_the_flag,29,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,0,9,9,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.8888888888888888,nan,0.0,0.0,0.8888888888888888,0.0938751714097129,nan,0.0,0.0,0.0
failure,dropped_the_flag,29,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,9,19,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.9,0.10952802188694477,nan,0.0,0.0,0.0
failure,dropped_the_flag,29,latest,-10,0,OP9:9400011,OP9,9400011,3200001,19,29,10,True,True,False,0.0,tied,0.0,0.10409237444400787,0.36192938685417175,-0.05583977699279785,True,0.1,0.3340094983577728,0.0,0.5,0.3,0.13273755609989166,0.24736522138118744,0.5,0.0,0.0
failure,tagged_while_carrying,37,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,7,17,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.0,0.0,0.8,0.08828826583921909,nan,0.0,0.0,0.0
failure,tagged_while_carrying,37,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,17,27,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.3,0.5,0.14402215480804442,nan,0.0,0.0,0.0
failure,tagged_while_carrying,37,latest,-10,0,OP9:9400011,OP9,9400011,3200001,27,37,10,True,True,False,0.0,tied,0.5714285714285714,0.20251055221472467,0.22494111955165863,-0.2570246607065201,True,0.9,0.3865587015946706,0.0,0.8,0.0,0.1873673629015684,0.17055313599606356,0.8571428571428571,0.0,0.0
failure,dropped_the_flag,37,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,7,17,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.0,0.0,0.8,0.08828826583921909,nan,0.0,0.0,0.0
failure,dropped_the_flag,37,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,17,27,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.3,0.5,0.14402215480804442,nan,0.0,0.0,0.0
failure,dropped_the_flag,37,latest,-10,0,OP9:9400011,OP9,9400011,3200001,27,37,10,True,True,False,0.0,tied,0.5714285714285714,0.20251055221472467,0.22494111955165863,-0.2570246607065201,True,0.9,0.3865587015946706,0.0,0.8,0.0,0.1873673629015684,0.17055313599606356,0.8571428571428571,0.0,0.0
failure,tagged_while_carrying,107,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,77,87,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.7,nan,1.0,0.0,0.4,0.2999264419078827,nan,0.0,1.0,0.0
failure,tagged_while_carrying,107,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,87,97,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.4,0.0,1.0,0.10729193240404129,nan,0.0,1.0,0.0
failure,tagged_while_carrying,107,latest,-10,0,OP9:9400011,OP9,9400011,3200001,97,107,10,True,True,True,1.0,leading,0.0,0.0722312843427062,0.3142051249742508,-0.21777662634849548,True,0.9,0.3142051249742508,0.0,0.8,0.0,0.09509810023009777,0.2419738406315446,1.0,1.0,0.0
failure,dropped_the_flag,107,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,77,87,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.7,nan,1.0,0.0,0.4,0.2999264419078827,nan,0.0,1.0,0.0
failure,dropped_the_flag,107,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,87,97,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.4,0.0,1.0,0.10729193240404129,nan,0.0,1.0,0.0
failure,dropped_the_flag,107,latest,-10,0,OP9:9400011,OP9,9400011,3200001,97,107,10,True,True,True,1.0,leading,0.0,0.0722312843427062,0.3142051249742508,-0.21777662634849548,True,0.9,0.3142051249742508,0.0,0.8,0.0,0.09509810023009777,0.2419738406315446,1.0,1.0,0.0
failure,tagged_while_carrying,158,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,128,138,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.1,0.324327389895916,nan,0.0,0.0,0.0
failure,tagged_while_carrying,158,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,138,148,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.8,0.17705629914999008,nan,0.0,0.0,0.0
failure,tagged_while_carrying,158,latest,-10,0,OP9:9400011,OP9,9400011,3200001,148,158,10,True,True,False,0.0,tied,0.0,0.06534694880247116,0.09421009570360184,nan,False,0.8,0.41319602727890015,0.9,0.6,0.4,0.06263277642428874,0.347849078476429,1.0,0.0,0.0
failure,tagged_while_carrying,162,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,132,142,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.3,0.21226425021886824,nan,0.0,0.0,0.0
failure,tagged_while_carrying,162,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,142,152,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.3,0.0,1.0,0.10091568902134895,nan,0.0,0.0,0.0
failure,tagged_while_carrying,162,latest,-10,0,OP9:9400011,OP9,9400011,3200001,152,162,10,True,True,False,0.0,tied,0.0,0.07031696066260337,0.11501939445734025,0.08454828709363937,False,1.0,0.2781051695346832,1.0,1.0,0.0,0.06356345489621162,0.20778820887207985,1.0,0.0,0.0
failure,dropped_the_flag,162,earliest,-30,-20,OP9:9400011,OP9,9400011,3200001,132,142,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.3,0.21226425021886824,nan,0.0,0.0,0.0
failure,dropped_the_flag,162,middle,-20,-10,OP9:9400011,OP9,9400011,3200001,142,152,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.3,0.0,1.0,0.10091568902134895,nan,0.0,0.0,0.0
failure,dropped_the_flag,162,latest,-10,0,OP9:9400011,OP9,9400011,3200001,152,162,10,True,True,False,0.0,tied,0.0,0.07031696066260337,0.11501939445734025,0.08454828709363937,False,1.0,0.2781051695346832,1.0,1.0,0.0,0.06356345489621162,0.20778820887207985,1.0,0.0,0.0
failure,tagged_while_carrying,21,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,1,11,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.29516401290893557,nan,0.0,0.0,0.0
failure,tagged_while_carrying,21,latest,-10,0,OP9:9400012,OP9,9400012,3200001,11,21,10,True,False,False,0.0,tied,1.0,0.43215084075927734,0.14614740014076233,nan,False,1.0,0.14614740014076233,0.0,0.0,0.3,0.3243968442082405,-0.286003440618515,0.0,0.0,0.0
failure,dropped_the_flag,21,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,1,11,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.29516401290893557,nan,0.0,0.0,0.0
failure,dropped_the_flag,21,latest,-10,0,OP9:9400012,OP9,9400012,3200001,11,21,10,True,False,False,0.0,tied,1.0,0.43215084075927734,0.14614740014076233,nan,False,1.0,0.14614740014076233,0.0,0.0,0.3,0.3243968442082405,-0.286003440618515,0.0,0.0,0.0
failure,tagged_while_carrying,29,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,0,9,9,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.3381723148955239,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,9,19,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,0.5,0.27295260727405546,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,latest,-10,0,OP9:9400012,OP9,9400012,3200001,19,29,10,True,True,False,0.0,tied,1.0,0.39467954635620117,0.11461744705835979,-0.08042523264884949,True,0.3,0.13906508684158325,0.0,0.6,0.0,0.282155504077673,-0.28507891297340393,0.0,0.0,0.0
failure,dropped_the_flag,29,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,0,9,9,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.3381723148955239,nan,0.0,0.0,0.0
failure,dropped_the_flag,29,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,9,19,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,0.5,0.27295260727405546,nan,0.0,0.0,0.0
failure,dropped_the_flag,29,latest,-10,0,OP9:9400012,OP9,9400012,3200001,19,29,10,True,True,False,0.0,tied,1.0,0.39467954635620117,0.11461744705835979,-0.08042523264884949,True,0.3,0.13906508684158325,0.0,0.6,0.0,0.282155504077673,-0.28507891297340393,0.0,0.0,0.0
failure,tagged_while_carrying,50,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,20,30,10,True,True,False,0.0,tied,1.0,0.3958711475133896,0.1008863914757967,-0.08645417541265488,True,0.2,0.13906508684158325,0.0,0.6,0.0,0.2768963985145092,-0.28507891297340393,0.0,0.0,0.0
failure,tagged_while_carrying,50,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.2966677866876125,nan,0.0,0.0,0.0
failure,tagged_while_carrying,50,latest,-10,0,OP9:9400012,OP9,9400012,3200001,40,50,10,True,False,False,0.0,tied,1.0,0.3112824559211731,0.16055971384048462,nan,False,0.2,nan,0.5,0.1,0.2,0.32607240676879884,nan,0.0,0.0,0.0
failure,dropped_the_flag,50,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,20,30,10,True,True,False,0.0,tied,1.0,0.3958711475133896,0.1008863914757967,-0.08645417541265488,True,0.2,0.13906508684158325,0.0,0.6,0.0,0.2768963985145092,-0.28507891297340393,0.0,0.0,0.0
failure,dropped_the_flag,50,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.2966677866876125,nan,0.0,0.0,0.0
failure,dropped_the_flag,50,latest,-10,0,OP9:9400012,OP9,9400012,3200001,40,50,10,True,False,False,0.0,tied,1.0,0.3112824559211731,0.16055971384048462,nan,False,0.2,nan,0.5,0.1,0.2,0.32607240676879884,nan,0.0,0.0,0.0
failure,tagged_while_carrying,82,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,52,62,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,1.0,0.4,0.4,0.1006458718329668,nan,0.0,0.0,0.0
failure,tagged_while_carrying,82,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,62,72,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.4,0.2,0.8,0.06970150656998157,nan,0.0,0.0,0.0
failure,tagged_while_carrying,82,latest,-10,0,OP9:9400012,OP9,9400012,3200001,72,82,10,True,True,False,0.0,tied,0.8333333333333334,0.22302688161532083,0.25486767788728076,-0.20768409967422485,True,1.0,0.25486767788728076,0.0,0.8,0.0,0.1592767633497715,0.03184079627195994,0.5,0.0,0.0
failure,dropped_the_flag,82,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,52,62,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,1.0,0.4,0.4,0.1006458718329668,nan,0.0,0.0,0.0
failure,dropped_the_flag,82,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,62,72,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.4,0.2,0.8,0.06970150656998157,nan,0.0,0.0,0.0
failure,dropped_the_flag,82,latest,-10,0,OP9:9400012,OP9,9400012,3200001,72,82,10,True,True,False,0.0,tied,0.8333333333333334,0.22302688161532083,0.25486767788728076,-0.20768409967422485,True,1.0,0.25486767788728076,0.0,0.8,0.0,0.1592767633497715,0.03184079627195994,0.5,0.0,0.0
failure,tagged_while_carrying,179,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,149,159,10,True,True,False,-1.0,trailing,0.0,0.09526569098234176,0.1766929641366005,0.06603258848190308,False,1.0,0.2898792691528797,0.4,0.6,0.3,0.09526569098234176,0.19461357817053795,1.0,0.0,0.2
failure,tagged_while_carrying,179,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,159,169,10,True,False,False,0.0,tied,0.0,0.09552858769893646,0.48169588049252826,0.055067986249923706,False,1.0,0.5084371666113535,1.0,0.0,1.0,0.10382439643144607,0.4129085789124171,1.0,0.0,0.3
failure,tagged_while_carrying,179,latest,-10,0,OP9:9400012,OP9,9400012,3200001,169,179,10,True,True,False,0.0,tied,1.0,0.6087193787097931,0.11017515137791634,-0.027058683335781097,True,1.0,0.35039427876472473,0.7,0.0,0.1,0.2973993055522442,-0.25832509994506836,0.0,0.0,0.0
failure,dropped_the_flag,179,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,149,159,10,True,True,False,-1.0,trailing,0.0,0.09526569098234176,0.1766929641366005,0.06603258848190308,False,1.0,0.2898792691528797,0.4,0.6,0.3,0.09526569098234176,0.19461357817053795,1.0,0.0,0.2
failure,dropped_the_flag,179,middle,-20,-10,OP9:9400012,OP9,9400012,3200001,159,169,10,True,False,False,0.0,tied,0.0,0.09552858769893646,0.48169588049252826,0.055067986249923706,False,1.0,0.5084371666113535,1.0,0.0,1.0,0.10382439643144607,0.4129085789124171,1.0,0.0,0.3
failure,dropped_the_flag,179,latest,-10,0,OP9:9400012,OP9,9400012,3200001,169,179,10,True,True,False,0.0,tied,1.0,0.6087193787097931,0.11017515137791634,-0.027058683335781097,True,1.0,0.35039427876472473,0.7,0.0,0.1,0.2973993055522442,-0.25832509994506836,0.0,0.0,0.0
failure,tagged_while_carrying,192,earliest,-30,-20,OP9:9400012,OP9,9400012,3200001,162,172,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,1.0,0.0,0.8,0.11209776103496552,nan,0.0,0.0,0.0
