episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_id,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
1,59188-1784828474221386400,59188,620,0,155,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP10,9,1,3,0,3,155,0.7199999690055847,0,1,3,58,8,6,8,7,5,2,0,3,1,0,2,0,0,1,3,5,58.0,5.965012679561492,1.4500000476837158,0.5901941061019897,0.0032805204391479492,0.04999999701976776,1.0,100.0,0.0,0.6430627107620239
2,59188-1784828474221386400,59188,960,0,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP10,9,0,0,0,0,240,0.6399999856948853,0,3,12,145,16,9,9,7,7,4,1,0,0,2,5,2,1,1,1,1,,5.631195576985677,-0.5,-0.038284167647361755,-0.009336471557617188,0.02499999850988388,0.0,0.0,0.0,-0.13280297815799713
3,59188-1784828474221386400,59188,960,0,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP10,9,1,1,0,1,240,0.7999999523162842,0,3,25,101,1,24,8,8,1,10,0,1,0,3,5,0,1,0,0,6,84.0,6.6299387613932295,1.149999976158142,-0.02974233403801918,0.04737810790538788,0.03999999910593033,0.0,0.0,0.0,0.2780113220214844
4,59188-1784828474221386400,59188,960,0,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP10,9,0,0,0,0,240,0.7999999523162842,0,3,26,165,18,12,7,5,9,5,0,1,0,2,3,1,0,0,0,4,,6.0623219807942705,-0.5,-0.040447138249874115,0.030831649899482727,0.02499999850988388,0.0,0.0,-0.20000000298023224,-0.17965127527713776
5,59188-1784828474221386400,59188,1304,1,70,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,2,3,-1,86,0.5199999809265137,1,0,2,26,6,2,7,4,2,2,2,0,1,0,1,1,3,0,2,2,34.0,6.135694636855015,-1.149999976158142,-0.47721949219703674,0.009053915739059448,0.0,-1.0,-100.0,0.0,-0.575855016708374
6,59188-1784828474221386400,59188,1432,1,102,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP12,11,1,3,2,1,118,0.6800000071525574,0,1,10,48,0,11,1,10,0,5,0,3,0,1,0,2,1,1,0,6,35.0,6.119529077562235,1.149999976158142,0.7306249737739563,-0.010099411010742188,0.0,1.0,100.0,0.0,0.6166150569915771
7,59188-1784828474221386400,59188,1532,1,127,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP8,7,0,3,3,0,228,0.5999999642372131,1,0,12,40,11,11,11,14,2,5,3,0,6,4,2,1,1,4,6,6,70.0,7.400256775973136,-0.5,0.024374961853027344,-0.005920439958572388,0.0,0.0,0.0,-0.20000000298023224,-0.16767777502536774
8,59188-1784828474221386400,59188,1788,1,191,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,2,3,-1,89,0.5999999642372131,1,0,0,17,4,2,6,3,1,1,1,1,2,0,0,2,3,0,3,1,38.0,7.190037416608146,-1.149999976158142,-0.5,0.009969323873519897,0.0,-1.0,-100.0,-0.20000000298023224,-0.6118524670600891
9,59188-1784828474221386400,59188,1864,1,210,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP11,10,1,3,2,1,140,0.5999999642372131,1,0,5,25,3,10,3,14,1,2,0,3,2,5,0,2,2,3,1,5,43.0,7.032588849748884,1.149999976158142,0.6556005477905273,-0.006223797798156738,0.014999999664723873,1.0,100.0,0.0,0.6056032180786133
10,59188-1784828474221386400,59188,1920,1,224,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP9,8,1,2,1,1,240,0.8399999737739563,1,0,10,98,9,14,3,13,4,6,1,1,2,1,0,3,1,0,1,8,178.0,7.22275390625,1.149999976158142,0.0,0.015395492315292358,0.0,0.0,0.0,0.0,0.2807188034057617
11,59188-1784828474221386400,59188,2284,2,59,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP11,10,0,2,3,-1,188,0.6399999856948853,0,1,11,58,3,15,5,12,2,4,0,3,0,6,0,2,2,2,3,6,55.0,6.823842150099734,-1.149999976158142,-0.46711400151252747,0.008595824241638184,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.6059467196464539
12,59188-1784828474221386400,59188,2740,2,173,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,1,3,-2,114,0.5999999642372131,1,0,3,23,2,8,6,5,1,3,1,1,0,2,3,1,1,2,1,1,52.0,7.362985175952577,-1.2999999523162842,-0.4707077741622925,0.012012377381324768,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.629553496837616
13,59188-1784828474221386400,59188,2748,2,175,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP9,8,0,0,0,0,240,0.8399999737739563,0,1,8,92,8,16,11,5,4,8,0,0,0,0,7,2,0,0,0,1,,6.829459635416667,-0.5,0.0,-0.006144046783447266,0.0,0.0,0.0,0.0,-0.12473105639219284
14,59188-1784828474221386400,59188,2824,2,194,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP9,8,0,0,0,0,240,0.5600000023841858,0,1,6,108,6,25,1,5,5,11,0,0,0,0,1,2,0,0,0,3,,6.556607564290364,-0.5,0.0,-0.0017549991607666016,0.0,0.0,0.0,-0.20000000298023224,-0.1733415573835373
15,59188-1784828474221386400,59188,2880,2,208,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,2,0,240,0.7199999690055847,1,0,18,61,3,19,3,23,1,7,0,2,2,6,1,5,1,4,0,9,70.0,7.264008585611979,-0.5,0.023847803473472595,0.00957787036895752,0.019999999552965164,0.0,0.0,0.0,-0.11665590107440948
16,59188-1784828474221386400,59188,3160,3,22,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,2,3,-1,103,0.5600000023841858,1,0,4,20,4,4,8,4,1,1,1,1,2,1,2,1,2,1,3,1,39.0,6.884177198687803,-1.149999976158142,-0.5,0.0027598142623901367,0.0,-1.0,-100.0,-0.20000000298023224,-0.6121342778205872
17,59188-1784828474221386400,59188,3204,3,33,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP11,10,0,2,3,-1,116,0.6399999856948853,1,0,5,21,9,1,7,2,2,1,2,0,5,0,2,0,1,2,3,0,45.0,7.890141454236261,-1.149999976158142,-0.5,0.015711307525634766,0.0,-1.0,-100.0,-0.4000000059604645,-0.6419702172279358
18,59188-1784828474221386400,59188,3292,3,55,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,1,3,-2,103,0.6399999856948853,1,0,2,35,7,5,6,3,2,2,1,1,2,0,1,1,1,2,3,0,36.0,5.946310395175971,-1.2999999523162842,-0.46753424406051636,-0.0029712021350860596,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.6296398639678955
