seed,pole,arm,composition,defender_ids,attacker_ids,blue_score,red_score,blue_win,draw,steps,blue_alive_end,red_alive_end,genome_id,pole_config_hash,attack_ticks,defend_ticks,attack_enemy_flag_branch_count,carrier_home_branch_count,defend_inward_count,defend_outward_count,tagged_ticks_by_role,role_switch_count
20200040,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",2,1,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,834,126,670,164,90,36,308,1
20200041,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,122,358,370,110,200,0
20200042,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",5,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,878,82,546,332,25,57,241,1
20200043,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,706,176,48,30,326,1
20200044,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,880,80,744,136,34,46,340,1
20200045,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,860,100,600,260,38,62,255,1
20200046,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",0,0,0,1,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,522,438,158,364,357,81,227,2
20200047,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,782,100,20,58,369,1
20200048,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,730,230,370,360,164,66,182,1
20200049,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,746,136,45,33,357,1
20200050,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,646,314,290,356,268,46,238,2
20200051,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,602,280,46,32,265,1
20200052,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,586,296,31,47,246,1
20200053,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",3,1,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,858,102,638,220,80,22,296,1
20200054,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,564,318,36,42,242,1
20200055,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,714,246,386,328,191,55,209,2
20200056,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",0,0,0,1,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,550,410,134,416,352,58,219,2
20200057,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",3,1,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,840,120,620,220,86,34,259,1
20200058,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",5,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,558,324,39,39,253,1
20200059,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,568,314,41,37,265,1
20200060,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,738,144,42,36,331,1
20200061,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",3,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,872,88,644,228,44,44,275,1
20200062,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",1,1,0,1,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,834,126,722,112,93,33,328,1
20200063,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",2,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,870,90,686,184,43,47,299,1
20200064,B,STATE_GUARDED,ROUTED_GUARDED,"0,1","2,3",4,0,1,0,240,,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,882,78,634,248,34,44,268,1
