scale,strategy,pole,seed,tick,agent,is_defender,carrying,tagged,teacher_tx,teacher_ty,adapt_category,adapt_macro,adapt_residual,committed_macro,commit_ticks_left,at_boundary,wants_switch,switch_blocked,exec_tx,exec_ty,exec_residual
4v4,GUARD,A,17600005,221,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,221,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,222,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,1,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,222,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,222,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,222,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,223,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,0,1,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,223,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,223,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,223,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,224,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,3,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,224,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,224,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,224,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,225,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,2,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,225,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,225,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,225,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,226,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,1,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,226,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,226,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,226,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,227,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,0,1,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,227,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,227,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,227,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,228,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,3,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,228,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,228,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,228,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,229,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,2,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,229,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,229,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,229,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,230,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,1,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,230,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,230,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,230,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,231,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,0,1,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,231,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,231,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,231,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,232,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,3,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,232,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,232,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,232,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,233,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,2,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,233,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,233,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,233,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,234,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,1,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,234,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,234,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,234,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,235,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,0,1,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,235,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,235,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,235,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,236,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,3,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,236,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,236,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,236,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,237,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,2,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,237,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,237,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,237,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,238,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,1,0,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,238,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,238,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,238,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,239,0,0,0,0,2.917,10.0475,GET_FLAG,2,0.0,2,0,1,0,0,2.917,10.0475,0.0
4v4,GUARD,A,17600005,239,1,0,1,0,2.0,10.0,FORCED_HOME_CARRYING,0,0.0,0,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,239,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600005,239,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,0,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,0,1,1,0,3.0,5.0,14.8661
4v4,GUARD,A,17600006,0,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,0,1,1,0,3.0,5.0,14.8661
4v4,GUARD,A,17600006,0,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,0,1,1,0,3.0,5.0,5.099
4v4,GUARD,A,17600006,0,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,0,1,1,0,3.0,5.0,5.099
4v4,GUARD,A,17600006,1,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,1,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,1,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,1,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,2,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,2,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,2,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,2,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,3,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,3,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,3,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,3,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,4,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,4,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,4,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,4,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,5,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,5,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,5,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,5,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,6,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,6,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,6,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,6,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,7,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,7,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,7,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,7,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,8,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,8,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,8,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,8,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,9,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,9,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,2,0,1,1,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,9,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,9,3,1,0,0,4.9792,10.3526,WAYPOINT,0,0.3061,4,3,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,10,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,10,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,10,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,10,3,1,0,0,4.9792,10.3526,WAYPOINT,0,0.3061,4,2,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,11,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,11,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,11,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,11,3,1,0,0,4.9944,9.8166,WAYPOINT,0,0.7784,4,1,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,12,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,2,0,1,1,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,12,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,12,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,12,3,1,0,0,4.9749,9.6129,WAYPOINT,0,0.9692,4,0,1,1,0,2.0,10.0,3.0
4v4,GUARD,A,17600006,13,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,13,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,13,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,13,3,1,0,0,4.9628,9.529,WAYPOINT,0,1.0484,0,3,0,0,0,4.75,10.5556,1.0484
4v4,GUARD,A,17600006,14,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,14,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,14,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,14,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,0,1,1,0,4.75,10.5556,2.8056
4v4,GUARD,A,17600006,15,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,15,1,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,15,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,15,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,16,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,16,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,3,0,1,1,3.0,5.0,14.8661
4v4,GUARD,A,17600006,16,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,16,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,17,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,17,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,2,0,1,1,3.0,5.0,14.8661
4v4,GUARD,A,17600006,17,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,17,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,18,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,18,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,1,0,1,1,3.0,5.0,14.8661
4v4,GUARD,A,17600006,18,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,18,3,1,0,0,4.9911,9.7691,WAYPOINT,0,0.8226,4,0,1,1,0,2.0,10.0,3.0
4v4,GUARD,A,17600006,19,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,19,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,0,1,1,0,3.0,5.0,14.8661
4v4,GUARD,A,17600006,19,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,19,3,1,0,0,4.9911,9.7691,WAYPOINT,0,0.8226,0,3,0,0,0,4.75,10.5556,0.8226
4v4,GUARD,A,17600006,20,0,0,0,1,17.0,10.0,FORCED_HOME_TAGGED,0,15.0,0,0,1,0,0,2.0,10.0,15.0
4v4,GUARD,A,17600006,20,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,20,2,1,0,0,4.9238,9.3282,WAYPOINT,0,0.9007,4,0,1,1,0,2.0,10.0,3.0
4v4,GUARD,A,17600006,20,3,1,0,0,4.9911,9.7691,WAYPOINT,0,0.8226,0,0,1,0,0,4.75,10.5556,0.8226
4v4,GUARD,A,17600006,21,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,3,0,1,1,3.0,5.0,14.8661
4v4,GUARD,A,17600006,21,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,21,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,3,0,1,1,4.75,8.4444,3.1595
4v4,GUARD,A,17600006,21,3,1,0,0,4.9238,9.3282,WAYPOINT,0,0.9007,0,0,1,0,0,4.75,10.5556,1.2396
4v4,GUARD,A,17600006,22,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,2,0,1,1,3.0,5.0,14.8661
4v4,GUARD,A,17600006,22,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,22,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,2,0,1,1,4.75,8.4444,3.1595
4v4,GUARD,A,17600006,22,3,1,0,0,4.9238,9.3282,WAYPOINT,0,0.9007,0,3,0,0,0,4.75,8.4444,0.9007
4v4,GUARD,A,17600006,23,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,1,0,1,1,3.0,5.0,14.8661
4v4,GUARD,A,17600006,23,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,23,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,0,1,1,0,4.75,8.4444,3.1595
4v4,GUARD,A,17600006,23,3,1,0,0,4.9238,9.3282,WAYPOINT,0,0.9007,0,0,1,0,0,4.75,8.4444,0.9007
4v4,GUARD,A,17600006,24,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,0,0,1,1,0,3.0,5.0,14.8661
4v4,GUARD,A,17600006,24,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,24,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,24,3,1,0,0,2.0,10.0,GO_HOME,4,0.0,0,0,1,1,0,4.75,8.4444,3.1595
4v4,GUARD,A,17600006,25,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,25,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,25,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,25,3,1,0,0,4.6787,8.6492,WAYPOINT,0,0.2168,4,3,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,26,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,26,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,26,2,1,0,0,4.7084,8.7097,WAYPOINT,0,0.2685,4,1,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,26,3,1,0,0,4.5278,8.3844,WAYPOINT,0,0.2302,4,2,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,27,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,27,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,27,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,0,1,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,27,3,1,0,0,4.7084,8.7097,WAYPOINT,0,0.2685,4,1,0,1,1,2.0,10.0,3.0
4v4,GUARD,A,17600006,28,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,0,1,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,28,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,28,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,3,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,28,3,1,0,0,4.6648,8.6221,WAYPOINT,0,0.197,4,0,1,1,0,2.0,10.0,3.0
4v4,GUARD,A,17600006,29,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,3,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,29,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,29,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,2,0,0,0,2.0,10.0,0.0
4v4,GUARD,A,17600006,29,3,1,0,0,4.6648,8.6221,WAYPOINT,0,0.197,0,3,0,0,0,4.75,8.4444,0.197
4v4,GUARD,A,17600006,30,0,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,2,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,30,1,0,0,0,17.0,10.0,GET_FLAG,2,0.0,2,1,0,0,0,17.0,10.0,0.0
4v4,GUARD,A,17600006,30,2,1,0,0,2.0,10.0,GO_HOME,4,0.0,4,1,0,0,0,2.0,10.0,0.0
