scale,style,seed,arm,tick,agent,native_target_x,native_target_y,desired_bearing_degrees,effective_bearing_degrees,committed_w50_idx_before,trace_hash,requested_w50_idx,committed_w50_idx,commit_ticks_left_before,decision_boundary,target_jump_cells,bearing_change_degrees,switch_request,blocked_switch,stale_switch,adopted,decision_lag_ticks,lag_censored,alive,carrying,tagged
4v4,BREACH,19600002,I1_W50_NO_COMMIT,172,3,17.0,10.0,-12.998622,-172.878887,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,173,0,17.0,10.0,-19.463996,-0.078673,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,15.771154,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,173,1,17.0,10.0,-13.759677,-173.585091,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,173,2,17.0,10.0,10.139477,175.754972,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,173,3,17.0,10.0,-9.663604,-172.878893,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,174,0,17.0,10.0,-37.559627,-3.060678,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,18.095632,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,174,1,17.0,10.0,-10.105925,-173.585093,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,174,2,17.0,10.0,7.335794,175.754974,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,174,3,17.0,10.0,-7.256758,-172.878902,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,45,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,175,0,14.340796,5.389614,-107.47572,-113.724957,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,33,0,0,1,5.322314,69.916093,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,175,1,16.074097,10.712003,-1.926871,-173.585096,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,175,2,16.074097,10.712003,13.328878,175.754976,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,175,3,16.074097,10.712003,-0.747281,-172.878913,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,176,0,13.838264,14.901361,97.123687,93.008698,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,37,0,0,1,9.525013,155.400593,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,176,1,15.61762,9.445174,-11.550678,-173.5851,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,176,2,15.61762,9.445174,-0.089817,175.75498,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,176,3,15.61762,9.445174,-8.528327,-172.878908,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,177,0,12.804449,14.176754,109.584994,89.00262,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,37,0,0,1,1.262469,12.461307,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,177,1,14.537629,9.305382,-11.698185,-173.585096,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,177,2,14.537629,9.305382,-2.099226,175.754984,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,177,3,14.537629,9.305382,-8.56041,-172.878926,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,178,0,12.30522,5.432301,-99.808733,-73.129056,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,33,0,0,1,8.758692,150.606273,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,178,1,14.172591,10.331378,-1.694573,-173.585102,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,178,2,14.172591,10.331378,5.83143,175.754991,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,178,3,14.172591,10.331378,-0.478559,-172.878923,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,179,0,11.150969,5.122438,-111.526144,-123.478367,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,22,0,0,1,1.19512,11.717412,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,179,1,13.110563,10.09051,-2.621105,-173.585098,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,179,2,13.110563,10.09051,3.206823,175.755001,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,179,3,13.110563,10.09051,-1.155754,-172.878966,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,35,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,180,0,11.21097,14.968512,94.549628,111.694584,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,27,0,0,1,9.846256,153.924228,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,180,1,12.710981,9.077468,-11.399925,-163.248638,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,180,2,12.710981,9.077468,-2.018319,168.503757,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,180,3,12.710981,9.077468,-6.276749,-8.616864,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,34,0,0,1,0.0,0.0,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,181,0,9.984778,14.311776,108.646961,112.39299,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,27,0,0,1,1.390988,14.097334,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,181,1,11.657722,9.354171,-7.418798,-18.056116,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,24,0,0,1,0.0,0.0,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,181,2,11.657722,9.354171,-1.558222,168.503765,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,24,0,0,1,0.0,0.0,0,0,0,0,,0,1,0,1
4v4,BREACH,19600002,I1_W50_NO_COMMIT,181,3,11.657722,9.354171,2.054705,-5.372769,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,24,0,0,1,1.089,8.331455,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,182,0,9.543794,4.694687,-94.071549,-94.17553,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,22,0,0,1,9.627194,157.28149,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,182,1,11.309529,10.386005,10.063665,14.388898,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.089,17.482464,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,182,2,11.309529,10.386005,1.929338,3.873503,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,0.0,0.0,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,182,3,11.309529,10.386005,14.675959,21.43199,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.089,12.621254,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,183,0,8.022302,14.238262,105.292375,82.984077,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,27,0,0,1,9.664097,160.636077,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,183,1,9.906713,9.79318,7.934191,16.668137,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.522936,2.129475,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,183,2,9.906713,9.79318,-11.080182,-5.354166,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.522936,13.00952,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,183,3,9.906713,9.79318,12.386529,23.757633,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.522936,2.28943,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,184,0,7.447047,5.928966,-96.448394,-69.015931,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,23,0,0,1,8.329185,158.259232,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,184,1,8.995552,10.678797,19.741033,15.882086,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.270643,11.806843,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,184,2,8.995552,10.678797,-6.092035,-6.793444,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.270643,4.988148,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,184,3,8.995552,10.678797,28.502732,22.111099,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.270643,16.116202,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,185,0,6.235813,5.778807,-116.105138,-139.633114,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,13,0,0,1,1.220507,19.656744,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,185,1,7.949618,10.375576,21.167731,14.070004,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.089,1.426697,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,185,2,7.949618,10.375576,-11.817327,-5.593414,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.089,5.725293,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,185,3,7.949618,10.375576,-0.400185,4.223913,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,25,0,0,1,1.089,28.902917,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,186,0,6.792427,14.451188,84.110647,104.346311,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,17,0,0,1,8.690225,159.784215,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,186,1,7.76226,8.893968,-66.60723,-33.391465,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,24,0,0,1,1.493408,87.77496,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,186,2,7.76226,8.893968,-36.998451,-27.416146,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,24,0,0,1,1.493408,25.181123,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,186,3,7.76226,8.893968,-97.049255,-51.402841,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,24,0,0,1,1.493408,96.64907,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,187,0,5.29838,13.718867,102.239748,120.356461,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,16,0,0,1,1.663872,18.129101,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,187,1,6.229432,8.993275,97.689371,-167.664168,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.536042,164.296601,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,187,2,6.229432,8.993275,-39.177426,-153.533519,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.536042,2.178975,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,187,3,6.229432,8.993275,-174.977893,-168.899021,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.536042,77.928638,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,188,0,4.563687,6.297167,-94.567153,-92.040388,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,13,0,0,1,7.457976,163.193099,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,188,1,5.983541,10.560481,73.168577,105.450736,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.586379,24.520794,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,188,2,5.983541,10.560481,117.56561,141.757802,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.586379,156.743036,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,188,3,5.983541,10.560481,140.279175,155.281538,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.586379,44.742932,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,189,0,3.683514,5.551162,-99.032997,-105.752782,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,0,0,0,1,1.153789,4.465844,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,189,1,4.897663,10.478084,92.896466,97.808043,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,19.727889,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,189,2,4.897663,10.478084,163.506467,162.888571,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,45.940857,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,189,3,4.897663,10.478084,155.452345,155.187134,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,15.17317,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,190,0,2.696547,14.817476,96.922393,94.043529,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,1,0,0,1,9.318728,164.044611,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,190,1,4.365405,9.84046,122.914011,84.732866,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,0.83058,30.017546,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,190,2,4.365405,9.84046,-165.089975,179.242794,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,0.83058,31.403558,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,190,3,4.365405,9.84046,167.968083,137.333246,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,0.83058,12.515738,0,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,191,0,1.384544,14.908416,111.059396,127.375398,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,7,0,0,1,1.315151,14.137003,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,191,1,3.284608,9.973876,130.029984,58.206443,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,7.115972,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,191,2,3.284608,9.973876,-171.407011,170.249142,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,6.317036,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,191,3,3.284608,9.973876,170.034097,93.530588,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,2.066014,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,192,0,5.494008,5.950154,-73.55405,-80.18175,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,13,0,0,1,9.855868,175.386554,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,192,1,2.893291,10.99014,90.104805,16.178437,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,39.925179,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,192,2,2.893291,10.99014,168.101136,-146.616332,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,20.491853,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,192,3,2.893291,10.99014,160.232967,14.890372,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,9.80113,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,193,0,5.834423,5.866836,-75.753104,-89.8442,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,13,0,0,1,0.350463,2.199054,0,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,193,1,3.856015,11.499143,48.972844,9.453864,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,41.131961,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,193,2,3.856015,11.499143,-176.790922,-75.779803,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,15.107942,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,193,3,3.856015,11.499143,-173.529509,-62.314706,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.089,26.237524,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,194,0,2.969646,6.590367,-116.252831,-106.663817,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,0,0,0,1,2.954733,40.499727,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,194,1,4.739543,10.178916,-1.225352,21.235097,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.58859,50.198196,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,194,2,4.739543,10.178916,-52.213511,-34.963894,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.58859,124.577411,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,194,3,4.739543,10.178916,-45.212119,-36.629081,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.58859,128.317391,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,195,0,2.959789,11.531866,88.406354,36.260765,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,4.941509,155.340815,1,0,0,0,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,195,1,4.257842,9.202246,-155.041555,-65.145742,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.089,153.816203,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,195,2,4.257842,9.202246,-69.413914,-64.733697,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.089,17.200402,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,195,3,4.257842,9.202246,-43.80792,-47.397923,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.089,1.404198,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,196,0,2.579378,11.83396,90.405329,82.774715,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,1,0,0,1,0.485771,1.998975,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,196,1,2.894765,9.194705,149.744661,-5.551801,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.363098,55.213784,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,196,2,2.894765,9.194705,-153.441127,-48.605732,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.363098,84.027213,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,196,3,2.894765,9.194705,-39.346516,-26.715608,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,14,0,0,1,1.363098,4.461404,1,0,0,1,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,197,0,4.320688,6.824491,-83.189497,-78.292942,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,13,0,0,1,5.303483,173.594827,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,197,1,2.587095,10.74308,99.604695,50.729274,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.578647,50.139966,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,197,2,2.587095,10.74308,99.337491,9.496183,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.578647,107.221382,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,197,3,2.587095,10.74308,107.738416,40.590746,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.578647,147.084932,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,198,0,3.280499,5.520582,-110.598316,-111.567114,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,0,0,0,1,1.667984,27.408819,1,0,0,1,,0,1,1,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,198,1,3.875111,10.555394,44.088616,28.666378,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.301619,55.516079,1,0,0,0,,0,1,0,0
4v4,BREACH,19600002,I1_W50_NO_COMMIT,198,2,3.875111,10.555394,-12.846105,-7.915628,0,47fe1cd9741c2e7e6874674428591b872338a0c9cb6d1ef244df70e97ddcc676,15,0,0,1,1.301619,112.183596,1,0,0,1,,0,1,0,0
