policy,pole,seed,steps,win,margin,share_pos_open,share_pos_alt,share_int_open,n_active_open,hold_id0,hold_id1,hold_id2,hold_id3,hold_id4,hold_id5,macro0,macro1,macro2,macro3,macro4,macro5,macro6,macro7
pi_A,A,20700119,20,0,0,0.18333333333333332,0.05,0.0,5.9,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700120,20,0,0,0.25,0.0,0.0,5.3,0.0,0.1,0.4,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700121,20,0,0,0.14999999999999997,0.06166666666666667,0.0,5.3,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700122,20,0,0,0.14999999999999997,0.056666666666666664,0.0,5.6,0.0,0.6,0.0,0.0,0.3,0.0,0.36666666666666664,0.016666666666666666,0.6,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700123,20,0,0,0.32333333333333336,0.12333333333333332,0.0,5.8,0.2,0.3,0.7,0.0,0.7,0.0,0.06666666666666667,0.05,0.8833333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700124,20,0,0,0.2,0.05,0.0,5.7,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700125,20,0,0,0.2333333333333333,0.06666666666666667,0.0,5.5,0.0,0.7,0.0,0.0,0.7,0.0,0.08333333333333333,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700126,20,0,0,0.21666666666666665,0.05833333333333333,0.0,5.2,0.1,0.5,0.0,0.0,0.7,0.0,0.0,0.06666666666666667,0.9166666666666666,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700127,20,0,0,0.39666666666666667,0.18,0.0,5.5,0.7,0.3,0.6,0.2,0.0,0.5,0.06666666666666667,0.05,0.8833333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700128,20,0,0,0.15,0.03333333333333333,0.0,5.7,0.0,0.2,0.0,0.0,0.7,0.0,0.06666666666666667,0.016666666666666666,0.9,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700129,20,0,0,0.22333333333333333,0.1,0.0,5.4,0.0,0.3,0.7,0.0,0.0,0.3,0.016666666666666666,0.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700130,20,0,0,0.30333333333333334,0.16999999999999998,0.05,5.5,0.4,0.3,0.8,0.0,0.3,0.0,0.4166666666666667,0.03333333333333333,0.5166666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700131,20,0,0,0.14999999999999997,0.016666666666666666,0.0,5.8,0.0,0.1,0.6,0.2,0.0,0.0,0.06666666666666667,0.016666666666666666,0.9,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700132,20,0,0,0.2833333333333333,0.05833333333333333,0.0,5.5,0.0,0.0,0.5,0.6,0.0,0.6,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700133,20,0,0,0.18333333333333332,0.11666666666666665,0.0,4.9,0.0,0.0,0.6,0.2,0.3,0.0,0.0,0.06666666666666667,0.9166666666666666,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700134,20,0,0,0.18333333333333332,0.016666666666666666,0.0,5.9,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700135,20,0,0,0.3866666666666667,0.22833333333333333,0.0,5.5,0.1,0.0,0.3,0.6,1.0,0.1,0.25,0.11666666666666667,0.6166666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700136,20,0,0,0.31666666666666665,0.0,0.0,5.4,0.5,0.3,0.4,0.3,0.1,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700137,20,0,0,0.2833333333333333,0.03333333333333333,0.0,5.6,0.1,0.0,0.0,0.5,0.5,0.6,0.23333333333333334,0.016666666666666666,0.7333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700138,20,0,0,0.4166666666666667,0.22833333333333336,0.016666666666666666,5.8,0.0,0.2,1.0,0.0,0.5,0.7,0.31666666666666665,0.06666666666666667,0.6,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700139,20,0,0,0.2,0.03333333333333333,0.0,5.9,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700140,20,0,0,0.13333333333333333,0.04,0.0,5.3,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700141,20,0,0,0.13333333333333333,0.0,0.0,5.6,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700142,20,0,0,0.21666666666666665,0.085,0.0,5.3,0.4,0.2,0.2,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700143,20,0,0,0.305,0.31333333333333335,0.0,5.4,0.4,0.2,0.1,0.5,0.0,0.4,0.18333333333333332,0.06666666666666667,0.7333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700144,20,0,0,0.38666666666666666,0.13666666666666666,0.0,5.5,1.0,0.0,0.0,0.7,0.5,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700145,20,0,0,0.41666666666666663,0.2,0.0,6.0,0.3,0.7,0.8,0.0,0.1,0.6,0.5333333333333333,0.11666666666666667,0.3333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700146,20,0,0,0.16666666666666669,0.06666666666666667,0.0,5.0,0.0,0.2,0.0,0.3,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700147,20,0,0,0.22000000000000003,0.09333333333333334,0.0,5.5,0.6,0.0,0.0,0.0,0.0,0.7,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700148,20,0,0,0.3833333333333333,0.125,0.0,5.7,0.4,0.7,0.0,0.3,0.4,0.5,0.3333333333333333,0.08333333333333333,0.55,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700149,20,0,0,0.25,0.03333333333333333,0.0,5.8,0.0,0.6,0.6,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700150,20,0,0,0.05,0.0,0.0,5.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700151,20,0,0,0.39,0.18,0.0,5.8,0.0,1.0,0.0,0.8,0.2,0.3,0.5333333333333333,0.08333333333333333,0.35,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700152,20,0,0,0.3,0.06999999999999999,0.0,5.8,0.5,0.6,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700153,20,0,0,0.3583333333333333,0.10833333333333332,0.08166666666666667,5.6,0.4,0.5,0.6,0.6,0.0,0.0,0.06666666666666667,0.06666666666666667,0.85,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700154,20,0,0,0.26666666666666666,0.03333333333333333,0.0,6.0,0.0,0.7,0.5,0.4,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700155,20,0,0,0.15,0.0,0.0,5.2,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700156,20,0,0,0.2866666666666667,0.09333333333333334,0.0,5.6,0.1,0.0,0.0,0.6,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700157,20,0,0,0.33,0.15,0.0,5.5,0.6,0.0,0.3,0.0,0.3,0.7,0.25,0.03333333333333333,0.6833333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700158,20,0,0,0.18333333333333332,0.07333333333333333,0.0,5.6,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700159,20,0,0,0.19999999999999998,0.016666666666666666,0.0,5.7,0.0,0.3,0.6,0.3,0.0,0.0,0.06666666666666667,0.05,0.8833333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700160,20,0,0,0.2833333333333333,0.08666666666666667,0.0,5.6,0.6,0.6,0.0,0.0,0.0,0.5,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700161,20,0,0,0.23666666666666664,0.07666666666666666,0.0,5.4,0.3,0.7,0.0,0.1,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700162,20,0,0,0.06666666666666667,0.075,0.0,5.3,0.0,0.0,0.0,0.4,0.0,0.0,0.08333333333333333,0.05,0.8666666666666667,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700163,20,0,0,0.16666666666666666,0.0,0.0,5.6,0.2,0.1,0.3,0.0,0.0,0.4,0.0,0.11666666666666667,0.8666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700164,20,0,0,0.2,0.05,0.0,6.0,0.0,0.8,0.0,0.0,0.0,0.4,0.35,0.06666666666666667,0.5666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700165,20,0,0,0.13333333333333333,0.11666666666666665,0.0,4.8,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700166,20,0,0,0.42000000000000004,0.31166666666666665,0.0,5.6,0.2,0.3,0.9,0.4,0.0,0.5,0.31666666666666665,0.08333333333333333,0.5666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700167,20,0,0,0.10333333333333332,0.10333333333333332,0.0,5.2,0.0,0.0,0.0,0.1,0.0,0.5,0.13333333333333333,0.03333333333333333,0.8,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700168,20,0,0,0.2,0.03333333333333333,0.0,5.4,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700169,20,0,0,0.13333333333333333,0.03666666666666667,0.0,5.6,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700170,20,0,0,0.18333333333333332,0.016666666666666666,0.0,5.8,0.4,0.0,0.0,0.2,0.5,0.0,0.0,0.06666666666666667,0.9166666666666666,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700171,20,0,0,0.2333333333333333,0.08333333333333333,0.0,5.8,0.0,0.2,0.0,0.4,0.2,0.6,0.31666666666666665,0.06666666666666667,0.6,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700172,20,0,0,0.3,0.08666666666666667,0.0,5.6,0.7,0.4,0.0,0.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700173,20,0,0,0.3666666666666666,0.05,0.0,5.8,0.4,0.6,0.2,0.0,0.3,0.7,0.016666666666666666,0.05,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700174,20,0,0,0.26666666666666666,0.06666666666666667,0.0,5.2,0.5,0.7,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700175,20,0,0,0.15,0.06666666666666667,0.0,5.3,0.0,0.0,0.5,0.4,0.0,0.0,0.05,0.05,0.9,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700176,20,0,0,0.18333333333333332,0.016666666666666666,0.0,5.6,0.0,0.0,0.5,0.0,0.2,0.4,0.11666666666666667,0.06666666666666667,0.8,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700177,20,0,0,0.15,0.016666666666666666,0.0,5.8,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700178,20,0,0,0.4066666666666666,0.24,0.0,5.5,0.4,0.2,0.5,0.0,0.8,0.3,0.11666666666666667,0.11666666666666667,0.75,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700179,20,0,0,0.43166666666666664,0.23166666666666663,0.0,5.5,0.0,0.5,0.5,0.5,0.9,0.0,0.38333333333333336,0.016666666666666666,0.5833333333333334,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700180,20,0,0,0.26666666666666666,0.02,0.0,5.5,0.3,0.5,0.0,0.0,0.3,0.5,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700181,20,0,0,0.5,0.3,0.0,6.0,0.5,0.7,0.2,1.0,0.1,0.5,0.36666666666666664,0.06666666666666667,0.55,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700182,20,0,0,0.3983333333333333,0.20666666666666664,0.0,5.1,0.4,0.0,0.7,0.0,0.2,0.9,0.06666666666666667,0.016666666666666666,0.9,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700183,20,0,0,0.25,0.05833333333333333,0.0,5.1,0.6,0.0,0.6,0.0,0.0,0.3,0.08333333333333333,0.016666666666666666,0.8833333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700184,20,0,0,0.11666666666666665,0.041666666666666664,0.0,5.6,0.1,0.0,0.0,0.6,0.0,0.0,0.11666666666666667,0.1,0.7833333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700185,20,0,0,0.30333333333333334,0.08666666666666667,0.0,5.3,0.7,0.1,0.5,0.5,0.0,0.0,0.03333333333333333,0.05,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700186,20,0,0,0.4999999999999999,0.35,0.05,6.0,0.0,0.8,0.4,0.5,0.6,0.7,0.5833333333333334,0.06666666666666667,0.3333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700187,20,0,0,0.18333333333333332,0.15333333333333332,0.0,4.7,0.0,0.2,0.0,0.4,0.0,0.5,0.21666666666666667,0.06666666666666667,0.7,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700188,20,0,0,0.08333333333333333,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700189,20,0,0,0.3833333333333333,0.05,0.0,5.5,0.0,0.5,0.0,0.6,0.5,0.7,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700190,20,0,0,0.11666666666666667,0.06666666666666667,0.0,5.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700191,20,0,0,0.38333333333333336,0.15,0.05,6.0,0.2,0.0,0.7,0.2,0.8,0.4,0.16666666666666666,0.03333333333333333,0.7666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700192,20,0,0,0.21666666666666665,0.025,0.016666666666666666,5.2,0.2,0.0,0.4,0.3,0.4,0.0,0.0,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700193,20,0,0,0.2,0.1,0.0,5.1,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700194,20,0,0,0.16666666666666669,0.0,0.0,5.6,0.3,0.0,0.0,0.0,0.3,0.4,0.0,0.06666666666666667,0.9166666666666666,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700195,20,0,0,0.35,0.14166666666666666,0.0,5.6,0.0,0.2,0.4,0.9,0.0,0.5,0.26666666666666666,0.016666666666666666,0.7,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700196,20,0,0,0.35333333333333333,0.12,0.016666666666666666,5.7,0.1,0.2,0.0,0.8,0.4,0.6,0.25,0.03333333333333333,0.6833333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700197,20,0,0,0.3833333333333333,0.18333333333333332,0.06666666666666667,5.6,0.4,0.5,0.3,0.4,0.1,0.4,0.26666666666666666,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700198,20,0,0,0.26666666666666666,0.03333333333333333,0.0,5.4,0.3,0.5,0.0,0.4,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700199,20,0,0,0.23666666666666666,0.09666666666666666,0.0,5.8,0.3,0.6,0.0,0.4,0.1,0.0,0.26666666666666666,0.016666666666666666,0.7,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700200,20,0,0,0.28,0.24999999999999994,0.06999999999999999,5.6,0.3,0.1,0.9,0.0,0.0,0.2,0.3,0.08333333333333333,0.5833333333333334,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700201,20,0,0,0.03666666666666667,0.12,0.0,5.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700202,20,0,0,0.16666666666666666,0.05,0.0,5.7,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700203,20,0,0,0.21666666666666665,0.016666666666666666,0.0,5.6,0.5,0.0,0.0,0.0,0.6,0.2,0.05,0.016666666666666666,0.9166666666666666,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700204,20,0,0,0.3,0.1,0.0,5.3,0.5,0.0,0.1,0.6,0.0,0.6,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700205,20,0,0,0.4666666666666667,0.10833333333333332,0.0,5.7,0.7,0.4,0.5,0.6,0.6,0.0,0.38333333333333336,0.016666666666666666,0.5833333333333334,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700206,20,0,0,0.4,0.12,0.06666666666666667,6.0,0.8,0.0,0.0,0.5,0.7,0.4,0.4666666666666667,0.03333333333333333,0.4666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700207,20,0,0,0.06666666666666667,0.1,0.0,4.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700208,20,0,0,0.7066666666666667,0.29,0.0,5.9,0.3,0.8,0.6,0.9,0.7,0.9,0.26666666666666666,0.06666666666666667,0.65,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700209,20,0,0,0.29999999999999993,0.09833333333333333,0.0,5.2,0.0,0.6,0.2,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700210,20,0,0,0.14999999999999997,0.09333333333333334,0.0,4.8,0.0,0.2,0.1,0.0,0.3,0.3,0.0,0.06666666666666667,0.9166666666666666,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700211,20,0,0,0.37666666666666665,0.12666666666666665,0.0,5.6,0.5,0.3,0.0,0.8,0.0,0.6,0.2,0.03333333333333333,0.7333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700212,20,0,0,0.1,0.016666666666666666,0.0,5.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700213,20,0,0,0.13333333333333333,0.06666666666666667,0.0,5.2,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700214,20,0,0,0.3733333333333333,0.17333333333333334,0.0,5.5,0.0,0.7,0.0,0.4,0.7,0.4,0.08333333333333333,0.016666666666666666,0.8833333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700215,20,0,0,0.13333333333333333,0.04,0.0,5.3,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700216,20,0,0,0.21666666666666665,0.041666666666666664,0.0,5.2,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700217,20,0,0,0.13333333333333333,0.05,0.0,5.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700218,20,0,0,0.4,0.09,0.0,5.6,0.7,0.3,0.6,0.0,0.5,0.3,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700219,20,0,0,0.37333333333333335,0.19,0.0,5.9,0.3,0.0,0.9,0.0,0.8,0.2,0.21666666666666667,0.11666666666666667,0.65,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700220,20,0,0,0.21666666666666665,0.11666666666666665,0.0,5.4,0.4,0.4,0.0,0.0,0.0,0.4,0.13333333333333333,0.03333333333333333,0.8,0.03333333333333333,0.0,0.0,0.0,0.0
pi_A,A,20700221,20,0,0,0.25,0.016666666666666666,0.0,5.8,0.0,0.0,0.4,0.5,0.6,0.0,0.23333333333333334,0.06666666666666667,0.6833333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700222,20,0,0,0.26,0.14333333333333334,0.0,5.5,0.0,0.6,0.0,0.0,0.9,0.0,0.06666666666666667,0.016666666666666666,0.9,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700223,20,0,0,0.36666666666666664,0.16666666666666666,0.0,5.9,0.6,0.5,0.8,0.0,0.0,0.3,0.38333333333333336,0.016666666666666666,0.5833333333333334,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700224,20,0,0,0.18333333333333332,0.016666666666666666,0.0,6.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.016666666666666666,0.9666666666666667,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700225,20,0,0,0.26666666666666666,0.08333333333333333,0.0,5.6,0.3,0.7,0.0,0.4,0.0,0.2,0.2833333333333333,0.016666666666666666,0.6833333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700226,20,0,0,0.26666666666666666,0.05,0.0,5.6,0.6,0.3,0.7,0.0,0.0,0.0,0.03333333333333333,0.016666666666666666,0.9333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
pi_A,A,20700227,20,0,0,0.2333333333333333,0.05833333333333333,0.0,5.2,0.7,0.0,0.0,0.0,0.3,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,A,20700228,20,0,0,0.18333333333333332,0.016666666666666666,0.0,5.8,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,B,20700101,20,0,0,0.23333333333333334,0.041666666666666664,0.0,5.3,0.0,0.6,0.0,0.4,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pi_A,B,20700102,20,0,0,0.21666666666666665,0.041666666666666664,0.0,5.4,0.0,0.0,0.6,0.0,0.4,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
