scale,style,seed,arm,trace_hash,n_ticks,n_agent_ticks,switch_requests,blocked_switches,stale_switches,blocked_switch_fraction,stale_switch_fraction,mean_decision_lag_ticks,p95_decision_lag_ticks,censored_switch_fraction,lag_adoptions,lag_censored,mean_bearing_change_degrees,mean_target_jump_cells
4v4,BREACH,19600005,I1_W50_NO_COMMIT,cef5c96de1396fbb2d47b236531c4a251e3e320cba6cb043c067b437f817bd60,240,960,876,0,0,0.0,0.0,,,0.0,0,0,61.22953296917808,1.6397817214611872
4v4,BREACH,19600005,I2_W50_CURRENT_COMMIT,cef5c96de1396fbb2d47b236531c4a251e3e320cba6cb043c067b437f817bd60,240,960,876,448,434,0.5114155251141552,0.4954337899543379,1.0490196078431373,1.0,0.5299539170506913,204,230,61.22953296917808,1.6397817214611872
2v2,GUARD,19600006,I1_W50_NO_COMMIT,e3f4238af579cabd1779ead3b4450ba376f390433da06faf45c3c6e5da3f471b,240,480,147,0,0,0.0,0.0,,,0.0,0,0,48.358069224489796,0.3844602448979592
2v2,GUARD,19600006,I2_W50_CURRENT_COMMIT,e3f4238af579cabd1779ead3b4450ba376f390433da06faf45c3c6e5da3f471b,240,480,147,20,20,0.1360544217687075,0.1360544217687075,1.3846153846153846,2.3999999999999986,0.35,13,7,48.358069224489796,0.3844602448979592
2v2,BREACH,19600006,I1_W50_NO_COMMIT,f32dc561f2f80d4c7d7924c5fd0f7972111050ecdfa17ceb36a24dbe9af73fde,240,480,419,0,0,0.0,0.0,,,0.0,0,0,61.72097672553699,1.5099263770883053
2v2,BREACH,19600006,I2_W50_CURRENT_COMMIT,f32dc561f2f80d4c7d7924c5fd0f7972111050ecdfa17ceb36a24dbe9af73fde,240,480,419,202,196,0.4821002386634845,0.4677804295942721,1.035294117647059,1.0,0.5663265306122449,85,111,61.72097672553699,1.5099263770883053
4v4,GUARD,19600006,I1_W50_NO_COMMIT,486c84b649be655a09fbfcedb69a70e5f1134606c366bfe17b749127695d059b,240,960,251,0,0,0.0,0.0,,,0.0,0,0,54.320259482071705,1.1798837011952192
4v4,GUARD,19600006,I2_W50_CURRENT_COMMIT,486c84b649be655a09fbfcedb69a70e5f1134606c366bfe17b749127695d059b,240,960,251,72,69,0.2868525896414343,0.2749003984063745,1.441860465116279,3.0,0.37681159420289856,43,26,54.320259482071705,1.1798837011952192
4v4,BREACH,19600006,I1_W50_NO_COMMIT,5c85a74891c33574cf428b8038af922dffe0649eb2cdb92edaf81456a5c2a015,240,960,422,0,0,0.0,0.0,,,0.0,0,0,52.64827006161138,1.6919123151658768
4v4,BREACH,19600006,I2_W50_CURRENT_COMMIT,5c85a74891c33574cf428b8038af922dffe0649eb2cdb92edaf81456a5c2a015,240,960,422,228,194,0.5402843601895735,0.4597156398104265,1.1071428571428572,2.0,0.5670103092783505,84,110,52.64827006161138,1.6919123151658768
2v2,GUARD,19600007,I1_W50_NO_COMMIT,427be02798f63c9995cb834ae9e312208d12631966a86f5895ea7ee46a8b324d,240,480,159,0,0,0.0,0.0,,,0.0,0,0,50.23314532075472,0.579009427672956
2v2,GUARD,19600007,I2_W50_CURRENT_COMMIT,427be02798f63c9995cb834ae9e312208d12631966a86f5895ea7ee46a8b324d,240,480,159,23,23,0.14465408805031446,0.14465408805031446,1.2142857142857142,2.0,0.391304347826087,14,9,50.23314532075472,0.579009427672956
2v2,BREACH,19600007,I1_W50_NO_COMMIT,a2055030faa6a3c12fdebabc4baed0a771de62bdcdcbc3d0772c355fdbc7fb4f,240,480,352,0,0,0.0,0.0,,,0.0,0,0,58.56738147727273,1.3065206448863635
2v2,BREACH,19600007,I2_W50_CURRENT_COMMIT,a2055030faa6a3c12fdebabc4baed0a771de62bdcdcbc3d0772c355fdbc7fb4f,240,480,352,153,148,0.4346590909090909,0.42045454545454547,1.121212121212121,2.0,0.5540540540540541,66,82,58.56738147727273,1.3065206448863635
4v4,GUARD,19600007,I1_W50_NO_COMMIT,b5ebfd939f57a758c2bea7a2c5036a851335b3e1872131c2b534d2a039a0cf46,240,960,306,0,0,0.0,0.0,,,0.0,0,0,55.37713178104576,1.076663473856209
4v4,GUARD,19600007,I2_W50_CURRENT_COMMIT,b5ebfd939f57a758c2bea7a2c5036a851335b3e1872131c2b534d2a039a0cf46,240,960,306,96,94,0.3137254901960784,0.30718954248366015,1.290909090909091,3.0,0.4148936170212766,55,39,55.37713178104576,1.076663473856209
4v4,BREACH,19600007,I1_W50_NO_COMMIT,b73020b9a2573e36e6ed0f80936e14d5947b556b563280865fd200c32eb49d47,240,960,254,0,0,0.0,0.0,,,0.0,0,0,35.55483833858268,2.10968918503937
4v4,BREACH,19600007,I2_W50_CURRENT_COMMIT,b73020b9a2573e36e6ed0f80936e14d5947b556b563280865fd200c32eb49d47,240,960,254,136,72,0.5354330708661418,0.28346456692913385,1.1666666666666667,2.0,0.5,36,36,35.55483833858268,2.10968918503937
2v2,GUARD,19600008,I1_W50_NO_COMMIT,9b174d8789739d1e7ce5013e89a24094f137fc9cf106bbd5724b6000e6c4bbfb,240,480,147,0,0,0.0,0.0,,,0.0,0,0,49.49080255782313,0.3785774897959184
2v2,GUARD,19600008,I2_W50_CURRENT_COMMIT,9b174d8789739d1e7ce5013e89a24094f137fc9cf106bbd5724b6000e6c4bbfb,240,480,147,16,16,0.10884353741496598,0.10884353741496598,1.2222222222222223,2.0,0.4375,9,7,49.49080255782313,0.3785774897959184
2v2,BREACH,19600008,I1_W50_NO_COMMIT,e0a850863719da3606e2a1ea3b146834581eb31e61f2b2742708191bb7b9a17a,240,480,92,0,0,0.0,0.0,,,0.0,0,0,55.44947604347827,3.174487423913044
2v2,BREACH,19600008,I2_W50_CURRENT_COMMIT,e0a850863719da3606e2a1ea3b146834581eb31e61f2b2742708191bb7b9a17a,240,480,92,40,36,0.43478260869565216,0.391304347826087,1.2941176470588236,3.0,0.5277777777777778,17,19,55.44947604347827,3.174487423913044
4v4,GUARD,19600008,I1_W50_NO_COMMIT,e0ca5137edee6fc86966c5f490a1278d3a8d378e70f08470dd2dee7f0b2be88d,240,960,210,0,0,0.0,0.0,,,0.0,0,0,55.59450185238096,0.8912523619047619
4v4,GUARD,19600008,I2_W50_CURRENT_COMMIT,e0ca5137edee6fc86966c5f490a1278d3a8d378e70f08470dd2dee7f0b2be88d,240,960,210,59,58,0.28095238095238095,0.2761904761904762,1.4594594594594594,3.0,0.3620689655172414,37,21,55.59450185238096,0.8912523619047619
4v4,BREACH,19600008,I1_W50_NO_COMMIT,5c3d0c30f06705399820be84b55baf2307ea9c6929d4114f76489b8ad4fca073,240,960,662,0,0,0.0,0.0,,,0.0,0,0,61.00529303474321,1.8561911540785498
4v4,BREACH,19600008,I2_W50_CURRENT_COMMIT,5c3d0c30f06705399820be84b55baf2307ea9c6929d4114f76489b8ad4fca073,240,960,662,376,351,0.56797583081571,0.5302114803625377,1.0316455696202531,1.0,0.5498575498575499,158,193,61.00529303474321,1.8561911540785498
2v2,GUARD,19600009,I1_W50_NO_COMMIT,1009d8e18d220d559910413a7a7cbc9755eca2ce4626061145fa92919f5c711c,240,480,155,0,0,0.0,0.0,,,0.0,0,0,49.66219214193548,0.42913389032258065
2v2,GUARD,19600009,I2_W50_CURRENT_COMMIT,1009d8e18d220d559910413a7a7cbc9755eca2ce4626061145fa92919f5c711c,240,480,155,19,19,0.12258064516129032,0.12258064516129032,1.0909090909090908,1.5,0.42105263157894735,11,8,49.66219214193548,0.42913389032258065
2v2,BREACH,19600009,I1_W50_NO_COMMIT,dce8a95cd8e30118848fc4c62b38437ce41679720e3da4066989c0a98a71e8c7,240,480,29,0,0,0.0,0.0,,,0.0,0,0,8.893230724137931,0.3813209310344827
2v2,BREACH,19600009,I2_W50_CURRENT_COMMIT,dce8a95cd8e30118848fc4c62b38437ce41679720e3da4066989c0a98a71e8c7,240,480,29,3,2,0.10344827586206896,0.06896551724137931,,,1.0,0,2,8.893230724137931,0.3813209310344827
4v4,GUARD,19600009,I1_W50_NO_COMMIT,f36bf570005ac97d8f1f580c62812682c9ab224c727b197b4e31bb43602d02b2,240,960,245,0,0,0.0,0.0,,,0.0,0,0,55.271352534693875,0.8461743714285714
4v4,GUARD,19600009,I2_W50_CURRENT_COMMIT,f36bf570005ac97d8f1f580c62812682c9ab224c727b197b4e31bb43602d02b2,240,960,245,78,76,0.3183673469387755,0.31020408163265306,1.3409090909090908,3.0,0.42105263157894735,44,32,55.271352534693875,0.8461743714285714
4v4,BREACH,19600009,I1_W50_NO_COMMIT,1364c23ffa6be50c91d394beec33a4a1b3c971b49c755ed308e36514cb914ef9,240,960,662,0,0,0.0,0.0,,,0.0,0,0,57.97858260120846,1.9098187341389727
4v4,BREACH,19600009,I2_W50_CURRENT_COMMIT,1364c23ffa6be50c91d394beec33a4a1b3c971b49c755ed308e36514cb914ef9,240,960,662,356,330,0.5377643504531722,0.4984894259818731,1.0072992700729928,1.0,0.5848484848484848,137,193,57.97858260120846,1.9098187341389727
2v2,GUARD,19600010,I1_W50_NO_COMMIT,c96f88015f1acfbe9f6be5a787f0f2708d88937a89df2296de2aec46069327e4,240,480,179,0,0,0.0,0.0,,,0.0,0,0,43.95724503910615,0.2158916815642458
2v2,GUARD,19600010,I2_W50_CURRENT_COMMIT,c96f88015f1acfbe9f6be5a787f0f2708d88937a89df2296de2aec46069327e4,240,480,179,15,15,0.08379888268156424,0.08379888268156424,1.9090909090909092,3.0,0.26666666666666666,11,4,43.95724503910615,0.2158916815642458
2v2,BREACH,19600010,I1_W50_NO_COMMIT,f458a7719a4836db794bdfd9c852b162dfabf7e12d722c22e96bd4c7feddce9e,240,480,32,0,0,0.0,0.0,,,0.0,0,0,24.645789375,1.25364109375
2v2,BREACH,19600010,I2_W50_CURRENT_COMMIT,f458a7719a4836db794bdfd9c852b162dfabf7e12d722c22e96bd4c7feddce9e,240,480,32,8,5,0.25,0.15625,1.0,1.0,0.8,1,4,24.645789375,1.25364109375
4v4,GUARD,19600010,I1_W50_NO_COMMIT,ccfb2a164a4244eb2ddc13c24f157524f226254ee16f490a1b21e6eecb9d15fb,240,960,231,0,0,0.0,0.0,,,0.0,0,0,53.508876796536796,0.8860994155844155
4v4,GUARD,19600010,I2_W50_CURRENT_COMMIT,ccfb2a164a4244eb2ddc13c24f157524f226254ee16f490a1b21e6eecb9d15fb,240,960,231,67,65,0.29004329004329005,0.2813852813852814,1.5945945945945945,3.0,0.4307692307692308,37,28,53.508876796536796,0.8860994155844155
4v4,BREACH,19600010,I1_W50_NO_COMMIT,6d11b2650fd38ffb4657b531df28f0779e89c9251ae146ace99b0f18f88d2258,240,960,585,0,0,0.0,0.0,,,0.0,0,0,56.03757160512821,2.350245466666667
4v4,BREACH,19600010,I2_W50_CURRENT_COMMIT,6d11b2650fd38ffb4657b531df28f0779e89c9251ae146ace99b0f18f88d2258,240,960,585,290,252,0.49572649572649574,0.4307692307692308,1.0819672131147542,2.0,0.5158730158730159,122,130,56.03757160512821,2.350245466666667
2v2,GUARD,19600011,I1_W50_NO_COMMIT,86e754406c44927759f0a3b54630ba6ff2a3e24e6e0494ef6200a0ce222299c8,240,480,136,0,0,0.0,0.0,,,0.0,0,0,47.818631536764705,0.3758261176470588
2v2,GUARD,19600011,I2_W50_CURRENT_COMMIT,86e754406c44927759f0a3b54630ba6ff2a3e24e6e0494ef6200a0ce222299c8,240,480,136,16,16,0.11764705882352941,0.11764705882352941,1.7272727272727273,3.0,0.3125,11,5,47.818631536764705,0.3758261176470588
2v2,BREACH,19600011,I1_W50_NO_COMMIT,4d21c91091d61d216d3a3edfd980cf8686a13df573c093e59d6e826d5ec4997c,240,480,38,0,0,0.0,0.0,,,0.0,0,0,23.769754631578945,1.2041250789473683
2v2,BREACH,19600011,I2_W50_CURRENT_COMMIT,4d21c91091d61d216d3a3edfd980cf8686a13df573c093e59d6e826d5ec4997c,240,480,38,11,9,0.2894736842105263,0.23684210526315788,1.0,1.0,0.6666666666666666,3,6,23.769754631578945,1.2041250789473683
4v4,GUARD,19600011,I1_W50_NO_COMMIT,a6091a83fa4936b923a58ea69d84617215724c073892b30f3fb380329a51716d,240,960,197,0,0,0.0,0.0,,,0.0,0,0,56.0330819035533,0.877506959390863
4v4,GUARD,19600011,I2_W50_CURRENT_COMMIT,a6091a83fa4936b923a58ea69d84617215724c073892b30f3fb380329a51716d,240,960,197,59,59,0.29949238578680204,0.29949238578680204,1.3513513513513513,3.0,0.3728813559322034,37,22,56.0330819035533,0.877506959390863
4v4,BREACH,19600011,I1_W50_NO_COMMIT,e3ea05cd48355d09342037f009b07dacedc0ad2025a9d9fe90708e82610d0b05,240,960,868,0,0,0.0,0.0,,,0.0,0,0,62.32685266589861,1.6349683605990784
4v4,BREACH,19600011,I2_W50_CURRENT_COMMIT,e3ea05cd48355d09342037f009b07dacedc0ad2025a9d9fe90708e82610d0b05,240,960,868,523,507,0.6025345622119815,0.5841013824884793,1.02803738317757,1.0,0.5779092702169625,214,293,62.32685266589861,1.6349683605990784
2v2,GUARD,19600012,I1_W50_NO_COMMIT,bfb9b55268a66da8348984dd759ce096857ad890882ec275742a785a32b242e2,240,480,179,0,0,0.0,0.0,,,0.0,0,0,47.5909137094972,0.3021734804469274
2v2,GUARD,19600012,I2_W50_CURRENT_COMMIT,bfb9b55268a66da8348984dd759ce096857ad890882ec275742a785a32b242e2,240,480,179,16,16,0.0893854748603352,0.0893854748603352,1.6666666666666667,3.0,0.4375,9,7,47.5909137094972,0.3021734804469274
2v2,BREACH,19600012,I1_W50_NO_COMMIT,5f2d8d23af0ee8ceb44962338f72c29350a491bb316b5879a9063c5246ecc857,240,480,84,0,0,0.0,0.0,,,0.0,0,0,50.311164000000005,2.5535922500000003
2v2,BREACH,19600012,I2_W50_CURRENT_COMMIT,5f2d8d23af0ee8ceb44962338f72c29350a491bb316b5879a9063c5246ecc857,240,480,84,33,29,0.39285714285714285,0.34523809523809523,1.2,2.0,0.4827586206896552,15,14,50.311164000000005,2.5535922500000003
4v4,GUARD,19600012,I1_W50_NO_COMMIT,52ba6c2d248d9c9e7077aac2c58f3d7254634801e93a3403a0643ba9bebe0e40,240,960,200,0,0,0.0,0.0,,,0.0,0,0,53.61194803,0.776959575
4v4,GUARD,19600012,I2_W50_CURRENT_COMMIT,52ba6c2d248d9c9e7077aac2c58f3d7254634801e93a3403a0643ba9bebe0e40,240,960,200,49,48,0.245,0.24,1.3793103448275863,2.0,0.3958333333333333,29,19,53.61194803,0.776959575
4v4,BREACH,19600012,I1_W50_NO_COMMIT,24bd7e2792706a27f1ebf11389b77535d246772fba1600dbb1a82bde5bcf2b58,240,960,668,0,0,0.0,0.0,,,0.0,0,0,52.74862938173653,1.8514387005988024
4v4,BREACH,19600012,I2_W50_CURRENT_COMMIT,24bd7e2792706a27f1ebf11389b77535d246772fba1600dbb1a82bde5bcf2b58,240,960,668,348,322,0.5209580838323353,0.4820359281437126,1.08843537414966,2.0,0.5434782608695652,147,175,52.74862938173653,1.8514387005988024
2v2,GUARD,19600013,I1_W50_NO_COMMIT,b3a8a013a0d39e4477943cbc97c835454a9a02bd50a0f028d5963da4f630d46d,240,480,164,0,0,0.0,0.0,,,0.0,0,0,46.50690406707317,0.3710031768292683
2v2,GUARD,19600013,I2_W50_CURRENT_COMMIT,b3a8a013a0d39e4477943cbc97c835454a9a02bd50a0f028d5963da4f630d46d,240,480,164,17,17,0.10365853658536585,0.10365853658536585,1.4166666666666667,2.4499999999999993,0.29411764705882354,12,5,46.50690406707317,0.3710031768292683
2v2,BREACH,19600013,I1_W50_NO_COMMIT,4fa1a701c660bdf99a40d00fb99e8551875b106f281c3ee91c9d0f2ce6e131a8,240,480,42,0,0,0.0,0.0,,,0.0,0,0,16.37064245238095,1.0867642857142856
2v2,BREACH,19600013,I2_W50_CURRENT_COMMIT,4fa1a701c660bdf99a40d00fb99e8551875b106f281c3ee91c9d0f2ce6e131a8,240,480,42,12,5,0.2857142857142857,0.11904761904761904,1.0,1.0,0.8,1,4,16.37064245238095,1.0867642857142856
4v4,GUARD,19600013,I1_W50_NO_COMMIT,a79270ff03695cf1e968e9631b3a2887eac6e8ba79d131336b3557c99618a7aa,240,960,256,0,0,0.0,0.0,,,0.0,0,0,57.51315366796875,0.936754953125
4v4,GUARD,19600013,I2_W50_CURRENT_COMMIT,a79270ff03695cf1e968e9631b3a2887eac6e8ba79d131336b3557c99618a7aa,240,960,256,77,75,0.30078125,0.29296875,1.173913043478261,2.0,0.38666666666666666,46,29,57.51315366796875,0.936754953125
4v4,BREACH,19600013,I1_W50_NO_COMMIT,588f189c97ca85059736ab09452eb01ec201b154adcea885f120125b8508a0ab,240,960,878,0,0,0.0,0.0,,,0.0,0,0,64.39950608656036,1.727933780182232
4v4,BREACH,19600013,I2_W50_CURRENT_COMMIT,588f189c97ca85059736ab09452eb01ec201b154adcea885f120125b8508a0ab,240,960,878,534,515,0.6082004555808656,0.5865603644646925,1.041860465116279,1.0,0.5825242718446602,215,300,64.39950608656036,1.727933780182232
2v2,GUARD,19600014,I1_W50_NO_COMMIT,8cce08abd527ac0be97b1e11aabb3bc0a63e87308c9dd68134f47223fb23156d,240,480,146,0,0,0.0,0.0,,,0.0,0,0,49.75718651369863,0.37695256849315073
2v2,GUARD,19600014,I2_W50_CURRENT_COMMIT,8cce08abd527ac0be97b1e11aabb3bc0a63e87308c9dd68134f47223fb23156d,240,480,146,23,22,0.15753424657534246,0.1506849315068493,1.6923076923076923,2.3999999999999986,0.4090909090909091,13,9,49.75718651369863,0.37695256849315073
2v2,BREACH,19600014,I1_W50_NO_COMMIT,b7a1dca0be88d961e1a112bea9721f73393bcfccd0e7292967472da889a8e5be,240,480,425,0,0,0.0,0.0,,,0.0,0,0,61.686231454117646,1.412837042352941
