seed,pole,composition,defender_ids,attacker_ids,blue_score,red_score,blue_win,draw,steps,blue_alive_end,red_alive_end,genome_id,pole_config_hash,attack_ticks,defend_ticks,attack_enemy_flag_branch_count,carrier_home_branch_count,defend_inward_count,defend_outward_count,tagged_ticks_by_role,role_switch_count,arm,effective_composition
20100039,A,2A_2D,"0,1","2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,384,96,223,257,180,0,FIXED_2A2D,2A_2D
20100040,A,2A_2D,"0,1","2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,252,228,290,190,208,0,FIXED_2A2D,2A_2D
20100041,A,2A_2D,"0,1","2,3",3,2,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,354,126,245,235,162,0,FIXED_2A2D,2A_2D
20100042,A,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,176,304,346,134,188,0,FIXED_2A2D,2A_2D
20100043,A,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,180,300,308,172,189,0,FIXED_2A2D,2A_2D
20100044,A,2A_2D,"0,1","2,3",3,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,214,266,326,154,165,0,FIXED_2A2D,2A_2D
20100045,A,2A_2D,"0,1","2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,372,108,24,456,139,0,FIXED_2A2D,2A_2D
20100046,A,2A_2D,"0,1","2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,358,122,168,312,140,0,FIXED_2A2D,2A_2D
20100047,A,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,58,422,426,54,208,0,FIXED_2A2D,2A_2D
20100048,A,2A_2D,"0,1","2,3",3,2,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,368,112,170,310,186,0,FIXED_2A2D,2A_2D
20100049,A,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,120,360,374,106,198,0,FIXED_2A2D,2A_2D
20100050,A,2A_2D,"0,1","2,3",1,2,0,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,360,120,208,272,200,0,FIXED_2A2D,2A_2D
20100051,A,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,78,402,443,37,140,0,FIXED_2A2D,2A_2D
20100052,A,2A_2D,"0,1","2,3",3,2,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,366,114,266,214,186,0,FIXED_2A2D,2A_2D
20100053,A,2A_2D,"0,1","2,3",3,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,368,112,35,445,138,0,FIXED_2A2D,2A_2D
20100054,A,2A_2D,"0,1","2,3",3,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,168,312,332,148,171,0,FIXED_2A2D,2A_2D
20100055,A,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,58,422,403,77,202,0,FIXED_2A2D,2A_2D
20100056,A,2A_2D,"0,1","2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,392,88,163,317,170,0,FIXED_2A2D,2A_2D
20100057,A,2A_2D,"0,1","2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,378,102,117,363,171,0,FIXED_2A2D,2A_2D
20100058,A,2A_2D,"0,1","2,3",3,2,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,338,142,265,215,175,0,FIXED_2A2D,2A_2D
20100059,A,2A_2D,"0,1","2,3",3,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,352,128,26,454,125,0,FIXED_2A2D,2A_2D
20100060,A,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,212,268,311,169,182,0,FIXED_2A2D,2A_2D
20100061,A,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,158,322,356,124,198,0,FIXED_2A2D,2A_2D
20100062,A,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,226,254,314,166,198,0,FIXED_2A2D,2A_2D
20100063,A,2A_2D,"0,1","2,3",2,2,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,362,118,229,251,170,0,FIXED_2A2D,2A_2D
20100064,A,2A_2D,"0,1","2,3",4,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,338,142,184,296,159,0,FIXED_2A2D,2A_2D
20100001,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,268,692,0,0,117,0,FIXED_4A0D,4A_0D
20100002,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,356,604,0,0,129,0,FIXED_4A0D,4A_0D
20100003,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,168,792,0,0,65,0,FIXED_4A0D,4A_0D
20100004,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,228,732,0,0,95,0,FIXED_4A0D,4A_0D
20100005,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,144,816,0,0,64,0,FIXED_4A0D,4A_0D
20100006,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,112,848,0,0,60,0,FIXED_4A0D,4A_0D
20100007,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,364,596,0,0,139,0,FIXED_4A0D,4A_0D
20100008,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,160,800,0,0,66,0,FIXED_4A0D,4A_0D
20100009,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,128,832,0,0,60,0,FIXED_4A0D,4A_0D
20100010,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,228,732,0,0,82,0,FIXED_4A0D,4A_0D
20100011,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,132,828,0,0,57,0,FIXED_4A0D,4A_0D
20100012,A,4A_0D,,"0,1,2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,248,712,0,0,83,0,FIXED_4A0D,4A_0D
20100013,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,248,712,0,0,125,0,FIXED_4A0D,4A_0D
20100014,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,132,828,0,0,54,0,FIXED_4A0D,4A_0D
20100015,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,248,712,0,0,109,0,FIXED_4A0D,4A_0D
20100016,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,128,832,0,0,40,0,FIXED_4A0D,4A_0D
20100017,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,228,732,0,0,106,0,FIXED_4A0D,4A_0D
20100018,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,124,836,0,0,58,0,FIXED_4A0D,4A_0D
20100019,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,132,828,0,0,59,0,FIXED_4A0D,4A_0D
20100020,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,108,852,0,0,39,0,FIXED_4A0D,4A_0D
20100021,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,124,836,0,0,60,0,FIXED_4A0D,4A_0D
20100022,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,176,784,0,0,46,0,FIXED_4A0D,4A_0D
20100023,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,128,832,0,0,36,0,FIXED_4A0D,4A_0D
20100024,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,136,824,0,0,59,0,FIXED_4A0D,4A_0D
20100025,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,144,816,0,0,57,0,FIXED_4A0D,4A_0D
20100026,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,116,844,0,0,44,0,FIXED_4A0D,4A_0D
20100027,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,168,792,0,0,60,0,FIXED_4A0D,4A_0D
20100028,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,124,836,0,0,46,0,FIXED_4A0D,4A_0D
20100029,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,124,836,0,0,64,0,FIXED_4A0D,4A_0D
20100030,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,136,824,0,0,51,0,FIXED_4A0D,4A_0D
20100031,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,124,836,0,0,36,0,FIXED_4A0D,4A_0D
20100032,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,128,832,0,0,57,0,FIXED_4A0D,4A_0D
20100033,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,132,828,0,0,61,0,FIXED_4A0D,4A_0D
20100034,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,264,696,0,0,97,0,FIXED_4A0D,4A_0D
20100035,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,184,776,0,0,65,0,FIXED_4A0D,4A_0D
20100036,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,108,852,0,0,47,0,FIXED_4A0D,4A_0D
20100037,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,192,768,0,0,53,0,FIXED_4A0D,4A_0D
20100038,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,252,708,0,0,88,0,FIXED_4A0D,4A_0D
20100039,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,120,840,0,0,47,0,FIXED_4A0D,4A_0D
20100040,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,116,844,0,0,58,0,FIXED_4A0D,4A_0D
20100041,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,168,792,0,0,67,0,FIXED_4A0D,4A_0D
20100042,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,156,804,0,0,37,0,FIXED_4A0D,4A_0D
20100043,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,180,780,0,0,79,0,FIXED_4A0D,4A_0D
20100044,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,204,756,0,0,103,0,FIXED_4A0D,4A_0D
20100045,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,128,832,0,0,66,0,FIXED_4A0D,4A_0D
20100046,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,132,828,0,0,71,0,FIXED_4A0D,4A_0D
20100047,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,116,844,0,0,48,0,FIXED_4A0D,4A_0D
20100048,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,200,760,0,0,70,0,FIXED_4A0D,4A_0D
20100049,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,188,772,0,0,68,0,FIXED_4A0D,4A_0D
20100050,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,116,844,0,0,52,0,FIXED_4A0D,4A_0D
20100051,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,216,744,0,0,76,0,FIXED_4A0D,4A_0D
20100052,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,156,804,0,0,66,0,FIXED_4A0D,4A_0D
20100053,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,120,840,0,0,50,0,FIXED_4A0D,4A_0D
20100054,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,140,820,0,0,64,0,FIXED_4A0D,4A_0D
20100055,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,252,708,0,0,68,0,FIXED_4A0D,4A_0D
20100056,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,120,840,0,0,50,0,FIXED_4A0D,4A_0D
20100057,A,4A_0D,,"0,1,2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,340,620,0,0,120,0,FIXED_4A0D,4A_0D
20100058,A,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,236,724,0,0,99,0,FIXED_4A0D,4A_0D
20100059,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,124,836,0,0,47,0,FIXED_4A0D,4A_0D
20100060,A,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,196,764,0,0,80,0,FIXED_4A0D,4A_0D
20100061,A,4A_0D,,"0,1,2,3",2,1,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,256,704,0,0,92,0,FIXED_4A0D,4A_0D
20100062,A,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,280,680,0,0,116,0,FIXED_4A0D,4A_0D
20100063,A,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,176,784,0,0,56,0,FIXED_4A0D,4A_0D
20100064,A,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,960,0,112,848,0,0,56,0,FIXED_4A0D,4A_0D
20100001,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,664,296,0,0,283,0,ORACLE_REGIME,4A_0D
20100002,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,800,160,0,0,379,0,ORACLE_REGIME,4A_0D
20100003,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,588,372,0,0,223,0,ORACLE_REGIME,4A_0D
20100004,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,300,660,0,0,122,0,ORACLE_REGIME,4A_0D
20100005,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,48,912,0,0,15,0,ORACLE_REGIME,4A_0D
20100006,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,52,908,0,0,17,0,ORACLE_REGIME,4A_0D
20100007,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,784,176,0,0,332,0,ORACLE_REGIME,4A_0D
20100008,B,4A_0D,,"0,1,2,3",4,1,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,636,324,0,0,250,0,ORACLE_REGIME,4A_0D
20100009,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,700,260,0,0,300,0,ORACLE_REGIME,4A_0D
20100010,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,124,836,0,0,59,0,ORACLE_REGIME,4A_0D
20100011,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,680,280,0,0,292,0,ORACLE_REGIME,4A_0D
20100012,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,572,388,0,0,229,0,ORACLE_REGIME,4A_0D
20100013,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,48,912,0,0,16,0,ORACLE_REGIME,4A_0D
20100014,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,17,0,ORACLE_REGIME,4A_0D
20100015,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,408,552,0,0,182,0,ORACLE_REGIME,4A_0D
20100016,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,584,376,0,0,207,0,ORACLE_REGIME,4A_0D
20100017,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,800,160,0,0,370,0,ORACLE_REGIME,4A_0D
20100018,B,4A_0D,,"0,1,2,3",3,1,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,700,260,0,0,330,0,ORACLE_REGIME,4A_0D
