seed,pole,composition,defender_ids,attacker_ids,blue_score,red_score,blue_win,draw,steps,blue_alive_end,red_alive_end,genome_id,pole_config_hash,attack_ticks,defend_ticks,attack_enemy_flag_branch_count,carrier_home_branch_count,defend_inward_count,defend_outward_count,tagged_ticks_by_role,role_switch_count,arm,effective_composition
20100019,B,4A_0D,,"0,1,2,3",5,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,636,324,0,0,251,0,ORACLE_REGIME,4A_0D
20100020,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,696,264,0,0,311,0,ORACLE_REGIME,4A_0D
20100021,B,4A_0D,,"0,1,2,3",5,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,640,320,0,0,275,0,ORACLE_REGIME,4A_0D
20100022,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,18,0,ORACLE_REGIME,4A_0D
20100023,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,31,0,ORACLE_REGIME,4A_0D
20100024,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,684,276,0,0,286,0,ORACLE_REGIME,4A_0D
20100025,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,64,896,0,0,23,0,ORACLE_REGIME,4A_0D
20100026,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,64,896,0,0,15,0,ORACLE_REGIME,4A_0D
20100027,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,728,232,0,0,319,0,ORACLE_REGIME,4A_0D
20100028,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,304,656,0,0,120,0,ORACLE_REGIME,4A_0D
20100029,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,764,196,0,0,336,0,ORACLE_REGIME,4A_0D
20100030,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,128,832,0,0,56,0,ORACLE_REGIME,4A_0D
20100031,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,740,220,0,0,317,0,ORACLE_REGIME,4A_0D
20100032,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,764,196,0,0,339,0,ORACLE_REGIME,4A_0D
20100033,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,124,836,0,0,42,0,ORACLE_REGIME,4A_0D
20100034,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,504,456,0,0,209,0,ORACLE_REGIME,4A_0D
20100035,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,348,612,0,0,153,0,ORACLE_REGIME,4A_0D
20100036,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,124,836,0,0,41,0,ORACLE_REGIME,4A_0D
20100037,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,596,364,0,0,264,0,ORACLE_REGIME,4A_0D
20100038,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,676,284,0,0,295,0,ORACLE_REGIME,4A_0D
20100039,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,720,240,0,0,288,0,ORACLE_REGIME,4A_0D
20100040,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,288,672,0,0,112,0,ORACLE_REGIME,4A_0D
20100041,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,16,0,ORACLE_REGIME,4A_0D
20100042,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,64,896,0,0,22,0,ORACLE_REGIME,4A_0D
20100043,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,796,164,0,0,361,0,ORACLE_REGIME,4A_0D
20100044,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,676,284,0,0,284,0,ORACLE_REGIME,4A_0D
20100045,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,508,452,0,0,231,0,ORACLE_REGIME,4A_0D
20100046,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,652,308,0,0,303,0,ORACLE_REGIME,4A_0D
20100047,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,292,668,0,0,122,0,ORACLE_REGIME,4A_0D
20100048,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,200,760,0,0,78,0,ORACLE_REGIME,4A_0D
20100049,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,432,528,0,0,171,0,ORACLE_REGIME,4A_0D
20100050,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,52,908,0,0,21,0,ORACLE_REGIME,4A_0D
20100051,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,772,188,0,0,332,0,ORACLE_REGIME,4A_0D
20100052,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,76,884,0,0,25,0,ORACLE_REGIME,4A_0D
20100053,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,304,656,0,0,130,0,ORACLE_REGIME,4A_0D
20100054,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,392,568,0,0,188,0,ORACLE_REGIME,4A_0D
20100055,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,672,288,0,0,266,0,ORACLE_REGIME,4A_0D
20100056,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,8,0,ORACLE_REGIME,4A_0D
20100057,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,576,384,0,0,226,0,ORACLE_REGIME,4A_0D
20100058,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,872,88,0,0,397,0,ORACLE_REGIME,4A_0D
20100059,B,4A_0D,,"0,1,2,3",5,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,632,328,0,0,243,0,ORACLE_REGIME,4A_0D
20100060,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,676,284,0,0,308,0,ORACLE_REGIME,4A_0D
20100061,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,17,0,ORACLE_REGIME,4A_0D
20100062,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,29,0,ORACLE_REGIME,4A_0D
20100063,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,15,0,ORACLE_REGIME,4A_0D
20100064,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,776,184,0,0,342,0,ORACLE_REGIME,4A_0D
20100001,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,348,132,282,198,230,0,FIXED_2A2D,2A_2D
20100002,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,204,276,321,159,188,0,FIXED_2A2D,2A_2D
20100003,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,440,40,171,309,223,0,FIXED_2A2D,2A_2D
20100004,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,450,30,80,400,212,0,FIXED_2A2D,2A_2D
20100005,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,294,186,326,154,227,0,FIXED_2A2D,2A_2D
20100006,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,438,42,153,327,216,0,FIXED_2A2D,2A_2D
20100007,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,60,420,430,50,212,0,FIXED_2A2D,2A_2D
20100008,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,426,54,165,315,217,0,FIXED_2A2D,2A_2D
20100009,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,32,448,395,85,178,0,FIXED_2A2D,2A_2D
20100010,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,454,26,190,290,233,0,FIXED_2A2D,2A_2D
20100011,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,196,284,363,117,218,0,FIXED_2A2D,2A_2D
20100012,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,448,32,238,242,235,0,FIXED_2A2D,2A_2D
20100013,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,468,12,152,328,251,0,FIXED_2A2D,2A_2D
20100014,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,442,38,233,247,219,0,FIXED_2A2D,2A_2D
20100015,B,2A_2D,"0,1","2,3",0,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,470,10,233,247,261,0,FIXED_2A2D,2A_2D
20100016,B,2A_2D,"0,1","2,3",0,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,468,12,205,275,262,0,FIXED_2A2D,2A_2D
20100017,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,442,38,159,321,197,0,FIXED_2A2D,2A_2D
20100018,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,197,283,219,0,FIXED_2A2D,2A_2D
20100019,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,456,24,197,283,216,0,FIXED_2A2D,2A_2D
20100020,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,460,20,159,321,222,0,FIXED_2A2D,2A_2D
20100021,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,330,150,156,324,192,0,FIXED_2A2D,2A_2D
20100022,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,456,24,132,348,238,0,FIXED_2A2D,2A_2D
20100023,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,470,10,246,234,255,0,FIXED_2A2D,2A_2D
20100024,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,472,8,183,297,250,0,FIXED_2A2D,2A_2D
20100025,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,80,400,418,62,218,0,FIXED_2A2D,2A_2D
20100026,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,404,76,102,378,199,0,FIXED_2A2D,2A_2D
20100027,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,34,446,405,75,202,0,FIXED_2A2D,2A_2D
20100028,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,157,323,217,0,FIXED_2A2D,2A_2D
20100029,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,466,14,234,246,237,0,FIXED_2A2D,2A_2D
20100030,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,184,296,367,113,210,0,FIXED_2A2D,2A_2D
20100031,B,2A_2D,"0,1","2,3",0,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,460,20,284,196,266,0,FIXED_2A2D,2A_2D
20100032,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,98,382,244,0,FIXED_2A2D,2A_2D
20100033,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,468,12,221,259,237,0,FIXED_2A2D,2A_2D
20100034,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,66,414,376,104,203,0,FIXED_2A2D,2A_2D
20100035,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,466,14,133,347,246,0,FIXED_2A2D,2A_2D
20100036,B,2A_2D,"0,1","2,3",0,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,458,22,277,203,261,0,FIXED_2A2D,2A_2D
20100037,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,394,86,193,287,209,0,FIXED_2A2D,2A_2D
20100038,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,400,80,61,419,204,0,FIXED_2A2D,2A_2D
20100039,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,428,52,217,263,221,0,FIXED_2A2D,2A_2D
20100040,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,436,44,218,262,221,0,FIXED_2A2D,2A_2D
20100041,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,32,448,406,74,191,0,FIXED_2A2D,2A_2D
20100042,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,458,22,198,282,242,0,FIXED_2A2D,2A_2D
20100043,B,2A_2D,"0,1","2,3",1,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,436,44,274,206,257,0,FIXED_2A2D,2A_2D
20100044,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,456,24,152,328,225,0,FIXED_2A2D,2A_2D
20100045,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,94,386,363,117,202,0,FIXED_2A2D,2A_2D
20100046,B,2A_2D,"0,1","2,3",0,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,470,10,253,227,269,0,FIXED_2A2D,2A_2D
20100047,B,2A_2D,"0,1","2,3",1,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,428,52,263,217,244,0,FIXED_2A2D,2A_2D
20100048,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,466,14,29,451,223,0,FIXED_2A2D,2A_2D
20100049,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,456,24,234,246,245,0,FIXED_2A2D,2A_2D
20100050,B,2A_2D,"0,1","2,3",0,3,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,446,34,282,198,256,0,FIXED_2A2D,2A_2D
20100051,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,466,14,112,368,222,0,FIXED_2A2D,2A_2D
20100052,B,2A_2D,"0,1","2,3",1,1,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,440,40,229,251,223,0,FIXED_2A2D,2A_2D
20100053,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,466,14,187,293,234,0,FIXED_2A2D,2A_2D
20100054,B,2A_2D,"0,1","2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,340,140,263,217,199,0,FIXED_2A2D,2A_2D
20100055,B,2A_2D,"0,1","2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,436,44,165,315,203,0,FIXED_2A2D,2A_2D
20100056,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,468,12,163,317,224,0,FIXED_2A2D,2A_2D
20100057,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,216,264,332,148,216,0,FIXED_2A2D,2A_2D
20100058,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,476,4,193,287,254,0,FIXED_2A2D,2A_2D
20100059,B,2A_2D,"0,1","2,3",0,2,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,460,20,240,240,262,0,FIXED_2A2D,2A_2D
