seed,pole,composition,defender_ids,attacker_ids,blue_score,red_score,blue_win,draw,steps,blue_alive_end,genome_id,attack_ticks,defend_ticks,attack_enemy_flag_branch_count,carrier_home_branch_count,defend_inward_count,defend_outward_count,tagged_ticks_by_role,role_switch_count
20600057,A,5A_1D,0,"1,2,3,4,5",7,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,560,640,79,161,242,0
20600058,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,140,1060,215,25,129,0
20600059,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,305,895,146,94,143,0
20600060,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,315,885,188,52,173,0
20600061,A,5A_1D,0,"1,2,3,4,5",4,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,665,535,126,114,289,0
20600062,A,5A_1D,0,"1,2,3,4,5",3,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,855,345,152,88,367,0
20600063,A,5A_1D,0,"1,2,3,4,5",4,3,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,725,475,106,134,306,0
20600064,A,5A_1D,0,"1,2,3,4,5",4,2,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,735,465,125,115,302,0
20600065,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,680,520,112,128,332,0
20600066,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,600,600,61,179,241,0
20600067,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,245,955,203,37,195,0
20600068,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,170,1030,202,38,157,0
20600069,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,745,455,12,228,287,0
20600070,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,320,880,161,79,230,0
20600071,A,5A_1D,0,"1,2,3,4,5",3,2,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,795,405,155,85,324,0
20600072,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,435,765,181,59,246,0
20600073,A,5A_1D,0,"1,2,3,4,5",7,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,620,580,97,143,252,0
20600074,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,310,890,164,76,153,0
20600075,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,130,1070,219,21,150,0
20600076,A,5A_1D,0,"1,2,3,4,5",6,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,625,575,91,149,263,0
20600077,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,130,1070,219,21,153,0
20600078,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,320,880,186,54,176,0
20600079,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,215,25,148,0
20600080,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,125,1075,211,29,134,0
20600081,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,200,1000,186,54,165,0
20600082,A,5A_1D,0,"1,2,3,4,5",5,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,435,765,94,146,232,0
20600083,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,260,940,164,76,182,0
20600084,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,75,1125,213,27,132,0
20600085,A,5A_1D,0,"1,2,3,4,5",3,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,830,370,58,182,309,0
20600086,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,400,800,128,112,201,0
20600087,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,740,460,15,225,268,0
20600088,A,5A_1D,0,"1,2,3,4,5",3,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,645,555,152,88,276,0
20600089,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,655,545,130,110,295,0
20600090,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,460,740,130,110,216,0
20600091,A,5A_1D,0,"1,2,3,4,5",3,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,485,715,133,107,246,0
20600092,A,5A_1D,0,"1,2,3,4,5",2,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,395,805,140,100,228,0
20600093,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,220,20,142,0
20600094,A,5A_1D,0,"1,2,3,4,5",5,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,660,540,133,107,248,0
20600095,A,5A_1D,0,"1,2,3,4,5",1,1,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,385,815,169,71,216,0
20600096,A,5A_1D,0,"1,2,3,4,5",5,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,515,685,152,88,208,0
20600097,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,220,980,197,43,192,0
20600098,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,155,1045,203,37,151,0
20600099,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,221,19,154,0
20600100,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,255,945,161,79,168,0
20600101,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,285,915,196,44,199,0
20600102,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,430,770,170,70,203,0
20600103,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,480,720,136,104,245,0
20600104,A,5A_1D,0,"1,2,3,4,5",1,1,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,345,855,192,48,188,0
20600105,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,525,675,165,75,234,0
20600106,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,285,915,165,75,191,0
20600107,A,5A_1D,0,"1,2,3,4,5",5,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,675,525,72,168,245,0
20600108,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,235,965,205,35,139,0
20600109,A,5A_1D,0,"1,2,3,4,5",0,2,0,0,240,6,SDS2_A_payoff_INIT_3,1200,240,500,700,183,57,246,0
20600110,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,430,770,115,125,214,0
20600111,A,5A_1D,0,"1,2,3,4,5",6,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,635,565,88,152,261,0
20600112,A,5A_1D,0,"1,2,3,4,5",4,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,700,500,154,86,244,0
20600113,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,165,1035,212,28,166,0
20600114,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,175,1025,210,30,155,0
20600115,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,480,720,126,114,262,0
20600116,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,213,27,154,0
20600117,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,225,975,187,53,176,0
20600118,A,5A_1D,0,"1,2,3,4,5",2,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,450,750,157,83,225,0
20600119,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,340,860,114,126,160,0
20600120,A,5A_1D,0,"1,2,3,4,5",4,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,740,460,114,126,360,0
20600121,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,315,885,148,92,185,0
20600122,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,300,900,189,51,185,0
20600123,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,255,945,192,48,196,0
20600124,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,190,50,142,0
20600125,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,135,1065,204,36,120,0
20600126,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,155,1045,219,21,150,0
20600127,A,5A_1D,0,"1,2,3,4,5",2,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,520,680,165,75,288,0
20600128,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,150,1050,212,28,149,0
20600129,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,540,660,105,135,220,0
20600130,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,240,960,196,44,185,0
20600131,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,300,900,150,90,179,0
20600132,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,360,840,183,57,199,0
20600133,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,214,26,149,0
20600134,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,140,1060,217,23,129,0
20600135,A,5A_1D,0,"1,2,3,4,5",4,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,605,595,80,160,266,0
20600136,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,645,555,106,134,304,0
20600137,A,5A_1D,0,"1,2,3,4,5",5,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,690,510,139,101,280,0
20600138,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,280,920,186,54,169,0
20600139,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,208,32,143,0
20600140,A,5A_1D,0,"1,2,3,4,5",4,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,750,450,142,98,348,0
20600141,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,300,900,166,74,193,0
20600142,A,5A_1D,0,"1,2,3,4,5",6,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,670,530,16,224,254,0
20600143,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,213,27,146,0
20600144,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,130,1070,213,27,139,0
20600145,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,135,1065,220,20,145,0
20600146,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,165,1035,211,29,167,0
20600147,A,5A_1D,0,"1,2,3,4,5",3,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,700,500,150,90,334,0
20600148,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,355,845,168,72,194,0
20600149,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,135,1065,215,25,161,0
20600150,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,205,995,192,48,149,0
20600151,A,5A_1D,0,"1,2,3,4,5",6,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,630,570,70,170,264,0
20600152,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,435,765,125,115,235,0
20600153,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,505,695,138,102,227,0
20600154,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,250,950,184,56,149,0
20600155,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,525,675,168,72,285,0
20600156,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,150,1050,214,26,171,0
20600157,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,775,425,28,212,333,0
20600158,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,325,875,192,48,200,0
20600159,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,485,715,77,163,219,0
20600160,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,490,710,174,66,258,0
20600161,A,5A_1D,0,"1,2,3,4,5",5,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,680,520,65,175,248,0
20600162,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,140,1060,211,29,154,0
20600163,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,260,940,202,38,200,0
20600164,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,510,690,98,142,257,0
20600165,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,135,1065,219,21,154,0
20600166,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,290,910,187,53,143,0
20600167,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,420,780,151,89,233,0
20600168,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,505,695,103,137,251,0
20600169,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,250,950,166,74,141,0
20600170,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,165,1035,226,14,149,0
20600171,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,535,665,98,142,218,0
20600172,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,540,660,96,144,228,0
20600173,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,365,835,139,101,201,0
20600174,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,245,955,200,40,188,0
20600175,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,270,930,167,73,177,0
20600176,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,315,885,158,82,188,0
20600177,A,5A_1D,0,"1,2,3,4,5",0,0,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,145,1055,211,29,140,0
20600178,A,5A_1D,0,"1,2,3,4,5",4,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,440,760,135,105,198,0
20600179,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,155,1045,205,35,147,0
20600180,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,365,835,190,50,223,0
20600181,A,5A_1D,0,"1,2,3,4,5",5,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,715,485,11,229,270,0
20600182,A,5A_1D,0,"1,2,3,4,5",2,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,545,655,139,101,248,0
20600183,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,175,1025,198,42,167,0
20600184,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,615,585,152,88,284,0
20600185,A,5A_1D,0,"1,2,3,4,5",3,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,650,550,118,122,254,0
20600186,A,5A_1D,0,"1,2,3,4,5",2,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,300,900,199,41,165,0
20600187,A,5A_1D,0,"1,2,3,4,5",6,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,625,575,122,118,275,0
20600188,A,5A_1D,0,"1,2,3,4,5",3,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,580,620,150,90,281,0
20600189,A,5A_1D,0,"1,2,3,4,5",3,3,0,1,240,6,SDS2_A_payoff_INIT_3,1200,240,790,410,127,113,324,0
20600190,A,5A_1D,0,"1,2,3,4,5",5,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,445,755,136,104,217,0
20600191,A,5A_1D,0,"1,2,3,4,5",5,1,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,680,520,71,169,265,0
20600192,A,5A_1D,0,"1,2,3,4,5",1,0,1,0,240,6,SDS2_A_payoff_INIT_3,1200,240,350,850,174,66,235,0
20600001,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,699,21,305,415,363,0
20600002,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,693,27,42,678,332,0
20600003,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,687,33,214,506,335,0
20600004,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,708,12,113,607,349,0
20600005,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,717,3,160,560,345,0
20600006,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,630,90,221,499,322,0
20600007,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,720,0,193,527,349,0
20600008,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,81,639,348,0
20600009,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,213,507,342,0
20600010,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,115,605,331,0
20600011,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,702,18,107,613,335,0
20600012,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,702,18,224,496,340,0
20600013,B,3A_3D,"0,1,2","3,4,5",1,0,1,0,240,6,SDS_PARENT_OP7,720,720,672,48,266,454,310,0
20600014,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,720,0,177,543,351,0
20600015,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,714,6,200,520,377,0
20600016,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,183,537,347,0
20600017,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,217,503,345,0
20600018,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,140,580,344,0
20600019,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,696,24,104,616,326,0
20600020,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,134,586,338,0
20600021,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,139,581,349,0
20600022,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,702,18,107,613,347,0
20600023,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,687,33,230,490,332,0
20600024,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,696,24,125,595,336,0
20600025,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,161,559,347,0
20600026,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,705,15,277,443,369,0
20600027,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,708,12,99,621,348,0
20600028,B,3A_3D,"0,1,2","3,4,5",2,1,1,0,240,6,SDS_PARENT_OP7,720,720,606,114,223,497,310,0
20600029,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,717,3,114,606,356,0
20600030,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,693,27,250,470,326,0
20600031,B,3A_3D,"0,1,2","3,4,5",2,0,1,0,240,6,SDS_PARENT_OP7,720,720,345,375,482,238,263,0
20600032,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,154,566,342,0
20600033,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,154,566,346,0
20600034,B,3A_3D,"0,1,2","3,4,5",1,0,1,0,240,6,SDS_PARENT_OP7,720,720,675,45,41,679,317,0
20600035,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,93,627,334,0
20600036,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,717,3,164,556,345,0
20600037,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,699,21,324,396,368,0
20600038,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,43,677,349,0
20600039,B,3A_3D,"0,1,2","3,4,5",1,0,1,0,240,6,SDS_PARENT_OP7,720,720,666,54,148,572,311,0
20600040,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,711,9,260,460,370,0
20600041,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,687,33,242,478,334,0
20600042,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,696,24,362,358,361,0
20600043,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,696,24,268,452,338,0
20600044,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,112,608,335,0
20600045,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,228,492,340,0
20600046,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,74,646,339,0
20600047,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,693,27,210,510,341,0
20600048,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,206,514,339,0
20600049,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,354,366,346,0
20600050,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,711,9,183,537,342,0
20600051,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,154,566,341,0
20600052,B,3A_3D,"0,1,2","3,4,5",1,0,1,0,240,6,SDS_PARENT_OP7,720,720,666,54,238,482,316,0
20600053,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,170,550,340,0
20600054,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,198,522,343,0
20600055,B,3A_3D,"0,1,2","3,4,5",1,0,1,0,240,6,SDS_PARENT_OP7,720,720,669,51,158,562,317,0
20600056,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,150,570,354,0
20600057,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,699,21,98,622,340,0
20600058,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,105,615,335,0
20600059,B,3A_3D,"0,1,2","3,4,5",1,0,1,0,240,6,SDS_PARENT_OP7,720,720,666,54,90,630,315,0
20600060,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,150,570,341,0
20600061,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,714,6,27,693,340,0
20600062,B,3A_3D,"0,1,2","3,4,5",0,1,0,0,240,6,SDS_PARENT_OP7,720,720,696,24,211,509,380,0
20600063,B,3A_3D,"0,1,2","3,4,5",0,0,0,1,240,6,SDS_PARENT_OP7,720,720,705,15,182,538,345,0
