scale,style,seed,arm,trace_hash,n_ticks,n_agents,eligible_agent_ticks,E_v,E_x_rmse_cells,E_x_p90_cells,mean_target_endpoint_error_cells,mean_direction_error_degrees,switch_requests,blocked_switch_fraction,mean_decision_lag_ticks,p95_decision_lag_ticks,censored_switch_fraction,stale_target_fraction,semantic_execution_fraction,forced_home_carrying_fraction,tagged_redirect_fraction,macro_early_end_fraction
2v2,GUARD,19500005,I0_CONTINUOUS_ORACLE,794268208d56c2708a109ea2b26aed641c4f05b38e4b3d277f707a70353cb68d,240,2,355,0.0,0.0,0.0,0.0,2.9802766409350473e-07,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0
2v2,GUARD,19500005,I1_W50_NO_COMMIT,794268208d56c2708a109ea2b26aed641c4f05b38e4b3d277f707a70353cb68d,240,2,355,0.20818454240026113,1.7475653438959138,2.3677330386771005,1.9467357374480025,28.63966237763488,153,0.7728102189781022,3.0,5.0,0.5228102189781022,0.0,0.0,0.0,0.2375,0.0
2v2,GUARD,19500005,I2_W50_CURRENT_COMMIT,794268208d56c2708a109ea2b26aed641c4f05b38e4b3d277f707a70353cb68d,240,2,355,0.24507208059985142,1.8150462510554575,2.46752889107501,2.1345143305879857,36.852759244969604,153,0.9213047445255474,4.157894736842105,5.5,0.6494069343065694,0.4895833333333333,0.0,0.0,0.2375,0.0
2v2,GUARD,19500005,I3_FULL_CURRENT_MACRO,794268208d56c2708a109ea2b26aed641c4f05b38e4b3d277f707a70353cb68d,240,2,355,0.2258351126903152,0.9804147927096383,1.5405027753886102,0.4020817255145797,27.75524602831359,153,0.8373631386861313,4.205128205128205,5.700000000000003,0.5764142335766423,0.25833333333333336,0.9270833333333333,0.010416666666666666,0.2375,0.5904761904761905
2v2,GUARD,19500006,I0_CONTINUOUS_ORACLE,8705b013a422b1c0621a1141e9b7fddb227c8c5b95e6acddcbba84277549568b,240,2,357,0.0,0.0,0.0,0.0,3.488332493063398e-07,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0
2v2,GUARD,19500006,I1_W50_NO_COMMIT,8705b013a422b1c0621a1141e9b7fddb227c8c5b95e6acddcbba84277549568b,240,2,357,0.2894621258122512,2.004902953708533,2.375273856307498,1.9260089048480031,27.914070960269832,116,0.8688311688311688,4.363636363636363,5.5,0.577056277056277,0.0,0.0,0.0,0.23333333333333334,0.0
2v2,GUARD,19500006,I2_W50_CURRENT_COMMIT,8705b013a422b1c0621a1141e9b7fddb227c8c5b95e6acddcbba84277549568b,240,2,357,0.36203211723046036,2.102200503232748,2.7070480142654385,2.15423056407593,39.74747417010647,116,0.9354978354978355,5.041666666666667,9.149999999999995,0.6246753246753247,0.5125,0.0,0.0,0.23333333333333334,0.0
2v2,GUARD,19500006,I3_FULL_CURRENT_MACRO,8705b013a422b1c0621a1141e9b7fddb227c8c5b95e6acddcbba84277549568b,240,2,357,0.3097660914338436,1.4036284995422088,1.8617090204408901,0.3675380581798571,33.36213764205568,116,0.8831168831168831,4.5476190476190474,8.5,0.5818181818181818,0.31666666666666665,0.9020833333333333,0.00625,0.23333333333333334,0.5961538461538461
2v2,GUARD,19500007,I0_CONTINUOUS_ORACLE,e1a232b6dcd8c4c26eb7c1e3e5049c0de792f64e7ea0c8f24fc7c498c30c76e6,240,2,359,0.0,0.0,0.0,0.0,3.3231793077740833e-07,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.0
2v2,GUARD,19500007,I1_W50_NO_COMMIT,e1a232b6dcd8c4c26eb7c1e3e5049c0de792f64e7ea0c8f24fc7c498c30c76e6,240,2,359,0.20989866217431585,1.7795105793073829,2.313810243412347,1.9573723307997652,34.38869441895143,153,0.8014705882352942,3.1785714285714284,6.749999999999992,0.5330882352941176,0.0,0.0,0.0,0.22916666666666666,0.0
2v2,GUARD,19500007,I2_W50_CURRENT_COMMIT,e1a232b6dcd8c4c26eb7c1e3e5049c0de792f64e7ea0c8f24fc7c498c30c76e6,240,2,359,0.2669535809203131,1.8521578566876653,2.4115311598453415,2.152204371408736,39.45834905645391,153,0.9338235294117647,3.840909090909091,5.0,0.6654411764705882,0.5416666666666666,0.0,0.0,0.22916666666666666,0.0
2v2,GUARD,19500007,I3_FULL_CURRENT_MACRO,e1a232b6dcd8c4c26eb7c1e3e5049c0de792f64e7ea0c8f24fc7c498c30c76e6,240,2,359,0.24209034409143423,1.0718032297160731,1.692316829239231,0.514000541665534,43.40752633189965,153,0.8639705882352942,3.375,5.574999999999999,0.5808823529411765,0.33125,0.9416666666666667,0.014583333333333334,0.22916666666666666,0.5693069306930693
2v2,GUARD,19500008,I0_CONTINUOUS_ORACLE,fa995a4a8b1e4f7893a6293730c5e3c5369ab1df8a09c95b5987615597d2a71a,240,2,351,0.0,0.0,0.0,0.0,2.5235978745941176e-07,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24583333333333332,0.0
2v2,GUARD,19500008,I1_W50_NO_COMMIT,fa995a4a8b1e4f7893a6293730c5e3c5369ab1df8a09c95b5987615597d2a71a,240,2,351,0.23726883204933258,1.7018164561627398,2.140418284383052,1.9599882012556193,29.08632820650489,151,0.887643378519291,4.072727272727272,5.0,0.5625651720542231,0.0,0.0,0.0,0.24583333333333332,0.0
2v2,GUARD,19500008,I2_W50_CURRENT_COMMIT,fa995a4a8b1e4f7893a6293730c5e3c5369ab1df8a09c95b5987615597d2a71a,240,2,351,0.26131724762875386,1.7354359068602054,2.2689883444824703,2.082733663066243,33.47446931260366,151,0.920490093847758,4.2558823529411764,6.0,0.580813347236705,0.49583333333333335,0.0,0.0,0.24583333333333332,0.0
2v2,GUARD,19500008,I3_FULL_CURRENT_MACRO,fa995a4a8b1e4f7893a6293730c5e3c5369ab1df8a09c95b5987615597d2a71a,240,2,351,0.23202498596123858,1.1403505619454246,1.8799786553888822,0.21793655678012303,27.817572382930383,151,0.8401981230448383,4.102631578947368,5.5,0.5041710114702815,0.2708333333333333,0.9125,0.0020833333333333333,0.24583333333333332,0.5857142857142857
2v2,GUARD,19500009,I0_CONTINUOUS_ORACLE,17b7c708048ce8a95cdd278a397e11d25afa2910d5e5674a153c615ca1fbf949,240,2,353,0.0,0.0,0.0,0.0,3.148738952451879e-07,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24166666666666667,0.0
2v2,GUARD,19500009,I1_W50_NO_COMMIT,17b7c708048ce8a95cdd278a397e11d25afa2910d5e5674a153c615ca1fbf949,240,2,353,0.1814945264045505,1.7406279580867103,2.090804547890897,1.9635272093500038,25.72324972542273,153,0.875,4.166666666666666,5.324999999999999,0.5441176470588235,0.0,0.0,0.0,0.24166666666666667,0.0
2v2,GUARD,19500009,I2_W50_CURRENT_COMMIT,17b7c708048ce8a95cdd278a397e11d25afa2910d5e5674a153c615ca1fbf949,240,2,353,0.22009802348310037,1.8077092383214306,2.340152047300715,2.1015258000629884,33.43802350405546,153,0.9154411764705882,4.055555555555555,6.0,0.5808823529411765,0.4875,0.0,0.0,0.24166666666666667,0.0
2v2,GUARD,19500009,I3_FULL_CURRENT_MACRO,17b7c708048ce8a95cdd278a397e11d25afa2910d5e5674a153c615ca1fbf949,240,2,353,0.21114880559891372,1.0722881181443995,1.6735968110224566,0.2754294006094873,34.462863239788305,153,0.9154411764705882,4.392857142857142,6.0,0.5698529411764706,0.3125,0.9333333333333333,0.004166666666666667,0.24166666666666667,0.5797101449275363
2v2,GUARD,19500010,I0_CONTINUOUS_ORACLE,a50fb9e9dbb1202ad5362a8ed9fac81facc0db290f929a5475c0699b28862989,240,2,357,0.0,0.0,0.0,0.0,3.153928274367468e-07,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23125,0.0
2v2,GUARD,19500010,I1_W50_NO_COMMIT,a50fb9e9dbb1202ad5362a8ed9fac81facc0db290f929a5475c0699b28862989,240,2,357,0.20641539417125349,1.6565673849844216,1.9996820314232011,1.9620854478856227,29.319628500531962,156,0.8584426576385951,3.41,5.174999999999998,0.6159542953872197,0.0,0.0,0.0,0.23125,0.0
2v2,GUARD,19500010,I2_W50_CURRENT_COMMIT,a50fb9e9dbb1202ad5362a8ed9fac81facc0db290f929a5475c0699b28862989,240,2,357,0.23770107858141026,1.8135660667426392,2.491924472595477,2.1355699301535864,33.1287019569077,156,0.8620397799407533,3.6,6.2749999999999995,0.6051629284807448,0.4625,0.0,0.0,0.23125,0.0
2v2,GUARD,19500010,I3_FULL_CURRENT_MACRO,a50fb9e9dbb1202ad5362a8ed9fac81facc0db290f929a5475c0699b28862989,240,2,357,0.2215775892324871,1.0699771642537201,1.6973975387823763,0.38561058829968176,34.741231287519696,156,0.8836225137537029,3.5404761904761903,5.7749999999999995,0.6303427845958527,0.3354166666666667,0.9291666666666667,0.008333333333333333,0.23125,0.5665024630541872
2v2,GUARD,19500011,I0_CONTINUOUS_ORACLE,1ad8222bd326d46abef72d4431e9a0b5c813a96f6478cbb3056538c9ff2915df,240,2,355,0.0,0.0,0.0,0.0,3.125367881521172e-07,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0
2v2,GUARD,19500011,I1_W50_NO_COMMIT,1ad8222bd326d46abef72d4431e9a0b5c813a96f6478cbb3056538c9ff2915df,240,2,355,0.22223306491098885,1.6966323134660164,2.2688191859374305,1.9132450291287317,30.258649921045613,148,0.831905344757242,3.2708333333333335,4.725,0.591187270501836,0.0,0.0,0.0,0.2375,0.0
2v2,GUARD,19500011,I2_W50_CURRENT_COMMIT,1ad8222bd326d46abef72d4431e9a0b5c813a96f6478cbb3056538c9ff2915df,240,2,355,0.278822806092604,1.8023093435809898,2.5531836195014135,2.10606348379674,37.61933990129,148,0.9310485516115871,4.15,5.424999999999998,0.6670746634026927,0.48333333333333334,0.0,0.0,0.2375,0.0
2v2,GUARD,19500011,I3_FULL_CURRENT_MACRO,1ad8222bd326d46abef72d4431e9a0b5c813a96f6478cbb3056538c9ff2915df,240,2,355,0.25754268849041906,1.0719274400553234,1.8720840974363329,0.6004302560936776,31.768530953932313,148,0.8108935128518971,3.9652173913043476,5.2749999999999995,0.558547531619747,0.25625,0.9020833333333333,0.014583333333333334,0.2375,0.5865384615384616
2v2,GUARD,19500012,I0_CONTINUOUS_ORACLE,2b7b7f4d8812318b3e95bf0038265df1c5638e7aa725bcad6546b09f814f7dd3,240,2,361,0.0,0.0,0.0,0.0,3.1162992599356767e-07,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0
2v2,GUARD,19500012,I1_W50_NO_COMMIT,2b7b7f4d8812318b3e95bf0038265df1c5638e7aa725bcad6546b09f814f7dd3,240,2,361,0.22576034977619894,1.893561429872304,2.0793287856220655,1.9590813306942754,33.5365535313787,161,0.7505559673832469,2.357142857142857,4.675,0.5400296515937731,0.0,0.0,0.0,0.225,0.0
2v2,GUARD,19500012,I2_W50_CURRENT_COMMIT,2b7b7f4d8812318b3e95bf0038265df1c5638e7aa725bcad6546b09f814f7dd3,240,2,361,0.26530011023496547,1.9707080369855632,2.186574295734308,2.2389698370727196,36.31340774987048,161,0.8015196441808747,2.60989010989011,5.199999999999999,0.5839510748702743,0.49374999999999997,0.0,0.0,0.225,0.0
2v2,GUARD,19500012,I3_FULL_CURRENT_MACRO,2b7b7f4d8812318b3e95bf0038265df1c5638e7aa725bcad6546b09f814f7dd3,240,2,361,0.25828889659144805,1.3363829766412538,1.6359469578554973,0.5514163969033349,31.817631749194753,161,0.7731653076352853,3.022727272727273,4.75,0.5555967383246849,0.2520833333333333,0.94375,0.01875,0.225,0.56
2v2,GUARD,19500013,I0_CONTINUOUS_ORACLE,54b8d07f94f9170abd94c12faba465f435455fcc2db7695abe8158e4feae3a81,240,2,349,0.0,0.0,0.0,0.0,2.975823103428292e-07,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24791666666666667,0.0
2v2,GUARD,19500013,I1_W50_NO_COMMIT,54b8d07f94f9170abd94c12faba465f435455fcc2db7695abe8158e4feae3a81,240,2,349,0.22744373790501926,1.642566663930602,2.260492673932216,1.9743502608253207,23.951131097520317,115,0.8295454545454546,3.9074074074074074,5.0,0.46110139860139865,0.0,0.0,0.0,0.24791666666666667,0.0
2v2,GUARD,19500013,I2_W50_CURRENT_COMMIT,54b8d07f94f9170abd94c12faba465f435455fcc2db7695abe8158e4feae3a81,240,2,349,0.3024519635742474,1.7108108470056833,2.456632950645938,2.1292269752013393,35.33127704943217,115,0.8920454545454546,4.441520467836257,6.599999999999987,0.4995629370629371,0.49583333333333335,0.0,0.0,0.24791666666666667,0.0
2v2,GUARD,19500013,I3_FULL_CURRENT_MACRO,54b8d07f94f9170abd94c12faba465f435455fcc2db7695abe8158e4feae3a81,240,2,349,0.2353628365756812,0.9833965184050157,1.53637888101879,0.23742668357072344,24.466275526542283,115,0.8199300699300699,4.06031746031746,5.649999999999999,0.4226398601398601,0.23750000000000002,0.9125,0.0020833333333333333,0.24791666666666667,0.6197183098591549
2v2,GUARD,19500014,I0_CONTINUOUS_ORACLE,2b40c11898d0d19dd73e38dac1afbe3c3e3dbfa100fddd554f54cd8a384fb925,240,2,356,0.0,0.0,0.0,0.0,3.1379546688301245e-07,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23541666666666666,0.0
2v2,GUARD,19500014,I1_W50_NO_COMMIT,2b40c11898d0d19dd73e38dac1afbe3c3e3dbfa100fddd554f54cd8a384fb925,240,2,356,0.2013717522902301,1.7172660643147748,2.1609663226110793,1.9345058376291626,24.16180723151395,153,0.7533834586466166,2.9767857142857146,4.5,0.49962406015037597,0.0,0.0,0.0,0.23541666666666666,0.0
2v2,GUARD,19500014,I2_W50_CURRENT_COMMIT,2b40c11898d0d19dd73e38dac1afbe3c3e3dbfa100fddd554f54cd8a384fb925,240,2,356,0.2759194569645256,1.8061811795084843,2.3997138882641043,2.10543877907806,34.65482193916148,153,0.9261278195488721,4.096256684491979,6.0,0.6610902255639097,0.47916666666666663,0.0,0.0,0.23541666666666666,0.0
2v2,GUARD,19500014,I3_FULL_CURRENT_MACRO,2b40c11898d0d19dd73e38dac1afbe3c3e3dbfa100fddd554f54cd8a384fb925,240,2,356,0.22751512064252982,1.0056648783517614,1.4450291004875917,0.39371244741077027,31.13252502177492,153,0.9110902255639097,3.931818181818182,5.0,0.6422932330827068,0.31875000000000003,0.9166666666666667,0.010416666666666666,0.23541666666666666,0.5933014354066986
2v2,GUARD,19500015,I0_CONTINUOUS_ORACLE,c6a3ba647882fd611b3d5066eec90a216fe8b4368a035ebdc85ab8d176223499,240,2,356,0.0,0.0,0.0,0.0,2.4875139178426756e-07,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23541666666666666,0.0
2v2,GUARD,19500015,I1_W50_NO_COMMIT,c6a3ba647882fd611b3d5066eec90a216fe8b4368a035ebdc85ab8d176223499,240,2,356,0.21440818987172772,1.6271941939969086,2.0177289103066323,1.9202596808777508,23.235706673530885,137,0.7825980392156863,3.491477272727273,5.0,0.5431372549019607,0.0,0.0,0.0,0.23541666666666666,0.0
2v2,GUARD,19500015,I2_W50_CURRENT_COMMIT,c6a3ba647882fd611b3d5066eec90a216fe8b4368a035ebdc85ab8d176223499,240,2,356,0.30473572964273693,1.7136328672349008,2.2995850316213287,2.183513209012329,34.59345219242005,137,0.941421568627451,4.346153846153846,6.199999999999999,0.6811274509803922,0.4666666666666667,0.0,0.0,0.23541666666666666,0.0
2v2,GUARD,19500015,I3_FULL_CURRENT_MACRO,c6a3ba647882fd611b3d5066eec90a216fe8b4368a035ebdc85ab8d176223499,240,2,356,0.29931217259922904,1.140183057625391,1.8120459416604222,0.5858949558269427,35.56270890284319,137,0.907843137254902,4.266666666666667,7.024999999999995,0.6308823529411764,0.33333333333333337,0.90625,0.0125,0.23541666666666666,0.5707317073170731
2v2,GUARD,19500016,I0_CONTINUOUS_ORACLE,03e0db84b6e76fec66d9beec2dcaafb4cc1d07125df7831047dcf50cc38d9e64,240,2,350,0.0,0.0,0.0,0.0,2.9213723493429083e-07,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24791666666666667,0.0
2v2,GUARD,19500016,I1_W50_NO_COMMIT,03e0db84b6e76fec66d9beec2dcaafb4cc1d07125df7831047dcf50cc38d9e64,240,2,350,0.19910802777036923,1.558719269277816,1.71377547131649,2.007776042242749,30.303321352448936,142,0.8590909090909091,3.9375,4.824999999999999,0.5090909090909091,0.0,0.0,0.0,0.24791666666666667,0.0
2v2,GUARD,19500016,I2_W50_CURRENT_COMMIT,03e0db84b6e76fec66d9beec2dcaafb4cc1d07125df7831047dcf50cc38d9e64,240,2,350,0.2439099355708745,1.593641018851179,1.8854294575165558,2.129835177723093,42.331695295513114,142,0.9159090909090909,4.1298076923076925,5.524999999999999,0.5507575757575758,0.5062500000000001,0.0,0.0,0.24791666666666667,0.0
2v2,GUARD,19500016,I3_FULL_CURRENT_MACRO,03e0db84b6e76fec66d9beec2dcaafb4cc1d07125df7831047dcf50cc38d9e64,240,2,350,0.20922483830291005,0.9626116159573396,1.4337193320057675,0.11276925464496111,34.45950202914945,142,0.8856060606060606,4.1875,5.500000000000002,0.5242424242424243,0.33541666666666664,0.9520833333333334,0.0,0.24791666666666667,0.5845410628019324
2v2,BREACH,19500001,I0_CONTINUOUS_ORACLE,d9ad43e5e2b90dec9f4d53f912ee03edd979bc569308121896195371a901bdf0,240,2,252,0.0,0.0,0.0,0.0,3.570797955293012e-07,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4354166666666667,0.0
2v2,BREACH,19500001,I1_W50_NO_COMMIT,d9ad43e5e2b90dec9f4d53f912ee03edd979bc569308121896195371a901bdf0,240,2,252,0.2921812233936951,1.4520282048283213,2.161116814188948,1.954659771992367,7.426343166199777,86,0.7489130434782609,3.324675324675325,9.975,0.5728260869565217,0.0,0.0,0.0,0.4354166666666667,0.0
2v2,BREACH,19500001,I2_W50_CURRENT_COMMIT,d9ad43e5e2b90dec9f4d53f912ee03edd979bc569308121896195371a901bdf0,240,2,252,0.334366223161758,1.9393103753673038,3.4417894539096747,2.441333722324075,13.532254595714086,86,0.8972826086956522,4.837662337662338,10.25,0.7103260869565218,0.38541666666666663,0.0,0.0,0.4354166666666667,0.0
2v2,BREACH,19500001,I3_FULL_CURRENT_MACRO,d9ad43e5e2b90dec9f4d53f912ee03edd979bc569308121896195371a901bdf0,240,2,252,0.3784667255111361,2.0967411220404313,3.8389902905315365,1.6475015577601027,17.168741103882237,86,0.9222826086956522,5.2,10.274999999999999,0.7228260869565217,0.09791666666666667,0.99375,0.06875,0.4354166666666667,0.7582417582417582
2v2,BREACH,19500002,I0_CONTINUOUS_ORACLE,60ae0a860ec5c96f59b5d00e64be777b207a98af5ba3bfe36d2d02f015d92b11,240,2,271,0.0,0.0,0.0,0.0,3.094986649926057e-07,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958333333333333,0.0
2v2,BREACH,19500002,I1_W50_NO_COMMIT,60ae0a860ec5c96f59b5d00e64be777b207a98af5ba3bfe36d2d02f015d92b11,240,2,271,0.2971101807867151,1.8345392402550262,3.2411666344767642,1.9312878269437843,6.127074799104154,76,0.5657894736842106,2.308712121212121,9.0,0.39473684210526316,0.0,0.0,0.0,0.3958333333333333,0.0
2v2,BREACH,19500002,I2_W50_CURRENT_COMMIT,60ae0a860ec5c96f59b5d00e64be777b207a98af5ba3bfe36d2d02f015d92b11,240,2,271,0.3715827935588251,2.1092685935254627,3.5027239056059543,2.2647518929700867,13.610877134738562,76,0.763157894736842,3.333333333333333,9.224999999999998,0.5657894736842105,0.36875,0.0,0.0,0.3958333333333333,0.0
2v2,BREACH,19500002,I3_FULL_CURRENT_MACRO,60ae0a860ec5c96f59b5d00e64be777b207a98af5ba3bfe36d2d02f015d92b11,240,2,271,0.3476205348362097,1.5045806804862012,2.2212732953331633,1.2896677737176907,11.869012155307441,76,0.7894736842105263,3.489583333333333,9.274999999999999,0.5921052631578947,0.1,0.9833333333333334,0.0625,0.3958333333333333,0.7423076923076923
2v2,BREACH,19500003,I0_CONTINUOUS_ORACLE,55200e2602eafce014126ff201af32a72969041812e0fc1b6eefbe9fdfee3420,240,2,387,0.0,0.0,0.0,0.0,3.0388863319722344e-07,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17708333333333331,0.0
2v2,BREACH,19500003,I1_W50_NO_COMMIT,55200e2602eafce014126ff201af32a72969041812e0fc1b6eefbe9fdfee3420,240,2,387,0.5544150930412883,1.6650223531850687,2.5267453567204337,1.8758444784308734,36.71383665881484,269,0.7853901494189264,0.9790448343079922,8.575,0.7594631986718318,0.0,0.0,0.0,0.17708333333333331,0.0
2v2,BREACH,19500003,I2_W50_CURRENT_COMMIT,55200e2602eafce014126ff201af32a72969041812e0fc1b6eefbe9fdfee3420,240,2,387,0.6769683715027901,2.2471117994520826,3.4548009197317002,2.381498224710862,57.25071505863022,269,0.9006364139457665,1.8979933110367893,9.149999999999999,0.8672661870503597,0.5166666666666666,0.0,0.0,0.17708333333333331,0.0
2v2,BREACH,19500003,I3_FULL_CURRENT_MACRO,55200e2602eafce014126ff201af32a72969041812e0fc1b6eefbe9fdfee3420,240,2,387,0.5786882088876667,1.2167595648408966,1.8131141857641562,0.9371511527536168,51.53057674581844,269,0.8931931377974544,1.8377926421404682,9.149999999999999,0.8672661870503597,0.4083333333333333,0.9854166666666666,0.29166666666666663,0.17708333333333331,0.483695652173913
