arm,pole,seed,pair,steps,blue,red,win,margin
pi_A,A,21100101,,240,1,0,1,1
pi_A,B,21100101,,240,1,0,1,1
A_prime,A,21100101,1-2,147,3,1,1,2
A_prime,B,21100101,1-2,240,1,0,1,1
pi_B,A,21100101,,240,0,0,0,0
pi_B,B,21100101,,240,0,0,0,0
pi_A,A,21100102,,240,1,0,1,1
pi_A,B,21100102,,240,0,0,0,0
A_prime,A,21100102,1-3,240,2,2,0,0
A_prime,B,21100102,1-3,240,0,1,0,-1
pi_B,A,21100102,,240,0,0,0,0
pi_B,B,21100102,,240,1,0,1,1
pi_A,A,21100103,,240,1,0,1,1
pi_A,B,21100103,,240,0,0,0,0
A_prime,A,21100103,2-3,240,2,0,1,2
A_prime,B,21100103,2-3,240,1,1,0,0
pi_B,A,21100103,,240,0,0,0,0
pi_B,B,21100103,,240,1,0,1,1
pi_A,A,21100104,,240,1,0,1,1
pi_A,B,21100104,,123,3,0,1,3
A_prime,A,21100104,0-1,240,3,1,1,2
A_prime,B,21100104,0-1,240,2,1,1,1
pi_B,A,21100104,,98,3,0,1,3
pi_B,B,21100104,,240,1,0,1,1
pi_A,A,21100105,,240,1,0,1,1
pi_A,B,21100105,,155,3,0,1,3
A_prime,A,21100105,0-2,240,2,0,1,2
A_prime,B,21100105,0-2,240,0,2,0,-2
pi_B,A,21100105,,240,0,0,0,0
pi_B,B,21100105,,240,1,0,1,1
pi_A,A,21100106,,116,3,0,1,3
pi_A,B,21100106,,98,3,0,1,3
A_prime,A,21100106,0-3,173,3,1,1,2
A_prime,B,21100106,0-3,240,0,1,0,-1
pi_B,A,21100106,,240,0,0,0,0
pi_B,B,21100106,,240,1,0,1,1
pi_A,A,21100107,,240,1,0,1,1
pi_A,B,21100107,,240,0,0,0,0
A_prime,A,21100107,1-2,240,2,2,0,0
A_prime,B,21100107,1-2,240,0,1,0,-1
pi_B,A,21100107,,240,1,0,1,1
pi_B,B,21100107,,240,2,1,1,1
pi_A,A,21100108,,103,3,0,1,3
pi_A,B,21100108,,139,3,0,1,3
A_prime,A,21100108,1-3,240,0,0,0,0
A_prime,B,21100108,1-3,240,0,2,0,-2
pi_B,A,21100108,,240,1,0,1,1
pi_B,B,21100108,,240,2,0,1,2
pi_A,A,21100109,,240,0,0,0,0
pi_A,B,21100109,,240,0,0,0,0
A_prime,A,21100109,2-3,240,2,1,1,1
A_prime,B,21100109,2-3,240,0,1,0,-1
pi_B,A,21100109,,240,0,0,0,0
pi_B,B,21100109,,240,0,0,0,0
pi_A,A,21100110,,240,1,0,1,1
pi_A,B,21100110,,86,3,0,1,3
A_prime,A,21100110,0-1,240,1,2,0,-1
A_prime,B,21100110,0-1,240,0,0,0,0
pi_B,A,21100110,,99,3,0,1,3
pi_B,B,21100110,,240,1,0,1,1
pi_A,A,21100111,,240,1,0,1,1
pi_A,B,21100111,,240,0,0,0,0
A_prime,A,21100111,0-2,230,3,2,1,1
A_prime,B,21100111,0-2,240,1,0,1,1
pi_B,A,21100111,,240,0,0,0,0
pi_B,B,21100111,,240,0,0,0,0
pi_A,A,21100112,,240,0,0,0,0
pi_A,B,21100112,,240,0,0,0,0
A_prime,A,21100112,0-3,160,3,1,1,2
A_prime,B,21100112,0-3,240,0,2,0,-2
pi_B,A,21100112,,240,0,1,0,-1
pi_B,B,21100112,,240,0,0,0,0
pi_A,A,21100113,,240,2,0,1,2
pi_A,B,21100113,,240,2,0,1,2
A_prime,A,21100113,1-2,240,2,2,0,0
A_prime,B,21100113,1-2,240,1,0,1,1
pi_B,A,21100113,,155,1,3,0,-2
pi_B,B,21100113,,240,1,1,0,0
pi_A,A,21100114,,240,2,0,1,2
pi_A,B,21100114,,240,1,0,1,1
A_prime,A,21100114,1-3,229,3,2,1,1
A_prime,B,21100114,1-3,240,0,0,0,0
pi_B,A,21100114,,240,0,0,0,0
pi_B,B,21100114,,240,0,0,0,0
pi_A,A,21100115,,240,0,0,0,0
pi_A,B,21100115,,240,2,0,1,2
A_prime,A,21100115,2-3,189,3,0,1,3
A_prime,B,21100115,2-3,240,0,1,0,-1
pi_B,A,21100115,,240,1,0,1,1
pi_B,B,21100115,,240,1,1,0,0
pi_A,A,21100116,,240,1,1,0,0
pi_A,B,21100116,,240,0,0,0,0
A_prime,A,21100116,0-1,202,3,0,1,3
A_prime,B,21100116,0-1,240,0,2,0,-2
pi_B,A,21100116,,240,0,1,0,-1
pi_B,B,21100116,,240,0,1,0,-1
pi_A,A,21100117,,240,0,0,0,0
pi_A,B,21100117,,122,3,0,1,3
A_prime,A,21100117,0-2,240,2,1,1,1
A_prime,B,21100117,0-2,240,0,2,0,-2
pi_B,A,21100117,,240,0,0,0,0
pi_B,B,21100117,,188,3,0,1,3
pi_A,A,21100118,,240,2,0,1,2
pi_A,B,21100118,,240,1,0,1,1
A_prime,A,21100118,0-3,193,3,1,1,2
A_prime,B,21100118,0-3,240,1,2,0,-1
pi_B,A,21100118,,240,2,0,1,2
pi_B,B,21100118,,240,0,0,0,0
pi_A,A,21100119,,240,1,0,1,1
pi_A,B,21100119,,155,3,0,1,3
A_prime,A,21100119,1-2,240,2,2,0,0
A_prime,B,21100119,1-2,240,0,1,0,-1
pi_B,A,21100119,,240,1,0,1,1
pi_B,B,21100119,,240,1,0,1,1
pi_A,A,21100120,,240,1,0,1,1
pi_A,B,21100120,,85,3,0,1,3
A_prime,A,21100120,1-3,240,1,0,1,1
A_prime,B,21100120,1-3,240,0,1,0,-1
pi_B,A,21100120,,240,2,0,1,2
pi_B,B,21100120,,240,2,0,1,2
pi_A,A,21100121,,95,3,0,1,3
pi_A,B,21100121,,240,0,0,0,0
A_prime,A,21100121,2-3,173,3,0,1,3
A_prime,B,21100121,2-3,240,0,0,0,0
pi_B,A,21100121,,240,0,0,0,0
pi_B,B,21100121,,240,0,0,0,0
pi_A,A,21100122,,240,1,0,1,1
pi_A,B,21100122,,240,0,0,0,0
A_prime,A,21100122,0-1,206,3,0,1,3
A_prime,B,21100122,0-1,240,0,1,0,-1
pi_B,A,21100122,,141,3,0,1,3
pi_B,B,21100122,,240,2,0,1,2
pi_A,A,21100123,,240,0,0,0,0
pi_A,B,21100123,,240,0,0,0,0
A_prime,A,21100123,0-2,172,3,0,1,3
A_prime,B,21100123,0-2,240,1,1,0,0
pi_B,A,21100123,,240,2,0,1,2
pi_B,B,21100123,,240,0,0,0,0
pi_A,A,21100124,,240,1,0,1,1
pi_A,B,21100124,,124,3,0,1,3
A_prime,A,21100124,0-3,240,1,1,0,0
A_prime,B,21100124,0-3,240,0,0,0,0
pi_B,A,21100124,,240,0,0,0,0
pi_B,B,21100124,,240,1,0,1,1
pi_A,A,21100125,,240,0,1,0,-1
pi_A,B,21100125,,240,0,0,0,0
A_prime,A,21100125,1-2,240,1,0,1,1
A_prime,B,21100125,1-2,240,1,1,0,0
pi_B,A,21100125,,240,1,1,0,0
pi_B,B,21100125,,240,0,0,0,0
pi_A,A,21100126,,113,3,0,1,3
pi_A,B,21100126,,85,3,0,1,3
A_prime,A,21100126,1-3,240,2,1,1,1
A_prime,B,21100126,1-3,240,0,0,0,0
pi_B,A,21100126,,240,0,0,0,0
pi_B,B,21100126,,240,1,0,1,1
pi_A,A,21100127,,240,1,0,1,1
pi_A,B,21100127,,160,3,0,1,3
A_prime,A,21100127,2-3,240,0,1,0,-1
A_prime,B,21100127,2-3,240,1,1,0,0
pi_B,A,21100127,,240,2,0,1,2
pi_B,B,21100127,,240,0,1,0,-1
pi_A,A,21100128,,240,2,0,1,2
pi_A,B,21100128,,240,1,0,1,1
A_prime,A,21100128,0-1,128,3,0,1,3
A_prime,B,21100128,0-1,240,0,2,0,-2
pi_B,A,21100128,,240,1,0,1,1
pi_B,B,21100128,,240,0,0,0,0
