scale,style,seed,arm,tick,agent,E_v_tick,trace_hash
4v4,GUARD,19500004,I2_W50_CURRENT_COMMIT,239,2,0.514257,ec1911b8573ca47c826cab1b98e0e0192e0e55f51d084b0b601c59b22a999adc
4v4,GUARD,19500004,I2_W50_CURRENT_COMMIT,239,3,0.514257,ec1911b8573ca47c826cab1b98e0e0192e0e55f51d084b0b601c59b22a999adc
4v4,GUARD,19500004,I3_FULL_CURRENT_MACRO,239,0,0.497639,ec1911b8573ca47c826cab1b98e0e0192e0e55f51d084b0b601c59b22a999adc
4v4,GUARD,19500004,I3_FULL_CURRENT_MACRO,239,1,0.497639,ec1911b8573ca47c826cab1b98e0e0192e0e55f51d084b0b601c59b22a999adc
4v4,GUARD,19500004,I3_FULL_CURRENT_MACRO,239,2,0.497639,ec1911b8573ca47c826cab1b98e0e0192e0e55f51d084b0b601c59b22a999adc
4v4,GUARD,19500004,I3_FULL_CURRENT_MACRO,239,3,0.497639,ec1911b8573ca47c826cab1b98e0e0192e0e55f51d084b0b601c59b22a999adc
4v4,BREACH,19500004,I0_CONTINUOUS_ORACLE,239,0,0.526581,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I0_CONTINUOUS_ORACLE,239,1,0.526581,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I0_CONTINUOUS_ORACLE,239,2,0.526581,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I0_CONTINUOUS_ORACLE,239,3,0.526581,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I1_W50_NO_COMMIT,239,0,0.615101,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I1_W50_NO_COMMIT,239,1,0.615101,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I1_W50_NO_COMMIT,239,2,0.615101,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I1_W50_NO_COMMIT,239,3,0.615101,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I2_W50_CURRENT_COMMIT,239,0,0.768471,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I2_W50_CURRENT_COMMIT,239,1,0.768471,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I2_W50_CURRENT_COMMIT,239,2,0.768471,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I2_W50_CURRENT_COMMIT,239,3,0.768471,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I3_FULL_CURRENT_MACRO,239,0,0.732633,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I3_FULL_CURRENT_MACRO,239,1,0.732633,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I3_FULL_CURRENT_MACRO,239,2,0.732633,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
4v4,BREACH,19500004,I3_FULL_CURRENT_MACRO,239,3,0.732633,b47c636cbcac5d69c8b15483b64be61f8e03fb380466d75652d73c6623bedd04
2v2,GUARD,19500005,I0_CONTINUOUS_ORACLE,239,0,0.230534,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I0_CONTINUOUS_ORACLE,239,1,0.230534,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I1_W50_NO_COMMIT,239,0,0.309853,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I1_W50_NO_COMMIT,239,1,0.309853,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I2_W50_CURRENT_COMMIT,239,0,0.317022,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I2_W50_CURRENT_COMMIT,239,1,0.317022,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I3_FULL_CURRENT_MACRO,239,0,0.296176,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,GUARD,19500005,I3_FULL_CURRENT_MACRO,239,1,0.296176,810e0d180d9d4e6514534cf21d83b94e3d984387a96034a5ae708a369e7acbba
2v2,BREACH,19500005,I0_CONTINUOUS_ORACLE,239,0,0.455728,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I0_CONTINUOUS_ORACLE,239,1,0.455728,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I1_W50_NO_COMMIT,239,0,0.583216,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I1_W50_NO_COMMIT,239,1,0.583216,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I2_W50_CURRENT_COMMIT,239,0,0.737384,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I2_W50_CURRENT_COMMIT,239,1,0.737384,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I3_FULL_CURRENT_MACRO,239,0,0.644152,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
2v2,BREACH,19500005,I3_FULL_CURRENT_MACRO,239,1,0.644152,6f566d539b3dcc22b414da240a672ce6144ce73ad2d7aca9fa5e35906ad6a04f
4v4,GUARD,19500005,I0_CONTINUOUS_ORACLE,239,0,0.415584,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I0_CONTINUOUS_ORACLE,239,1,0.415584,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I0_CONTINUOUS_ORACLE,239,2,0.415584,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I0_CONTINUOUS_ORACLE,239,3,0.415584,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I1_W50_NO_COMMIT,239,0,0.461043,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I1_W50_NO_COMMIT,239,1,0.461043,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I1_W50_NO_COMMIT,239,2,0.461043,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I1_W50_NO_COMMIT,239,3,0.461043,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I2_W50_CURRENT_COMMIT,239,0,0.530994,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I2_W50_CURRENT_COMMIT,239,1,0.530994,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I2_W50_CURRENT_COMMIT,239,2,0.530994,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I2_W50_CURRENT_COMMIT,239,3,0.530994,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I3_FULL_CURRENT_MACRO,239,0,0.506659,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I3_FULL_CURRENT_MACRO,239,1,0.506659,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I3_FULL_CURRENT_MACRO,239,2,0.506659,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,GUARD,19500005,I3_FULL_CURRENT_MACRO,239,3,0.506659,bf1653633c56876c87b60cbe94222c08c078726d64ed4cd6df97ce8ed38b2e45
4v4,BREACH,19500005,I0_CONTINUOUS_ORACLE,239,0,0.414287,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I0_CONTINUOUS_ORACLE,239,1,0.414287,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I0_CONTINUOUS_ORACLE,239,2,0.414287,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I0_CONTINUOUS_ORACLE,239,3,0.414287,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I1_W50_NO_COMMIT,239,0,0.469715,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I1_W50_NO_COMMIT,239,1,0.469715,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I1_W50_NO_COMMIT,239,2,0.469715,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I1_W50_NO_COMMIT,239,3,0.469715,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I2_W50_CURRENT_COMMIT,239,0,0.577909,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I2_W50_CURRENT_COMMIT,239,1,0.577909,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I2_W50_CURRENT_COMMIT,239,2,0.577909,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I2_W50_CURRENT_COMMIT,239,3,0.577909,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I3_FULL_CURRENT_MACRO,239,0,0.600854,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I3_FULL_CURRENT_MACRO,239,1,0.600854,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I3_FULL_CURRENT_MACRO,239,2,0.600854,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
4v4,BREACH,19500005,I3_FULL_CURRENT_MACRO,239,3,0.600854,9e5bb1fe51cbbb15a6324e8a3bd71653698c98c8ff5a26e5c747bf20fcee2717
2v2,GUARD,19500006,I0_CONTINUOUS_ORACLE,239,0,0.249487,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I0_CONTINUOUS_ORACLE,239,1,0.249487,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I1_W50_NO_COMMIT,239,0,0.347954,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I1_W50_NO_COMMIT,239,1,0.347954,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I2_W50_CURRENT_COMMIT,239,0,0.423205,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I2_W50_CURRENT_COMMIT,239,1,0.423205,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I3_FULL_CURRENT_MACRO,239,0,0.365187,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,GUARD,19500006,I3_FULL_CURRENT_MACRO,239,1,0.365187,4c94e6046037fb6a3accbdcffc585754866d9f0673b6693b51091c4beb341cd3
2v2,BREACH,19500006,I0_CONTINUOUS_ORACLE,239,0,0.419789,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I0_CONTINUOUS_ORACLE,239,1,0.419789,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I1_W50_NO_COMMIT,239,0,0.376947,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I1_W50_NO_COMMIT,239,1,0.376947,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I2_W50_CURRENT_COMMIT,239,0,0.423042,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I2_W50_CURRENT_COMMIT,239,1,0.423042,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I3_FULL_CURRENT_MACRO,239,0,0.433268,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
2v2,BREACH,19500006,I3_FULL_CURRENT_MACRO,239,1,0.433268,03782d4b96e16be94d1c6a2c247024dd1a510bb0fb53e897dbbf88f344b98196
4v4,GUARD,19500006,I0_CONTINUOUS_ORACLE,239,0,0.401526,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I0_CONTINUOUS_ORACLE,239,1,0.401526,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I0_CONTINUOUS_ORACLE,239,2,0.401526,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I0_CONTINUOUS_ORACLE,239,3,0.401526,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I1_W50_NO_COMMIT,239,0,0.458888,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I1_W50_NO_COMMIT,239,1,0.458888,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I1_W50_NO_COMMIT,239,2,0.458888,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I1_W50_NO_COMMIT,239,3,0.458888,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I2_W50_CURRENT_COMMIT,239,0,0.528966,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I2_W50_CURRENT_COMMIT,239,1,0.528966,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I2_W50_CURRENT_COMMIT,239,2,0.528966,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I2_W50_CURRENT_COMMIT,239,3,0.528966,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I3_FULL_CURRENT_MACRO,239,0,0.483505,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I3_FULL_CURRENT_MACRO,239,1,0.483505,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I3_FULL_CURRENT_MACRO,239,2,0.483505,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,GUARD,19500006,I3_FULL_CURRENT_MACRO,239,3,0.483505,ed3b362ebba73d37d9616bd61eb7bc25bb73f5947ef77794d4445147dfef2fe0
4v4,BREACH,19500006,I0_CONTINUOUS_ORACLE,239,0,0.516144,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I0_CONTINUOUS_ORACLE,239,1,0.516144,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I0_CONTINUOUS_ORACLE,239,2,0.516144,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I0_CONTINUOUS_ORACLE,239,3,0.516144,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I1_W50_NO_COMMIT,239,0,0.61106,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I1_W50_NO_COMMIT,239,1,0.61106,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I1_W50_NO_COMMIT,239,2,0.61106,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I1_W50_NO_COMMIT,239,3,0.61106,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I2_W50_CURRENT_COMMIT,239,0,0.76878,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I2_W50_CURRENT_COMMIT,239,1,0.76878,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I2_W50_CURRENT_COMMIT,239,2,0.76878,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I2_W50_CURRENT_COMMIT,239,3,0.76878,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I3_FULL_CURRENT_MACRO,239,0,0.751797,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I3_FULL_CURRENT_MACRO,239,1,0.751797,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I3_FULL_CURRENT_MACRO,239,2,0.751797,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
4v4,BREACH,19500006,I3_FULL_CURRENT_MACRO,239,3,0.751797,8823029ef24428e3eb5132864758c75d2a755531d618965fd5c6c7cae2dd1453
2v2,GUARD,19500007,I0_CONTINUOUS_ORACLE,239,0,0.239356,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I0_CONTINUOUS_ORACLE,239,1,0.239356,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I1_W50_NO_COMMIT,239,0,0.304142,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I1_W50_NO_COMMIT,239,1,0.304142,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I2_W50_CURRENT_COMMIT,239,0,0.361146,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I2_W50_CURRENT_COMMIT,239,1,0.361146,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I3_FULL_CURRENT_MACRO,239,0,0.339948,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,GUARD,19500007,I3_FULL_CURRENT_MACRO,239,1,0.339948,06ad505a9ef5e73fcd0e625108a226c77557e5bb7584276409ce5e95f7d97dc0
2v2,BREACH,19500007,I0_CONTINUOUS_ORACLE,239,0,0.412522,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I0_CONTINUOUS_ORACLE,239,1,0.412522,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I1_W50_NO_COMMIT,239,0,0.404178,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I1_W50_NO_COMMIT,239,1,0.404178,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I2_W50_CURRENT_COMMIT,239,0,0.487526,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I2_W50_CURRENT_COMMIT,239,1,0.487526,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I3_FULL_CURRENT_MACRO,239,0,0.529739,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
2v2,BREACH,19500007,I3_FULL_CURRENT_MACRO,239,1,0.529739,0db4d1ae7bb54febc6decf4fea89cd73ebecf2adc7a5008acce147aef1849a1a
4v4,GUARD,19500007,I0_CONTINUOUS_ORACLE,239,0,0.416832,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I0_CONTINUOUS_ORACLE,239,1,0.416832,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I0_CONTINUOUS_ORACLE,239,2,0.416832,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I0_CONTINUOUS_ORACLE,239,3,0.416832,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I1_W50_NO_COMMIT,239,0,0.479343,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I1_W50_NO_COMMIT,239,1,0.479343,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I1_W50_NO_COMMIT,239,2,0.479343,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I1_W50_NO_COMMIT,239,3,0.479343,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I2_W50_CURRENT_COMMIT,239,0,0.510952,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I2_W50_CURRENT_COMMIT,239,1,0.510952,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I2_W50_CURRENT_COMMIT,239,2,0.510952,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I2_W50_CURRENT_COMMIT,239,3,0.510952,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I3_FULL_CURRENT_MACRO,239,0,0.504547,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I3_FULL_CURRENT_MACRO,239,1,0.504547,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I3_FULL_CURRENT_MACRO,239,2,0.504547,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,GUARD,19500007,I3_FULL_CURRENT_MACRO,239,3,0.504547,284998a412f9bbb6bb92a10165487522db2925921602270cbe705eac5c8d0e47
4v4,BREACH,19500007,I0_CONTINUOUS_ORACLE,239,0,0.619332,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I0_CONTINUOUS_ORACLE,239,1,0.619332,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I0_CONTINUOUS_ORACLE,239,2,0.619332,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I0_CONTINUOUS_ORACLE,239,3,0.619332,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I1_W50_NO_COMMIT,239,0,0.753398,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I1_W50_NO_COMMIT,239,1,0.753398,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I1_W50_NO_COMMIT,239,2,0.753398,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I1_W50_NO_COMMIT,239,3,0.753398,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I2_W50_CURRENT_COMMIT,239,0,1.0022,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I2_W50_CURRENT_COMMIT,239,1,1.0022,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I2_W50_CURRENT_COMMIT,239,2,1.0022,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I2_W50_CURRENT_COMMIT,239,3,1.0022,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I3_FULL_CURRENT_MACRO,239,0,0.92313,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I3_FULL_CURRENT_MACRO,239,1,0.92313,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I3_FULL_CURRENT_MACRO,239,2,0.92313,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
4v4,BREACH,19500007,I3_FULL_CURRENT_MACRO,239,3,0.92313,c1685de15eb433ab924d56866898eef17238505201a712c091dd1f7696c094b3
2v2,GUARD,19500008,I0_CONTINUOUS_ORACLE,239,0,0.242987,86bec595a8de1129a4aebd933ae3029b1ff2aa7eb08231d363196dce6cadc000
2v2,GUARD,19500008,I0_CONTINUOUS_ORACLE,239,1,0.242987,86bec595a8de1129a4aebd933ae3029b1ff2aa7eb08231d363196dce6cadc000
2v2,GUARD,19500008,I1_W50_NO_COMMIT,239,0,0.256138,86bec595a8de1129a4aebd933ae3029b1ff2aa7eb08231d363196dce6cadc000
2v2,GUARD,19500008,I1_W50_NO_COMMIT,239,1,0.256138,86bec595a8de1129a4aebd933ae3029b1ff2aa7eb08231d363196dce6cadc000
2v2,GUARD,19500008,I2_W50_CURRENT_COMMIT,239,0,0.305926,86bec595a8de1129a4aebd933ae3029b1ff2aa7eb08231d363196dce6cadc000
