policy,pole,seed,steps,won,blue_score,red_score,macro_switch_rate,all_identical_cmd,distinct_cmds,distinct_macros,n_get_flag,n_go_home,n_go_to,n_mine,mean_pair_dist,n_defenders,n_attackers,mean_d_own_flag,mean_d_enemy_flag,n_tagged,any_carrying,n_pressured,mean_support_dist
A3,B,18600001,240,1,2,0,0.13284518828451883,0.05,2.9125,1.8416666666666666,2.3625,0.225,1.4041666666666666,0.008333333333333333,3.274247306233479,0.4666666666666667,2.6166666666666667,10.740256876746814,3.99575610011816,0.5416666666666666,0.7583333333333333,0.9041666666666667,1.6767541375756263
A3,B,18600002,176,1,3,0,0.08571428571428572,0.056818181818181816,2.715909090909091,1.4488636363636365,3.4829545454545454,0.16477272727272727,0.3352272727272727,0.017045454545454544,4.490595845928923,1.0738636363636365,1.1988636363636365,6.922580284151164,7.044778404588049,1.4318181818181819,0.32386363636363635,1.4715909090909092,2.8968312814831734
A3,B,18600003,240,1,1,0,0.09937238493723849,0.07083333333333333,2.908333333333333,1.7625,2.558333333333333,0.1875,1.2458333333333333,0.008333333333333333,3.7360974742306605,0.38333333333333336,2.4458333333333333,11.116083137194316,4.169837774336338,0.5291666666666667,0.7208333333333333,0.7333333333333333,2.7628924606165084
A3,B,18600004,240,1,2,0,0.09728033472803348,0.13333333333333333,2.5458333333333334,1.6833333333333333,2.7083333333333335,0.275,1.0083333333333333,0.008333333333333333,3.719580143483149,0.5,2.220833333333333,10.008666922152042,4.75222214460373,0.6958333333333333,0.65,0.8916666666666667,2.472075738209896
A3,B,18600005,240,0,0,0,0.12866108786610878,0.016666666666666666,3.0833333333333335,1.9708333333333334,2.0625,0.19583333333333333,1.7333333333333334,0.008333333333333333,3.207826308481809,0.1125,3.1166666666666667,12.861520663897197,2.6495644340912503,0.15416666666666667,0.9375,0.2833333333333333,3.3584550569454827
A3,B,18600006,240,0,0,0,0.12866108786610878,0.041666666666666664,2.9583333333333335,1.95,2.0166666666666666,0.16666666666666666,1.7958333333333334,0.020833333333333332,3.086289771873918,0.09583333333333334,3.1416666666666666,13.19929298957189,2.6788199240962665,0.1125,0.9291666666666667,0.3125,2.2557336836116115
A3,B,18600007,240,0,0,0,0.1401673640167364,0.029166666666666667,2.9791666666666665,2.0,1.9083333333333334,0.25,1.8083333333333333,0.03333333333333333,3.2804296778308024,0.11666666666666667,3.0541666666666667,12.968381941318512,2.8816943931082886,0.09166666666666666,0.9333333333333333,0.3333333333333333,2.6647420696417488
A3,B,18600008,240,0,0,0,0.151673640167364,0.004166666666666667,3.120833333333333,2.0375,1.9208333333333334,0.26666666666666666,1.7958333333333334,0.016666666666666666,3.700031315142082,0.08333333333333333,2.933333333333333,12.873892668883006,3.0166164780656497,0.15,0.9375,0.29583333333333334,2.1461162832048206
A3,B,18600009,240,1,1,0,0.13702928870292888,0.020833333333333332,2.9833333333333334,1.9208333333333334,2.129166666666667,0.24166666666666667,1.6125,0.016666666666666666,3.1076480147480554,0.23333333333333334,2.95,12.202430009841919,3.1372491461535295,0.2375,0.8666666666666667,0.3625,2.660067138486895
A3,B,18600010,159,1,3,0,0.07911392405063292,0.16352201257861634,2.4150943396226414,1.5157232704402517,3.40251572327044,0.25157232704402516,0.3270440251572327,0.018867924528301886,4.279012564249509,1.1383647798742138,1.1257861635220126,6.678537935580847,7.089906091959971,1.4842767295597483,0.3333333333333333,1.5660377358490567,2.4245870985688955
A3,B,18600011,240,0,0,0,0.11192468619246862,0.05,2.875,1.775,2.5,0.125,1.3666666666666667,0.008333333333333333,3.5953917005202833,0.4,2.4875,11.032001288731893,4.200877421100935,0.6333333333333333,0.7041666666666667,0.825,3.071234267205
A3,B,18600012,142,1,3,0,0.07624113475177305,0.04225352112676056,2.7816901408450705,1.5,3.4295774647887325,0.18309859154929578,0.352112676056338,0.035211267605633804,4.336360532982808,1.0704225352112675,1.2183098591549295,6.561746535166888,7.109032485686558,1.295774647887324,0.3380281690140845,1.4507042253521127,2.2257866666845554
A3,B,18600013,240,0,0,0,0.14958158995815898,0.025,2.8375,2.004166666666667,1.8833333333333333,0.2833333333333333,1.8166666666666667,0.016666666666666666,2.761163918022066,0.075,3.2958333333333334,13.182954643170039,2.3709524609148502,0.07083333333333333,0.9458333333333333,0.45416666666666666,2.666994007462162
A3,B,18600014,133,1,3,0,0.0928030303030303,0.10526315789473684,2.5488721804511276,1.5413533834586466,3.3157894736842106,0.23308270676691728,0.45112781954887216,0.0,4.503808881629977,1.0751879699248121,1.3082706766917294,6.76840741473033,6.860784354066491,1.1954887218045114,0.38345864661654133,1.736842105263158,2.2913814977740206
A3,B,18600015,226,1,3,0,0.07444444444444444,0.14601769911504425,2.4734513274336285,1.3539823008849559,3.5442477876106193,0.11061946902654868,0.3274336283185841,0.017699115044247787,4.114308189567739,1.0530973451327434,1.0486725663716814,6.865645981467931,7.323625395255807,1.4513274336283186,0.23008849557522124,1.4292035398230087,2.487566370708056
A3,B,18600016,200,1,3,0,0.0728643216080402,0.09,2.66,1.4,3.495,0.13,0.365,0.01,3.6147726572304966,1.12,1.0,6.7396940886974335,7.304800025522709,1.535,0.265,1.695,2.5708867487087046
A3,B,18600017,240,0,0,0,0.13598326359832635,0.0375,2.783333333333333,1.9458333333333333,1.9833333333333334,0.2125,1.7833333333333334,0.020833333333333332,2.8335310340755515,0.09583333333333334,3.1708333333333334,13.269107751051585,2.565565703312556,0.1,0.9375,0.2791666666666667,2.012374957657268
A3,B,18600018,170,1,3,0,0.0621301775147929,0.11764705882352941,2.611764705882353,1.3647058823529412,3.5176470588235293,0.22941176470588234,0.2529411764705882,0.0,4.490902145236146,1.0294117647058822,1.2411764705882353,7.222224879966062,6.890186002675224,1.3823529411764706,0.3235294117647059,1.5294117647058822,2.650135907632301
A3,B,18600019,107,1,3,0,0.10377358490566038,0.04672897196261682,2.803738317757009,1.719626168224299,3.1682242990654204,0.3364485981308411,0.4485981308411215,0.04672897196261682,4.569158131413371,1.1308411214953271,1.4672897196261683,6.7295947219723855,6.526289730428536,1.158878504672897,0.42990654205607476,1.439252336448598,2.7250822206092957
A3,B,18600020,101,1,3,0,0.09,0.06930693069306931,2.5346534653465347,1.5643564356435644,3.376237623762376,0.21782178217821782,0.40594059405940597,0.0,3.7234353687700277,1.188118811881188,1.4059405940594059,6.2566322890838775,6.639951144114579,1.099009900990099,0.4158415841584158,1.5148514851485149,2.472860917156818
A3,B,18600021,240,0,0,0,0.12447698744769875,0.058333333333333334,3.0416666666666665,1.9708333333333334,1.8833333333333333,0.3,1.8083333333333333,0.008333333333333333,3.667222852430617,0.10833333333333334,2.904166666666667,12.618084618449211,3.0928007128338018,0.058333333333333334,0.9416666666666667,0.32916666666666666,2.1842177086982173
A3,B,18600022,240,0,0,0,0.12656903765690378,0.016666666666666666,3.15,2.0625,2.0125,0.21666666666666667,1.75,0.020833333333333332,2.966924120402999,0.125,3.0833333333333335,13.10599133471648,2.5803390674293043,0.07083333333333333,0.9375,0.37083333333333335,2.59052008813546
A3,B,18600023,97,1,3,0,0.09635416666666667,0.05154639175257732,2.8969072164948453,1.6701030927835052,3.1237113402061856,0.12371134020618557,0.7216494845360825,0.030927835051546393,3.9928942681178192,1.1237113402061856,1.4536082474226804,6.510097818276317,6.601745813163285,1.092783505154639,0.4329896907216495,1.6391752577319587,2.138380390720639
A3,B,18600024,162,1,3,0,0.12422360248447205,0.12345679012345678,2.623456790123457,1.4814814814814814,3.376543209876543,0.16666666666666666,0.4444444444444444,0.012345679012345678,3.751749228088208,1.037037037037037,1.3333333333333333,7.118991886392052,6.779641503169213,1.345679012345679,0.3333333333333333,1.6728395061728396,1.9719821538595732
A3,B,18600025,102,1,3,0,0.04950495049504951,0.08823529411764706,2.6666666666666665,1.5098039215686274,3.450980392156863,0.3235294117647059,0.22549019607843138,0.0,3.9689150048918975,1.0392156862745099,1.4215686274509804,6.463214812325496,6.731208606093538,1.1666666666666667,0.4215686274509804,1.6862745098039216,2.03966519863982
A3,B,18600026,130,1,3,0,0.07170542635658915,0.046153846153846156,2.776923076923077,1.6076923076923078,3.3461538461538463,0.3230769230769231,0.3076923076923077,0.023076923076923078,4.460543838525429,1.1615384615384616,1.1846153846153846,6.684849816102248,6.936802577972412,1.2307692307692308,0.3769230769230769,1.9538461538461538,2.5633151867829738
A3,B,18600027,148,1,3,0,0.0935374149659864,0.10810810810810811,2.560810810810811,1.4189189189189189,3.445945945945946,0.12162162162162163,0.41216216216216217,0.02027027027027027,3.8955425442540434,1.0945945945945945,1.3513513513513513,6.752153458627495,6.898107279796858,1.472972972972973,0.30405405405405406,1.6756756756756757,2.401748040121449
A3,B,18600028,240,1,1,0,0.12761506276150628,0.03333333333333333,2.8541666666666665,1.9666666666666666,2.1166666666666667,0.22916666666666666,1.6458333333333333,0.008333333333333333,3.314407292298145,0.25416666666666665,2.7625,12.130516956249872,3.279714951912562,0.26666666666666666,0.8833333333333333,0.43333333333333335,2.3366077115722734
A3,B,18600029,240,0,0,0,0.12761506276150628,0.025,2.9166666666666665,2.0,2.1125,0.13333333333333333,1.7458333333333333,0.008333333333333333,2.93818817111767,0.09166666666666666,3.2958333333333334,13.481597038110097,2.5056919688979784,0.10416666666666667,0.9375,0.30416666666666664,1.8746154048677648
A3,B,18600030,153,1,3,0,0.08223684210526316,0.0915032679738562,2.7254901960784315,1.5032679738562091,3.411764705882353,0.21568627450980393,0.3464052287581699,0.026143790849673203,4.442473059710854,1.0718954248366013,1.1437908496732025,6.734019675285988,7.212709359094208,1.3137254901960784,0.30718954248366015,1.7058823529411764,2.4529322326876395
A3,B,18600031,240,1,1,0,0.13702928870292888,0.0375,2.841666666666667,1.8708333333333333,2.1625,0.29583333333333334,1.525,0.016666666666666666,3.0796816375417015,0.3125,2.904166666666667,11.673312231898308,3.4275038056075573,0.325,0.8291666666666667,0.5625,2.606493607392175
A3,B,18600032,140,1,3,0,0.08273381294964029,0.06428571428571428,2.6142857142857143,1.5,3.3857142857142857,0.18571428571428572,0.4142857142857143,0.014285714285714285,3.918093078831832,1.1428571428571428,1.3785714285714286,6.6685123835291185,6.813926482200623,1.4142857142857144,0.32142857142857145,1.6,2.0963419712252085
B100k,B,18600001,209,1,3,0,0.16346153846153846,0.03827751196172249,3.0813397129186604,1.5933014354066986,2.923444976076555,0.1291866028708134,0.937799043062201,0.009569377990430622,4.728208874734015,1.0526315789473684,0.9569377990430622,6.8165138509284935,7.52103784666107,1.4019138755980862,0.2727272727272727,1.4880382775119618,3.2632776454225323
B100k,B,18600002,240,0,0,0,0.1192468619246862,0.041666666666666664,2.9291666666666667,1.9458333333333333,1.3583333333333334,0.36666666666666664,2.254166666666667,0.020833333333333332,2.963795815491014,0.06666666666666667,2.9208333333333334,13.352256084481875,2.821370700498422,0.0875,0.95,0.29583333333333334,2.3666768805185954
B100k,B,18600003,240,1,2,0,0.16108786610878661,0.058333333333333334,2.8833333333333333,1.4875,3.0791666666666666,0.10416666666666667,0.8083333333333333,0.008333333333333333,4.674916925922864,1.0875,0.7791666666666667,6.562682589391867,8.137199056645235,1.4958333333333333,0.15416666666666667,1.45,2.6262263019783676
B100k,B,18600004,240,0,0,0,0.12866108786610878,0.058333333333333334,2.9375,1.7791666666666666,1.2583333333333333,0.15833333333333333,2.5625,0.020833333333333332,3.3352543889234463,0.07916666666666666,2.8541666666666665,13.204331004619599,3.069152446091175,0.1125,0.9333333333333333,0.25,2.9097631830510085
B100k,B,18600005,240,0,0,0,0.1108786610878661,0.075,3.0208333333333335,1.9083333333333334,1.3791666666666667,0.325,2.275,0.020833333333333332,3.545676262386971,0.05416666666666667,2.7416666666666667,13.050480079650878,3.129342340429624,0.15,0.9416666666666667,0.3541666666666667,2.56661896073457
B100k,B,18600006,240,0,0,0,0.12343096234309624,0.05,2.9166666666666665,1.7458333333333333,1.4416666666666667,0.1,2.425,0.03333333333333333,3.267917188008626,0.1125,2.7,12.86639731725057,3.243885270257791,0.2,0.8875,0.5333333333333333,2.3038934688601227
B100k,B,18600007,151,1,3,0,0.15833333333333333,0.039735099337748346,3.172185430463576,1.7350993377483444,2.8609271523178808,0.15894039735099338,0.9072847682119205,0.0728476821192053,4.621310741038249,1.0596026490066226,1.1456953642384107,6.7180843290114245,7.198303875544213,1.2781456953642385,0.31788079470198677,1.6887417218543046,2.920011072099945
B100k,B,18600008,240,0,0,0,0.09728033472803348,0.058333333333333334,3.029166666666667,1.85,1.5583333333333333,0.21666666666666667,2.2083333333333335,0.016666666666666666,3.157065160676009,0.075,2.933333333333333,13.311160824696223,2.829078041513761,0.058333333333333334,0.9375,0.30833333333333335,2.80912169366101
B100k,B,18600009,106,1,3,0,0.1595238095238095,0.018867924528301886,3.2452830188679247,1.820754716981132,2.7735849056603774,0.2169811320754717,0.9716981132075472,0.03773584905660377,4.71119787220685,1.0377358490566038,1.2358490566037736,6.732662041232271,7.0675316081856785,1.0566037735849056,0.42452830188679247,1.650943396226415,2.7796836880215428
B100k,B,18600010,240,1,2,0,0.17573221757322174,0.04583333333333333,3.1125,1.6333333333333333,2.8833333333333333,0.1125,0.975,0.029166666666666667,4.807013966660533,1.0166666666666666,0.7291666666666666,6.836262676119804,8.038064407308896,1.4875,0.2,1.4458333333333333,2.9646170288324356
B100k,B,18600011,240,1,1,0,0.15690376569037656,0.041666666666666664,2.9375,1.8,2.0541666666666667,0.30416666666666664,1.6208333333333333,0.020833333333333332,3.7161781618371608,0.6,1.7833333333333334,9.44829587539037,5.492430436859528,0.8208333333333333,0.575,0.9833333333333333,2.784499082601432
B100k,B,18600012,240,0,0,0,0.13179916317991633,0.0375,2.8208333333333333,1.8916666666666666,1.1916666666666667,0.2916666666666667,2.4833333333333334,0.03333333333333333,3.371890973009997,0.125,2.7125,13.020928237835566,3.1708114514748256,0.0875,0.9416666666666667,0.3458333333333333,1.9876606534292667
B100k,B,18600013,240,0,0,0,0.12238493723849372,0.016666666666666666,3.1,1.9083333333333334,1.375,0.21666666666666667,2.3916666666666666,0.016666666666666666,3.205672970393466,0.1,2.9,12.973324469725291,2.739167585223913,0.13333333333333333,0.95,0.3416666666666667,3.0636434817597977
B100k,B,18600014,240,1,2,1,0.18305439330543932,0.029166666666666667,3.095833333333333,1.5416666666666667,3.05,0.09583333333333334,0.8458333333333333,0.008333333333333333,4.592325151525438,0.9541666666666667,0.7833333333333333,6.904909577965737,7.974135822554429,1.4958333333333333,0.17916666666666667,1.4833333333333334,2.4836015801628433
B100k,B,18600015,240,1,1,0,0.15690376569037656,0.020833333333333332,3.1041666666666665,1.8791666666666667,2.2875,0.22083333333333333,1.475,0.016666666666666666,3.9552638477956257,0.6083333333333333,1.9208333333333334,9.832653287053109,5.293616923689842,0.8,0.5708333333333333,0.95,2.9310360202040426
B100k,B,18600016,155,1,3,0,0.16558441558441558,0.09032258064516129,2.9870967741935486,1.7032258064516128,2.9870967741935486,0.23225806451612904,0.7548387096774194,0.025806451612903226,4.1988787308175075,1.0064516129032257,1.303225806451613,7.025790296831438,6.699822910754912,1.2516129032258065,0.32903225806451614,1.4645161290322581,2.52316579160591
B100k,B,18600017,240,0,0,0,0.11297071129707113,0.06666666666666667,2.9541666666666666,1.9916666666666667,1.3041666666666667,0.4041666666666667,2.2708333333333335,0.020833333333333332,3.3818131188965506,0.09583333333333334,2.6625,12.993116434415182,3.1810432001948357,0.13333333333333333,0.9375,0.42083333333333334,2.7826386942875154
B100k,B,18600018,175,1,3,0,0.16522988505747127,0.05714285714285714,3.04,1.6685714285714286,2.8285714285714287,0.17142857142857143,0.9828571428571429,0.017142857142857144,4.986147188118526,1.0171428571428571,1.0457142857142858,6.794807070323399,7.424392625944955,1.3542857142857143,0.29714285714285715,1.5314285714285714,3.1280367692180024
