composition,assignment,pole,seed,steps,true_defenders,share_pos_open,share_pos_alt,share_int_open,n_active_open,hold_id0,hold_id1,hold_id2,hold_id3,hold_id4,hold_id5,macro0,macro1,macro2,macro3,macro4,macro5,macro6,macro7
4A_2D,PREFIX,A,20700010,20,2,0.5916666666666667,0.7083333333333333,0.25833333333333336,5.3,0.9,0.5,0.4,0.3,0.7,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,PREFIX,A,20700011,20,2,0.5733333333333335,0.565,0.2733333333333333,5.3,1.0,0.6,0.4,0.0,0.4,0.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,PREFIX,A,20700012,20,2,0.4633333333333334,0.44666666666666666,0.1983333333333333,5.6,0.7,1.0,0.0,0.0,0.3,0.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,PREFIX,A,20700013,20,2,0.21333333333333332,0.505,0.30333333333333334,5.5,0.4,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,PREFIX,A,20700014,20,2,0.41666666666666663,0.63,0.26666666666666666,5.1,0.4,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,PREFIX,A,20700015,20,2,0.52,0.4699999999999999,0.24,5.7,0.9,0.5,0.6,0.3,0.7,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,PREFIX,A,20700016,20,2,0.26666666666666666,0.3133333333333333,0.2333333333333333,6.0,0.3,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700001,20,2,0.5200000000000001,0.4616666666666667,0.24333333333333335,5.7,0.0,0.3,0.3,0.7,1.0,0.7,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700002,20,2,0.41,0.6766666666666666,0.2633333333333333,5.4,0.0,0.2,0.0,0.6,0.6,0.8,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700003,20,2,0.33333333333333337,0.42666666666666664,0.27666666666666667,5.7,0.0,0.5,0.0,0.0,1.0,0.4,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700004,20,2,0.53,0.5133333333333333,0.22333333333333333,5.5,0.5,0.0,0.4,0.1,1.0,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700005,20,2,0.42333333333333334,0.5066666666666666,0.3083333333333333,5.4,0.0,0.4,0.5,0.4,0.5,0.4,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700006,20,2,0.6266666666666667,0.4,0.19,5.8,0.6,0.7,0.0,0.5,1.0,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700007,20,2,0.3966666666666666,0.43,0.23166666666666663,5.6,0.4,0.0,0.6,0.0,0.3,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700008,20,2,0.4533333333333333,0.44666666666666666,0.2033333333333333,5.5,0.4,0.0,0.0,0.6,0.6,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700009,20,2,0.48999999999999994,0.515,0.31166666666666665,5.4,0.5,0.3,0.0,0.0,1.0,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700010,20,2,0.5466666666666666,0.5549999999999999,0.25166666666666665,5.4,0.3,0.0,0.4,0.3,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700011,20,2,0.4666666666666666,0.525,0.24166666666666664,5.4,0.3,0.0,0.4,0.0,0.9,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700012,20,2,0.42333333333333334,0.515,0.21333333333333332,5.5,0.0,0.5,0.0,0.0,0.9,0.9,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700013,20,2,0.30666666666666664,0.49833333333333335,0.29,5.5,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700014,20,2,0.4333333333333333,0.6083333333333333,0.3666666666666666,5.1,0.0,0.4,0.0,0.0,1.0,0.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700015,20,2,0.5633333333333334,0.5966666666666667,0.30666666666666664,5.3,0.5,0.0,0.6,0.3,0.9,0.7,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
4A_2D,SUFFIX,A,20700016,20,2,0.3366666666666666,0.46333333333333326,0.24666666666666667,5.7,0.0,0.0,0.6,0.0,0.6,0.7,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
3A_3D,PREFIX,A,20700001,20,3,0.7033333333333333,0.8366666666666667,0.31,5.8,0.8,1.0,0.9,0.7,0.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700002,20,3,0.47666666666666657,0.6516666666666666,0.35666666666666663,5.9,0.7,1.0,0.4,0.7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700003,20,3,0.465,0.64,0.3483333333333333,5.7,0.3,1.0,0.6,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700004,20,3,0.5483333333333332,0.6316666666666666,0.345,5.5,0.9,0.4,1.0,0.1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700005,20,3,0.5,0.6799999999999999,0.375,5.4,0.7,0.7,0.8,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700006,20,3,0.6233333333333333,0.6,0.41500000000000004,5.5,0.8,0.9,0.4,0.5,0.5,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700007,20,3,0.5199999999999999,0.57,0.3333333333333333,5.8,0.9,0.7,0.9,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700008,20,3,0.5333333333333333,0.6083333333333333,0.375,5.6,1.0,0.4,0.4,0.6,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700009,20,3,0.6283333333333332,0.7083333333333333,0.4216666666666667,5.6,0.9,1.0,0.6,0.0,0.7,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700010,20,3,0.6666666666666667,0.7833333333333333,0.35,5.6,0.9,0.5,0.9,0.3,0.7,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700011,20,3,0.65,0.6916666666666667,0.3333333333333333,5.6,1.0,0.6,1.0,0.0,0.4,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
