policy,pole,arm,seed,defender_id,blue,red,win,margin,steps,sealed_blue,sealed_red,time_to_first_carry,time_to_first_carry_excl_defender,n_carry_starts,n_carry_starts_excl_defender,total_carry_ticks,total_carry_ticks_excl_defender,n_carry_clean_release,n_carry_tag_caught,red_carrying_ticks,n_red_carry_starts,tagged_ticks_total,tagged_fraction,first_tag_tick,mean_active_count
pi_A,B,native,20900021,5,1,0,1,1,240,1,0,13.0,13.0,4,4,209,209,1,2,192,1,104,0.07222222222222222,6.0,5.566666666666666
pi_A,B,plus_one_defender,20900021,5,1,0,1,1,240,1,0,13.0,13.0,6,6,25,25,1,5,1,1,514,0.35694444444444445,6.0,3.8583333333333334
pi_B,A,native,20900021,5,2,1,1,1,240,2,1,13.0,13.0,4,4,185,185,2,1,165,2,177,0.12291666666666666,6.0,5.2625
pi_B,A,plus_one_defender,20900021,5,2,0,1,2,240,2,0,13.0,13.0,3,3,210,210,2,1,201,1,154,0.10694444444444444,6.0,5.358333333333333
pi_B,B,native,20900021,5,2,0,1,2,240,2,0,13.0,13.0,5,5,198,198,2,2,170,2,141,0.09791666666666667,6.0,5.4125
pi_B,B,plus_one_defender,20900021,5,3,0,1,3,140,3,0,13.0,13.0,5,5,46,46,2,2,0,0,242,0.28809523809523807,6.0,4.271428571428571
pi_A,A,native,20900022,0,2,0,1,2,240,2,0,15.0,15.0,3,3,187,187,2,0,154,1,92,0.06388888888888888,6.0,5.616666666666666
pi_A,A,plus_one_defender,20900022,0,3,0,1,3,131,3,0,15.0,15.0,11,11,58,58,2,8,2,2,187,0.23791348600508905,7.0,4.572519083969466
pi_A,B,native,20900022,0,3,0,1,3,195,3,0,16.0,16.0,10,9,61,59,2,7,8,2,450,0.38461538461538464,6.0,3.6923076923076925
pi_A,B,plus_one_defender,20900022,0,1,0,1,1,240,1,0,14.0,14.0,12,12,39,39,1,11,6,1,521,0.36180555555555555,12.0,3.8291666666666666
pi_B,A,native,20900022,0,2,0,1,2,240,2,0,15.0,15.0,7,4,194,23,2,4,152,3,166,0.11527777777777778,6.0,5.308333333333334
pi_B,A,plus_one_defender,20900022,0,2,0,1,2,240,2,0,15.0,15.0,5,5,177,177,2,2,138,1,210,0.14583333333333334,8.0,5.125
pi_B,B,native,20900022,0,3,0,1,3,130,3,0,16.0,16.0,8,7,55,50,2,5,0,0,249,0.3192307692307692,6.0,4.084615384615384
pi_B,B,plus_one_defender,20900022,0,0,0,0,0,240,0,0,17.0,17.0,2,2,191,191,0,1,180,2,217,0.15069444444444444,10.0,5.095833333333333
pi_A,A,native,20900023,1,1,0,1,1,240,1,0,15.0,23.0,3,2,210,205,1,1,179,1,86,0.059722222222222225,7.0,5.641666666666667
pi_A,A,plus_one_defender,20900023,1,2,0,1,2,240,2,0,15.0,15.0,3,3,183,183,2,0,152,2,173,0.12013888888888889,7.0,5.279166666666667
pi_A,B,native,20900023,1,3,0,1,3,109,3,0,25.0,25.0,3,3,43,43,2,0,0,0,139,0.21253822629969418,7.0,4.724770642201835
pi_A,B,plus_one_defender,20900023,1,3,0,1,3,205,3,0,16.0,16.0,8,8,53,53,2,5,1,1,355,0.2886178861788618,7.0,4.2682926829268295
pi_B,A,native,20900023,1,1,0,1,1,240,1,0,15.0,23.0,5,3,207,197,1,3,196,2,114,0.07916666666666666,7.0,5.525
pi_B,A,plus_one_defender,20900023,1,3,0,1,3,112,3,0,16.0,16.0,8,8,54,54,2,5,0,0,147,0.21875,7.0,4.6875
pi_B,B,native,20900023,1,3,0,1,3,149,3,0,15.0,26.0,8,6,61,54,2,5,0,0,307,0.3434004474272931,7.0,3.9395973154362416
pi_B,B,plus_one_defender,20900023,1,3,0,1,3,169,3,0,15.0,15.0,6,6,53,53,2,3,1,1,320,0.3155818540433925,7.0,4.106508875739645
pi_A,A,native,20900024,2,3,0,1,3,217,3,0,16.0,16.0,3,2,172,26,2,0,136,1,110,0.08448540706605223,6.0,5.493087557603687
pi_A,A,plus_one_defender,20900024,2,3,0,1,3,137,3,0,16.0,16.0,8,8,53,53,2,5,0,0,197,0.2396593673965937,7.0,4.562043795620438
pi_A,B,native,20900024,2,1,0,1,1,240,1,0,15.0,15.0,4,3,205,22,1,2,197,1,141,0.09791666666666667,6.0,5.4125
pi_A,B,plus_one_defender,20900024,2,3,0,1,3,135,3,0,15.0,15.0,5,5,48,48,2,2,0,0,218,0.2691358024691358,8.0,4.385185185185185
pi_B,A,native,20900024,2,1,0,1,1,240,1,0,16.0,16.0,2,2,213,213,1,0,207,1,58,0.04027777777777778,6.0,5.758333333333334
pi_B,A,plus_one_defender,20900024,2,3,0,1,3,79,3,0,16.0,16.0,3,3,41,41,2,0,0,0,58,0.12236286919831224,6.0,5.265822784810126
pi_B,B,native,20900024,2,1,0,1,1,240,1,0,13.0,13.0,3,3,213,213,1,1,203,1,109,0.07569444444444444,7.0,5.545833333333333
pi_B,B,plus_one_defender,20900024,2,2,0,1,2,240,2,0,30.0,30.0,8,8,42,42,2,6,0,0,494,0.34305555555555556,8.0,3.941666666666667
pi_A,A,native,20900025,3,0,0,0,0,240,0,0,13.0,13.0,2,2,224,224,0,1,207,1,46,0.03194444444444444,6.0,5.808333333333334
pi_A,A,plus_one_defender,20900025,3,1,0,1,1,240,1,0,17.0,17.0,5,5,187,187,1,3,180,2,202,0.14027777777777778,7.0,5.158333333333333
pi_A,B,native,20900025,3,1,0,1,1,240,1,0,15.0,15.0,5,4,200,20,1,3,200,1,131,0.09097222222222222,6.0,5.454166666666667
pi_A,B,plus_one_defender,20900025,3,3,0,1,3,155,3,0,15.0,15.0,5,5,45,45,2,2,0,0,242,0.26021505376344084,7.0,4.438709677419355
pi_B,A,native,20900025,3,3,0,1,3,106,3,0,13.0,13.0,6,6,53,53,2,3,2,1,158,0.24842767295597484,6.0,4.509433962264151
pi_B,A,plus_one_defender,20900025,3,3,0,1,3,83,3,0,14.0,14.0,5,5,45,45,2,2,1,1,70,0.14056224899598393,8.0,5.156626506024097
pi_B,B,native,20900025,3,3,0,1,3,94,3,0,15.0,15.0,3,3,41,41,2,0,0,0,183,0.324468085106383,6.0,4.053191489361702
pi_B,B,plus_one_defender,20900025,3,3,0,1,3,146,3,0,15.0,15.0,7,7,52,52,2,4,1,1,247,0.2819634703196347,8.0,4.308219178082192
pi_A,A,native,20900026,4,1,0,1,1,240,1,0,13.0,13.0,3,3,215,215,1,1,186,2,123,0.08541666666666667,7.0,5.4875
pi_A,A,plus_one_defender,20900026,4,3,0,1,3,123,3,0,13.0,13.0,7,7,61,61,2,4,0,0,151,0.2046070460704607,7.0,4.772357723577236
pi_A,B,native,20900026,4,1,0,1,1,240,1,0,14.0,14.0,4,4,205,205,1,2,194,1,92,0.06388888888888888,7.0,5.616666666666666
pi_A,B,plus_one_defender,20900026,4,1,0,1,1,240,1,0,14.0,14.0,12,12,40,40,1,11,0,0,492,0.3416666666666667,7.0,3.95
pi_B,A,native,20900026,4,1,0,1,1,240,1,0,13.0,13.0,3,3,211,211,1,1,203,1,84,0.058333333333333334,7.0,5.65
pi_B,A,plus_one_defender,20900026,4,1,0,1,1,240,1,0,13.0,13.0,7,7,194,194,1,5,179,1,205,0.1423611111111111,7.0,5.145833333333333
pi_B,B,native,20900026,4,3,0,1,3,99,3,0,13.0,13.0,5,3,48,20,2,2,2,1,177,0.29797979797979796,7.0,4.212121212121212
pi_B,B,plus_one_defender,20900026,4,3,0,1,3,220,3,0,13.0,13.0,7,7,54,54,2,4,0,0,427,0.3234848484848485,7.0,4.0590909090909095
pi_A,A,native,20900027,5,0,0,0,0,240,0,0,13.0,13.0,3,2,225,5,0,2,210,1,86,0.059722222222222225,8.0,5.641666666666667
pi_A,A,plus_one_defender,20900027,5,2,0,1,2,240,2,0,13.0,13.0,6,6,175,175,2,3,154,2,218,0.15138888888888888,8.0,5.091666666666667
pi_A,B,native,20900027,5,1,0,1,1,240,1,0,26.0,34.0,6,4,179,162,1,4,165,1,194,0.13472222222222222,7.0,5.191666666666666
pi_A,B,plus_one_defender,20900027,5,3,0,1,3,191,3,0,17.0,17.0,9,9,54,54,2,6,0,0,358,0.31239092495637,7.0,4.12565445026178
pi_B,A,native,20900027,5,1,0,1,1,240,1,0,13.0,13.0,8,6,182,26,1,6,171,1,204,0.14166666666666666,8.0,5.15
pi_B,A,plus_one_defender,20900027,5,3,0,1,3,120,3,0,13.0,13.0,7,7,53,53,2,4,3,1,163,0.2263888888888889,8.0,4.641666666666667
pi_B,B,native,20900027,5,3,1,1,2,196,3,1,16.0,16.0,8,8,107,107,3,4,50,1,277,0.23554421768707484,7.0,4.586734693877551
pi_B,B,plus_one_defender,20900027,5,3,0,1,3,165,3,0,17.0,17.0,8,8,58,58,2,5,0,0,303,0.30606060606060603,7.0,4.163636363636364
pi_A,A,native,20900028,0,3,0,1,3,83,3,0,15.0,15.0,3,3,42,42,2,0,0,0,114,0.2289156626506024,6.0,4.626506024096385
pi_A,A,plus_one_defender,20900028,0,2,1,1,1,240,2,1,15.0,15.0,9,9,156,156,2,6,139,2,265,0.1840277777777778,8.0,4.895833333333333
pi_A,B,native,20900028,0,3,0,1,3,184,3,0,17.0,17.0,10,9,62,58,2,7,3,1,372,0.33695652173913043,6.0,3.9782608695652173
pi_A,B,plus_one_defender,20900028,0,1,0,1,1,240,1,0,28.0,28.0,9,9,34,34,1,8,0,0,505,0.3506944444444444,8.0,3.8958333333333335
pi_B,A,native,20900028,0,1,0,1,1,240,1,0,14.0,14.0,3,3,213,213,1,1,184,1,81,0.05625,6.0,5.6625
pi_B,A,plus_one_defender,20900028,0,1,0,1,1,240,1,0,15.0,15.0,6,6,185,185,1,4,173,1,220,0.1527777777777778,9.0,5.083333333333333
pi_B,B,native,20900028,0,1,0,1,1,240,1,0,16.0,16.0,3,3,207,207,1,1,196,1,115,0.0798611111111111,6.0,5.520833333333333
pi_B,B,plus_one_defender,20900028,0,0,0,0,0,240,0,0,15.0,15.0,10,10,36,36,0,9,0,0,547,0.3798611111111111,8.0,3.720833333333333
pi_A,A,native,20900029,1,1,0,1,1,240,1,0,17.0,17.0,3,3,204,204,1,1,198,1,95,0.06597222222222222,9.0,5.604166666666667
pi_A,A,plus_one_defender,20900029,1,3,0,1,3,130,3,0,17.0,17.0,7,7,51,51,2,4,1,1,171,0.21923076923076923,9.0,4.684615384615385
pi_A,B,native,20900029,1,2,0,1,2,240,2,0,17.0,17.0,5,4,185,170,2,2,160,2,169,0.11736111111111111,9.0,5.295833333333333
pi_A,B,plus_one_defender,20900029,1,1,0,1,1,240,1,0,17.0,17.0,12,12,42,42,1,10,0,0,480,0.3333333333333333,9.0,4.0
pi_B,A,native,20900029,1,1,0,1,1,240,1,0,15.0,18.0,3,2,213,210,1,1,206,1,79,0.05486111111111111,7.0,5.670833333333333
pi_B,A,plus_one_defender,20900029,1,1,0,1,1,240,1,0,16.0,16.0,6,6,189,189,1,4,177,2,220,0.1527777777777778,7.0,5.083333333333333
pi_B,B,native,20900029,1,1,0,1,1,240,1,0,15.0,15.0,3,3,209,209,1,1,196,1,105,0.07291666666666667,7.0,5.5625
pi_B,B,plus_one_defender,20900029,1,3,0,1,3,87,3,0,15.0,15.0,4,4,46,46,2,1,0,0,120,0.22988505747126436,7.0,4.620689655172414
pi_A,A,native,20900030,2,1,0,1,1,240,1,0,15.0,15.0,2,2,213,213,1,0,209,1,97,0.06736111111111111,7.0,5.595833333333333
pi_A,A,plus_one_defender,20900030,2,1,0,1,1,240,1,0,28.0,28.0,3,3,194,194,1,1,198,2,163,0.11319444444444444,7.0,5.320833333333334
pi_A,B,native,20900030,2,1,0,1,1,240,1,0,14.0,14.0,2,2,208,208,1,0,196,1,113,0.07847222222222222,7.0,5.529166666666667
pi_A,B,plus_one_defender,20900030,2,2,0,1,2,240,2,0,15.0,15.0,8,8,43,43,2,6,0,0,470,0.3263888888888889,7.0,4.041666666666667
pi_B,A,native,20900030,2,1,0,1,1,240,1,0,15.0,15.0,2,1,213,13,1,0,211,1,91,0.06319444444444444,7.0,5.620833333333334
pi_B,A,plus_one_defender,20900030,2,1,0,1,1,240,1,0,26.0,26.0,2,2,201,201,1,0,182,1,188,0.13055555555555556,7.0,5.216666666666667
pi_B,B,native,20900030,2,3,0,1,3,89,3,0,15.0,15.0,3,3,43,43,2,0,0,0,135,0.25280898876404495,7.0,4.48314606741573
pi_B,B,plus_one_defender,20900030,2,3,0,1,3,171,3,0,15.0,15.0,7,7,50,50,2,4,0,0,321,0.3128654970760234,7.0,4.12280701754386
pi_A,A,native,20900031,3,1,0,1,1,240,1,0,15.0,15.0,2,2,208,208,1,0,207,1,82,0.05694444444444444,6.0,5.658333333333333
pi_A,A,plus_one_defender,20900031,3,3,0,1,3,90,3,0,17.0,17.0,5,5,50,50,2,2,0,0,102,0.18888888888888888,6.0,4.866666666666666
pi_A,B,native,20900031,3,3,0,1,3,104,3,0,16.0,16.0,6,6,47,47,2,3,0,0,145,0.23237179487179488,6.0,4.605769230769231
pi_A,B,plus_one_defender,20900031,3,3,0,1,3,171,3,0,17.0,17.0,9,9,52,52,2,6,0,0,288,0.2807017543859649,6.0,4.315789473684211
pi_B,A,native,20900031,3,2,0,1,2,240,2,0,14.0,14.0,3,3,204,204,2,0,167,2,120,0.08333333333333333,6.0,5.5
pi_B,A,plus_one_defender,20900031,3,1,0,1,1,240,1,0,15.0,15.0,3,3,212,212,1,1,205,1,159,0.11041666666666666,6.0,5.3375
pi_B,B,native,20900031,3,2,0,1,2,240,2,0,14.0,14.0,7,7,178,178,2,4,138,2,237,0.16458333333333333,6.0,5.0125
pi_B,B,plus_one_defender,20900031,3,2,0,1,2,240,2,0,18.0,18.0,12,12,53,53,2,10,0,0,505,0.3506944444444444,6.0,3.8958333333333335
pi_A,A,native,20900032,4,0,0,0,0,240,0,0,28.0,28.0,1,1,212,212,0,0,209,2,102,0.07083333333333333,8.0,5.575
pi_A,A,plus_one_defender,20900032,4,3,0,1,3,139,3,0,41.0,41.0,6,6,52,52,2,3,0,0,207,0.24820143884892087,6.0,4.510791366906475
pi_A,B,native,20900032,4,3,0,1,3,108,3,0,14.0,18.0,4,3,44,41,2,1,6,1,158,0.24382716049382716,8.0,4.537037037037037
pi_A,B,plus_one_defender,20900032,4,1,0,1,1,240,1,0,17.0,17.0,6,6,159,159,1,4,132,1,269,0.18680555555555556,6.0,4.879166666666666
pi_B,A,native,20900032,4,1,0,1,1,240,1,0,14.0,39.0,2,1,215,201,1,0,208,1,85,0.059027777777777776,6.0,5.645833333333333
pi_B,A,plus_one_defender,20900032,4,1,0,1,1,240,1,0,17.0,17.0,2,2,212,212,1,0,203,1,160,0.1111111111111111,6.0,5.333333333333333
pi_B,B,native,20900032,4,1,0,1,1,240,1,0,15.0,21.0,4,2,207,203,1,2,186,1,124,0.08611111111111111,6.0,5.483333333333333
pi_B,B,plus_one_defender,20900032,4,2,0,1,2,240,2,0,16.0,16.0,8,8,43,43,2,6,0,0,514,0.35694444444444445,6.0,3.8583333333333334
pi_A,A,native,20900033,5,0,0,0,0,240,0,0,13.0,240.0,1,0,227,0,0,0,218,1,39,0.027083333333333334,7.0,5.8375
pi_A,A,plus_one_defender,20900033,5,3,0,1,3,130,3,0,15.0,15.0,5,5,80,80,2,2,40,2,140,0.1794871794871795,7.0,4.923076923076923
pi_A,B,native,20900033,5,3,0,1,3,162,3,0,16.0,16.0,8,7,51,49,2,5,0,0,319,0.3281893004115226,7.0,4.030864197530864
pi_A,B,plus_one_defender,20900033,5,1,0,1,1,240,1,0,16.0,16.0,9,9,29,29,1,8,0,0,521,0.36180555555555555,7.0,3.8291666666666666
pi_B,A,native,20900033,5,0,0,0,0,240,0,0,13.0,240.0,1,0,227,0,0,0,220,1,33,0.022916666666666665,7.0,5.8625
pi_B,A,plus_one_defender,20900033,5,0,0,0,0,240,0,0,14.0,14.0,1,1,226,226,0,0,218,1,120,0.08333333333333333,7.0,5.5
pi_B,B,native,20900033,5,1,0,1,1,240,1,0,15.0,15.0,4,4,211,211,1,2,192,1,111,0.07708333333333334,7.0,5.5375
pi_B,B,plus_one_defender,20900033,5,3,0,1,3,98,3,0,15.0,15.0,4,4,44,44,2,1,0,0,155,0.26360544217687076,8.0,4.418367346938775
pi_A,A,native,20900034,0,1,0,1,1,240,1,0,15.0,15.0,3,3,203,203,1,1,176,1,152,0.10555555555555556,7.0,5.366666666666666
pi_A,A,plus_one_defender,20900034,0,1,0,1,1,240,1,0,22.0,22.0,5,5,196,196,1,3,187,1,198,0.1375,7.0,5.175
pi_A,B,native,20900034,0,2,0,1,2,240,2,0,14.0,14.0,6,5,190,185,2,3,159,1,163,0.11319444444444444,7.0,5.320833333333334
pi_A,B,plus_one_defender,20900034,0,1,0,1,1,240,1,0,14.0,14.0,10,10,35,35,1,9,6,2,513,0.35625,7.0,3.8625
pi_B,A,native,20900034,0,1,0,1,1,240,1,0,14.0,14.0,4,3,211,21,1,2,201,1,104,0.07222222222222222,8.0,5.566666666666666
pi_B,A,plus_one_defender,20900034,0,3,0,1,3,86,3,0,14.0,14.0,4,4,47,47,2,1,0,0,91,0.17635658914728683,8.0,4.941860465116279
pi_B,B,native,20900034,0,3,0,1,3,112,3,0,15.0,27.0,6,4,50,34,2,3,0,0,215,0.31994047619047616,8.0,4.080357142857143
pi_B,B,plus_one_defender,20900034,0,3,0,1,3,104,3,0,14.0,14.0,4,4,44,44,2,1,2,1,163,0.26121794871794873,8.0,4.4326923076923075
pi_A,A,native,20900035,1,2,0,1,2,240,2,0,15.0,15.0,8,6,176,160,2,5,129,4,233,0.16180555555555556,8.0,5.029166666666667
pi_A,A,plus_one_defender,20900035,1,3,0,1,3,175,3,0,15.0,15.0,7,7,124,124,2,4,82,1,165,0.15714285714285714,8.0,5.057142857142857
pi_A,B,native,20900035,1,2,0,1,2,240,2,0,15.0,15.0,5,4,191,188,2,2,162,1,150,0.10416666666666667,8.0,5.375
pi_A,B,plus_one_defender,20900035,1,2,0,1,2,240,2,0,15.0,15.0,11,11,51,51,2,9,3,1,473,0.3284722222222222,8.0,4.029166666666667
pi_B,A,native,20900035,1,1,0,1,1,240,1,0,15.0,15.0,5,4,202,25,1,3,174,1,117,0.08125,9.0,5.5125
pi_B,A,plus_one_defender,20900035,1,0,0,0,0,240,0,0,15.0,15.0,2,2,202,202,0,1,193,1,171,0.11875,9.0,5.2875
pi_B,B,native,20900035,1,3,0,1,3,146,3,0,15.0,15.0,8,7,58,43,2,5,0,0,327,0.3732876712328767,8.0,3.76027397260274
pi_B,B,plus_one_defender,20900035,1,0,0,0,0,240,0,0,15.0,15.0,7,7,17,17,0,6,0,0,555,0.3854166666666667,8.0,3.6875
pi_A,A,native,20900036,2,3,0,1,3,101,3,0,15.0,15.0,7,5,53,37,2,4,5,1,106,0.17491749174917492,7.0,4.9504950495049505
pi_A,A,plus_one_defender,20900036,2,3,0,1,3,160,3,0,15.0,15.0,5,5,114,114,2,2,80,2,141,0.146875,7.0,5.11875
pi_A,B,native,20900036,2,3,0,1,3,160,3,0,14.0,14.0,8,8,58,58,2,5,4,1,320,0.3333333333333333,6.0,4.0
pi_A,B,plus_one_defender,20900036,2,1,0,1,1,240,1,0,29.0,29.0,6,6,23,23,1,5,0,0,506,0.35138888888888886,6.0,3.8916666666666666
pi_B,A,native,20900036,2,1,0,1,1,240,1,0,15.0,15.0,4,3,215,201,1,2,206,1,52,0.03611111111111111,7.0,5.783333333333333
pi_B,A,plus_one_defender,20900036,2,3,0,1,3,83,3,0,15.0,15.0,6,6,48,48,2,3,0,0,105,0.21084337349397592,7.0,4.734939759036145
pi_B,B,native,20900036,2,3,0,1,3,211,3,0,16.0,27.0,13,10,67,60,2,10,0,0,478,0.37756714060031593,7.0,3.734597156398104
pi_B,B,plus_one_defender,20900036,2,2,1,1,1,240,2,1,28.0,28.0,13,13,56,56,2,11,23,2,505,0.3506944444444444,7.0,3.8958333333333335
pi_A,A,native,20900037,3,0,0,0,0,240,0,0,16.0,16.0,1,1,224,224,0,0,220,1,51,0.035416666666666666,6.0,5.7875
pi_A,A,plus_one_defender,20900037,3,3,0,1,3,96,3,0,16.0,16.0,4,4,43,43,2,1,3,1,90,0.15625,6.0,5.0625
pi_A,B,native,20900037,3,1,0,1,1,240,1,0,15.0,15.0,2,1,209,15,1,0,195,1,80,0.05555555555555555,7.0,5.666666666666667
pi_A,B,plus_one_defender,20900037,3,3,0,1,3,177,3,0,28.0,28.0,9,9,54,54,2,6,1,1,328,0.3088512241054614,7.0,4.146892655367232
pi_B,A,native,20900037,3,0,0,0,0,240,0,0,16.0,16.0,1,1,224,224,0,0,220,1,28,0.019444444444444445,6.0,5.883333333333334
pi_B,A,plus_one_defender,20900037,3,3,0,1,3,95,3,0,16.0,16.0,7,7,54,54,2,4,0,0,114,0.2,6.0,4.8
pi_B,B,native,20900037,3,3,0,1,3,106,3,0,15.0,15.0,5,4,51,48,2,2,0,0,198,0.3113207547169811,7.0,4.132075471698113
pi_B,B,plus_one_defender,20900037,3,3,0,1,3,215,3,0,27.0,27.0,9,9,63,63,2,6,2,1,435,0.3372093023255814,7.0,3.9767441860465116
pi_A,A,native,20900038,4,2,0,1,2,240,2,0,14.0,14.0,6,6,202,202,2,3,181,3,104,0.07222222222222222,7.0,5.566666666666666
pi_A,A,plus_one_defender,20900038,4,2,0,1,2,240,2,0,14.0,14.0,9,9,166,166,2,6,134,1,248,0.17222222222222222,7.0,4.966666666666667
pi_A,B,native,20900038,4,3,0,1,3,102,3,0,15.0,15.0,3,3,44,44,2,0,2,1,177,0.28921568627450983,6.0,4.264705882352941
pi_A,B,plus_one_defender,20900038,4,3,0,1,3,181,3,0,15.0,15.0,5,5,47,47,2,2,0,0,337,0.31031307550644566,6.0,4.138121546961326
pi_B,A,native,20900038,4,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,208,1,78,0.05416666666666667,7.0,5.675
pi_B,A,plus_one_defender,20900038,4,3,0,1,3,164,3,0,15.0,15.0,7,7,103,103,2,4,76,1,195,0.19817073170731708,7.0,4.810975609756097
pi_B,B,native,20900038,4,3,0,1,3,188,3,0,15.0,15.0,10,8,62,58,2,7,0,0,390,0.34574468085106386,6.0,3.925531914893617
pi_B,B,plus_one_defender,20900038,4,2,0,1,2,240,2,0,15.0,15.0,5,5,39,39,2,3,2,1,497,0.3451388888888889,6.0,3.9291666666666667
pi_A,A,native,20900039,5,3,0,1,3,204,3,0,16.0,16.0,5,5,162,162,2,2,133,1,137,0.1119281045751634,6.0,5.328431372549019
pi_A,A,plus_one_defender,20900039,5,3,0,1,3,86,3,0,18.0,18.0,4,4,43,43,2,1,0,0,96,0.18604651162790697,7.0,4.883720930232558
pi_A,B,native,20900039,5,3,0,1,3,104,3,0,17.0,17.0,6,6,46,46,2,3,0,0,174,0.27884615384615385,6.0,4.326923076923077
pi_A,B,plus_one_defender,20900039,5,2,0,1,2,240,2,0,18.0,18.0,11,11,63,63,2,8,26,1,462,0.32083333333333336,6.0,4.075
pi_B,A,native,20900039,5,1,0,1,1,240,1,0,16.0,16.0,3,3,212,212,1,1,186,1,84,0.058333333333333334,6.0,5.65
pi_B,A,plus_one_defender,20900039,5,3,0,1,3,114,3,0,16.0,16.0,6,6,55,55,2,3,0,0,160,0.23391812865497075,7.0,4.5964912280701755
pi_B,B,native,20900039,5,1,0,1,1,240,1,0,16.0,16.0,3,3,209,209,1,1,189,1,95,0.06597222222222222,6.0,5.604166666666667
pi_B,B,plus_one_defender,20900039,5,1,0,1,1,240,1,0,16.0,16.0,7,7,26,26,1,6,0,0,529,0.36736111111111114,6.0,3.7958333333333334
pi_A,A,native,20900040,0,3,0,1,3,90,3,0,14.0,14.0,4,3,52,33,2,1,7,2,134,0.24814814814814815,7.0,4.511111111111111
pi_A,A,plus_one_defender,20900040,0,1,0,1,1,240,1,0,14.0,14.0,4,4,204,204,1,2,201,1,185,0.1284722222222222,7.0,5.229166666666667
pi_A,B,native,20900040,0,3,0,1,3,92,3,0,15.0,15.0,3,2,44,29,2,0,3,1,127,0.23007246376811594,7.0,4.619565217391305
pi_A,B,plus_one_defender,20900040,0,3,0,1,3,172,3,0,16.0,16.0,6,6,47,47,2,3,0,0,302,0.2926356589147287,7.0,4.244186046511628
pi_B,A,native,20900040,0,3,1,1,2,111,3,1,14.0,14.0,7,5,56,35,2,4,29,1,190,0.2852852852852853,7.0,4.288288288288288
pi_B,A,plus_one_defender,20900040,0,3,0,1,3,87,3,0,14.0,14.0,4,4,46,46,2,1,3,1,91,0.1743295019157088,7.0,4.954022988505747
pi_B,B,native,20900040,0,2,0,1,2,240,2,0,13.0,43.0,7,6,143,128,2,4,112,2,313,0.21736111111111112,7.0,4.695833333333334
pi_B,B,plus_one_defender,20900040,0,1,0,1,1,240,1,0,16.0,16.0,8,8,30,30,1,7,0,0,533,0.3701388888888889,7.0,3.779166666666667
pi_A,A,native,20900041,1,2,1,1,1,240,2,1,31.0,31.0,6,5,155,141,2,3,134,2,229,0.15902777777777777,8.0,5.045833333333333
pi_A,A,plus_one_defender,20900041,1,3,0,1,3,110,3,0,22.0,22.0,3,3,69,69,2,0,36,1,92,0.1393939393939394,8.0,5.163636363636364
pi_A,B,native,20900041,1,3,0,1,3,192,3,0,28.0,28.0,8,7,62,59,2,5,3,1,385,0.3342013888888889,7.0,3.9947916666666665
pi_A,B,plus_one_defender,20900041,1,3,0,1,3,117,3,0,25.0,25.0,4,4,44,44,2,1,0,0,148,0.21082621082621084,8.0,4.735042735042735
pi_B,A,native,20900041,1,1,0,1,1,240,1,0,15.0,15.0,2,2,213,213,1,0,205,1,68,0.04722222222222222,7.0,5.716666666666667
pi_B,A,plus_one_defender,20900041,1,1,0,1,1,240,1,0,15.0,15.0,3,3,216,216,1,1,204,1,141,0.09791666666666667,7.0,5.4125
pi_B,B,native,20900041,1,1,0,1,1,240,1,0,14.0,14.0,2,2,210,210,1,0,193,1,83,0.05763888888888889,7.0,5.654166666666667
pi_B,B,plus_one_defender,20900041,1,1,0,1,1,240,1,0,14.0,14.0,3,3,211,211,1,1,197,2,148,0.10277777777777777,7.0,5.383333333333334
pi_A,A,native,20900042,2,2,0,1,2,240,2,0,15.0,43.0,3,2,198,183,2,0,164,2,143,0.09930555555555555,6.0,5.404166666666667
pi_A,A,plus_one_defender,20900042,2,2,0,1,2,240,2,0,16.0,16.0,5,5,198,198,2,2,175,1,168,0.11666666666666667,6.0,5.3
pi_A,B,native,20900042,2,2,0,1,2,240,2,0,15.0,17.0,5,4,193,191,2,2,163,1,154,0.10694444444444444,6.0,5.358333333333333
pi_A,B,plus_one_defender,20900042,2,1,0,1,1,240,1,0,25.0,25.0,8,8,32,32,1,7,0,0,528,0.36666666666666664,6.0,3.8
pi_B,A,native,20900042,2,1,0,1,1,240,1,0,15.0,40.0,2,1,214,200,1,0,191,1,77,0.05347222222222222,6.0,5.679166666666666
pi_B,A,plus_one_defender,20900042,2,3,0,1,3,150,3,0,27.0,27.0,10,10,60,60,2,7,4,2,248,0.27555555555555555,6.0,4.346666666666667
pi_B,B,native,20900042,2,3,0,1,3,90,3,0,15.0,17.0,4,3,46,44,2,1,2,1,131,0.24259259259259258,5.0,4.544444444444444
pi_B,B,plus_one_defender,20900042,2,1,0,1,1,240,1,0,16.0,16.0,6,6,165,165,1,4,140,1,264,0.18333333333333332,5.0,4.9
pi_A,A,native,20900043,3,2,0,1,2,240,2,0,15.0,22.0,6,4,186,181,2,3,142,2,119,0.08263888888888889,7.0,5.504166666666666
pi_A,A,plus_one_defender,20900043,3,3,0,1,3,144,3,0,42.0,42.0,7,7,50,50,2,4,1,1,182,0.21064814814814814,19.0,4.736111111111111
