policy,pole,arm,seed,defender_id,blue,red,win,margin,steps,sealed_blue,sealed_red,time_to_first_carry,time_to_first_carry_excl_defender,n_carry_starts,n_carry_starts_excl_defender,total_carry_ticks,total_carry_ticks_excl_defender,n_carry_clean_release,n_carry_tag_caught,red_carrying_ticks,n_red_carry_starts,tagged_ticks_total,tagged_fraction,first_tag_tick,mean_active_count
pi_A,B,native,20900043,3,3,0,1,3,114,3,0,19.0,39.0,6,5,48,34,2,3,0,0,201,0.29385964912280704,9.0,4.2368421052631575
pi_A,B,plus_one_defender,20900043,3,2,1,1,1,240,2,1,14.0,14.0,9,9,52,52,2,7,22,1,501,0.34791666666666665,7.0,3.9125
pi_B,A,native,20900043,3,1,0,1,1,240,1,0,14.0,14.0,4,3,211,198,1,2,186,1,99,0.06875,7.0,5.5875
pi_B,A,plus_one_defender,20900043,3,3,0,1,3,101,3,0,15.0,15.0,5,5,52,52,2,2,1,1,133,0.21947194719471946,7.0,4.683168316831683
pi_B,B,native,20900043,3,1,0,1,1,240,1,0,14.0,14.0,3,2,212,199,1,1,194,1,83,0.05763888888888889,7.0,5.654166666666667
pi_B,B,plus_one_defender,20900043,3,2,1,1,1,240,2,1,14.0,14.0,13,13,65,65,2,11,23,1,478,0.33194444444444443,7.0,4.008333333333334
pi_A,A,native,20900044,4,1,0,1,1,240,1,0,15.0,18.0,4,3,209,206,1,2,198,1,77,0.05347222222222222,8.0,5.679166666666666
pi_A,A,plus_one_defender,20900044,4,2,0,1,2,240,2,0,18.0,18.0,4,4,186,186,2,1,167,2,188,0.13055555555555556,8.0,5.216666666666667
pi_A,B,native,20900044,4,3,0,1,3,105,3,0,14.0,25.0,4,3,47,43,2,1,0,0,165,0.2619047619047619,7.0,4.428571428571429
pi_A,B,plus_one_defender,20900044,4,1,0,1,1,240,1,0,42.0,42.0,8,8,29,29,1,7,0,0,511,0.3548611111111111,7.0,3.870833333333333
pi_B,A,native,20900044,4,1,0,1,1,240,1,0,15.0,15.0,3,3,212,212,1,1,205,1,84,0.058333333333333334,7.0,5.65
pi_B,A,plus_one_defender,20900044,4,2,0,1,2,240,2,0,16.0,16.0,9,9,187,187,2,6,156,1,215,0.14930555555555555,7.0,5.104166666666667
pi_B,B,native,20900044,4,3,0,1,3,94,3,0,14.0,20.0,5,4,48,45,2,2,0,0,156,0.2765957446808511,7.0,4.340425531914893
pi_B,B,plus_one_defender,20900044,4,1,0,1,1,240,1,0,16.0,16.0,10,10,38,38,1,9,0,0,522,0.3625,7.0,3.825
pi_A,A,native,20900045,5,1,0,1,1,240,1,0,15.0,15.0,3,3,211,211,1,1,203,1,99,0.06875,7.0,5.5875
pi_A,A,plus_one_defender,20900045,5,3,0,1,3,81,3,0,15.0,15.0,4,4,47,47,2,1,4,1,81,0.16666666666666666,7.0,5.0
pi_A,B,native,20900045,5,3,0,1,3,118,3,0,15.0,57.0,4,3,47,33,2,1,0,0,226,0.3192090395480226,8.0,4.084745762711864
pi_A,B,plus_one_defender,20900045,5,2,0,1,2,240,2,0,14.0,14.0,11,11,50,50,2,8,0,0,499,0.34652777777777777,8.0,3.9208333333333334
pi_B,A,native,20900045,5,1,0,1,1,240,1,0,15.0,15.0,5,5,204,204,1,3,191,1,106,0.07361111111111111,7.0,5.558333333333334
pi_B,A,plus_one_defender,20900045,5,3,0,1,3,113,3,0,17.0,17.0,7,7,53,53,2,4,1,1,137,0.20206489675516223,7.0,4.787610619469026
pi_B,B,native,20900045,5,3,0,1,3,91,3,0,16.0,18.0,4,3,43,42,2,1,4,1,131,0.23992673992673993,8.0,4.56043956043956
pi_B,B,plus_one_defender,20900045,5,3,0,1,3,148,3,0,14.0,14.0,4,4,45,45,2,1,4,2,252,0.28378378378378377,8.0,4.297297297297297
pi_A,A,native,20900046,0,1,0,1,1,240,1,0,16.0,43.0,2,1,211,197,1,0,202,1,99,0.06875,6.0,5.5875
pi_A,A,plus_one_defender,20900046,0,3,0,1,3,91,3,0,16.0,16.0,4,4,42,42,2,1,5,1,95,0.17399267399267399,6.0,4.956043956043956
pi_A,B,native,20900046,0,1,0,1,1,240,1,0,16.0,19.0,3,2,210,209,1,1,194,1,97,0.06736111111111111,6.0,5.595833333333333
pi_A,B,plus_one_defender,20900046,0,0,0,0,0,240,0,0,26.0,26.0,10,10,24,24,0,10,0,0,551,0.38263888888888886,6.0,3.7041666666666666
pi_B,A,native,20900046,0,1,0,1,1,240,1,0,16.0,39.0,2,1,214,201,1,0,203,1,66,0.04583333333333333,6.0,5.725
pi_B,A,plus_one_defender,20900046,0,2,0,1,2,240,2,0,17.0,17.0,2,2,207,207,2,0,196,2,147,0.10208333333333333,6.0,5.3875
pi_B,B,native,20900046,0,1,0,1,1,240,1,0,16.0,18.0,4,3,209,207,1,2,202,2,124,0.08611111111111111,6.0,5.483333333333333
pi_B,B,plus_one_defender,20900046,0,3,0,1,3,130,3,0,26.0,26.0,6,6,50,50,2,3,0,0,209,0.26794871794871794,6.0,4.392307692307693
pi_A,A,native,20900047,1,0,0,0,0,240,0,0,14.0,14.0,5,4,206,12,0,4,180,1,114,0.07916666666666666,7.0,5.525
pi_A,A,plus_one_defender,20900047,1,3,0,1,3,169,3,0,14.0,14.0,8,8,59,59,2,5,0,0,238,0.23471400394477318,7.0,4.591715976331361
pi_A,B,native,20900047,1,3,0,1,3,176,3,0,13.0,13.0,10,8,61,45,2,7,0,0,384,0.36363636363636365,6.0,3.8181818181818183
pi_A,B,plus_one_defender,20900047,1,2,0,1,2,240,2,0,17.0,17.0,11,11,45,45,2,9,0,0,492,0.3416666666666667,6.0,3.95
pi_B,A,native,20900047,1,1,0,1,1,240,1,0,16.0,20.0,5,3,204,193,1,3,194,1,114,0.07916666666666666,7.0,5.525
pi_B,A,plus_one_defender,20900047,1,1,1,0,0,240,1,1,16.0,16.0,7,7,187,187,1,5,173,2,221,0.15347222222222223,7.0,5.079166666666667
pi_B,B,native,20900047,1,3,0,1,3,86,3,0,13.0,13.0,3,2,43,28,2,0,0,0,124,0.24031007751937986,6.0,4.558139534883721
pi_B,B,plus_one_defender,20900047,1,3,0,1,3,141,3,0,13.0,13.0,5,5,46,46,2,2,0,0,247,0.2919621749408983,6.0,4.24822695035461
pi_A,A,native,20900048,2,0,0,0,0,240,0,0,13.0,13.0,2,2,225,225,0,1,222,1,39,0.027083333333333334,7.0,5.8375
pi_A,A,plus_one_defender,20900048,2,0,0,0,0,240,0,0,13.0,13.0,3,3,225,225,0,2,222,1,144,0.1,7.0,5.4
pi_A,B,native,20900048,2,3,0,1,3,95,3,0,13.0,13.0,5,5,49,49,2,2,12,2,136,0.23859649122807017,7.0,4.568421052631579
pi_A,B,plus_one_defender,20900048,2,3,0,1,3,144,3,0,13.0,13.0,7,7,49,49,2,4,4,2,222,0.2569444444444444,7.0,4.458333333333333
pi_B,A,native,20900048,2,0,0,0,0,240,0,0,13.0,13.0,2,1,224,4,0,1,222,1,48,0.03333333333333333,7.0,5.8
pi_B,A,plus_one_defender,20900048,2,0,0,0,0,240,0,0,13.0,13.0,2,2,224,224,0,1,222,1,146,0.10138888888888889,7.0,5.391666666666667
pi_B,B,native,20900048,2,1,0,1,1,240,1,0,13.0,13.0,4,3,210,195,1,2,196,1,101,0.07013888888888889,7.0,5.579166666666667
pi_B,B,plus_one_defender,20900048,2,2,0,1,2,240,2,0,13.0,13.0,10,10,49,49,2,8,0,0,508,0.3527777777777778,7.0,3.8833333333333333
pi_A,A,native,20900049,3,1,0,1,1,240,1,0,14.0,14.0,2,1,212,15,1,0,206,1,91,0.06319444444444444,7.0,5.620833333333334
pi_A,A,plus_one_defender,20900049,3,3,0,1,3,90,3,0,14.0,14.0,5,5,47,47,2,2,0,0,112,0.2074074074074074,7.0,4.7555555555555555
pi_A,B,native,20900049,3,3,0,1,3,182,3,0,13.0,13.0,10,6,62,39,2,7,0,0,399,0.36538461538461536,7.0,3.8076923076923075
pi_A,B,plus_one_defender,20900049,3,3,0,1,3,132,3,0,13.0,13.0,4,4,47,47,2,1,0,0,217,0.273989898989899,7.0,4.356060606060606
pi_B,A,native,20900049,3,2,1,1,1,240,2,1,14.0,14.0,4,3,186,171,2,1,161,2,160,0.1111111111111111,7.0,5.333333333333333
pi_B,A,plus_one_defender,20900049,3,3,0,1,3,90,3,0,14.0,14.0,5,5,48,48,2,2,0,0,101,0.18703703703703703,7.0,4.877777777777778
pi_B,B,native,20900049,3,2,0,1,2,240,2,0,13.0,13.0,3,2,197,182,2,0,164,1,145,0.10069444444444445,7.0,5.395833333333333
pi_B,B,plus_one_defender,20900049,3,3,0,1,3,104,3,0,13.0,13.0,4,4,48,48,2,1,0,0,153,0.24519230769230768,7.0,4.528846153846154
pi_A,A,native,20900050,4,1,0,1,1,240,1,0,14.0,14.0,3,2,213,210,1,1,199,3,75,0.052083333333333336,7.0,5.6875
pi_A,A,plus_one_defender,20900050,4,3,0,1,3,114,3,0,30.0,30.0,4,4,45,45,2,1,1,1,162,0.23684210526315788,8.0,4.578947368421052
pi_A,B,native,20900050,4,3,0,1,3,130,3,0,15.0,15.0,6,5,48,45,2,3,0,0,257,0.3294871794871795,7.0,4.023076923076923
pi_A,B,plus_one_defender,20900050,4,1,0,1,1,240,1,0,16.0,16.0,11,11,42,42,1,10,0,0,496,0.34444444444444444,8.0,3.933333333333333
pi_B,A,native,20900050,4,1,0,1,1,240,1,0,15.0,15.0,3,3,211,211,1,1,206,1,75,0.052083333333333336,7.0,5.6875
pi_B,A,plus_one_defender,20900050,4,3,0,1,3,129,3,0,16.0,16.0,8,8,60,60,2,5,1,1,190,0.2454780361757106,8.0,4.5271317829457365
pi_B,B,native,20900050,4,1,0,1,1,240,1,0,15.0,15.0,5,4,211,210,1,3,192,2,105,0.07291666666666667,8.0,5.5625
pi_B,B,plus_one_defender,20900050,4,1,0,1,1,240,1,0,15.0,15.0,4,4,210,210,1,2,197,2,164,0.11388888888888889,8.0,5.316666666666666
pi_A,A,native,20900051,5,1,0,1,1,240,1,0,14.0,14.0,5,4,212,199,1,3,185,2,105,0.07291666666666667,9.0,5.5625
pi_A,A,plus_one_defender,20900051,5,0,0,0,0,240,0,0,14.0,14.0,4,4,205,205,0,3,203,1,174,0.12083333333333333,9.0,5.275
pi_A,B,native,20900051,5,3,0,1,3,162,3,0,14.0,18.0,10,8,58,52,2,7,0,0,324,0.3333333333333333,7.0,4.0
pi_A,B,plus_one_defender,20900051,5,1,0,1,1,240,1,0,16.0,16.0,11,11,40,40,1,10,0,0,472,0.3277777777777778,7.0,4.033333333333333
pi_B,A,native,20900051,5,1,0,1,1,240,1,0,14.0,14.0,9,7,176,30,1,7,142,1,201,0.13958333333333334,9.0,5.1625
pi_B,A,plus_one_defender,20900051,5,0,0,0,0,240,0,0,14.0,14.0,4,4,211,211,0,3,199,1,148,0.10277777777777777,12.0,5.383333333333334
pi_B,B,native,20900051,5,2,0,1,2,240,2,0,14.0,14.0,7,7,96,96,2,4,63,1,514,0.35694444444444445,7.0,3.8583333333333334
pi_B,B,plus_one_defender,20900051,5,1,0,1,1,240,1,0,14.0,14.0,11,11,43,43,1,10,4,1,520,0.3611111111111111,7.0,3.8333333333333335
pi_A,A,native,20900052,0,0,0,0,0,240,0,0,16.0,16.0,2,2,216,216,0,1,211,1,85,0.059027777777777776,8.0,5.645833333333333
pi_A,A,plus_one_defender,20900052,0,3,0,1,3,121,3,0,17.0,17.0,7,7,49,49,2,4,1,1,186,0.256198347107438,8.0,4.462809917355372
pi_A,B,native,20900052,0,1,0,1,1,240,1,0,15.0,15.0,3,3,205,205,1,1,191,1,95,0.06597222222222222,8.0,5.604166666666667
pi_A,B,plus_one_defender,20900052,0,1,0,1,1,240,1,0,15.0,15.0,10,10,31,31,1,9,1,1,488,0.3388888888888889,8.0,3.966666666666667
pi_B,A,native,20900052,0,1,0,1,1,240,1,0,16.0,16.0,5,3,201,192,1,3,191,1,140,0.09722222222222222,8.0,5.416666666666667
pi_B,A,plus_one_defender,20900052,0,3,0,1,3,114,3,0,17.0,17.0,6,6,52,52,2,3,0,0,162,0.23684210526315788,8.0,4.578947368421052
pi_B,B,native,20900052,0,3,0,1,3,98,3,0,15.0,15.0,3,3,43,43,2,0,0,0,163,0.27721088435374147,8.0,4.336734693877551
pi_B,B,plus_one_defender,20900052,0,3,0,1,3,128,3,0,15.0,15.0,6,6,50,50,2,3,2,2,220,0.2864583333333333,8.0,4.28125
pi_A,A,native,20900053,1,1,0,1,1,240,1,0,16.0,16.0,2,1,212,15,1,0,202,1,63,0.04375,7.0,5.7375
pi_A,A,plus_one_defender,20900053,1,1,0,1,1,240,1,0,16.0,16.0,2,2,213,213,1,0,208,1,143,0.09930555555555555,9.0,5.404166666666667
pi_A,B,native,20900053,1,3,0,1,3,170,3,0,13.0,13.0,9,8,59,56,2,6,0,0,355,0.3480392156862745,7.0,3.911764705882353
pi_A,B,plus_one_defender,20900053,1,2,1,1,1,240,2,1,15.0,15.0,11,11,52,52,2,9,25,1,487,0.33819444444444446,8.0,3.970833333333333
pi_B,A,native,20900053,1,1,0,1,1,240,1,0,15.0,15.0,2,2,214,214,1,0,209,1,41,0.02847222222222222,7.0,5.829166666666667
pi_B,A,plus_one_defender,20900053,1,1,0,1,1,240,1,0,16.0,16.0,2,2,214,214,1,0,206,2,142,0.09861111111111111,8.0,5.408333333333333
pi_B,B,native,20900053,1,2,0,1,2,240,2,0,15.0,15.0,3,3,197,197,2,0,164,1,117,0.08125,7.0,5.5125
pi_B,B,plus_one_defender,20900053,1,1,0,1,1,240,1,0,15.0,15.0,10,10,80,80,1,8,53,1,457,0.3173611111111111,8.0,4.095833333333333
pi_A,A,native,20900054,2,1,0,1,1,240,1,0,15.0,15.0,2,1,212,13,1,0,211,2,87,0.06041666666666667,7.0,5.6375
pi_A,A,plus_one_defender,20900054,2,3,0,1,3,158,3,0,16.0,16.0,5,5,108,108,2,2,107,3,141,0.14873417721518986,7.0,5.1075949367088604
pi_A,B,native,20900054,2,3,1,1,2,149,3,1,25.0,56.0,6,3,50,19,2,3,23,1,327,0.36577181208053694,6.0,3.8053691275167787
pi_A,B,plus_one_defender,20900054,2,0,0,0,0,240,0,0,27.0,27.0,10,10,24,24,0,10,0,0,549,0.38125,7.0,3.7125
pi_B,A,native,20900054,2,1,0,1,1,240,1,0,15.0,15.0,3,3,214,214,1,1,187,1,76,0.05277777777777778,7.0,5.683333333333334
pi_B,A,plus_one_defender,20900054,2,3,0,1,3,88,3,0,15.0,15.0,5,5,48,48,2,2,0,0,106,0.20075757575757575,8.0,4.795454545454546
pi_B,B,native,20900054,2,1,0,1,1,240,1,0,16.0,16.0,16,15,55,53,1,14,0,0,606,0.42083333333333334,6.0,3.475
pi_B,B,plus_one_defender,20900054,2,1,0,1,1,240,1,0,16.0,16.0,9,9,38,38,1,8,0,0,504,0.35,7.0,3.9
pi_A,A,native,20900055,3,1,0,1,1,240,1,0,16.0,16.0,4,3,204,188,1,2,175,1,117,0.08125,6.0,5.5125
pi_A,A,plus_one_defender,20900055,3,2,0,1,2,240,2,0,17.0,17.0,6,6,162,162,2,3,131,1,207,0.14375,7.0,5.1375
pi_A,B,native,20900055,3,1,0,1,1,240,1,0,16.0,16.0,4,4,199,199,1,2,169,1,128,0.08888888888888889,6.0,5.466666666666667
pi_A,B,plus_one_defender,20900055,3,2,0,1,2,240,2,0,17.0,17.0,10,10,49,49,2,8,0,0,471,0.32708333333333334,7.0,4.0375
pi_B,A,native,20900055,3,2,1,1,1,240,2,1,14.0,14.0,4,4,197,197,3,1,156,2,104,0.07222222222222222,6.0,5.566666666666666
pi_B,A,plus_one_defender,20900055,3,1,0,1,1,240,1,0,17.0,17.0,5,5,184,184,1,3,156,1,219,0.15208333333333332,6.0,5.0875
pi_B,B,native,20900055,3,1,0,1,1,240,1,0,13.0,13.0,3,3,212,212,1,1,191,1,92,0.06388888888888888,6.0,5.616666666666666
pi_B,B,plus_one_defender,20900055,3,3,0,1,3,144,3,0,13.0,13.0,6,6,52,52,2,3,0,0,266,0.30787037037037035,6.0,4.152777777777778
pi_A,A,native,20900056,4,1,0,1,1,240,1,0,16.0,16.0,3,3,203,203,1,1,181,1,124,0.08611111111111111,6.0,5.483333333333333
pi_A,A,plus_one_defender,20900056,4,3,0,1,3,77,3,0,16.0,16.0,4,4,42,42,2,1,0,0,54,0.11688311688311688,6.0,5.298701298701299
pi_A,B,native,20900056,4,2,0,1,2,240,2,0,24.0,38.0,10,9,102,96,2,7,38,1,441,0.30625,6.0,4.1625
pi_A,B,plus_one_defender,20900056,4,2,0,1,2,240,2,0,25.0,25.0,6,6,45,45,2,3,0,0,465,0.3229166666666667,6.0,4.0625
pi_B,A,native,20900056,4,1,0,1,1,240,1,0,16.0,16.0,4,4,211,211,1,2,204,1,85,0.059027777777777776,6.0,5.645833333333333
pi_B,A,plus_one_defender,20900056,4,2,0,1,2,240,2,0,16.0,16.0,13,13,163,163,2,10,117,2,261,0.18125,7.0,4.9125
pi_B,B,native,20900056,4,3,0,1,3,86,3,0,16.0,16.0,3,3,42,42,2,0,1,1,135,0.2616279069767442,6.0,4.430232558139535
pi_B,B,plus_one_defender,20900056,4,3,0,1,3,187,3,0,24.0,24.0,5,5,48,48,2,2,0,0,365,0.3253119429590018,6.0,4.048128342245989
pi_A,A,native,20900057,5,1,0,1,1,240,1,0,14.0,14.0,3,2,207,16,1,1,181,1,103,0.07152777777777777,5.0,5.570833333333334
pi_A,A,plus_one_defender,20900057,5,3,0,1,3,123,3,0,14.0,14.0,6,6,49,49,2,3,1,1,164,0.2222222222222222,5.0,4.666666666666667
pi_A,B,native,20900057,5,2,0,1,2,240,2,0,16.0,16.0,6,6,123,123,2,3,88,1,356,0.24722222222222223,5.0,4.516666666666667
pi_A,B,plus_one_defender,20900057,5,1,0,1,1,240,1,0,25.0,25.0,10,10,32,32,1,9,0,0,526,0.36527777777777776,5.0,3.808333333333333
pi_B,A,native,20900057,5,1,0,1,1,240,1,0,14.0,14.0,5,4,205,200,1,3,183,1,115,0.0798611111111111,5.0,5.520833333333333
pi_B,A,plus_one_defender,20900057,5,3,0,1,3,109,3,0,14.0,14.0,8,8,56,56,2,5,1,1,150,0.22935779816513763,5.0,4.623853211009174
pi_B,B,native,20900057,5,3,0,1,3,125,3,0,15.0,15.0,8,8,59,59,2,5,3,1,228,0.304,5.0,4.176
pi_B,B,plus_one_defender,20900057,5,2,0,1,2,240,2,0,25.0,25.0,8,8,41,41,2,6,0,0,506,0.35138888888888886,5.0,3.8916666666666666
pi_A,A,native,20900058,0,0,0,0,0,240,0,0,13.0,13.0,2,2,224,224,0,1,220,1,53,0.03680555555555556,7.0,5.779166666666667
pi_A,A,plus_one_defender,20900058,0,0,0,0,0,240,0,0,14.0,14.0,2,2,224,224,0,1,220,1,148,0.10277777777777777,7.0,5.383333333333334
pi_A,B,native,20900058,0,1,0,1,1,240,1,0,14.0,15.0,8,7,185,184,1,6,159,1,192,0.13333333333333333,7.0,5.2
pi_A,B,plus_one_defender,20900058,0,1,0,1,1,240,1,0,16.0,16.0,9,9,35,35,1,8,0,0,509,0.35347222222222224,7.0,3.879166666666667
pi_B,A,native,20900058,0,1,0,1,1,240,1,0,14.0,14.0,5,4,204,201,1,3,187,1,123,0.08541666666666667,7.0,5.4875
pi_B,A,plus_one_defender,20900058,0,1,0,1,1,240,1,0,14.0,14.0,4,4,206,206,1,2,195,1,187,0.12986111111111112,7.0,5.220833333333333
pi_B,B,native,20900058,0,3,0,1,3,151,3,0,14.0,27.0,7,6,54,50,2,4,0,0,320,0.35320088300220753,7.0,3.880794701986755
pi_B,B,plus_one_defender,20900058,0,1,0,1,1,240,1,0,14.0,14.0,11,11,32,32,1,10,0,0,533,0.3701388888888889,7.0,3.779166666666667
pi_A,A,native,20900059,1,1,0,1,1,240,1,0,18.0,18.0,2,1,210,14,1,0,187,1,74,0.05138888888888889,9.0,5.691666666666666
pi_A,A,plus_one_defender,20900059,1,3,0,1,3,111,3,0,18.0,18.0,5,5,45,45,2,2,0,0,136,0.2042042042042042,9.0,4.774774774774775
pi_A,B,native,20900059,1,3,0,1,3,91,3,0,13.0,13.0,3,3,41,41,2,0,0,0,116,0.21245421245421245,8.0,4.725274725274725
pi_A,B,plus_one_defender,20900059,1,1,1,0,0,240,1,1,13.0,13.0,8,8,32,32,1,7,26,1,490,0.3402777777777778,8.0,3.9583333333333335
pi_B,A,native,20900059,1,1,0,1,1,240,1,0,14.0,14.0,3,3,211,211,1,1,183,2,116,0.08055555555555556,8.0,5.516666666666667
pi_B,A,plus_one_defender,20900059,1,3,0,1,3,90,3,0,14.0,14.0,4,4,48,48,2,1,1,1,86,0.15925925925925927,8.0,5.044444444444444
pi_B,B,native,20900059,1,1,0,1,1,240,1,0,13.0,13.0,2,2,211,211,1,0,194,1,85,0.059027777777777776,8.0,5.645833333333333
pi_B,B,plus_one_defender,20900059,1,2,0,1,2,240,2,0,13.0,13.0,6,6,42,42,2,4,0,0,505,0.3506944444444444,8.0,3.8958333333333335
pi_A,A,native,20900060,2,1,0,1,1,240,1,0,15.0,15.0,2,2,215,215,1,0,207,1,76,0.05277777777777778,6.0,5.683333333333334
pi_A,A,plus_one_defender,20900060,2,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,210,1,129,0.08958333333333333,6.0,5.4625
pi_A,B,native,20900060,2,1,0,1,1,240,1,0,14.0,14.0,4,4,211,211,1,2,194,1,110,0.0763888888888889,6.0,5.541666666666667
pi_A,B,plus_one_defender,20900060,2,3,0,1,3,201,3,0,28.0,28.0,9,9,55,55,2,6,0,0,383,0.3175787728026534,6.0,4.0945273631840795
pi_B,A,native,20900060,2,1,0,1,1,240,1,0,14.0,14.0,2,2,216,216,1,0,206,1,50,0.034722222222222224,6.0,5.791666666666667
pi_B,A,plus_one_defender,20900060,2,0,0,0,0,240,0,0,14.0,14.0,1,1,226,226,0,0,224,1,128,0.08888888888888889,6.0,5.466666666666667
pi_B,B,native,20900060,2,3,0,1,3,93,3,0,14.0,14.0,4,4,49,49,2,1,0,0,152,0.2724014336917563,6.0,4.365591397849462
pi_B,B,plus_one_defender,20900060,2,1,0,1,1,240,1,0,14.0,14.0,10,10,44,44,1,9,0,0,521,0.36180555555555555,6.0,3.8291666666666666
pi_A,A,native,20900061,3,1,0,1,1,240,1,0,13.0,15.0,3,2,211,209,1,1,188,1,115,0.0798611111111111,7.0,5.520833333333333
pi_A,A,plus_one_defender,20900061,3,0,0,0,0,240,0,0,14.0,14.0,5,5,187,187,0,4,165,1,232,0.16111111111111112,7.0,5.033333333333333
pi_A,B,native,20900061,3,3,0,1,3,137,3,0,13.0,13.0,6,4,49,34,2,3,0,0,270,0.3284671532846715,7.0,4.029197080291971
pi_A,B,plus_one_defender,20900061,3,0,0,0,0,240,0,0,15.0,15.0,12,12,37,37,0,11,0,0,539,0.37430555555555556,9.0,3.754166666666667
pi_B,A,native,20900061,3,0,0,0,0,240,0,0,13.0,17.0,2,1,226,223,0,1,216,1,45,0.03125,7.0,5.8125
pi_B,A,plus_one_defender,20900061,3,0,1,0,-1,240,0,1,28.0,28.0,3,3,187,187,0,2,206,2,231,0.16041666666666668,7.0,5.0375
pi_B,B,native,20900061,3,3,0,1,3,130,3,0,13.0,13.0,6,5,49,47,2,3,0,0,262,0.33589743589743587,7.0,3.9846153846153847
pi_B,B,plus_one_defender,20900061,3,3,0,1,3,214,3,0,15.0,15.0,9,9,61,61,2,6,0,0,413,0.32165109034267914,9.0,4.070093457943925
pi_A,A,native,20900062,4,2,0,1,2,240,2,0,17.0,17.0,9,8,153,152,2,6,126,2,261,0.18125,8.0,4.9125
pi_A,A,plus_one_defender,20900062,4,3,0,1,3,162,3,0,16.0,16.0,13,13,72,72,2,10,1,1,240,0.24691358024691357,8.0,4.518518518518518
pi_A,B,native,20900062,4,2,0,1,2,240,2,0,15.0,15.0,3,2,190,29,2,0,162,1,124,0.08611111111111111,8.0,5.483333333333333
pi_A,B,plus_one_defender,20900062,4,3,0,1,3,157,3,0,33.0,33.0,5,5,75,75,2,2,44,1,225,0.23885350318471338,10.0,4.56687898089172
pi_B,A,native,20900062,4,1,0,1,1,240,1,0,15.0,15.0,2,1,214,13,1,0,192,2,70,0.04861111111111111,7.0,5.708333333333333
pi_B,A,plus_one_defender,20900062,4,3,0,1,3,86,3,0,15.0,15.0,5,5,48,48,2,2,4,2,71,0.1375968992248062,7.0,5.174418604651163
pi_B,B,native,20900062,4,3,0,1,3,143,3,0,15.0,15.0,7,6,54,51,2,4,0,0,305,0.3554778554778555,7.0,3.867132867132867
pi_B,B,plus_one_defender,20900062,4,3,0,1,3,176,3,0,15.0,15.0,9,9,52,52,2,6,0,0,335,0.3172348484848485,7.0,4.096590909090909
pi_A,A,native,20900063,5,2,1,1,1,240,2,1,13.0,13.0,3,3,187,187,2,0,173,4,134,0.09305555555555556,7.0,5.441666666666666
pi_A,A,plus_one_defender,20900063,5,0,0,0,0,240,0,0,14.0,14.0,5,5,188,188,0,4,181,1,216,0.15,7.0,5.1
pi_A,B,native,20900063,5,3,0,1,3,146,3,0,27.0,27.0,8,8,49,49,2,5,0,0,316,0.3607305936073059,7.0,3.835616438356164
pi_A,B,plus_one_defender,20900063,5,3,0,1,3,127,3,0,13.0,13.0,5,5,46,46,2,2,0,0,207,0.27165354330708663,7.0,4.3700787401574805
pi_B,A,native,20900063,5,1,0,1,1,240,1,0,13.0,13.0,3,3,212,212,1,1,187,2,74,0.05138888888888889,7.0,5.691666666666666
pi_B,A,plus_one_defender,20900063,5,3,0,1,3,86,3,0,13.0,13.0,4,4,47,47,2,1,3,1,92,0.17829457364341086,7.0,4.930232558139535
pi_B,B,native,20900063,5,3,0,1,3,85,3,0,13.0,13.0,3,3,41,41,2,0,3,1,144,0.2823529411764706,7.0,4.305882352941176
pi_B,B,plus_one_defender,20900063,5,2,0,1,2,240,2,0,13.0,13.0,11,11,49,49,2,9,3,1,496,0.34444444444444444,7.0,3.933333333333333
pi_A,A,native,20900064,0,0,0,0,0,240,0,0,16.0,16.0,2,2,222,222,0,1,208,1,90,0.0625,8.0,5.625
pi_A,A,plus_one_defender,20900064,0,3,0,1,3,129,3,0,38.0,38.0,5,5,45,45,2,2,0,0,188,0.24289405684754523,16.0,4.542635658914729
pi_A,B,native,20900064,0,3,0,1,3,146,3,0,19.0,19.0,5,4,50,35,2,2,3,1,263,0.3002283105022831,15.0,4.198630136986301
pi_A,B,plus_one_defender,20900064,0,3,0,1,3,197,3,0,20.0,20.0,8,8,55,55,2,5,1,1,361,0.305414551607445,15.0,4.16751269035533
pi_B,A,native,20900064,0,1,0,1,1,240,1,0,13.0,17.0,3,2,214,211,1,1,205,1,74,0.05138888888888889,6.0,5.691666666666666
pi_B,A,plus_one_defender,20900064,0,3,0,1,3,216,3,0,14.0,14.0,7,7,163,163,2,4,135,1,207,0.1597222222222222,6.0,5.041666666666667
pi_B,B,native,20900064,0,1,0,1,1,240,1,0,12.0,12.0,5,3,213,17,1,3,199,1,101,0.07013888888888889,6.0,5.579166666666667
pi_B,B,plus_one_defender,20900064,0,1,0,1,1,240,1,0,12.0,12.0,4,4,213,213,1,2,197,2,190,0.13194444444444445,6.0,5.208333333333333
pi_A,A,native,20900065,1,1,0,1,1,240,1,0,12.0,12.0,3,3,216,216,1,1,188,1,80,0.05555555555555555,6.0,5.666666666666667
pi_A,A,plus_one_defender,20900065,1,3,0,1,3,96,3,0,12.0,12.0,7,7,55,55,2,4,2,1,98,0.1701388888888889,6.0,4.979166666666667
pi_A,B,native,20900065,1,1,0,1,1,240,1,0,13.0,13.0,4,2,204,187,1,2,194,1,132,0.09166666666666666,6.0,5.45
