scale,strategy,pole,arm,seed,blue,red,win,n_decisions,n_waypoint_actions
4v4,GUARD,A,COMMIT_ONLY,17600022,0,0,0,192,0
4v4,GUARD,A,COMMIT_ONLY,17600023,0,1,0,192,0
4v4,GUARD,A,COMMIT_ONLY,17600024,0,1,0,192,0
4v4,GUARD,A,FULL,17600001,2,0,1,379,45
4v4,GUARD,A,FULL,17600002,2,1,1,388,44
4v4,GUARD,A,FULL,17600003,2,1,1,376,37
4v4,GUARD,A,FULL,17600004,0,0,0,263,14
4v4,GUARD,A,FULL,17600005,1,0,1,303,22
4v4,GUARD,A,FULL,17600006,1,1,0,373,35
4v4,GUARD,A,FULL,17600007,0,0,0,276,14
4v4,GUARD,A,FULL,17600008,1,1,0,337,47
4v4,GUARD,A,FULL,17600009,0,0,0,275,23
4v4,GUARD,A,FULL,17600010,3,2,1,279,35
4v4,GUARD,A,FULL,17600011,3,1,1,222,31
4v4,GUARD,A,FULL,17600012,1,0,1,297,25
4v4,GUARD,A,FULL,17600013,0,0,0,269,13
4v4,GUARD,A,FULL,17600014,2,1,1,380,45
4v4,GUARD,A,FULL,17600015,2,1,1,377,42
4v4,GUARD,A,FULL,17600016,0,0,0,259,8
4v4,GUARD,A,FULL,17600017,0,0,0,275,10
4v4,GUARD,A,FULL,17600018,0,0,0,269,16
4v4,GUARD,A,FULL,17600019,0,0,0,283,27
4v4,GUARD,A,FULL,17600020,0,0,0,276,25
4v4,GUARD,A,FULL,17600021,3,0,1,184,23
4v4,GUARD,A,FULL,17600022,3,0,1,230,24
4v4,GUARD,A,FULL,17600023,3,1,1,361,38
4v4,GUARD,A,FULL,17600024,3,1,1,300,42
2v2,GUARD,A,ORIGINAL,17600001,3,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600002,2,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600003,1,2,0,0,0
2v2,GUARD,A,ORIGINAL,17600004,2,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600005,2,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600006,3,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600007,2,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600008,1,1,0,0,0
2v2,GUARD,A,ORIGINAL,17600009,2,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600010,3,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600011,2,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600012,3,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600013,0,3,0,0,0
2v2,GUARD,A,ORIGINAL,17600014,0,2,0,0,0
2v2,GUARD,A,ORIGINAL,17600015,2,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600016,1,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600017,1,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600018,2,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600019,1,1,0,0,0
2v2,GUARD,A,ORIGINAL,17600020,2,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600021,2,1,1,0,0
2v2,GUARD,A,ORIGINAL,17600022,2,0,1,0,0
2v2,GUARD,A,ORIGINAL,17600023,0,0,0,0,0
2v2,GUARD,A,ORIGINAL,17600024,1,0,1,0,0
2v2,GUARD,A,SPATIAL_ONLY,17600001,1,1,0,480,58
2v2,GUARD,A,SPATIAL_ONLY,17600002,2,0,1,480,74
2v2,GUARD,A,SPATIAL_ONLY,17600003,2,1,1,480,61
2v2,GUARD,A,SPATIAL_ONLY,17600004,1,1,0,480,78
2v2,GUARD,A,SPATIAL_ONLY,17600005,0,0,0,480,84
2v2,GUARD,A,SPATIAL_ONLY,17600006,2,3,0,426,75
2v2,GUARD,A,SPATIAL_ONLY,17600007,3,0,1,424,58
2v2,GUARD,A,SPATIAL_ONLY,17600008,1,0,1,480,70
2v2,GUARD,A,SPATIAL_ONLY,17600009,1,1,0,480,81
2v2,GUARD,A,SPATIAL_ONLY,17600010,1,2,0,480,87
2v2,GUARD,A,SPATIAL_ONLY,17600011,0,1,0,480,78
2v2,GUARD,A,SPATIAL_ONLY,17600012,2,1,1,480,71
2v2,GUARD,A,SPATIAL_ONLY,17600013,0,2,0,480,85
2v2,GUARD,A,SPATIAL_ONLY,17600014,1,2,0,480,81
2v2,GUARD,A,SPATIAL_ONLY,17600015,2,0,1,480,82
2v2,GUARD,A,SPATIAL_ONLY,17600016,1,0,1,480,68
2v2,GUARD,A,SPATIAL_ONLY,17600017,1,0,1,480,45
2v2,GUARD,A,SPATIAL_ONLY,17600018,2,0,1,480,64
2v2,GUARD,A,SPATIAL_ONLY,17600019,2,1,1,480,69
2v2,GUARD,A,SPATIAL_ONLY,17600020,3,1,1,354,36
2v2,GUARD,A,SPATIAL_ONLY,17600021,3,1,1,240,23
2v2,GUARD,A,SPATIAL_ONLY,17600022,1,1,0,480,75
2v2,GUARD,A,SPATIAL_ONLY,17600023,2,0,1,480,86
2v2,GUARD,A,SPATIAL_ONLY,17600024,3,2,1,446,60
2v2,GUARD,A,COMMIT_ONLY,17600001,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600002,0,0,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600003,1,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600004,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600005,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600006,0,0,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600007,0,0,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600008,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600009,0,2,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600010,2,2,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600011,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600012,1,0,1,96,0
2v2,GUARD,A,COMMIT_ONLY,17600013,0,2,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600014,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600015,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600016,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600017,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600018,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600019,1,0,1,96,0
2v2,GUARD,A,COMMIT_ONLY,17600020,1,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600021,0,1,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600022,0,0,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600023,0,2,0,96,0
2v2,GUARD,A,COMMIT_ONLY,17600024,0,1,0,96,0
2v2,GUARD,A,FULL,17600001,2,0,1,185,26
2v2,GUARD,A,FULL,17600002,1,0,1,145,9
2v2,GUARD,A,FULL,17600003,3,0,1,82,3
2v2,GUARD,A,FULL,17600004,0,3,0,187,24
2v2,GUARD,A,FULL,17600005,0,0,0,131,9
2v2,GUARD,A,FULL,17600006,3,1,1,95,11
2v2,GUARD,A,FULL,17600007,1,0,1,152,16
2v2,GUARD,A,FULL,17600008,3,1,1,146,11
2v2,GUARD,A,FULL,17600009,3,2,1,150,16
2v2,GUARD,A,FULL,17600010,2,0,1,183,30
2v2,GUARD,A,FULL,17600011,1,2,0,189,27
2v2,GUARD,A,FULL,17600012,3,0,1,129,12
2v2,GUARD,A,FULL,17600013,0,1,0,202,27
2v2,GUARD,A,FULL,17600014,0,2,0,188,21
2v2,GUARD,A,FULL,17600015,1,2,0,193,30
2v2,GUARD,A,FULL,17600016,2,1,1,185,27
2v2,GUARD,A,FULL,17600017,2,0,1,180,18
2v2,GUARD,A,FULL,17600018,2,0,1,179,20
2v2,GUARD,A,FULL,17600019,1,1,0,200,35
2v2,GUARD,A,FULL,17600020,2,2,0,186,25
2v2,GUARD,A,FULL,17600021,2,3,0,163,26
2v2,GUARD,A,FULL,17600022,2,2,0,184,27
2v2,GUARD,A,FULL,17600023,0,1,0,200,30
2v2,GUARD,A,FULL,17600024,2,0,1,178,14
