seed,pole,assignment_arm,defender_ids,attacker_ids,blue_score,red_score,blue_win,draw,steps,blue_flag_captures,red_flag_captures,blue_alive_end,red_alive_end,genome_id,pole_config_hash,attack_ticks,defend_ticks,attack_enemy_flag_branch_count,carrier_home_branch_count,defend_inward_count,defend_outward_count,tagged_ticks_by_role,role_switch_count
19800044,A,FARTHEST_DEFENDS,"0,2","1,3",1,1,0,1,240,1,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,202,278,306,174,164,0
19800045,A,FARTHEST_DEFENDS,"2,3","0,1",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,236,244,282,198,123,0
19800046,A,FARTHEST_DEFENDS,"1,3","0,2",4,0,1,0,240,4,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,324,156,193,287,134,0
19800047,A,FARTHEST_DEFENDS,"0,2","1,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,236,244,313,167,168,0
19800048,A,FARTHEST_DEFENDS,"1,3","0,2",4,1,1,0,240,4,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,352,128,165,315,146,0
19800049,A,FARTHEST_DEFENDS,"2,3","0,1",1,1,0,1,240,1,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,264,216,305,175,206,0
19800050,A,FARTHEST_DEFENDS,"1,2","0,3",4,1,1,0,240,4,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,286,194,255,225,155,0
19800051,A,FARTHEST_DEFENDS,"1,2","0,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,208,272,289,191,177,0
19800052,A,FARTHEST_DEFENDS,"0,2","1,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,348,132,300,180,173,0
19800053,A,FARTHEST_DEFENDS,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,54,426,397,83,191,0
19800054,A,FARTHEST_DEFENDS,"0,3","1,2",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,398,82,66,414,163,0
19800055,A,FARTHEST_DEFENDS,"0,2","1,3",3,0,1,0,240,3,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,320,160,251,229,172,0
19800056,A,FARTHEST_DEFENDS,"0,2","1,3",3,0,1,0,240,3,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,356,124,35,445,146,0
19800057,A,FARTHEST_DEFENDS,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,152,328,292,188,172,0
19800058,A,FARTHEST_DEFENDS,"0,1","2,3",5,1,1,0,240,5,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,314,166,172,308,125,0
19800059,A,FARTHEST_DEFENDS,"0,1","2,3",2,2,0,1,240,2,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,350,130,269,211,178,0
19800060,A,FARTHEST_DEFENDS,"0,1","2,3",4,0,1,0,240,4,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,330,150,204,276,143,0
19800061,A,FARTHEST_DEFENDS,"0,3","1,2",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,182,298,367,113,218,0
19800062,A,FARTHEST_DEFENDS,"1,3","0,2",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,242,238,324,156,168,0
19800063,A,FARTHEST_DEFENDS,"0,1","2,3",4,2,1,0,240,4,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,308,172,251,229,137,0
19800064,A,FARTHEST_DEFENDS,"1,2","0,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,78,402,358,122,168,0
19800001,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,102,378,393,87,209,0
19800002,A,FIXED_IDENTITY,"0,1","2,3",1,1,0,1,240,1,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,412,68,181,299,185,0
19800003,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,200,280,303,177,179,0
19800004,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,50,430,383,97,182,0
19800005,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,362,118,179,301,164,0
19800006,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,382,98,103,377,150,0
19800007,A,FIXED_IDENTITY,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,404,76,181,299,181,0
19800008,A,FIXED_IDENTITY,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,262,218,312,168,175,0
19800009,A,FIXED_IDENTITY,"0,1","2,3",3,0,1,0,240,3,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,342,138,254,226,141,0
19800010,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,94,386,360,120,185,0
19800011,A,FIXED_IDENTITY,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,216,264,328,152,161,0
19800012,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,142,338,320,160,172,0
19800013,A,FIXED_IDENTITY,"0,1","2,3",2,2,0,1,240,2,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,360,120,172,308,151,0
19800014,A,FIXED_IDENTITY,"0,1","2,3",0,1,0,0,240,0,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,166,314,381,99,202,0
19800015,A,FIXED_IDENTITY,"0,1","2,3",3,0,1,0,240,3,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,230,250,247,233,156,0
19800016,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,54,426,420,60,221,0
19800017,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,388,92,173,307,171,0
19800018,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,270,210,272,208,150,0
19800019,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,226,254,319,161,180,0
19800020,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,350,130,147,333,129,0
19800021,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,52,428,411,69,193,0
19800022,A,FIXED_IDENTITY,"0,1","2,3",3,2,1,0,240,3,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,336,144,273,207,170,0
19800023,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,116,364,388,92,208,0
19800024,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,80,400,404,76,204,0
19800025,A,FIXED_IDENTITY,"0,1","2,3",3,2,1,0,240,3,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,354,126,228,252,187,0
19800026,A,FIXED_IDENTITY,"0,1","2,3",2,2,0,1,240,2,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,394,86,279,201,221,0
19800027,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,130,350,299,181,167,0
19800028,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,360,120,190,290,144,0
19800029,A,FIXED_IDENTITY,"0,1","2,3",1,1,0,1,240,1,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,334,146,265,215,210,0
19800030,A,FIXED_IDENTITY,"0,1","2,3",4,0,1,0,240,4,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,254,226,255,225,112,0
19800031,A,FIXED_IDENTITY,"0,1","2,3",1,2,0,0,240,1,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,286,194,282,198,217,0
19800032,A,FIXED_IDENTITY,"0,1","2,3",2,2,0,1,240,2,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,402,78,243,237,193,0
19800033,A,FIXED_IDENTITY,"0,1","2,3",1,2,0,0,240,1,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,304,176,295,185,204,0
19800034,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,160,320,349,131,195,0
19800035,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,168,312,381,99,222,0
19800036,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,76,404,404,76,226,0
19800037,A,FIXED_IDENTITY,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,402,78,213,267,182,0
19800038,A,FIXED_IDENTITY,"0,1","2,3",1,1,0,1,240,1,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,342,138,285,195,209,0
19800039,A,FIXED_IDENTITY,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,324,156,247,233,174,0
19800040,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,348,132,123,357,144,0
19800041,A,FIXED_IDENTITY,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,270,210,327,153,192,0
19800042,A,FIXED_IDENTITY,"0,1","2,3",1,2,0,0,240,1,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,226,254,378,102,191,0
19800043,A,FIXED_IDENTITY,"0,1","2,3",4,2,1,0,240,4,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,334,146,243,237,156,0
19800044,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,348,132,212,268,163,0
19800045,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,78,402,404,76,217,0
19800046,A,FIXED_IDENTITY,"0,1","2,3",3,0,1,0,240,3,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,222,258,302,178,173,0
19800047,A,FIXED_IDENTITY,"0,1","2,3",3,0,1,0,240,3,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,364,116,78,402,128,0
19800048,A,FIXED_IDENTITY,"0,1","2,3",1,0,1,0,240,1,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,184,296,313,167,218,0
19800049,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,364,116,200,280,150,0
19800050,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,56,424,415,65,220,0
19800051,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,58,422,415,65,201,0
19800052,A,FIXED_IDENTITY,"0,1","2,3",3,1,1,0,240,3,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,348,132,275,205,183,0
19800053,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,54,426,397,83,191,0
19800054,A,FIXED_IDENTITY,"0,1","2,3",5,0,1,0,240,5,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,310,170,113,367,116,0
19800055,A,FIXED_IDENTITY,"0,1","2,3",1,2,0,0,240,1,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,374,106,268,212,232,0
19800056,A,FIXED_IDENTITY,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,74,406,408,72,213,0
19800057,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,152,328,292,188,172,0
19800058,A,FIXED_IDENTITY,"0,1","2,3",5,1,1,0,240,5,1,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,314,166,172,308,125,0
19800059,A,FIXED_IDENTITY,"0,1","2,3",2,2,0,1,240,2,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,350,130,269,211,178,0
19800060,A,FIXED_IDENTITY,"0,1","2,3",4,0,1,0,240,4,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,330,150,204,276,143,0
19800061,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,302,178,241,239,140,0
19800062,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,374,106,105,375,150,0
19800063,A,FIXED_IDENTITY,"0,1","2,3",4,2,1,0,240,4,2,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,308,172,251,229,137,0
19800064,A,FIXED_IDENTITY,"0,1","2,3",2,0,1,0,240,2,0,4,,SDS2_A_payoff_INIT_3,4194fe4715069fc9893ef6cd78ae68286562c87de984ecc8d0168a65bb7e1e85,480,480,154,326,358,122,171,0
19800001,B,CLOSEST_DEFENDS,"1,3","0,2",0,0,0,1,240,0,0,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,462,18,35,445,223,0
19800002,B,CLOSEST_DEFENDS,"0,1","2,3",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,468,12,129,351,241,0
19800003,B,CLOSEST_DEFENDS,"2,3","0,1",0,2,0,0,240,0,2,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,468,12,202,278,243,0
19800004,B,CLOSEST_DEFENDS,"1,3","0,2",0,2,0,0,240,0,2,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,460,20,267,213,246,0
19800005,B,CLOSEST_DEFENDS,"0,1","2,3",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,448,32,213,267,235,0
19800006,B,CLOSEST_DEFENDS,"2,3","0,1",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,458,22,167,313,242,0
19800007,B,CLOSEST_DEFENDS,"1,3","0,2",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,390,90,210,270,237,0
19800008,B,CLOSEST_DEFENDS,"0,1","2,3",0,2,0,0,240,0,2,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,244,236,262,0
19800009,B,CLOSEST_DEFENDS,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,34,446,402,78,190,0
19800010,B,CLOSEST_DEFENDS,"2,3","0,1",0,3,0,0,240,0,3,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,456,24,272,208,269,0
19800011,B,CLOSEST_DEFENDS,"0,2","1,3",1,1,0,1,240,1,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,432,48,256,224,243,0
19800012,B,CLOSEST_DEFENDS,"2,3","0,1",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,180,300,255,0
19800013,B,CLOSEST_DEFENDS,"0,3","1,2",0,2,0,0,240,0,2,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,470,10,212,268,264,0
19800014,B,CLOSEST_DEFENDS,"0,1","2,3",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,466,14,289,191,235,0
19800015,B,CLOSEST_DEFENDS,"1,2","0,3",1,2,0,0,240,1,2,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,434,46,206,274,240,0
19800016,B,CLOSEST_DEFENDS,"0,1","2,3",2,1,1,0,240,2,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,402,78,175,305,201,0
19800017,B,CLOSEST_DEFENDS,"1,2","0,3",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,176,304,245,0
19800018,B,CLOSEST_DEFENDS,"0,3","1,2",0,2,0,0,240,0,2,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,258,222,372,108,256,0
19800019,B,CLOSEST_DEFENDS,"2,3","0,1",0,0,0,1,240,0,0,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,388,92,160,320,219,0
19800020,B,CLOSEST_DEFENDS,"0,1","2,3",0,0,0,1,240,0,0,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,344,136,183,297,203,0
19800021,B,CLOSEST_DEFENDS,"1,2","0,3",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,476,4,239,241,249,0
19800022,B,CLOSEST_DEFENDS,"1,3","0,2",0,0,0,1,240,0,0,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,186,294,363,117,224,0
19800023,B,CLOSEST_DEFENDS,"2,3","0,1",0,0,0,1,240,0,0,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,460,20,46,434,219,0
19800024,B,CLOSEST_DEFENDS,"2,3","0,1",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,194,286,236,0
19800025,B,CLOSEST_DEFENDS,"0,2","1,3",1,1,0,1,240,1,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,448,32,237,243,239,0
19800026,B,CLOSEST_DEFENDS,"0,3","1,2",1,1,0,1,240,1,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,444,36,167,313,229,0
19800027,B,CLOSEST_DEFENDS,"1,3","0,2",0,1,0,0,240,0,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,230,250,236,0
19800028,B,CLOSEST_DEFENDS,"1,2","0,3",2,1,1,0,240,2,1,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,418,62,187,293,207,0
