seed,tick,d,windowed,state_4A0D,blue_score,red_score,blue_carrying,blue_alive,red_alive,blue_tagged
20200001,0,-1.0,-1.0,0,0,0,0,4,4,0
20200001,1,-1.0,-1.0,0,0,0,0,4,4,0
20200001,2,-1.0,-1.0,0,0,0,0,4,4,0
20200001,3,-1.0,-1.0,0,0,0,0,4,4,0
20200001,4,0.0,-0.8,0,0,0,0,4,4,0
20200001,5,0.0,-0.6666666666666666,0,0,0,0,4,4,0
20200001,6,0.0,-0.5714285714285714,0,0,0,0,4,4,0
20200001,7,0.0,-0.5,0,0,0,0,4,4,0
20200001,8,0.0,-0.4444444444444444,0,0,0,0,4,4,0
20200001,9,0.0,-0.4,0,0,0,0,4,4,0
20200001,10,0.0,-0.36363636363636365,0,0,0,0,4,4,0
20200001,11,0.0,-0.3333333333333333,0,0,0,0,4,4,0
20200001,12,0.0,-0.3076923076923077,0,0,0,0,4,4,0
20200001,13,0.0,-0.2857142857142857,0,0,0,0,4,4,0
20200001,14,-1.0,-0.3333333333333333,0,0,0,0,4,4,0
20200001,15,-1.0,-0.375,0,0,0,1,4,4,0
20200001,16,-1.0,-0.4117647058823529,0,0,0,1,4,4,0
20200001,17,-2.0,-0.5,0,0,0,0,4,4,2
20200001,18,-2.0,-0.5789473684210527,0,0,0,0,4,4,2
20200001,19,-2.0,-0.65,0,0,0,0,4,4,2
20200001,20,-2.0,-0.7142857142857143,0,0,0,0,4,4,2
20200001,21,-1.0,-0.7272727272727273,0,0,0,0,4,4,2
20200001,22,0.0,-0.6956521739130435,0,0,0,0,4,4,2
20200001,23,0.0,-0.6666666666666666,0,0,0,0,4,4,2
20200001,24,0.0,-0.64,0,0,0,0,4,4,2
20200001,25,0.0,-0.6153846153846154,0,0,0,0,4,4,2
20200001,26,0.0,-0.5925925925925926,0,0,0,0,4,4,2
20200001,27,0.0,-0.5714285714285714,0,0,0,0,4,4,1
20200001,28,0.0,-0.5517241379310345,0,0,0,0,4,4,0
20200001,29,0.0,-0.5333333333333333,0,0,0,0,4,4,0
20200001,30,0.0,-0.5161290322580645,0,0,0,0,4,4,0
20200001,31,-1.0,-0.53125,0,0,0,0,4,4,0
20200001,32,-1.0,-0.5454545454545454,0,0,0,0,4,4,0
20200001,33,0.0,-0.5294117647058824,0,0,0,0,4,4,0
20200001,34,1.0,-0.4857142857142857,0,0,0,0,4,4,0
20200001,35,1.0,-0.4444444444444444,0,0,0,0,4,4,1
20200001,36,1.0,-0.40540540540540543,0,0,0,0,4,4,1
20200001,37,0.0,-0.39473684210526316,0,0,0,0,4,4,1
20200001,38,0.0,-0.38461538461538464,0,0,0,0,4,4,1
20200001,39,-1.0,-0.4,0,0,0,0,4,4,1
20200001,40,-1.0,-0.4,0,0,0,0,4,4,2
20200001,41,-1.0,-0.4,0,0,0,0,4,4,2
20200001,42,-2.0,-0.425,0,0,0,0,4,4,2
20200001,43,0.0,-0.4,0,0,0,0,4,4,1
20200001,44,1.0,-0.375,0,0,0,0,4,4,1
20200001,45,1.0,-0.35,0,0,0,0,4,4,1
20200001,46,1.0,-0.325,0,0,0,0,4,4,1
20200001,47,0.0,-0.325,0,0,0,0,4,4,1
20200001,48,0.0,-0.325,0,0,0,0,4,4,1
20200001,49,-1.0,-0.35,0,0,0,0,4,4,1
20200001,50,-1.0,-0.375,0,0,0,0,4,4,1
20200001,51,-1.0,-0.4,0,0,0,0,4,4,0
20200001,52,-1.0,-0.425,0,0,0,0,4,4,0
20200001,53,-1.0,-0.45,0,0,0,0,4,4,0
20200001,54,-1.0,-0.45,0,0,0,0,4,4,0
20200001,55,-1.0,-0.45,0,0,0,1,4,4,0
20200001,56,-1.0,-0.45,0,0,0,1,4,4,0
20200001,57,-1.0,-0.425,0,0,0,1,4,4,0
20200001,58,-1.0,-0.4,0,0,0,1,4,4,0
20200001,59,-1.0,-0.375,0,0,0,1,4,4,0
20200001,60,-1.0,-0.35,0,0,0,1,4,4,0
20200001,61,-1.0,-0.35,0,0,0,1,4,4,0
20200001,62,0.0,-0.35,0,0,0,1,4,4,0
20200001,63,0.0,-0.35,0,0,0,1,4,4,0
20200001,64,0.0,-0.35,0,0,0,1,4,4,0
20200001,65,0.0,-0.35,0,0,0,1,4,4,0
20200001,66,0.0,-0.35,0,0,0,1,4,4,0
20200001,67,0.0,-0.35,0,0,0,1,4,4,0
20200001,68,0.0,-0.35,0,0,0,1,4,4,0
20200001,69,1.0,-0.325,0,1,0,0,4,4,0
20200001,70,1.0,-0.3,0,1,0,0,4,4,0
20200001,71,1.0,-0.25,0,1,0,0,4,4,0
20200001,72,1.0,-0.2,0,1,0,0,4,4,0
20200001,73,0.0,-0.2,0,1,0,0,4,4,0
20200001,74,0.0,-0.225,0,1,0,0,4,4,0
20200001,75,0.0,-0.25,0,1,0,0,4,4,0
20200001,76,0.0,-0.275,0,1,0,0,4,4,0
20200001,77,0.0,-0.275,0,1,0,0,4,4,0
20200001,78,0.0,-0.275,0,1,0,0,4,4,0
20200001,79,-1.0,-0.275,0,1,0,0,4,4,0
20200001,80,-1.0,-0.275,0,1,0,0,4,4,0
20200001,81,-1.0,-0.275,0,1,0,0,4,4,0
20200001,82,-1.0,-0.25,0,1,0,0,4,4,1
20200001,83,-1.0,-0.275,0,1,0,0,4,4,1
20200001,84,-1.0,-0.325,0,1,0,0,4,4,1
20200001,85,-2.0,-0.4,0,1,0,1,4,4,1
20200001,86,-2.0,-0.475,0,1,0,1,4,4,1
20200001,87,-2.0,-0.525,0,1,0,0,4,4,2
20200001,88,-3.0,-0.6,0,1,0,0,4,4,2
20200001,89,-3.0,-0.65,0,1,0,0,4,4,2
20200001,90,-3.0,-0.7,0,1,0,0,4,4,2
20200001,91,-3.0,-0.75,0,1,0,0,4,4,2
20200001,92,-2.0,-0.775,0,1,0,0,4,4,2
20200001,93,-1.0,-0.775,0,1,0,0,4,4,1
20200001,94,0.0,-0.75,0,1,0,0,4,4,1
20200001,95,0.0,-0.725,0,1,0,0,4,4,1
20200001,96,-1.0,-0.725,0,1,0,0,4,4,1
20200001,97,-1.0,-0.725,0,1,0,0,4,4,1
20200001,98,0.0,-0.7,0,1,0,0,4,4,1
20200001,99,0.0,-0.675,0,1,0,0,4,4,0
20200001,100,0.0,-0.65,0,1,0,0,4,4,0
20200001,101,0.0,-0.625,0,1,0,0,4,4,1
20200001,102,1.0,-0.6,0,1,0,0,4,4,1
20200001,103,0.0,-0.6,0,1,0,0,4,4,1
20200001,104,0.0,-0.6,0,1,0,0,4,4,1
20200001,105,0.0,-0.6,0,1,0,0,4,4,1
20200001,106,1.0,-0.575,0,1,0,0,4,4,1
20200001,107,1.0,-0.55,0,1,0,0,4,4,1
20200001,108,1.0,-0.525,0,1,0,0,4,4,1
20200001,109,2.0,-0.5,0,1,0,0,4,4,1
20200001,110,1.0,-0.5,0,1,0,0,4,4,1
20200001,111,1.0,-0.5,0,1,0,0,4,4,1
20200001,112,1.0,-0.5,0,1,0,0,4,4,1
20200001,113,1.0,-0.475,0,1,0,0,4,4,1
20200001,114,0.0,-0.475,0,1,0,0,4,4,1
20200001,115,0.0,-0.475,0,1,0,0,4,4,1
20200001,116,1.0,-0.45,0,1,0,0,4,4,0
20200001,117,1.0,-0.425,0,1,0,0,4,4,0
20200001,118,1.0,-0.4,0,1,0,0,4,4,0
20200001,119,2.0,-0.325,0,1,0,0,4,4,0
20200001,120,1.0,-0.275,0,1,0,1,4,4,0
20200001,121,1.0,-0.225,0,1,0,1,4,4,0
20200001,122,1.0,-0.175,0,1,0,1,4,4,0
20200001,123,1.0,-0.125,0,1,0,1,4,4,0
20200001,124,1.0,-0.075,0,1,0,1,4,4,1
20200001,125,1.0,0.0,0,1,0,1,4,4,1
20200001,126,1.0,0.075,0,1,0,1,4,4,1
20200001,127,1.0,0.15,0,1,0,1,4,4,2
20200001,128,1.0,0.25,0,1,0,1,4,4,2
20200001,129,1.0,0.35,0,1,0,1,4,4,2
20200001,130,2.0,0.475,0,1,0,1,4,4,2
20200001,131,3.0,0.625,0,1,0,1,4,4,2
20200001,132,3.0,0.75,0,1,0,1,4,4,1
20200001,133,3.0,0.85,0,1,0,1,4,4,1
20200001,134,3.0,0.925,0,1,0,1,4,4,1
20200001,135,4.0,1.025,0,1,0,1,4,4,1
20200001,136,4.0,1.15,0,1,0,1,4,4,1
20200001,137,4.0,1.275,0,1,0,1,4,4,1
20200001,138,4.0,1.375,0,1,0,1,4,4,0
20200001,139,4.0,1.475,0,1,0,1,4,4,0
20200001,140,4.0,1.575,0,1,0,1,4,4,0
20200001,141,4.0,1.675,0,1,0,1,4,4,0
20200001,142,4.0,1.75,0,1,0,1,4,4,1
20200001,143,4.0,1.85,0,1,0,1,4,4,1
20200001,144,4.0,1.95,0,1,0,1,4,4,1
20200001,145,4.0,2.05,0,1,0,1,4,4,1
20200001,146,4.0,2.125,0,1,0,1,4,4,1
20200001,147,4.0,2.2,0,1,0,1,4,4,1
20200001,148,4.0,2.275,0,1,0,1,4,4,1
20200001,149,4.0,2.325,0,1,0,1,4,4,2
20200001,150,4.0,2.4,0,1,0,1,4,4,2
20200001,151,4.0,2.475,0,1,0,1,4,4,2
20200001,152,4.0,2.55,0,1,0,1,4,4,1
20200001,153,4.0,2.625,0,1,0,1,4,4,1
20200001,154,3.0,2.7,0,1,0,1,4,4,1
20200001,155,3.0,2.775,0,1,0,1,4,4,1
20200001,156,3.0,2.825,0,1,0,1,4,4,1
20200001,157,3.0,2.875,0,1,0,1,4,4,1
20200001,158,4.0,2.95,0,1,0,1,4,4,1
20200001,159,4.0,3.0,0,1,0,1,4,4,1
20200001,160,4.0,3.075,0,1,0,1,4,4,0
20200001,161,4.0,3.15,0,1,0,1,4,4,0
20200001,162,4.0,3.225,0,1,0,1,4,4,0
20200001,163,4.0,3.3,0,1,0,1,4,4,1
20200001,164,3.0,3.35,0,1,0,1,4,4,1
20200001,165,3.0,3.4,0,1,0,1,4,4,1
20200001,166,3.0,3.45,0,1,0,1,4,4,1
20200001,167,3.0,3.5,0,1,0,1,4,4,1
20200001,168,4.0,3.575,0,1,0,1,4,4,1
20200001,169,4.0,3.65,0,1,0,1,4,4,2
20200001,170,3.0,3.675,0,1,0,1,4,4,2
20200001,171,3.0,3.675,0,1,0,1,4,4,2
20200001,172,3.0,3.675,0,1,0,1,4,4,2
20200001,173,3.0,3.675,0,1,0,1,4,4,2
20200001,174,3.0,3.675,0,1,0,1,4,4,1
20200001,175,3.0,3.65,0,1,0,1,4,4,1
20200001,176,3.0,3.625,0,1,0,1,4,4,1
20200001,177,3.0,3.6,0,1,0,1,4,4,1
20200001,178,3.0,3.575,0,1,0,1,4,4,0
20200001,179,3.0,3.55,0,1,0,1,4,4,0
20200001,180,3.0,3.525,0,1,0,1,4,4,0
20200001,181,3.0,3.5,0,1,0,1,4,4,0
20200001,182,3.0,3.475,0,1,0,1,4,4,0
20200001,183,3.0,3.45,0,1,0,1,4,4,0
20200001,184,3.0,3.425,0,1,0,1,4,4,0
20200001,185,4.0,3.425,0,1,0,1,4,4,1
20200001,186,4.0,3.425,0,1,0,1,4,4,1
20200001,187,4.0,3.425,0,1,0,1,4,4,1
20200001,188,3.0,3.4,0,1,0,1,4,4,1
20200001,189,2.0,3.35,0,1,0,1,4,4,1
20200001,190,2.0,3.3,0,1,0,1,4,4,1
20200001,191,2.0,3.25,0,1,0,1,4,4,1
20200001,192,2.0,3.2,0,1,0,1,4,4,2
20200001,193,2.0,3.15,0,1,0,1,4,4,2
20200001,194,2.0,3.125,0,1,0,1,4,4,2
20200001,195,1.0,3.075,0,1,0,1,4,4,1
20200001,196,1.0,3.025,0,1,0,1,4,4,1
20200001,197,1.0,2.975,0,1,0,1,4,4,1
20200001,198,0.0,2.875,0,1,0,1,4,4,1
20200001,199,1.0,2.8,0,1,0,1,4,4,1
20200001,200,1.0,2.725,0,1,0,1,4,4,1
20200001,201,1.0,2.65,0,1,0,1,4,4,1
20200001,202,1.0,2.575,0,1,0,1,4,4,2
20200001,203,1.0,2.5,0,1,0,1,4,4,2
20200001,204,1.0,2.45,0,1,0,1,4,4,1
20200001,205,2.0,2.425,0,1,0,1,4,4,1
20200001,206,3.0,2.425,0,1,0,1,4,4,1
20200001,207,4.0,2.45,0,1,0,1,4,4,1
20200001,208,4.0,2.45,0,1,0,1,4,4,1
20200001,209,4.0,2.45,0,1,0,1,4,4,1
20200001,210,4.0,2.475,0,1,0,1,4,4,0
20200001,211,3.0,2.475,0,1,0,1,4,4,0
20200001,212,3.0,2.475,0,1,0,1,4,4,0
20200001,213,3.0,2.475,0,1,0,1,4,4,0
20200001,214,2.0,2.45,0,1,0,1,4,4,0
20200001,215,2.0,2.425,0,1,0,1,4,4,0
20200001,216,2.0,2.4,0,1,0,1,4,4,0
20200001,217,2.0,2.375,0,1,0,1,4,4,0
20200001,218,2.0,2.35,0,1,0,1,4,4,0
20200001,219,2.0,2.325,0,1,0,1,4,4,0
20200001,220,2.0,2.3,0,1,0,1,4,4,0
20200001,221,2.0,2.275,0,1,0,1,4,4,0
20200001,222,2.0,2.25,0,1,0,1,4,4,1
20200001,223,2.0,2.225,0,1,0,1,4,4,2
20200001,224,2.0,2.2,0,1,0,1,4,4,2
20200001,225,2.0,2.15,0,1,0,1,4,4,2
20200001,226,2.0,2.1,0,1,0,1,4,4,2
20200001,227,2.0,2.05,0,1,0,1,4,4,2
20200001,228,2.0,2.025,0,1,0,1,4,4,2
20200001,229,2.0,2.025,0,1,0,1,4,4,2
20200001,230,2.0,2.025,0,1,0,1,4,4,2
20200001,231,2.0,2.025,0,1,0,1,4,4,2
20200001,232,2.0,2.025,0,1,0,1,4,4,2
20200001,233,2.0,2.025,0,1,0,1,4,4,1
20200001,234,2.0,2.025,0,1,0,1,4,4,1
20200001,235,2.0,2.05,0,1,0,1,4,4,1
20200001,236,2.0,2.075,0,1,0,1,4,4,1
20200001,237,2.0,2.1,0,1,0,1,4,4,0
20200001,238,2.0,2.15,0,1,0,1,4,4,0
20200001,239,2.0,2.175,0,1,0,1,4,4,0
20200002,0,-1.0,-1.0,0,0,0,0,4,4,0
20200002,1,-1.0,-1.0,0,0,0,0,4,4,0
20200002,2,-1.0,-1.0,0,0,0,0,4,4,0
20200002,3,-1.0,-1.0,0,0,0,0,4,4,0
20200002,4,0.0,-0.8,0,0,0,0,4,4,0
20200002,5,0.0,-0.6666666666666666,0,0,0,0,4,4,0
20200002,6,-1.0,-0.7142857142857143,0,0,0,0,4,4,0
20200002,7,0.0,-0.625,0,0,0,0,4,4,0
20200002,8,0.0,-0.5555555555555556,0,0,0,0,4,4,0
20200002,9,0.0,-0.5,0,0,0,0,4,4,1
20200002,10,0.0,-0.45454545454545453,0,0,0,0,4,4,1
20200002,11,0.0,-0.4166666666666667,0,0,0,0,4,4,1
20200002,12,0.0,-0.38461538461538464,0,0,0,0,4,4,1
20200002,13,0.0,-0.35714285714285715,0,0,0,0,4,4,1
20200002,14,0.0,-0.3333333333333333,0,0,0,0,4,4,1
20200002,15,-1.0,-0.375,0,0,0,0,4,4,1
20200002,16,-2.0,-0.47058823529411764,0,0,0,0,4,4,1
20200002,17,-4.0,-0.6666666666666666,0,0,0,1,4,4,0
20200002,18,-4.0,-0.8421052631578947,0,0,0,0,4,4,1
20200002,19,-3.0,-0.95,0,0,0,0,4,4,1
20200002,20,-3.0,-1.0476190476190477,1,0,0,0,4,4,1
20200002,21,-3.0,-1.1363636363636365,1,0,0,0,4,4,1
20200002,22,-2.0,-1.173913043478261,1,0,0,0,4,4,1
20200002,23,-1.0,-1.1666666666666667,1,0,0,0,4,4,1
20200002,24,-1.0,-1.16,1,0,0,0,4,4,1
20200002,25,-1.0,-1.1538461538461537,1,0,0,0,4,4,1
20200002,26,0.0,-1.1111111111111112,1,0,0,0,4,4,1
20200002,27,0.0,-1.0714285714285714,1,0,0,0,4,4,1
20200002,28,0.0,-1.0344827586206897,1,0,0,0,4,4,1
20200002,29,-2.0,-1.0666666666666667,1,0,0,1,4,4,0
20200002,30,-2.0,-1.096774193548387,1,0,0,1,4,4,0
20200002,31,-2.0,-1.125,1,0,0,1,4,4,0
20200002,32,-2.0,-1.1515151515151516,1,0,0,1,4,4,0
20200002,33,-3.0,-1.2058823529411764,1,0,0,1,4,4,0
20200002,34,-3.0,-1.2571428571428571,1,0,0,1,4,4,0
20200002,35,-3.0,-1.3055555555555556,1,0,0,1,4,4,0
20200002,36,-2.0,-1.3243243243243243,1,0,0,1,4,4,0
20200002,37,-2.0,-1.3421052631578947,1,0,0,1,4,4,0
20200002,38,-2.0,-1.358974358974359,1,0,0,1,4,4,0
20200002,39,-2.0,-1.375,1,0,0,1,4,4,0
20200002,40,-1.0,-1.375,1,0,0,1,4,4,0
20200002,41,0.0,-1.35,1,0,0,1,4,4,0
20200002,42,0.0,-1.325,1,0,0,1,4,4,0
20200002,43,0.0,-1.3,1,0,0,1,4,4,0
20200002,44,0.0,-1.3,1,0,0,1,4,4,0
20200002,45,-1.0,-1.325,1,1,0,0,4,4,0
20200002,46,-2.0,-1.35,1,1,0,0,4,4,0
20200002,47,-2.0,-1.4,1,1,0,0,4,4,0
20200002,48,-2.0,-1.45,1,1,0,0,4,4,0
20200002,49,-2.0,-1.5,1,1,0,0,4,4,0
20200002,50,0.0,-1.5,1,1,0,0,4,4,0
20200002,51,0.0,-1.5,1,1,0,0,4,4,0
20200002,52,0.0,-1.5,1,1,0,0,4,4,0
20200002,53,0.0,-1.5,1,1,0,0,4,4,0
20200002,54,0.0,-1.5,1,1,0,0,4,4,0
20200002,55,0.0,-1.475,1,1,0,0,4,4,0
20200002,56,0.0,-1.425,1,1,0,0,4,4,0
20200002,57,0.0,-1.325,1,1,0,0,4,4,0
20200002,58,0.0,-1.225,1,1,0,0,4,4,0
20200002,59,0.0,-1.15,1,1,0,0,4,4,1
20200002,60,0.0,-1.075,1,1,0,1,4,4,1
20200002,61,-1.0,-1.025,1,1,0,1,4,4,1
20200002,62,-1.0,-1.0,1,1,0,1,4,4,1
20200002,63,-1.0,-1.0,1,1,0,0,4,4,2
20200002,64,0.0,-0.975,1,1,0,0,4,4,2
20200002,65,0.0,-0.95,1,1,0,0,4,4,2
20200002,66,1.0,-0.925,1,1,0,0,4,4,2
20200002,67,1.0,-0.9,1,1,0,0,4,4,2
20200002,68,0.0,-0.9,1,1,0,1,4,4,1
20200002,69,1.0,-0.825,1,1,0,1,4,4,1
20200002,70,0.0,-0.775,1,1,0,1,4,4,1
20200002,71,0.0,-0.725,1,1,0,1,4,4,1
20200002,72,-1.0,-0.7,1,1,0,1,4,4,1
20200002,73,0.0,-0.625,0,1,0,1,4,4,0
20200002,74,0.0,-0.55,0,1,0,1,4,4,0
20200002,75,1.0,-0.45,0,1,0,1,4,4,0
20200002,76,1.0,-0.375,0,1,0,1,4,4,0
20200002,77,2.0,-0.275,0,1,0,1,4,4,0
20200002,78,2.0,-0.175,0,1,0,1,4,4,0
20200002,79,3.0,-0.05,0,1,0,1,4,4,0
20200002,80,3.0,0.05,0,1,0,1,4,4,0
20200002,81,3.0,0.125,0,1,0,1,4,4,0
20200002,82,3.0,0.2,0,1,0,1,4,4,0
20200002,83,3.0,0.275,0,1,0,1,4,4,0
20200002,84,4.0,0.375,0,1,0,1,4,4,0
20200002,85,4.0,0.5,0,1,0,1,4,4,0
20200002,86,4.0,0.65,0,1,0,1,4,4,0
20200002,87,4.0,0.8,0,1,0,1,4,4,1
20200002,88,0.0,0.85,0,1,0,1,4,4,1
20200002,89,-4.0,0.8,0,2,0,0,4,4,2
20200002,90,-4.0,0.7,0,2,0,0,4,4,2
20200002,91,-2.0,0.65,0,2,0,0,4,4,2
20200002,92,-2.0,0.6,0,2,0,0,4,4,2
20200002,93,-1.0,0.575,0,2,0,0,4,4,2
20200002,94,0.0,0.575,0,2,0,0,4,4,2
20200002,95,-1.0,0.55,0,2,0,0,4,4,2
20200002,96,-1.0,0.525,0,2,0,0,4,4,1
20200002,97,0.0,0.525,0,2,0,0,4,4,1
20200002,98,0.0,0.525,0,2,0,0,4,4,0
20200002,99,0.0,0.525,0,2,0,0,4,4,0
20200002,100,0.0,0.525,0,2,0,0,4,4,0
20200002,101,0.0,0.55,0,2,0,0,4,4,0
20200002,102,0.0,0.575,0,2,0,0,4,4,0
20200002,103,-1.0,0.575,0,2,0,0,4,4,0
20200002,104,0.0,0.575,0,2,0,1,4,4,0
