seed,tick,d,windowed,state_4A0D,blue_score,red_score,blue_carrying,blue_alive,red_alive,blue_tagged
20200002,105,0.0,0.575,0,2,0,1,4,4,0
20200002,106,0.0,0.55,0,2,0,1,4,4,0
20200002,107,-1.0,0.5,0,2,0,1,4,4,0
20200002,108,-1.0,0.475,0,2,0,1,4,4,0
20200002,109,-1.0,0.425,0,2,0,1,4,4,0
20200002,110,-2.0,0.375,0,2,0,1,4,4,1
20200002,111,-2.0,0.325,0,2,0,1,4,4,1
20200002,112,-2.0,0.3,0,2,0,1,4,4,1
20200002,113,-2.0,0.25,0,2,0,1,4,4,1
20200002,114,-2.0,0.2,0,2,0,1,4,4,1
20200002,115,-1.0,0.15,0,2,0,1,4,4,1
20200002,116,-1.0,0.1,0,2,0,1,4,4,1
20200002,117,-1.0,0.025,0,2,0,1,4,4,1
20200002,118,0.0,-0.025,0,2,0,1,4,4,1
20200002,119,0.0,-0.1,0,3,0,0,4,4,0
20200002,120,0.0,-0.175,0,3,0,0,4,4,0
20200002,121,-1.0,-0.275,0,3,0,0,4,4,0
20200002,122,-1.0,-0.375,0,3,0,0,4,4,0
20200002,123,-1.0,-0.475,0,3,0,0,4,4,0
20200002,124,0.0,-0.575,0,3,0,0,4,4,0
20200002,125,0.0,-0.675,0,3,0,0,4,4,0
20200002,126,0.0,-0.775,0,3,0,0,4,4,0
20200002,127,0.0,-0.875,0,3,0,0,4,4,0
20200002,128,-1.0,-0.9,0,3,0,0,4,4,0
20200002,129,-1.0,-0.825,0,3,0,0,4,4,0
20200002,130,-1.0,-0.75,0,3,0,0,4,4,0
20200002,131,-1.0,-0.725,0,3,0,0,4,4,0
20200002,132,-1.0,-0.7,0,3,0,0,4,4,1
20200002,133,-1.0,-0.7,0,3,0,0,4,4,1
20200002,134,0.0,-0.7,0,3,0,0,4,4,1
20200002,135,0.0,-0.675,0,3,0,0,4,4,1
20200002,136,-1.0,-0.675,0,3,0,0,4,4,1
20200002,137,-1.0,-0.7,0,3,0,1,4,4,1
20200002,138,-1.0,-0.725,0,3,0,1,4,4,1
20200002,139,-1.0,-0.75,0,3,0,0,4,4,2
20200002,140,-1.0,-0.775,0,3,0,0,4,4,2
20200002,141,-2.0,-0.825,0,3,0,0,4,4,2
20200002,142,-1.0,-0.85,0,3,0,0,4,4,1
20200002,143,1.0,-0.8,0,3,0,0,4,4,1
20200002,144,1.0,-0.775,0,3,0,0,4,4,1
20200002,145,0.0,-0.775,0,3,0,0,4,4,1
20200002,146,0.0,-0.775,0,3,0,0,4,4,1
20200002,147,0.0,-0.75,0,3,0,0,4,4,1
20200002,148,0.0,-0.725,0,3,0,0,4,4,1
20200002,149,0.0,-0.7,0,3,0,0,4,4,1
20200002,150,0.0,-0.65,0,3,0,0,4,4,1
20200002,151,0.0,-0.6,0,3,0,0,4,4,0
20200002,152,-1.0,-0.575,0,3,0,0,4,4,0
20200002,153,0.0,-0.525,0,3,0,0,4,4,0
20200002,154,0.0,-0.475,0,3,0,0,4,4,0
20200002,155,-1.0,-0.475,0,3,0,0,4,4,1
20200002,156,-1.0,-0.475,0,3,0,0,4,4,1
20200002,157,-1.0,-0.475,0,3,0,0,4,4,1
20200002,158,-1.0,-0.5,0,3,0,0,4,4,1
20200002,159,0.0,-0.5,0,3,0,0,4,4,1
20200002,160,-1.0,-0.525,0,3,0,0,4,4,1
20200002,161,-1.0,-0.525,0,3,0,0,4,4,1
20200002,162,-1.0,-0.525,0,3,0,0,4,4,1
20200002,163,-2.0,-0.55,0,3,0,0,4,4,1
20200002,164,-2.0,-0.6,0,3,0,1,4,4,1
20200002,165,-2.0,-0.65,0,3,0,0,4,4,2
20200002,166,-2.0,-0.7,0,3,0,0,4,4,2
20200002,167,-3.0,-0.775,0,3,0,0,4,4,2
20200002,168,-2.0,-0.8,0,3,0,0,4,4,1
20200002,169,-2.0,-0.825,0,3,0,0,4,4,1
20200002,170,-1.0,-0.825,0,3,0,0,4,4,1
20200002,171,-1.0,-0.825,0,3,0,0,4,4,1
20200002,172,-1.0,-0.825,0,3,0,0,4,4,1
20200002,173,0.0,-0.8,0,3,0,0,4,4,1
20200002,174,-1.0,-0.825,0,3,0,0,4,4,1
20200002,175,-1.0,-0.85,0,3,0,0,4,4,1
20200002,176,0.0,-0.825,0,3,0,0,4,4,1
20200002,177,0.0,-0.8,0,3,0,0,4,4,1
20200002,178,0.0,-0.775,0,3,0,0,4,4,1
20200002,179,0.0,-0.75,0,3,0,0,4,4,1
20200002,180,0.0,-0.725,0,3,0,0,4,4,1
20200002,181,0.0,-0.675,0,3,0,0,4,4,1
20200002,182,1.0,-0.625,0,3,0,0,4,4,1
20200002,183,1.0,-0.625,0,3,0,0,4,4,1
20200002,184,2.0,-0.6,0,3,0,0,4,4,1
20200002,185,2.0,-0.55,0,3,0,0,4,4,1
20200002,186,1.0,-0.525,0,3,0,0,4,4,0
20200002,187,2.0,-0.475,0,3,0,0,4,4,0
20200002,188,2.0,-0.425,0,3,0,0,4,4,0
20200002,189,2.0,-0.375,0,3,0,0,4,4,0
20200002,190,1.0,-0.35,0,3,0,1,4,4,0
20200002,191,1.0,-0.325,0,3,0,1,4,4,0
20200002,192,0.0,-0.3,0,3,0,1,4,4,0
20200002,193,0.0,-0.3,0,3,0,1,4,4,0
20200002,194,0.0,-0.3,0,3,0,1,4,4,0
20200002,195,-1.0,-0.3,0,3,0,1,4,4,0
20200002,196,0.0,-0.275,0,3,0,1,4,4,0
20200002,197,0.0,-0.25,0,3,0,1,4,4,0
20200002,198,1.0,-0.2,0,3,0,1,4,4,0
20200002,199,1.0,-0.175,0,3,0,1,4,4,0
20200002,200,2.0,-0.1,0,3,0,1,4,4,0
20200002,201,2.0,-0.025,0,3,0,1,4,4,0
20200002,202,2.0,0.05,0,3,0,1,4,4,0
20200002,203,3.0,0.175,0,3,0,1,4,4,1
20200002,204,3.0,0.3,0,3,0,1,4,4,1
20200002,205,3.0,0.425,0,3,0,1,4,4,2
20200002,206,2.0,0.525,0,3,0,1,4,4,2
20200002,207,1.0,0.625,0,3,0,1,4,4,2
20200002,208,1.0,0.7,0,3,0,1,4,4,2
20200002,209,1.0,0.775,0,3,0,1,4,4,2
20200002,210,1.0,0.825,0,3,0,1,4,4,2
20200002,211,1.0,0.875,0,3,0,1,4,4,2
20200002,212,1.0,0.925,0,3,0,1,4,4,1
20200002,213,1.0,0.95,0,3,0,1,4,4,1
20200002,214,1.0,1.0,0,3,0,1,4,4,0
20200002,215,1.0,1.05,0,3,0,1,4,4,0
20200002,216,2.0,1.1,0,3,0,1,4,4,0
20200002,217,2.0,1.15,0,3,0,1,4,4,0
20200002,218,2.0,1.2,0,3,0,1,4,4,0
20200002,219,2.0,1.25,0,3,0,1,4,4,0
20200002,220,2.0,1.3,0,3,0,1,4,4,0
20200002,221,2.0,1.35,0,3,0,1,4,4,0
20200002,222,2.0,1.375,0,3,0,1,4,4,0
20200002,223,2.0,1.4,0,3,0,1,4,4,0
20200002,224,2.0,1.4,0,3,0,1,4,4,1
20200002,225,2.0,1.4,0,3,0,1,4,4,1
20200002,226,2.0,1.425,0,3,0,1,4,4,1
20200002,227,2.0,1.425,0,3,0,1,4,4,1
20200002,228,2.0,1.425,0,3,0,1,4,4,1
20200002,229,2.0,1.425,0,3,0,1,4,4,1
20200002,230,2.0,1.45,0,3,0,1,4,4,1
