policy,pole,arm,seed,defender_id,steps,blue,red,win,margin
pi_B,A,plus_one_defender,20900062,4,86,3,0,1,3
pi_B,B,native,20900062,4,143,3,0,1,3
pi_B,B,plus_one_defender,20900062,4,176,3,0,1,3
pi_A,A,native,20900063,5,240,2,1,1,1
pi_A,A,plus_one_defender,20900063,5,240,0,0,0,0
pi_A,B,native,20900063,5,146,3,0,1,3
pi_A,B,plus_one_defender,20900063,5,127,3,0,1,3
pi_B,A,native,20900063,5,240,1,0,1,1
pi_B,A,plus_one_defender,20900063,5,86,3,0,1,3
pi_B,B,native,20900063,5,85,3,0,1,3
pi_B,B,plus_one_defender,20900063,5,240,2,0,1,2
pi_A,A,native,20900064,0,240,0,0,0,0
pi_A,A,plus_one_defender,20900064,0,129,3,0,1,3
pi_A,B,native,20900064,0,146,3,0,1,3
pi_A,B,plus_one_defender,20900064,0,197,3,0,1,3
pi_B,A,native,20900064,0,240,1,0,1,1
pi_B,A,plus_one_defender,20900064,0,216,3,0,1,3
pi_B,B,native,20900064,0,240,1,0,1,1
pi_B,B,plus_one_defender,20900064,0,240,1,0,1,1
pi_A,A,native,20900065,1,240,1,0,1,1
pi_A,A,plus_one_defender,20900065,1,96,3,0,1,3
pi_A,B,native,20900065,1,240,1,0,1,1
pi_A,B,plus_one_defender,20900065,1,240,2,0,1,2
pi_B,A,native,20900065,1,240,1,0,1,1
pi_B,A,plus_one_defender,20900065,1,82,3,0,1,3
pi_B,B,native,20900065,1,100,3,0,1,3
pi_B,B,plus_one_defender,20900065,1,240,2,0,1,2
pi_A,A,native,20900066,2,240,1,0,1,1
pi_A,A,plus_one_defender,20900066,2,90,3,0,1,3
pi_A,B,native,20900066,2,105,3,0,1,3
pi_A,B,plus_one_defender,20900066,2,240,0,0,0,0
pi_B,A,native,20900066,2,81,3,0,1,3
pi_B,A,plus_one_defender,20900066,2,212,3,0,1,3
pi_B,B,native,20900066,2,240,0,0,0,0
pi_B,B,plus_one_defender,20900066,2,240,0,0,0,0
pi_A,A,native,20900067,3,240,2,0,1,2
pi_A,A,plus_one_defender,20900067,3,240,0,0,0,0
pi_A,B,native,20900067,3,240,1,0,1,1
pi_A,B,plus_one_defender,20900067,3,240,1,0,1,1
pi_B,A,native,20900067,3,240,1,0,1,1
pi_B,A,plus_one_defender,20900067,3,240,0,0,0,0
pi_B,B,native,20900067,3,240,1,0,1,1
pi_B,B,plus_one_defender,20900067,3,129,3,0,1,3
pi_A,A,native,20900068,4,240,2,0,1,2
pi_A,A,plus_one_defender,20900068,4,240,1,0,1,1
pi_A,B,native,20900068,4,240,2,0,1,2
pi_A,B,plus_one_defender,20900068,4,240,1,0,1,1
pi_B,A,native,20900068,4,240,1,0,1,1
pi_B,A,plus_one_defender,20900068,4,240,0,0,0,0
pi_B,B,native,20900068,4,240,2,0,1,2
pi_B,B,plus_one_defender,20900068,4,240,0,0,0,0
pi_A,A,native,20900069,5,240,1,0,1,1
pi_A,A,plus_one_defender,20900069,5,136,3,0,1,3
pi_A,B,native,20900069,5,240,1,0,1,1
pi_A,B,plus_one_defender,20900069,5,210,3,0,1,3
pi_B,A,native,20900069,5,240,1,0,1,1
pi_B,A,plus_one_defender,20900069,5,240,1,0,1,1
pi_B,B,native,20900069,5,240,1,0,1,1
pi_B,B,plus_one_defender,20900069,5,83,3,0,1,3
pi_A,A,native,20900070,0,240,1,0,1,1
pi_A,A,plus_one_defender,20900070,0,80,3,0,1,3
pi_A,B,native,20900070,0,240,1,0,1,1
pi_A,B,plus_one_defender,20900070,0,183,3,0,1,3
pi_B,A,native,20900070,0,240,1,0,1,1
pi_B,A,plus_one_defender,20900070,0,240,1,0,1,1
pi_B,B,native,20900070,0,95,3,0,1,3
pi_B,B,plus_one_defender,20900070,0,85,3,0,1,3
pi_A,A,native,20900071,1,240,1,0,1,1
pi_A,A,plus_one_defender,20900071,1,240,1,0,1,1
pi_A,B,native,20900071,1,240,1,0,1,1
pi_A,B,plus_one_defender,20900071,1,131,3,0,1,3
pi_B,A,native,20900071,1,240,1,0,1,1
pi_B,A,plus_one_defender,20900071,1,240,1,0,1,1
pi_B,B,native,20900071,1,220,3,0,1,3
pi_B,B,plus_one_defender,20900071,1,240,2,0,1,2
pi_A,A,native,20900072,2,240,2,0,1,2
pi_A,A,plus_one_defender,20900072,2,240,2,0,1,2
pi_A,B,native,20900072,2,240,2,0,1,2
pi_A,B,plus_one_defender,20900072,2,240,0,0,0,0
pi_B,A,native,20900072,2,240,1,0,1,1
pi_B,A,plus_one_defender,20900072,2,179,3,0,1,3
pi_B,B,native,20900072,2,147,3,0,1,3
pi_B,B,plus_one_defender,20900072,2,240,2,0,1,2
pi_A,A,native,20900073,3,240,1,0,1,1
pi_A,A,plus_one_defender,20900073,3,152,3,0,1,3
pi_A,B,native,20900073,3,240,2,1,1,1
pi_A,B,plus_one_defender,20900073,3,219,3,0,1,3
pi_B,A,native,20900073,3,240,1,0,1,1
pi_B,A,plus_one_defender,20900073,3,240,1,0,1,1
pi_B,B,native,20900073,3,82,3,0,1,3
pi_B,B,plus_one_defender,20900073,3,240,2,0,1,2
pi_A,A,native,20900074,4,240,2,0,1,2
pi_A,A,plus_one_defender,20900074,4,240,1,0,1,1
pi_A,B,native,20900074,4,116,3,0,1,3
pi_A,B,plus_one_defender,20900074,4,240,1,0,1,1
pi_B,A,native,20900074,4,240,1,0,1,1
pi_B,A,plus_one_defender,20900074,4,86,3,0,1,3
pi_B,B,native,20900074,4,86,3,0,1,3
pi_B,B,plus_one_defender,20900074,4,240,2,0,1,2
pi_A,A,native,20900075,5,240,2,0,1,2
pi_A,A,plus_one_defender,20900075,5,240,1,0,1,1
pi_A,B,native,20900075,5,107,3,0,1,3
pi_A,B,plus_one_defender,20900075,5,240,1,0,1,1
pi_B,A,native,20900075,5,240,1,0,1,1
pi_B,A,plus_one_defender,20900075,5,79,3,0,1,3
pi_B,B,native,20900075,5,89,3,0,1,3
pi_B,B,plus_one_defender,20900075,5,240,2,0,1,2
pi_A,A,native,20900076,0,240,1,0,1,1
pi_A,A,plus_one_defender,20900076,0,82,3,0,1,3
pi_A,B,native,20900076,0,90,3,0,1,3
pi_A,B,plus_one_defender,20900076,0,124,3,0,1,3
pi_B,A,native,20900076,0,240,1,0,1,1
pi_B,A,plus_one_defender,20900076,0,78,3,0,1,3
pi_B,B,native,20900076,0,141,3,0,1,3
pi_B,B,plus_one_defender,20900076,0,240,2,0,1,2
pi_A,A,native,20900077,1,240,1,0,1,1
pi_A,A,plus_one_defender,20900077,1,240,1,0,1,1
pi_A,B,native,20900077,1,99,3,0,1,3
pi_A,B,plus_one_defender,20900077,1,103,3,0,1,3
pi_B,A,native,20900077,1,240,1,0,1,1
pi_B,A,plus_one_defender,20900077,1,94,3,0,1,3
pi_B,B,native,20900077,1,240,1,0,1,1
pi_B,B,plus_one_defender,20900077,1,163,3,0,1,3
pi_A,A,native,20900078,2,240,1,0,1,1
pi_A,A,plus_one_defender,20900078,2,240,0,0,0,0
pi_A,B,native,20900078,2,99,3,0,1,3
pi_A,B,plus_one_defender,20900078,2,206,3,0,1,3
pi_B,A,native,20900078,2,240,1,0,1,1
pi_B,A,plus_one_defender,20900078,2,240,0,0,0,0
pi_B,B,native,20900078,2,106,3,0,1,3
pi_B,B,plus_one_defender,20900078,2,240,2,0,1,2
pi_A,A,native,20900079,3,240,2,0,1,2
pi_A,A,plus_one_defender,20900079,3,94,3,0,1,3
pi_A,B,native,20900079,3,240,1,0,1,1
pi_A,B,plus_one_defender,20900079,3,162,3,0,1,3
pi_B,A,native,20900079,3,240,1,0,1,1
pi_B,A,plus_one_defender,20900079,3,240,1,0,1,1
pi_B,B,native,20900079,3,100,3,0,1,3
pi_B,B,plus_one_defender,20900079,3,240,0,0,0,0
pi_A,A,native,20900080,4,240,1,0,1,1
pi_A,A,plus_one_defender,20900080,4,116,3,0,1,3
pi_A,B,native,20900080,4,186,3,0,1,3
pi_A,B,plus_one_defender,20900080,4,190,3,0,1,3
pi_B,A,native,20900080,4,240,1,0,1,1
pi_B,A,plus_one_defender,20900080,4,240,2,0,1,2
pi_B,B,native,20900080,4,116,3,0,1,3
pi_B,B,plus_one_defender,20900080,4,240,2,0,1,2
pi_A,A,native,20900081,5,240,1,0,1,1
pi_A,A,plus_one_defender,20900081,5,103,3,0,1,3
pi_A,B,native,20900081,5,147,3,0,1,3
pi_A,B,plus_one_defender,20900081,5,148,3,0,1,3
pi_B,A,native,20900081,5,240,1,0,1,1
pi_B,A,plus_one_defender,20900081,5,240,1,0,1,1
pi_B,B,native,20900081,5,106,3,0,1,3
pi_B,B,plus_one_defender,20900081,5,240,1,0,1,1
pi_A,A,native,20900082,0,240,2,0,1,2
pi_A,A,plus_one_defender,20900082,0,240,1,0,1,1
pi_A,B,native,20900082,0,181,3,0,1,3
pi_A,B,plus_one_defender,20900082,0,240,0,0,0,0
pi_B,A,native,20900082,0,240,0,0,0,0
pi_B,A,plus_one_defender,20900082,0,97,3,0,1,3
pi_B,B,native,20900082,0,142,3,0,1,3
pi_B,B,plus_one_defender,20900082,0,240,1,0,1,1
pi_A,A,native,20900083,1,240,1,0,1,1
pi_A,A,plus_one_defender,20900083,1,240,2,0,1,2
pi_A,B,native,20900083,1,114,3,0,1,3
pi_A,B,plus_one_defender,20900083,1,240,0,0,0,0
pi_B,A,native,20900083,1,240,1,0,1,1
pi_B,A,plus_one_defender,20900083,1,112,3,0,1,3
pi_B,B,native,20900083,1,114,3,0,1,3
pi_B,B,plus_one_defender,20900083,1,240,1,0,1,1
pi_A,A,native,20900084,2,240,2,0,1,2
pi_A,A,plus_one_defender,20900084,2,240,0,0,0,0
pi_A,B,native,20900084,2,240,2,0,1,2
pi_A,B,plus_one_defender,20900084,2,167,3,0,1,3
pi_B,A,native,20900084,2,240,1,0,1,1
pi_B,A,plus_one_defender,20900084,2,240,1,0,1,1
pi_B,B,native,20900084,2,240,2,0,1,2
pi_B,B,plus_one_defender,20900084,2,151,3,0,1,3
pi_A,A,native,20900085,3,240,1,0,1,1
pi_A,A,plus_one_defender,20900085,3,240,1,0,1,1
pi_A,B,native,20900085,3,240,1,0,1,1
pi_A,B,plus_one_defender,20900085,3,240,1,0,1,1
pi_B,A,native,20900085,3,240,1,0,1,1
pi_B,A,plus_one_defender,20900085,3,113,3,0,1,3
pi_B,B,native,20900085,3,85,3,0,1,3
pi_B,B,plus_one_defender,20900085,3,240,2,0,1,2
pi_A,A,native,20900086,4,240,1,0,1,1
pi_A,A,plus_one_defender,20900086,4,114,3,0,1,3
pi_A,B,native,20900086,4,240,1,0,1,1
pi_A,B,plus_one_defender,20900086,4,240,1,1,0,0
pi_B,A,native,20900086,4,240,1,0,1,1
pi_B,A,plus_one_defender,20900086,4,84,3,0,1,3
pi_B,B,native,20900086,4,101,3,0,1,3
pi_B,B,plus_one_defender,20900086,4,191,3,0,1,3
pi_A,A,native,20900087,5,240,1,0,1,1
pi_A,A,plus_one_defender,20900087,5,240,1,0,1,1
pi_A,B,native,20900087,5,101,3,0,1,3
pi_A,B,plus_one_defender,20900087,5,240,2,1,1,1
pi_B,A,native,20900087,5,240,1,0,1,1
pi_B,A,plus_one_defender,20900087,5,240,1,0,1,1
pi_B,B,native,20900087,5,123,3,0,1,3
pi_B,B,plus_one_defender,20900087,5,240,2,0,1,2
pi_A,A,native,20900088,0,240,0,0,0,0
pi_A,A,plus_one_defender,20900088,0,85,3,0,1,3
pi_A,B,native,20900088,0,93,3,0,1,3
pi_A,B,plus_one_defender,20900088,0,94,3,0,1,3
pi_B,A,native,20900088,0,240,1,0,1,1
pi_B,A,plus_one_defender,20900088,0,240,1,0,1,1
pi_B,B,native,20900088,0,90,3,0,1,3
pi_B,B,plus_one_defender,20900088,0,240,2,0,1,2
pi_A,A,native,20900089,1,240,1,0,1,1
pi_A,A,plus_one_defender,20900089,1,240,1,0,1,1
pi_A,B,native,20900089,1,97,3,0,1,3
pi_A,B,plus_one_defender,20900089,1,240,0,0,0,0
pi_B,A,native,20900089,1,240,1,0,1,1
pi_B,A,plus_one_defender,20900089,1,80,3,0,1,3
pi_B,B,native,20900089,1,240,2,0,1,2
pi_B,B,plus_one_defender,20900089,1,240,0,0,0,0
pi_A,A,native,20900090,2,240,2,0,1,2
pi_A,A,plus_one_defender,20900090,2,240,0,0,0,0
pi_A,B,native,20900090,2,86,3,0,1,3
pi_A,B,plus_one_defender,20900090,2,109,3,0,1,3
pi_B,A,native,20900090,2,240,1,0,1,1
pi_B,A,plus_one_defender,20900090,2,240,0,0,0,0
pi_B,B,native,20900090,2,240,2,0,1,2
pi_B,B,plus_one_defender,20900090,2,240,1,0,1,1
pi_A,A,native,20900091,3,240,1,0,1,1
pi_A,A,plus_one_defender,20900091,3,123,3,0,1,3
pi_A,B,native,20900091,3,176,3,0,1,3
pi_A,B,plus_one_defender,20900091,3,240,1,1,0,0
pi_B,A,native,20900091,3,240,1,0,1,1
pi_B,A,plus_one_defender,20900091,3,96,3,0,1,3
pi_B,B,native,20900091,3,240,1,0,1,1
pi_B,B,plus_one_defender,20900091,3,240,2,0,1,2
pi_A,A,native,20900092,4,240,2,0,1,2
pi_A,A,plus_one_defender,20900092,4,240,1,0,1,1
pi_A,B,native,20900092,4,97,3,0,1,3
pi_A,B,plus_one_defender,20900092,4,240,0,0,0,0
pi_B,A,native,20900092,4,240,1,0,1,1
pi_B,A,plus_one_defender,20900092,4,240,0,0,0,0
pi_B,B,native,20900092,4,102,3,0,1,3
pi_B,B,plus_one_defender,20900092,4,240,1,0,1,1
pi_A,A,native,20900093,5,240,2,0,1,2
pi_A,A,plus_one_defender,20900093,5,240,1,0,1,1
pi_A,B,native,20900093,5,240,1,0,1,1
pi_A,B,plus_one_defender,20900093,5,240,0,0,0,0
pi_B,A,native,20900093,5,240,0,0,0,0
pi_B,A,plus_one_defender,20900093,5,110,3,0,1,3
pi_B,B,native,20900093,5,240,2,0,1,2
pi_B,B,plus_one_defender,20900093,5,240,2,0,1,2
pi_A,A,native,20900094,0,240,0,0,0,0
pi_A,A,plus_one_defender,20900094,0,240,1,0,1,1
pi_A,B,native,20900094,0,134,3,0,1,3
pi_A,B,plus_one_defender,20900094,0,92,3,0,1,3
pi_B,A,native,20900094,0,240,0,0,0,0
pi_B,A,plus_one_defender,20900094,0,79,3,0,1,3
pi_B,B,native,20900094,0,240,1,0,1,1
pi_B,B,plus_one_defender,20900094,0,240,2,0,1,2
pi_A,A,native,20900095,1,240,1,0,1,1
pi_A,A,plus_one_defender,20900095,1,240,2,0,1,2
pi_A,B,native,20900095,1,92,3,0,1,3
pi_A,B,plus_one_defender,20900095,1,240,0,0,0,0
pi_B,A,native,20900095,1,240,1,0,1,1
pi_B,A,plus_one_defender,20900095,1,240,1,0,1,1
pi_B,B,native,20900095,1,81,3,0,1,3
pi_B,B,plus_one_defender,20900095,1,102,3,0,1,3
pi_A,A,native,20900096,2,240,1,0,1,1
pi_A,A,plus_one_defender,20900096,2,240,0,0,0,0
pi_A,B,native,20900096,2,171,3,0,1,3
pi_A,B,plus_one_defender,20900096,2,240,2,0,1,2
pi_B,A,native,20900096,2,240,1,0,1,1
pi_B,A,plus_one_defender,20900096,2,240,1,0,1,1
pi_B,B,native,20900096,2,240,1,0,1,1
pi_B,B,plus_one_defender,20900096,2,100,3,0,1,3
