policy,pole,seed,steps,won,blue_score,red_score,macro_switch_rate,all_identical_cmd,distinct_cmds,distinct_macros,n_get_flag,n_go_home,n_go_to,n_mine,mean_pair_dist,n_defenders,n_attackers,mean_d_own_flag,mean_d_enemy_flag,n_tagged,any_carrying,n_pressured,mean_support_dist
A_t100k,A,18700001,240,1,1,0,0.09100418410041841,0.020833333333333332,2.9458333333333333,1.4375,0.8708333333333333,0.15,2.9791666666666665,0.0,3.9426276142191554,0.2708333333333333,2.3958333333333335,10.983483378092448,3.942414087057114,0.25416666666666665,0.8666666666666667,0.44166666666666665,2.6635615117145033
A_t100k,A,18700002,199,1,3,0,0.1553030303030303,0.06030150753768844,2.7386934673366836,1.64321608040201,2.2311557788944723,0.19095477386934673,1.5678391959798994,0.010050251256281407,4.602093686909732,0.7688442211055276,1.321608040201005,7.833228712704913,6.576216815704077,1.020100502512563,0.4271356783919598,0.964824120603015,3.3101796521908704
A_t100k,A,18700003,240,1,1,0,0.0899581589958159,0.1,2.6666666666666665,1.4833333333333334,0.9833333333333333,0.15416666666666667,2.85,0.0125,3.6716398976122337,0.2125,2.65,11.38636511862278,3.5255748108029366,0.2791666666666667,0.8791666666666667,0.24166666666666667,2.242135346086338
A_t100k,A,18700004,240,0,0,0,0.08891213389121339,0.08333333333333333,2.495833333333333,1.35,1.0583333333333333,0.09583333333333334,2.8333333333333335,0.0125,3.328594644057254,0.21666666666666667,2.625,11.314731466770173,3.9283697647353013,0.3375,0.8,0.45416666666666666,2.9560736661607567
A_t100k,A,18700005,240,1,1,0,0.09205020920502092,0.058333333333333334,2.8041666666666667,1.5625,1.2041666666666666,0.19166666666666668,2.5833333333333335,0.020833333333333332,3.955647023974193,0.23333333333333334,2.441666666666667,11.015318351487318,3.98796951174736,0.25,0.8208333333333333,0.22916666666666666,2.5291876224800944
A_t100k,A,18700006,112,1,3,0,0.240990990990991,0.03571428571428571,2.919642857142857,1.7946428571428572,2.232142857142857,0.3125,1.4285714285714286,0.026785714285714284,4.4706303317632,0.9464285714285714,1.4732142857142858,7.1093473306724,6.447748264031751,1.25,0.4375,1.4375,2.42606128481873
A_t100k,A,18700007,240,1,1,0,0.11192468619246862,0.058333333333333334,2.7625,1.4708333333333334,1.0916666666666666,0.11666666666666667,2.779166666666667,0.0125,3.634733102377504,0.19583333333333333,2.65,11.267716437578201,3.5606554557879764,0.2375,0.8875,0.18333333333333332,2.324332239627838
A_t100k,A,18700008,240,0,0,0,0.08368200836820083,0.0875,2.7666666666666666,1.4958333333333333,0.8083333333333333,0.17916666666666667,3.004166666666667,0.008333333333333333,4.151565537001523,0.175,2.3,11.302780326207479,4.091655999918779,0.19583333333333333,0.8708333333333333,0.26666666666666666,2.5221199674265726
A_t100k,A,18700009,240,1,1,0,0.11297071129707113,0.058333333333333334,2.725,1.5041666666666667,0.9458333333333333,0.13333333333333333,2.8958333333333335,0.025,4.063191153957613,0.21666666666666667,2.5416666666666665,11.133476913968723,3.8304998839894933,0.37083333333333335,0.8833333333333333,0.42916666666666664,2.516634387540676
A_t100k,A,18700010,240,1,1,0,0.06589958158995816,0.075,2.65,1.3583333333333334,0.8708333333333333,0.06666666666666667,3.05,0.0125,3.73102782027175,0.18333333333333332,2.4291666666666667,11.213802781701087,3.997864075998465,0.225,0.8666666666666667,0.36666666666666664,2.0237137225240165
A_t100k,A,18700011,240,1,2,0,0.10460251046025104,0.03333333333333333,2.8041666666666667,1.5416666666666667,1.1333333333333333,0.16666666666666666,2.691666666666667,0.008333333333333333,4.061346536543635,0.2916666666666667,2.425,10.736951771378518,4.166308934489886,0.325,0.8083333333333333,0.4625,3.444284860258815
A_t100k,A,18700012,240,1,1,0,0.06276150627615062,0.041666666666666664,2.808333333333333,1.3916666666666666,0.8708333333333333,0.14166666666666666,2.966666666666667,0.020833333333333332,3.595739086800151,0.1875,2.629166666666667,11.362152164677779,3.6680789028604823,0.24583333333333332,0.8875,0.2875,2.063440166639559
A_t100k,A,18700013,240,1,1,0,0.0700836820083682,0.11666666666666667,2.4875,1.2541666666666667,0.95,0.06666666666666667,2.9833333333333334,0.0,3.31386162781467,0.25,2.8291666666666666,11.118535511692365,3.7754280477762223,0.3333333333333333,0.8166666666666667,0.37916666666666665,2.293388528029124
A_t100k,A,18700014,240,0,1,1,0.09832635983263599,0.03333333333333333,2.7875,1.525,1.2083333333333333,0.15,2.6333333333333333,0.008333333333333333,3.76110100183222,0.36666666666666664,2.275,10.12571288595597,4.611980208257834,0.5333333333333333,0.7166666666666667,0.32916666666666666,3.0334478008980845
A_t100k,A,18700015,240,1,2,0,0.10564853556485355,0.09583333333333334,2.7333333333333334,1.5916666666666666,1.5375,0.17916666666666667,2.283333333333333,0.0,4.027176283548276,0.4,2.125,9.922344787915547,4.818644363929828,0.5166666666666667,0.6791666666666667,0.5333333333333333,2.767115653163255
A_t100k,A,18700016,240,1,1,0,0.10669456066945607,0.0875,2.825,1.5291666666666666,1.1333333333333333,0.15,2.6791666666666667,0.0375,4.257002434693278,0.3875,2.1875,10.360646266738573,4.633635956048965,0.49583333333333335,0.7583333333333333,0.5708333333333333,2.2428847405968644
A_t100k,A,18700017,240,1,2,1,0.12552301255230125,0.020833333333333332,2.7958333333333334,1.5166666666666666,1.3375,0.17916666666666667,2.470833333333333,0.0125,4.272243764996529,0.42083333333333334,2.175,9.860594095786412,4.797834859291712,0.6041666666666666,0.7,0.5208333333333334,3.019908496136528
A_t100k,A,18700018,240,1,1,0,0.13702928870292888,0.0375,2.966666666666667,1.6791666666666667,1.5458333333333334,0.25416666666666665,2.183333333333333,0.016666666666666666,4.182165316078398,0.5166666666666667,1.975,9.494080623984336,5.273623056213061,0.7166666666666667,0.6416666666666667,0.5916666666666667,2.965911661852218
A_t100k,A,18700019,240,0,0,0,0.13179916317991633,0.025,2.8583333333333334,1.4916666666666667,0.925,0.15416666666666667,2.9208333333333334,0.0,4.358760432071155,0.25,1.9625,10.543960371613503,4.731113197902839,0.575,0.7541666666666667,0.39166666666666666,2.9850256707933216
A_t100k,A,18700020,240,0,0,0,0.09100418410041841,0.03333333333333333,2.7583333333333333,1.4625,0.9458333333333333,0.15833333333333333,2.8833333333333333,0.0125,4.046146034925348,0.23333333333333334,2.3833333333333333,10.893040207028388,4.333511952559153,0.45416666666666666,0.8083333333333333,0.38333333333333336,2.67550478359453
A_t100k,A,18700021,240,1,1,0,0.09937238493723849,0.058333333333333334,2.845833333333333,1.5541666666666667,1.0083333333333333,0.175,2.8041666666666667,0.0125,4.801899330566327,0.30833333333333335,2.279166666666667,10.37976879576842,4.636655263602734,0.48333333333333334,0.8333333333333334,0.43333333333333335,2.459014322908445
A_t100k,A,18700022,240,1,1,0,0.08054393305439331,0.06666666666666667,2.6041666666666665,1.4208333333333334,1.0125,0.125,2.8541666666666665,0.008333333333333333,3.468091127938694,0.2791666666666667,2.55,11.053085970381895,3.9201275646686553,0.32916666666666666,0.825,0.525,1.925893316124425
A_t100k,A,18700023,240,1,2,0,0.11297071129707113,0.10416666666666667,2.720833333333333,1.5833333333333333,1.275,0.3125,2.404166666666667,0.008333333333333333,4.019791585972739,0.42083333333333334,2.2125,9.819229614734649,4.501242360472679,0.42916666666666664,0.7708333333333334,0.5125,2.558465965272148
A_t100k,A,18700024,240,1,1,0,0.05439330543933055,0.03333333333333333,2.8541666666666665,1.3208333333333333,0.775,0.11666666666666667,3.1083333333333334,0.0,3.655821768980887,0.25,2.5208333333333335,10.955476677417755,3.9230675409237543,0.30416666666666664,0.8541666666666666,0.3541666666666667,2.574151985685934
A_t100k,A,18700025,240,1,1,0,0.09205020920502092,0.0375,2.925,1.5125,1.0625,0.22083333333333333,2.7083333333333335,0.008333333333333333,4.366173746291961,0.25,2.183333333333333,10.616591021418571,4.483477234592041,0.42083333333333334,0.8083333333333333,0.3625,2.820246531604192
A_t100k,A,18700026,240,1,2,0,0.10564853556485355,0.020833333333333332,2.908333333333333,1.7416666666666667,1.4625,0.30416666666666664,2.220833333333333,0.0125,4.33375601373199,0.4083333333333333,2.2416666666666667,9.935929227868716,4.574566113948822,0.5583333333333333,0.7583333333333333,0.6041666666666666,2.675439342317811
A_t100k,A,18700027,240,0,1,1,0.1108786610878661,0.0125,2.9583333333333335,1.8208333333333333,1.3208333333333333,0.37083333333333335,2.3,0.008333333333333333,4.497901206318703,0.3416666666666667,1.9916666666666667,10.142072446147601,4.664769774923722,0.37916666666666665,0.8166666666666667,0.5041666666666667,2.42953950226909
A_t100k,A,18700028,240,1,1,0,0.0700836820083682,0.075,2.779166666666667,1.3458333333333334,0.7583333333333333,0.0875,3.1416666666666666,0.0125,3.663792402607699,0.25416666666666665,2.4583333333333335,11.289158010482788,3.706973099708557,0.25833333333333336,0.8833333333333333,0.15416666666666667,2.253085166629818
A_t100k,A,18700029,240,1,1,0,0.08263598326359832,0.08333333333333333,2.7291666666666665,1.3458333333333334,0.675,0.09166666666666666,3.2333333333333334,0.0,4.063661723749505,0.3125,2.091666666666667,10.393136062224706,4.449762365221977,0.4041666666666667,0.8,0.29583333333333334,2.3101487591014647
A_t100k,A,18700030,240,1,1,0,0.09728033472803348,0.05416666666666667,2.841666666666667,1.6291666666666667,1.2458333333333333,0.2125,2.5208333333333335,0.020833333333333332,3.8824432057432006,0.35833333333333334,2.425,10.600902049740155,3.996844754368067,0.3333333333333333,0.8416666666666667,0.35833333333333334,3.4295584630707037
A_t100k,A,18700031,240,0,0,0,0.08577405857740586,0.03333333333333333,2.908333333333333,1.5041666666666667,0.8958333333333334,0.13333333333333333,2.9375,0.03333333333333333,4.186759959740771,0.20833333333333334,2.05,10.870103510220845,4.508804400761922,0.38333333333333336,0.8166666666666667,0.32916666666666666,2.639167349855855
A_t100k,A,18700032,240,1,1,0,0.09205020920502092,0.0375,2.904166666666667,1.5208333333333333,0.975,0.175,2.8208333333333333,0.029166666666666667,4.326485951865712,0.3416666666666667,1.95,10.26111872792244,4.785045992334684,0.4875,0.7791666666666667,0.6875,2.3752335524807373
A_t200k,A,18700001,240,1,2,1,0.19456066945606695,0.029166666666666667,2.9833333333333334,1.9625,2.245833333333333,0.4041666666666667,1.325,0.025,4.004814486971332,0.6958333333333333,2.033333333333333,8.963015393416088,5.077053541193406,0.8541666666666666,0.5958333333333333,0.9458333333333333,2.8985350494049795
A_t200k,A,18700002,115,1,3,0,0.20175438596491227,0.043478260869565216,2.8,1.808695652173913,2.5391304347826087,0.26956521739130435,1.173913043478261,0.017391304347826087,4.578922705373902,1.1043478260869566,1.3652173913043477,6.668358174614284,6.715668172421663,1.182608695652174,0.41739130434782606,1.2956521739130435,3.3556944690216546
A_t200k,A,18700003,240,1,1,0,0.14853556485355648,0.020833333333333332,2.775,2.0166666666666666,2.0791666666666666,0.49583333333333335,1.425,0.0,2.916099872843673,0.225,3.0375,12.062001037597657,3.0774969279766085,0.3125,0.8708333333333333,0.425,1.6435368447392074
A_t200k,A,18700004,240,0,1,1,0.15585774058577406,0.0375,2.8041666666666667,2.025,2.1875,0.5083333333333333,1.2791666666666666,0.025,3.1676186348932487,0.35,2.5875,10.95764390627543,4.060626514752706,0.48333333333333334,0.7083333333333334,0.5083333333333333,1.7319582811470242
A_t200k,A,18700005,240,0,0,0,0.16108786610878661,0.05,2.6708333333333334,2.1625,1.775,0.48333333333333334,1.7416666666666667,0.0,3.0546190089235705,0.15,2.8916666666666666,12.397161779801051,3.1570864816506705,0.2916666666666667,0.8458333333333333,0.22083333333333333,2.6373432126699714
A_t200k,A,18700006,240,1,1,0,0.14853556485355648,0.041666666666666664,2.7625,2.1666666666666665,1.9458333333333333,0.6041666666666666,1.4375,0.0125,3.1750548791140316,0.19583333333333333,3.0125,12.064315234621366,3.064199298868577,0.24583333333333332,0.8875,0.35833333333333334,1.8303376218235055
A_t200k,A,18700007,240,0,2,2,0.1705020920502092,0.07083333333333333,2.8375,1.8166666666666667,2.5416666666666665,0.2833333333333333,1.175,0.0,4.0978923018607825,0.5958333333333333,1.8333333333333333,8.72069769303004,5.6334460536638895,0.8958333333333334,0.475,0.7333333333333333,2.276160761662775
A_t200k,A,18700008,240,1,2,0,0.1600418410041841,0.04583333333333333,2.925,2.0375,2.1458333333333335,0.4083333333333333,1.4208333333333334,0.025,3.5770978875665205,0.45,2.4,10.375153435269992,4.30537761375308,0.42916666666666664,0.7291666666666666,0.4125,3.0169642381567177
A_t200k,A,18700009,240,1,1,0,0.1684100418410042,0.029166666666666667,2.8625,2.1875,1.9083333333333334,0.5166666666666667,1.5625,0.0125,3.4475006064400078,0.23333333333333334,2.845833333333333,11.927784251670042,3.4394988899429637,0.30416666666666664,0.8458333333333333,0.4,1.7691946871992614
A_t200k,A,18700010,240,0,1,1,0.14853556485355648,0.004166666666666667,2.816666666666667,2.033333333333333,2.154166666666667,0.5625,1.2625,0.020833333333333332,3.0521556640664738,0.2708333333333333,2.9166666666666665,11.678897939125697,3.2799578376114367,0.24166666666666667,0.8458333333333333,0.32916666666666666,2.5500626412756513
A_t200k,A,18700011,240,1,1,0,0.14225941422594143,0.05,2.725,2.1083333333333334,2.1666666666666665,0.48333333333333334,1.3291666666666666,0.020833333333333332,3.4686984117867223,0.2875,2.7958333333333334,11.706331661343574,3.5359195580085117,0.2375,0.8291666666666667,0.30416666666666664,2.367058909678644
A_t200k,A,18700012,133,1,3,1,0.17424242424242425,0.07518796992481203,2.9323308270676693,1.7218045112781954,2.774436090225564,0.21804511278195488,0.9849624060150376,0.022556390977443608,4.933643653652722,0.9323308270676691,1.3609022556390977,7.001166166219496,6.74605499532886,1.1954887218045114,0.41353383458646614,1.2857142857142858,2.7340203916945427
A_t200k,A,18700013,240,0,0,0,0.17154811715481172,0.05416666666666667,2.7875,1.9833333333333334,2.0125,0.36666666666666664,1.6208333333333333,0.0,3.5145157157546945,0.325,2.4,11.249754329522451,4.281937141964833,0.5125,0.7333333333333333,0.5666666666666667,3.3632579843203225
A_t200k,A,18700014,240,1,1,0,0.15271966527196654,0.004166666666666667,2.8291666666666666,1.9041666666666666,2.35,0.3541666666666667,1.2875,0.008333333333333333,3.801326818909082,0.43333333333333335,2.4291666666666667,10.558974023660024,4.269533467044433,0.5541666666666667,0.6833333333333333,0.5333333333333333,3.67330974849259
A_t200k,A,18700015,240,0,0,0,0.16631799163179917,0.05416666666666667,2.75,2.1666666666666665,1.8458333333333334,0.5583333333333333,1.5583333333333333,0.0375,2.842980403660072,0.14166666666666666,3.0416666666666665,12.685223877429962,2.978438495347897,0.22916666666666666,0.875,0.375,1.5231556698807285
A_t200k,A,18700016,240,1,2,0,0.1307531380753138,0.008333333333333333,2.941666666666667,2.0875,2.1375,0.5875,1.2625,0.0125,3.204224643918375,0.42916666666666664,2.8625,10.92850239177545,3.4040176714460055,0.25416666666666665,0.8458333333333333,0.44166666666666665,2.07781113402711
A_t200k,A,18700017,240,1,1,0,0.13493723849372385,0.06666666666666667,2.720833333333333,2.0125,2.25,0.49583333333333335,1.2541666666666667,0.0,3.800468713107208,0.3458333333333333,2.558333333333333,11.256156307458877,3.9470287072161834,0.5,0.7333333333333333,0.4125,2.6198616455901753
A_t200k,A,18700018,240,0,0,0,0.1579497907949791,0.004166666666666667,2.7125,2.0375,1.775,0.5541666666666667,1.65,0.020833333333333332,3.0862216471797894,0.18333333333333332,2.8333333333333335,12.210068596402804,3.32166569357117,0.3,0.8666666666666667,0.22916666666666666,2.7065643005900912
A_t200k,A,18700019,240,1,2,0,0.17677824267782427,0.0,2.745833333333333,2.075,1.95,0.5458333333333333,1.4958333333333333,0.008333333333333333,2.9335795260137982,0.24166666666666667,3.1041666666666665,11.943146536747614,2.930546977867683,0.2,0.8916666666666667,0.26666666666666666,2.8450773919487857
A_t200k,A,18700020,240,1,1,0,0.15481171548117154,0.041666666666666664,2.783333333333333,2.0083333333333333,1.9833333333333334,0.5,1.5041666666666667,0.0125,2.9175079424969024,0.31666666666666665,2.9833333333333334,11.608608163396518,3.139462150633335,0.32083333333333336,0.85,0.45416666666666666,2.431712424525848
A_t200k,A,18700021,240,0,0,0,0.1600418410041841,0.03333333333333333,2.7375,2.0416666666666665,1.875,0.55,1.55,0.025,3.0041332822293043,0.20416666666666666,2.8666666666666667,12.153735399246216,3.3097199817498524,0.2791666666666667,0.8125,0.2916666666666667,2.701636258098814
A_t200k,A,18700022,240,1,1,0,0.14853556485355648,0.07916666666666666,2.9458333333333333,1.875,2.441666666666667,0.25416666666666665,1.3041666666666667,0.0,4.244417081173095,0.49583333333333335,2.1333333333333333,10.116421011586985,4.807447743415833,0.6791666666666667,0.6375,0.7833333333333333,2.3963279500870724
A_t200k,A,18700023,240,1,1,0,0.16317991631799164,0.04583333333333333,2.629166666666667,1.9708333333333334,1.9,0.5583333333333333,1.5291666666666666,0.0125,3.1073395390787883,0.22083333333333333,3.0541666666666667,12.181557493408521,3.128045685092608,0.24583333333333332,0.8791666666666667,0.29583333333333334,2.317957578734918
A_t200k,A,18700024,240,0,0,0,0.17573221757322174,0.008333333333333333,2.7708333333333335,2.0083333333333333,2.0541666666666667,0.49583333333333335,1.4125,0.0375,3.190894358718974,0.30416666666666664,2.675,11.4185959259669,3.895830326030652,0.44583333333333336,0.7583333333333333,0.43333333333333335,3.2713220739501643
A_t200k,A,18700025,240,1,1,0,0.17468619246861924,0.03333333333333333,2.691666666666667,2.0541666666666667,1.8708333333333333,0.4708333333333333,1.6583333333333334,0.0,3.3308451621689725,0.23333333333333334,2.9458333333333333,11.958388753732045,3.3512781910598277,0.30416666666666664,0.8166666666666667,0.5125,2.231277455971844
A_t200k,A,18700026,240,1,1,0,0.13807531380753138,0.041666666666666664,2.745833333333333,2.0791666666666666,1.8291666666666666,0.5166666666666667,1.6416666666666666,0.0125,3.737197681562975,0.21666666666666667,2.775,12.010739970207215,3.4141415546337766,0.24583333333333332,0.8833333333333333,0.3416666666666667,2.959194601033673
