scale,style,seed,arm,E_v,E_x_rmse,trace_hash
2v2,BREACH,19500011,I3_FULL_CURRENT_MACRO,0.359144,2.39988,c72bb7bcabe41b4d376775e893d97383b934943dd4a6be203d68f30dbc0ffa88
4v4,GUARD,19500011,I0_CONTINUOUS_ORACLE,0.387644,1.774799,a30574b77ddc763bcd7c80a09e1fc272041c025a59bfdc8c3b89336ccc1002fc
4v4,GUARD,19500011,I1_W50_NO_COMMIT,0.480097,2.257262,a30574b77ddc763bcd7c80a09e1fc272041c025a59bfdc8c3b89336ccc1002fc
4v4,GUARD,19500011,I2_W50_CURRENT_COMMIT,0.551104,3.089869,a30574b77ddc763bcd7c80a09e1fc272041c025a59bfdc8c3b89336ccc1002fc
4v4,GUARD,19500011,I3_FULL_CURRENT_MACRO,0.515706,1.693969,a30574b77ddc763bcd7c80a09e1fc272041c025a59bfdc8c3b89336ccc1002fc
4v4,BREACH,19500011,I0_CONTINUOUS_ORACLE,0.470644,1.739535,919dd684a2cfee174d7e28f4ca70b843b189585ce7bc0b3042f58b37de4178b2
4v4,BREACH,19500011,I1_W50_NO_COMMIT,0.536232,2.21418,919dd684a2cfee174d7e28f4ca70b843b189585ce7bc0b3042f58b37de4178b2
4v4,BREACH,19500011,I2_W50_CURRENT_COMMIT,0.672744,2.70082,919dd684a2cfee174d7e28f4ca70b843b189585ce7bc0b3042f58b37de4178b2
4v4,BREACH,19500011,I3_FULL_CURRENT_MACRO,0.612298,2.188755,919dd684a2cfee174d7e28f4ca70b843b189585ce7bc0b3042f58b37de4178b2
2v2,GUARD,19500012,I0_CONTINUOUS_ORACLE,0.27023,1.784532,0775dca8c7823de3df7e90c161569ac0e55657b8736ac0077cf4e26d537340da
2v2,GUARD,19500012,I1_W50_NO_COMMIT,0.281765,2.358804,0775dca8c7823de3df7e90c161569ac0e55657b8736ac0077cf4e26d537340da
2v2,GUARD,19500012,I2_W50_CURRENT_COMMIT,0.339208,3.350197,0775dca8c7823de3df7e90c161569ac0e55657b8736ac0077cf4e26d537340da
2v2,GUARD,19500012,I3_FULL_CURRENT_MACRO,0.359765,1.718346,0775dca8c7823de3df7e90c161569ac0e55657b8736ac0077cf4e26d537340da
2v2,BREACH,19500012,I0_CONTINUOUS_ORACLE,0.444101,2.265442,0e5aecae1cc6bcfa7dcb1ee66ec1c98836e0db40b1df301c952f75df610376f7
2v2,BREACH,19500012,I1_W50_NO_COMMIT,0.419565,2.110879,0e5aecae1cc6bcfa7dcb1ee66ec1c98836e0db40b1df301c952f75df610376f7
2v2,BREACH,19500012,I2_W50_CURRENT_COMMIT,0.431078,3.150068,0e5aecae1cc6bcfa7dcb1ee66ec1c98836e0db40b1df301c952f75df610376f7
2v2,BREACH,19500012,I3_FULL_CURRENT_MACRO,0.42632,2.62635,0e5aecae1cc6bcfa7dcb1ee66ec1c98836e0db40b1df301c952f75df610376f7
4v4,GUARD,19500012,I0_CONTINUOUS_ORACLE,0.427738,1.897032,4a9712883f33a03dd14a5076a826cbb9e33edb3075eea3e3eff419cde8a249e8
4v4,GUARD,19500012,I1_W50_NO_COMMIT,0.486207,2.734604,4a9712883f33a03dd14a5076a826cbb9e33edb3075eea3e3eff419cde8a249e8
4v4,GUARD,19500012,I2_W50_CURRENT_COMMIT,0.579666,3.780294,4a9712883f33a03dd14a5076a826cbb9e33edb3075eea3e3eff419cde8a249e8
4v4,GUARD,19500012,I3_FULL_CURRENT_MACRO,0.527888,2.029376,4a9712883f33a03dd14a5076a826cbb9e33edb3075eea3e3eff419cde8a249e8
4v4,BREACH,19500012,I0_CONTINUOUS_ORACLE,0.55404,1.584893,2159e0c1df01e8ac794e24229ce33c8c14f1b202bb467ae3a14c7545c5153258
4v4,BREACH,19500012,I1_W50_NO_COMMIT,0.713665,2.127628,2159e0c1df01e8ac794e24229ce33c8c14f1b202bb467ae3a14c7545c5153258
4v4,BREACH,19500012,I2_W50_CURRENT_COMMIT,0.939532,2.71564,2159e0c1df01e8ac794e24229ce33c8c14f1b202bb467ae3a14c7545c5153258
4v4,BREACH,19500012,I3_FULL_CURRENT_MACRO,0.878511,2.419874,2159e0c1df01e8ac794e24229ce33c8c14f1b202bb467ae3a14c7545c5153258
2v2,GUARD,19500013,I0_CONTINUOUS_ORACLE,0.228967,1.097482,d43a459f50066fbba69ca4d3fa980175ac8b0790e5f08c8bd1d529c6771e9055
2v2,GUARD,19500013,I1_W50_NO_COMMIT,0.291993,1.788631,d43a459f50066fbba69ca4d3fa980175ac8b0790e5f08c8bd1d529c6771e9055
2v2,GUARD,19500013,I2_W50_CURRENT_COMMIT,0.353931,1.837913,d43a459f50066fbba69ca4d3fa980175ac8b0790e5f08c8bd1d529c6771e9055
2v2,GUARD,19500013,I3_FULL_CURRENT_MACRO,0.33924,1.637102,d43a459f50066fbba69ca4d3fa980175ac8b0790e5f08c8bd1d529c6771e9055
2v2,BREACH,19500013,I0_CONTINUOUS_ORACLE,0.386289,2.573689,43ea7dc352c12df96f36ba3986cce9e4b82ab42b30ee11200e57dc49fe3d44f2
2v2,BREACH,19500013,I1_W50_NO_COMMIT,0.414503,2.796434,43ea7dc352c12df96f36ba3986cce9e4b82ab42b30ee11200e57dc49fe3d44f2
2v2,BREACH,19500013,I2_W50_CURRENT_COMMIT,0.451162,3.579107,43ea7dc352c12df96f36ba3986cce9e4b82ab42b30ee11200e57dc49fe3d44f2
2v2,BREACH,19500013,I3_FULL_CURRENT_MACRO,0.436372,2.799255,43ea7dc352c12df96f36ba3986cce9e4b82ab42b30ee11200e57dc49fe3d44f2
4v4,GUARD,19500013,I0_CONTINUOUS_ORACLE,0.433341,1.59625,b6930654128a2cf978295848771560bb5c8cc93283c024dc9218c1628c173fb2
4v4,GUARD,19500013,I1_W50_NO_COMMIT,0.495023,2.043569,b6930654128a2cf978295848771560bb5c8cc93283c024dc9218c1628c173fb2
4v4,GUARD,19500013,I2_W50_CURRENT_COMMIT,0.54196,2.430346,b6930654128a2cf978295848771560bb5c8cc93283c024dc9218c1628c173fb2
4v4,GUARD,19500013,I3_FULL_CURRENT_MACRO,0.544813,1.972897,b6930654128a2cf978295848771560bb5c8cc93283c024dc9218c1628c173fb2
4v4,BREACH,19500013,I0_CONTINUOUS_ORACLE,0.434571,2.716212,1837c53baca6c65b1b79e64066647afa3dcaca50c6e0fd2893ac603aeb2ed960
4v4,BREACH,19500013,I1_W50_NO_COMMIT,0.449596,3.450196,1837c53baca6c65b1b79e64066647afa3dcaca50c6e0fd2893ac603aeb2ed960
4v4,BREACH,19500013,I2_W50_CURRENT_COMMIT,0.503053,3.821024,1837c53baca6c65b1b79e64066647afa3dcaca50c6e0fd2893ac603aeb2ed960
4v4,BREACH,19500013,I3_FULL_CURRENT_MACRO,0.474261,2.695712,1837c53baca6c65b1b79e64066647afa3dcaca50c6e0fd2893ac603aeb2ed960
2v2,GUARD,19500014,I0_CONTINUOUS_ORACLE,0.178116,1.002475,636ef9aad0b43e807dabb1b55c5314b7d166cea90b0c0ec7706e5933cd281d4b
2v2,GUARD,19500014,I1_W50_NO_COMMIT,0.314311,2.158136,636ef9aad0b43e807dabb1b55c5314b7d166cea90b0c0ec7706e5933cd281d4b
2v2,GUARD,19500014,I2_W50_CURRENT_COMMIT,0.389099,3.188938,636ef9aad0b43e807dabb1b55c5314b7d166cea90b0c0ec7706e5933cd281d4b
2v2,GUARD,19500014,I3_FULL_CURRENT_MACRO,0.318252,1.182087,636ef9aad0b43e807dabb1b55c5314b7d166cea90b0c0ec7706e5933cd281d4b
2v2,BREACH,19500014,I0_CONTINUOUS_ORACLE,0.395796,1.826903,5d835e179fe5000e92d3b3624d34f8862b7816f74f8d1ecd3462e01b173b1226
2v2,BREACH,19500014,I1_W50_NO_COMMIT,0.552232,2.106664,5d835e179fe5000e92d3b3624d34f8862b7816f74f8d1ecd3462e01b173b1226
2v2,BREACH,19500014,I2_W50_CURRENT_COMMIT,0.623029,2.929133,5d835e179fe5000e92d3b3624d34f8862b7816f74f8d1ecd3462e01b173b1226
2v2,BREACH,19500014,I3_FULL_CURRENT_MACRO,0.571762,2.837852,5d835e179fe5000e92d3b3624d34f8862b7816f74f8d1ecd3462e01b173b1226
4v4,GUARD,19500014,I0_CONTINUOUS_ORACLE,0.444195,2.06625,d443da3b04d6ff4f67c240b31a346d5bfc1a293fa4501bc9f71ec01f99335bcc
4v4,GUARD,19500014,I1_W50_NO_COMMIT,0.499734,2.860009,d443da3b04d6ff4f67c240b31a346d5bfc1a293fa4501bc9f71ec01f99335bcc
4v4,GUARD,19500014,I2_W50_CURRENT_COMMIT,0.565576,3.130417,d443da3b04d6ff4f67c240b31a346d5bfc1a293fa4501bc9f71ec01f99335bcc
4v4,GUARD,19500014,I3_FULL_CURRENT_MACRO,0.52159,1.971296,d443da3b04d6ff4f67c240b31a346d5bfc1a293fa4501bc9f71ec01f99335bcc
4v4,BREACH,19500014,I0_CONTINUOUS_ORACLE,0.619895,1.598463,8ca60c6465aa1fa12d29e9655539e5fe0f4923741ee51136aa06cee3625b2db4
4v4,BREACH,19500014,I1_W50_NO_COMMIT,0.740048,1.886201,8ca60c6465aa1fa12d29e9655539e5fe0f4923741ee51136aa06cee3625b2db4
4v4,BREACH,19500014,I2_W50_CURRENT_COMMIT,0.974988,2.526526,8ca60c6465aa1fa12d29e9655539e5fe0f4923741ee51136aa06cee3625b2db4
4v4,BREACH,19500014,I3_FULL_CURRENT_MACRO,0.926666,2.027463,8ca60c6465aa1fa12d29e9655539e5fe0f4923741ee51136aa06cee3625b2db4
2v2,GUARD,19500015,I0_CONTINUOUS_ORACLE,0.245542,1.254749,9f4d3eb9c6699baa3a21bd6e6cec04f9ae631c1f9678098e430feff865c822b6
2v2,GUARD,19500015,I1_W50_NO_COMMIT,0.269201,2.876357,9f4d3eb9c6699baa3a21bd6e6cec04f9ae631c1f9678098e430feff865c822b6
2v2,GUARD,19500015,I2_W50_CURRENT_COMMIT,0.357142,3.229223,9f4d3eb9c6699baa3a21bd6e6cec04f9ae631c1f9678098e430feff865c822b6
2v2,GUARD,19500015,I3_FULL_CURRENT_MACRO,0.388356,1.493231,9f4d3eb9c6699baa3a21bd6e6cec04f9ae631c1f9678098e430feff865c822b6
2v2,BREACH,19500015,I0_CONTINUOUS_ORACLE,0.339323,1.867055,88c8622af8e9f8847a12c232283a0685806a52f0f3444d0754e3e6a6e6b1ff0d
2v2,BREACH,19500015,I1_W50_NO_COMMIT,0.341219,1.958265,88c8622af8e9f8847a12c232283a0685806a52f0f3444d0754e3e6a6e6b1ff0d
2v2,BREACH,19500015,I2_W50_CURRENT_COMMIT,0.367864,3.084317,88c8622af8e9f8847a12c232283a0685806a52f0f3444d0754e3e6a6e6b1ff0d
2v2,BREACH,19500015,I3_FULL_CURRENT_MACRO,0.357171,2.206803,88c8622af8e9f8847a12c232283a0685806a52f0f3444d0754e3e6a6e6b1ff0d
4v4,GUARD,19500015,I0_CONTINUOUS_ORACLE,0.439928,1.674865,bbbbb6ae672950be778512b45b43186bd9c73418573a1f25d7073bc7a6785557
4v4,GUARD,19500015,I1_W50_NO_COMMIT,0.50163,2.161619,bbbbb6ae672950be778512b45b43186bd9c73418573a1f25d7073bc7a6785557
4v4,GUARD,19500015,I2_W50_CURRENT_COMMIT,0.581174,2.65254,bbbbb6ae672950be778512b45b43186bd9c73418573a1f25d7073bc7a6785557
4v4,GUARD,19500015,I3_FULL_CURRENT_MACRO,0.564493,1.80087,bbbbb6ae672950be778512b45b43186bd9c73418573a1f25d7073bc7a6785557
4v4,BREACH,19500015,I0_CONTINUOUS_ORACLE,0.416121,1.866376,d413bdb458adcb70686b384e78c29c80e3bc1b811255ac6abb134d98de4c3c86
4v4,BREACH,19500015,I1_W50_NO_COMMIT,0.492481,2.415588,d413bdb458adcb70686b384e78c29c80e3bc1b811255ac6abb134d98de4c3c86
4v4,BREACH,19500015,I2_W50_CURRENT_COMMIT,0.594367,2.953047,d413bdb458adcb70686b384e78c29c80e3bc1b811255ac6abb134d98de4c3c86
4v4,BREACH,19500015,I3_FULL_CURRENT_MACRO,0.606998,3.163429,d413bdb458adcb70686b384e78c29c80e3bc1b811255ac6abb134d98de4c3c86
2v2,GUARD,19500016,I0_CONTINUOUS_ORACLE,0.222006,1.03578,9df195d33fe48f08b090f0a4bcf1aefb3d09e9528de392545038da3f432cd7e8
2v2,GUARD,19500016,I1_W50_NO_COMMIT,0.254149,2.034361,9df195d33fe48f08b090f0a4bcf1aefb3d09e9528de392545038da3f432cd7e8
2v2,GUARD,19500016,I2_W50_CURRENT_COMMIT,0.3013,2.069283,9df195d33fe48f08b090f0a4bcf1aefb3d09e9528de392545038da3f432cd7e8
2v2,GUARD,19500016,I3_FULL_CURRENT_MACRO,0.291265,1.218923,9df195d33fe48f08b090f0a4bcf1aefb3d09e9528de392545038da3f432cd7e8
2v2,BREACH,19500016,I0_CONTINUOUS_ORACLE,0.449956,1.956494,b69d770d89267e1c7352c941b843064f4d60ee86ff5e597e25a28466ce691523
2v2,BREACH,19500016,I1_W50_NO_COMMIT,0.491074,2.027211,b69d770d89267e1c7352c941b843064f4d60ee86ff5e597e25a28466ce691523
2v2,BREACH,19500016,I2_W50_CURRENT_COMMIT,0.636297,3.182484,b69d770d89267e1c7352c941b843064f4d60ee86ff5e597e25a28466ce691523
2v2,BREACH,19500016,I3_FULL_CURRENT_MACRO,0.574465,1.814877,b69d770d89267e1c7352c941b843064f4d60ee86ff5e597e25a28466ce691523
4v4,GUARD,19500016,I0_CONTINUOUS_ORACLE,0.456265,1.688927,1584cd4395afa89ad7ffa2ba56e3eb7135f4e7d30ce06d8d4f0a60dfdba0c0c7
4v4,GUARD,19500016,I1_W50_NO_COMMIT,0.459355,2.257426,1584cd4395afa89ad7ffa2ba56e3eb7135f4e7d30ce06d8d4f0a60dfdba0c0c7
4v4,GUARD,19500016,I2_W50_CURRENT_COMMIT,0.544193,2.297476,1584cd4395afa89ad7ffa2ba56e3eb7135f4e7d30ce06d8d4f0a60dfdba0c0c7
4v4,GUARD,19500016,I3_FULL_CURRENT_MACRO,0.523693,1.79043,1584cd4395afa89ad7ffa2ba56e3eb7135f4e7d30ce06d8d4f0a60dfdba0c0c7
4v4,BREACH,19500016,I0_CONTINUOUS_ORACLE,0.649566,1.626771,8bd262d440ce28bd218fc5e8409bf188e5940326bd08b4fbe212396381d15df0
4v4,BREACH,19500016,I1_W50_NO_COMMIT,0.783008,1.997653,8bd262d440ce28bd218fc5e8409bf188e5940326bd08b4fbe212396381d15df0
4v4,BREACH,19500016,I2_W50_CURRENT_COMMIT,1.017299,2.68094,8bd262d440ce28bd218fc5e8409bf188e5940326bd08b4fbe212396381d15df0
4v4,BREACH,19500016,I3_FULL_CURRENT_MACRO,0.954049,2.085469,8bd262d440ce28bd218fc5e8409bf188e5940326bd08b4fbe212396381d15df0
