blue_style,red_style,map,episode_index,episode_seed,success,blue_score,red_score,win_margin,steps,return,outcome,time_to_first_score,collision_free,zone_coverage
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,0,531001,0,1,2,-1,240,-13.810769068208174,loss,88.0,0,0.7199999690055847
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,0,531001,0,0,0,0,240,-14.211954709287966,draw,,0,0.7199999690055847
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,0,531001,1,2,0,2,240,-11.35939581124694,win,151.0,0,0.8399999737739563
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,0,531001,0,0,1,-1,240,-15.970564312214265,loss,94.0,0,0.7199999690055847
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,1,531002,0,1,2,-1,240,-12.60640321057872,loss,110.0,0,0.6399999856948853
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,1,531002,0,1,3,-2,195,-6.06949213182088,loss,62.0,0,0.7199999690055847
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,1,531002,1,3,0,3,196,-7.511414947306548,win,39.0,0,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,1,531002,0,0,0,0,240,-13.882302696525585,draw,,1,0.5600000023841858
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,2,531003,0,0,1,-1,240,-14.475920796598075,loss,118.0,1,0.5999999642372131
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,2,531003,0,0,1,-1,240,-12.99759970321611,loss,217.0,0,0.6800000071525574
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,2,531003,1,3,1,2,159,-7.327148677257355,win,118.0,1,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,2,531003,0,0,2,-2,240,-13.327256686374312,loss,143.0,0,0.5199999809265137
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,3,531004,0,0,2,-2,240,-14.474206813087221,loss,115.0,0,0.7199999690055847
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,3,531004,0,0,1,-1,240,-11.520636317902245,loss,135.0,0,0.6399999856948853
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,3,531004,1,3,1,2,96,-1.6803727078950033,win,43.0,1,0.7999999523162842
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,3,531004,0,1,1,0,240,-12.234472396055935,draw,189.0,0,0.7199999690055847
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,4,531005,0,0,1,-1,240,-14.061734387709294,loss,97.0,1,0.4399999976158142
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,4,531005,0,0,1,-1,240,-10.742388859856874,loss,83.0,0,0.6800000071525574
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,4,531005,0,0,0,0,240,-16.484744218323613,draw,,0,0.9199999570846558
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,4,531005,0,0,0,0,240,-13.179750591807533,draw,,0,0.47999998927116394
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,5,531006,0,0,2,-2,240,-12.404252837208332,loss,98.0,0,0.5999999642372131
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,5,531006,0,0,0,0,240,-15.025783379242057,draw,,0,0.5199999809265137
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,5,531006,1,3,1,2,198,-9.442742162849754,win,155.0,0,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,5,531006,0,0,0,0,240,-12.477466519223526,draw,,0,0.6399999856948853
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,6,531007,0,0,0,0,240,-13.736640401766635,draw,,0,0.6399999856948853
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,6,531007,0,0,1,-1,240,-9.280410911800573,loss,124.0,0,0.7599999904632568
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,6,531007,0,0,0,0,240,-15.474593726859894,draw,,0,0.8399999737739563
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,6,531007,0,0,0,0,240,-13.61681096049142,draw,,0,0.5999999642372131
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,7,531008,0,1,1,0,240,-13.906931572186295,draw,192.0,1,0.7999999523162842
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,7,531008,0,0,0,0,240,-10.177380759618245,draw,,0,0.7199999690055847
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,7,531008,1,3,0,3,180,-6.950685456540668,win,40.0,1,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,7,531008,0,0,0,0,240,-14.075802585633937,draw,,1,0.5999999642372131
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,8,531009,0,0,1,-1,240,-14.071666316944174,loss,119.0,1,0.7599999904632568
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,8,531009,0,0,1,-1,240,-10.665714553615544,loss,88.0,0,0.8399999737739563
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,8,531009,1,3,1,2,91,-1.606741307041375,win,42.0,1,0.8399999737739563
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,8,531009,0,0,0,0,240,-12.949934592470527,draw,,0,0.6800000071525574
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,9,531010,0,0,0,0,240,-12.203413799550617,draw,,0,0.6399999856948853
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,9,531010,0,0,1,-1,240,-10.463306501755142,loss,239.0,0,0.7999999523162842
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,9,531010,0,0,0,0,240,-15.619514594262,draw,,0,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,9,531010,0,0,1,-1,240,-14.244636965246173,loss,182.0,0,0.6800000071525574
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,10,531011,0,0,1,-1,240,-16.257068666251143,loss,132.0,1,0.6399999856948853
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,10,531011,0,0,1,-1,240,-14.457155414042063,loss,166.0,0,0.7999999523162842
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,10,531011,1,3,0,3,154,-6.009426535318198,win,109.0,1,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,10,531011,0,0,1,-1,240,-14.036295675789006,loss,140.0,0,0.6800000071525574
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,11,531012,0,0,1,-1,240,-14.340188884933013,loss,163.0,0,0.6399999856948853
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,11,531012,0,0,0,0,240,-13.396987991494825,draw,,0,0.7599999904632568
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,11,531012,1,3,0,3,102,-1.6893112395482603,win,49.0,1,0.7999999523162842
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,11,531012,0,0,0,0,240,-12.98494300164748,draw,,0,0.6399999856948853
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,12,531013,0,1,3,-2,222,-12.259529396542348,loss,119.0,0,0.5199999809265137
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,12,531013,0,0,1,-1,240,-11.594090268743457,loss,188.0,0,0.7999999523162842
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,12,531013,0,0,0,0,240,-12.8734362416144,draw,,0,0.9599999785423279
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,12,531013,0,0,0,0,240,-15.434596557082841,draw,,0,0.5999999642372131
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,13,531014,0,1,1,0,240,-14.28031493970775,draw,150.0,0,0.7999999523162842
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,13,531014,0,0,1,-1,240,-12.802604529861128,loss,95.0,0,0.8399999737739563
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,13,531014,1,2,1,1,240,-11.459641411618577,win,198.0,0,0.8799999952316284
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,13,531014,0,0,0,0,240,-15.181269008724485,draw,,0,0.6399999856948853
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,14,531015,0,0,1,-1,240,-15.114949689159403,loss,150.0,0,0.3999999761581421
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,14,531015,0,0,0,0,240,-14.176161509996746,draw,,0,0.4399999976158142
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,14,531015,1,3,1,2,227,-11.650022219168022,win,114.0,1,0.7999999523162842
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,14,531015,0,0,1,-1,240,-13.670989410602488,loss,190.0,0,0.47999998927116394
BLUE_RUSH,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,15,531016,0,0,0,0,240,-15.346491623233305,draw,,0,0.5600000023841858
BLUE_TURTLE,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,15,531016,0,0,0,0,240,-15.755329738996807,draw,,0,0.6800000071525574
BLUE_SPLIT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,15,531016,1,1,0,1,240,-13.951485460274853,win,235.0,0,0.8399999737739563
BLUE_ESCORT,OP10_AGGRESSIVE_INTERCEPTOR,map_b_split_lane,15,531016,0,0,1,-1,240,-14.001333641615929,loss,230.0,0,0.47999998927116394
