opponent,map,episode_index,episode_seed,cell_seed,return_z0,return_z1,return_z2,return_z3,V_z0,V_z1,V_z2,V_z3,mean_z_return,oracle_selected_adv,online_proxy,oracle_best_z,critic_best_z
OP8,map_b,84,126,42,-0.8995714,-5.89362,-0.99104166,-3.2430813,-1.1691613,-1.0939648,-1.2186801,-1.2262912,-2.7568285,-3.1367915,-4.799655,0,1
OP8,map_b,85,127,42,-0.1989494,-1.5142336,-1.8775634,-6.6354346,-1.202677,-1.1567857,-1.2742229,-1.2505829,-2.5565453,1.0423117,-0.35744786,0,1
OP8,map_b,86,128,42,-12.054237,-1.6619912,-7.875883,-0.60527694,-1.3974061,-1.3096962,-1.4544497,-1.4840131,-5.549347,3.8873558,-0.35229504,3,1
OP8,map_b,87,129,42,-1.9785969,-0.57781065,-6.8195314,-10.452968,-1.4731581,-1.4501874,-1.4999292,-1.4536054,-4.9572268,4.379416,0.8723768,1,1
OP8,map_b,88,130,42,-2.6676893,-4.4499645,-2.055485,-2.6358685,-1.0534853,-1.0425138,-1.0985589,-1.0432307,-2.952252,-1.4977126,-3.4074507,2,1
OP8,map_b,89,131,42,-5.406041,-3.6867478,-2.161367,-3.9333436,-1.1629758,-1.0301957,-1.1373987,-1.1883805,-3.796875,0.11012721,-2.656552,2,1
OP8,map_b,90,132,42,-3.6420963,-2.9946961,-3.1289625,-3.1250412,-1.4786091,-1.3222585,-1.4281702,-1.4814682,-3.222699,0.22800279,-1.6724377,1,1
OP8,map_b,91,133,42,-4.4581285,-1.9001964,-8.125139,-2.2152958,-1.3050809,-1.2842047,-1.3402286,-1.3330898,-4.1746902,2.2744937,-0.6159917,1,1
OP8,map_b,92,134,42,-4.304478,-2.0979462,-1.0033729,-3.076962,-1.1896157,-1.102973,-1.2301712,-1.2181451,-2.6206899,0.5227437,-0.9949732,2,1
OP8,map_b,93,135,42,-2.7046363,-1.8087322,-1.7676831,-0.66245353,-1.1508214,-1.1464114,-1.1990776,-1.1822991,-1.7358763,-0.07285583,-0.66232073,3,1
OP8,map_b,94,136,42,-0.9291932,-6.6325884,-2.8839605,-1.7631097,-1.0814612,-1.0764854,-1.1625412,-1.0875106,-3.0522127,-3.5803757,-5.5561028,0,1
OP8,map_b,95,137,42,-0.8752454,-2.7786536,-2.5863318,-1.9200834,-1.1654785,-1.0670474,-1.1778929,-1.1841846,-2.0400784,-0.7385752,-1.7116063,0,1
OP8,map_b,96,138,42,-6.436825,-2.3364704,-6.815886,-4.362835,-1.2963974,-1.1905396,-1.329572,-1.2978275,-4.988004,2.6515338,-1.1459308,1,1
OP8,map_b,97,139,42,-1.690428,-2.394809,-5.2634363,-1.6969081,-1.3795655,-1.2332499,-1.3531823,-1.355195,-2.7613952,0.3665862,-1.1615591,0,1
OP8,map_b,98,140,42,-4.6812906,-5.5293245,-3.0316145,-7.1831355,-1.1919332,-1.1050384,-1.195107,-1.1917129,-5.1063414,-0.42298317,-4.424286,2,1
OP8,map_b,99,141,42,-3.1201563,-4.05414,-3.394264,-3.3948011,-1.2212341,-1.168478,-1.2431207,-1.2589278,-3.4908404,-0.56329966,-2.885662,0,1
OP8,map_b_split_lane_v2,0,142,142,-15.619515,-2.4345903,-3.3170385,-6.855957,-1.0842013,-0.99604553,-1.1032498,-1.0802581,-7.056775,4.6221848,-1.4385448,1,1
OP8,map_b_split_lane_v2,1,143,142,-1.7174667,-4.657867,-3.1861737,-4.7219853,-1.0381885,-1.0037925,-1.0978701,-0.9833697,-3.5708733,-1.0869937,-3.6540744,0,3
OP8,map_b_split_lane_v2,2,144,142,-6.1235285,-10.800611,-16.771952,-4.0234833,-1.4247265,-1.4337478,-1.4800537,-1.4250147,-9.4298935,-1.370717,-9.366863,3,0
OP8,map_b_split_lane_v2,3,145,142,-8.767399,-0.66006136,-1.1974187,-1.1960905,-1.1206415,-1.0667198,-1.1631045,-1.0772369,-2.9552422,2.2951808,0.4066584,1,1
OP8,map_b_split_lane_v2,4,146,142,-6.7327137,-8.821673,-4.425882,-4.5462623,-1.4641683,-1.5279279,-1.5934572,-1.5525031,-6.131633,-2.6900406,-7.2937455,2,0
OP8,map_b_split_lane_v2,5,147,142,-0.14756167,-3.0029292,-0.62459654,-2.389093,-1.2060599,-1.1062145,-1.1904941,-1.2131357,-1.5410451,-1.4618841,-1.8967147,0,1
OP8,map_b_split_lane_v2,6,148,142,-3.8573828,-0.041807294,-0.27871218,0.21602128,-1.2236886,-1.1383426,-1.2394295,-1.2701368,-0.99047023,0.94866294,1.0965353,3,1
OP8,map_b_split_lane_v2,7,149,142,-0.4207884,-8.090739,-3.80201,-3.318618,-1.6164687,-1.6186767,-1.6980398,-1.7263231,-3.9080389,-4.1827,-6.4720626,0,0
OP8,map_b_split_lane_v2,8,150,142,-1.3779635,-4.5398965,-3.047112,-0.6782198,-1.140156,-1.0496731,-1.1822863,-1.1161716,-2.4107978,-2.1290987,-3.4902234,3,1
OP8,map_b_split_lane_v2,9,151,142,-5.599534,-1.8061295,-12.688729,-0.8941019,-1.3089991,-1.2915003,-1.4047258,-1.3259311,-5.2471237,3.4409943,-0.5146291,3,1
OP8,map_b_split_lane_v2,10,152,142,-4.8425765,-4.6989202,-3.0764723,-7.717931,-1.2241049,-1.2099769,-1.2874243,-1.235745,-5.083975,0.3850546,-3.4889433,2,1
OP8,map_b_split_lane_v2,11,153,142,-3.7932158,-1.0618218,-3.8627863,-3.9529705,-1.4134533,-1.4037538,-1.4972279,-1.4953547,-3.1676986,2.105877,0.34193194,1,1
OP8,map_b_split_lane_v2,12,154,142,-0.6602826,-2.6420958,-2.1557105,-6.7419896,-1.2725422,-1.1719942,-1.3796611,-1.2902873,-3.0500197,0.40792394,-1.4701016,0,1
OP8,map_b_split_lane_v2,13,155,142,-4.9346924,-4.480063,-5.773305,-11.082725,-1.3817182,-1.241282,-1.3895359,-1.4364533,-6.567696,2.0876331,-3.238781,1,1
OP8,map_b_split_lane_v2,14,156,142,-0.8542929,-2.2715247,-6.5771294,-2.57165,-1.1101408,-1.0585243,-1.177202,-1.146807,-3.0686493,0.7971246,-1.2130004,0,1
OP8,map_b_split_lane_v2,15,157,142,-3.6751835,-9.009761,-10.333369,-3.927013,-1.4002564,-1.3910561,-1.4359772,-1.4497681,-6.736332,-2.273429,-7.618705,0,1
OP8,map_b_split_lane_v2,16,158,142,-0.704821,-0.8880315,-1.018966,-1.6675926,-1.2356181,-1.1966853,-1.2109613,-1.2804668,-1.0698527,0.18182123,0.30865383,0,1
OP8,map_b_split_lane_v2,17,159,142,-2.046465,-6.640292,-0.8989255,-14.262576,-1.4525833,-1.5271306,-1.5819116,-1.5677936,-5.9620647,-0.6782274,-5.1131616,2,0
OP8,map_b_split_lane_v2,18,160,142,-0.4096316,-3.3515859,-1.5520844,-1.27616,-1.497689,-1.4770415,-1.5539284,-1.5716479,-1.6473656,-1.7042203,-1.8745444,0,1
OP8,map_b_split_lane_v2,19,161,142,-5.191536,-5.2304344,0.5342515,-8.862064,-1.4360404,-1.4176116,-1.5329282,-1.4596646,-4.6874456,-0.5429888,-3.8128228,2,1
OP8,map_b_split_lane_v2,20,162,142,-11.546227,-3.2522218,-2.8992572,-3.8898497,-1.3575859,-1.3385644,-1.395513,-1.4132154,-5.3968887,2.144667,-1.9136574,2,1
OP8,map_b_split_lane_v2,21,163,142,-5.546673,-0.34305346,-1.6532698,-6.7991347,-1.2870142,-1.2573812,-1.3133464,-1.3071647,-3.5855327,3.2424793,0.91432774,1,1
OP8,map_b_split_lane_v2,22,164,142,-4.7179036,-6.9005175,-5.1871963,-9.166731,-1.4636745,-1.3708725,-1.5271311,-1.545594,-6.4930873,-0.40743017,-5.529645,0,1
OP8,map_b_split_lane_v2,23,165,142,-0.50634676,-2.1947749,-6.388025,-1.7701262,-1.4006066,-1.3228447,-1.4741063,-1.5088453,-2.7148182,0.5200434,-0.8719301,0,1
OP8,map_b_split_lane_v2,24,166,142,-8.181501,-16.742409,-1.0832088,-5.1754966,-1.4216774,-1.4639823,-1.5260451,-1.4949591,-7.795654,-8.946754,-15.278426,2,0
OP8,map_b_split_lane_v2,25,167,142,-1.4934446,-0.88139206,-1.2908458,-2.7158167,-1.2885318,-1.2072134,-1.3457277,-1.2823248,-1.5953748,0.71398276,0.32582134,1,1
OP8,map_b_split_lane_v2,26,168,142,-3.468021,-0.18368833,-15.027897,-1.3590546,-1.1606224,-1.0549195,-1.18941,-1.2027354,-5.009665,4.825977,0.87123114,1,1
OP8,map_b_split_lane_v2,27,169,142,-0.2783494,-2.2160366,-7.3556366,-1.1901549,-1.2588,-1.2527366,-1.3357744,-1.2566447,-2.7600443,0.5440078,-0.9633,0,1
OP8,map_b_split_lane_v2,28,170,142,-3.603309,-2.5788162,-4.1075883,-2.2871377,-1.1556656,-1.1194813,-1.20526,-1.1970825,-3.1442127,0.56539655,-1.4593349,3,1
OP8,map_b_split_lane_v2,29,171,142,-0.5322765,-8.909743,-8.48854,-1.5419014,-1.3181033,-1.190526,-1.2715654,-1.3564653,-4.868115,-4.0416284,-7.7192173,0,1
OP8,map_b_split_lane_v2,30,172,142,-0.55894953,-3.242027,-1.5344864,-0.4904019,-1.1109002,-1.1089499,-1.1558089,-1.0909603,-1.4564662,-1.7855608,-2.1330771,3,3
OP8,map_b_split_lane_v2,31,173,142,-0.31088406,-6.1638303,-9.687445,-5.203184,-1.1388927,-1.0361025,-1.1061857,-1.1506188,-5.341336,-0.8224945,-5.1277275,0,1
OP8,map_b_split_lane_v2,32,174,142,-15.410391,-4.455245,-5.904084,-5.385376,-1.1161537,-1.0716038,-1.1676421,-1.1514959,-7.7887735,3.3335285,-3.3836412,1,1
OP8,map_b_split_lane_v2,33,175,142,0.17008449,-8.4108925,-4.229822,-0.49172187,-1.4199772,-1.2626078,-1.3829339,-1.4310708,-3.240588,-5.1703043,-7.148285,0,1
OP8,map_b_split_lane_v2,34,176,142,-4.215971,-2.651449,-0.50021845,-1.1299838,-1.3243089,-1.2294891,-1.391743,-1.3068068,-2.1244056,-0.52704334,-1.4219599,2,1
OP8,map_b_split_lane_v2,35,177,142,-3.7164798,-2.6719131,-4.5024815,-3.0295374,-1.4736269,-1.3511429,-1.4319351,-1.5104575,-3.480103,0.80818987,-1.3207703,1,1
OP8,map_b_split_lane_v2,36,178,142,-6.13206,-0.92695016,-0.9613503,-5.7075562,-1.3006852,-1.2038875,-1.2964158,-1.3208921,-3.4319792,2.505029,0.2769373,1,1
OP8,map_b_split_lane_v2,37,179,142,-0.8930624,-1.4221624,-4.74081,-4.4089165,-1.3729317,-1.276104,-1.421386,-1.3866904,-2.8662379,1.4440755,-0.14605844,0,1
OP8,map_b_split_lane_v2,38,180,142,-1.4058688,-1.0448413,-0.42410806,-7.9884505,-1.3597081,-1.4026957,-1.4982698,-1.3769138,-2.7158172,1.6709759,0.35785437,2,0
OP8,map_b_split_lane_v2,39,181,142,-0.8045972,-0.66024876,-7.579047,-2.71583,-1.2547128,-1.1184967,-1.2496052,-1.3016491,-2.9399307,2.279682,0.4582479,1,1
OP8,map_b_split_lane_v2,40,182,142,-3.863598,0.4560018,-0.744594,-1.7305359,-1.1403604,-1.1375191,-1.1985857,-1.1372871,-1.4706815,1.9266833,1.5935209,1,3
OP8,map_b_split_lane_v2,41,183,142,-13.519631,-4.8035245,-2.8492146,-2.6106749,-1.2732089,-1.2713788,-1.2297492,-1.3136601,-5.9457617,1.1422372,-3.5321457,3,2
OP8,map_b_split_lane_v2,42,184,142,-3.6458454,-22.479467,-3.4285731,-1.6759475,-1.5346515,-1.5392509,-1.5653429,-1.6270566,-7.8074584,-14.6720085,-20.940216,3,0
OP8,map_b_split_lane_v2,43,185,142,-3.2420223,-13.553292,-9.224365,-0.6240421,-1.2144744,-1.1607401,-1.255224,-1.2734876,-6.6609306,-6.8923616,-12.392552,3,1
OP8,map_b_split_lane_v2,44,186,142,-4.907968,-4.6547146,-6.1313286,-0.87476915,-1.1148405,-1.0869689,-1.1137447,-1.1450295,-4.142195,-0.51251936,-3.5677457,3,1
OP8,map_b_split_lane_v2,45,187,142,-0.58396053,-8.716279,-0.42505237,-1.60915,-1.3985882,-1.3343518,-1.4687972,-1.5096898,-2.8336105,-5.8826685,-7.3819275,2,1
OP8,map_b_split_lane_v2,46,188,142,-6.3984227,-3.637875,-3.7434294,-8.922735,-1.3176224,-1.3173625,-1.3884518,-1.3562918,-5.6756153,2.0377402,-2.3205125,1,1
OP8,map_b_split_lane_v2,47,189,142,-8.266396,-1.9104427,-4.317041,-18.300423,-1.3952148,-1.3040462,-1.4689286,-1.4823391,-8.198576,6.288133,-0.60639656,1,1
OP8,map_b_split_lane_v2,48,190,142,-1.0311471,-6.765853,-5.5797825,-2.2843988,-1.5645885,-1.5922699,-1.6095209,-1.6208706,-3.9152954,-2.8505576,-5.173583,0,0
OP8,map_b_split_lane_v2,49,191,142,-0.8938516,-1.1553901,-4.4626474,-2.2798944,-1.0158211,-1.0017812,-1.0542579,-0.9959584,-2.197946,1.0425559,-0.15360892,0,3
OP8,map_b_split_lane_v2,50,192,142,-3.0398061,-2.3934357,-4.0652447,-11.998975,-1.1236458,-1.0394304,-1.2480345,-1.1520908,-5.3743653,2.9809296,-1.3540053,1,1
OP8,map_b_split_lane_v2,51,193,142,-1.3626798,-0.50467646,-0.4644624,-1.5435901,-1.5718598,-1.4122412,-1.5559564,-1.6133938,-0.96885216,0.4641757,0.90756476,2,1
OP8,map_b_split_lane_v2,52,194,142,-1.0565084,-4.44529,-4.5880075,-2.3432088,-1.1526175,-1.1359973,-1.2476819,-1.1564133,-3.1082535,-1.3370366,-3.3092928,0,1
OP8,map_b_split_lane_v2,53,195,142,-10.060395,-2.1715188,-0.22417694,-4.2627864,-1.2985826,-1.1645961,-1.3017235,-1.366626,-4.1797194,2.0082006,-1.0069227,2,1
OP8,map_b_split_lane_v2,54,196,142,-3.4138565,-5.806653,-1.61109,-0.22455925,-1.4737921,-1.4441745,-1.5658076,-1.5854232,-2.7640395,-3.0426135,-4.3624783,3,1
OP8,map_b_split_lane_v2,55,197,142,-3.7869205,-8.226062,-0.1552999,-1.8620554,-1.3040445,-1.2288985,-1.3505013,-1.3209565,-3.5075846,-4.7184772,-6.9971633,2,1
OP8,map_b_split_lane_v2,56,198,142,-0.030203655,-2.0421178,-4.499307,-7.4193788,-1.3035243,-1.3506188,-1.44609,-1.3653758,-3.4977517,1.4556339,-0.691499,0,0
OP8,map_b_split_lane_v2,57,199,142,-3.1565502,-2.4125013,-3.4880605,-5.5301113,-1.5296762,-1.5931387,-1.6390243,-1.6230853,-3.6468058,1.2343044,-0.81936264,1,0
OP8,map_b_split_lane_v2,58,200,142,-0.067205004,-0.17485978,-2.7455225,-1.1011803,-1.2299228,-1.1886292,-1.2736812,-1.2659471,-1.0221919,0.8473321,1.0137694,0,1
OP8,map_b_split_lane_v2,59,201,142,-0.9870367,-4.309177,-10.495513,-7.426943,-1.2447765,-1.1709409,-1.2471688,-1.233146,-5.8046675,1.4954906,-3.138236,0,1
OP8,map_b_split_lane_v2,60,202,142,-4.0941854,-0.913645,-1.1509908,-0.839369,-1.2161963,-1.2080705,-1.304354,-1.243845,-1.7495476,0.8359026,0.2944255,3,1
OP8,map_b_split_lane_v2,61,203,142,-2.2242744,-6.5443044,-21.70673,-2.9710917,-1.2594793,-1.1646907,-1.3730934,-1.2971425,-8.3616,1.8172956,-5.379614,0,1
OP8,map_b_split_lane_v2,62,204,142,-10.232059,-8.80297,-5.945488,-0.209682,-1.2346187,-1.2177439,-1.2846365,-1.2042179,-6.2975497,-2.5054202,-7.585226,3,3
OP8,map_b_split_lane_v2,63,205,142,-0.8393327,-4.4831567,-4.0242867,-11.51795,-1.4939754,-1.3838212,-1.4773853,-1.4524517,-5.2161818,0.7330251,-3.0993354,0,1
OP8,map_b_split_lane_v2,64,206,142,-1.6839197,-1.4922196,-2.2930486,-1.6824187,-1.1876354,-1.1009352,-1.2023418,-1.2132363,-1.7879016,0.29568207,-0.39128435,1,1
OP8,map_b_split_lane_v2,65,207,142,0.18105204,-2.4189816,-6.1993027,-0.8389112,-1.4909561,-1.3385413,-1.437717,-1.5119457,-2.3190358,-0.09994578,-1.0804403,0,1
OP8,map_b_split_lane_v2,66,208,142,-10.163324,-3.9762182,-6.6703324,-9.272689,-1.5749962,-1.3966117,-1.5615926,-1.6114466,-7.5206413,3.544423,-2.5796065,1,1
OP8,map_b_split_lane_v2,67,209,142,-2.2952368,-3.9533265,-1.2234534,-0.8215145,-1.3453867,-1.248194,-1.3365209,-1.3702474,-2.0733829,-1.8799436,-2.7051325,3,1
OP8,map_b_split_lane_v2,68,210,142,-1.3780777,0.3587759,-4.971461,0.4853514,-0.9666732,-0.9474441,-1.0158175,-0.9469914,-1.3763528,1.7351286,1.30622,3,3
OP8,map_b_split_lane_v2,69,211,142,-0.49590385,-1.5492142,-0.52056855,-1.5513306,-1.4700127,-1.3955848,-1.5388935,-1.5587275,-1.0292543,-0.5199599,-0.15362942,0,1
OP8,map_b_split_lane_v2,70,212,142,-1.6998547,-5.4316244,-0.47083485,-0.3619897,-1.3741298,-1.4388809,-1.4910326,-1.4682856,-1.9910759,-3.4405484,-3.9927435,3,0
OP8,map_b_split_lane_v2,71,213,142,-1.1465203,-1.3941759,-7.585771,-7.012824,-1.4232321,-1.3849175,-1.5463495,-1.5069594,-4.2848225,2.8906465,-0.0092583895,0,1
OP8,map_b_split_lane_v2,72,214,142,-3.5662427,-0.84268445,-2.8218644,-4.329677,-1.0774589,-0.99946696,-1.1972623,-1.0993259,-2.8901172,2.0474327,0.15678251,1,1
OP8,map_b_split_lane_v2,73,215,142,-1.2390699,-17.965546,-1.934503,-3.1665165,-1.267982,-1.2887626,-1.3886061,-1.3072093,-6.0764093,-11.889136,-16.676783,0,0
OP8,map_b_split_lane_v2,74,216,142,-2.963057,-1.5151414,-5.8853583,-8.862954,-1.1229129,-1.0283759,-1.1665361,-1.148102,-4.8066278,3.2914863,-0.4867655,1,1
OP8,map_b_split_lane_v2,75,217,142,-1.745003,-3.5447001,-3.5056293,-2.6948197,-1.0825379,-0.9905593,-1.1726692,-1.0827427,-2.872538,-0.67216206,-2.5541408,0,1
OP8,map_b_split_lane_v2,76,218,142,-3.3201942,-21.05307,-13.842959,-7.70073,-1.1202483,-1.0333316,-1.1414583,-1.1354034,-11.4792385,-9.573832,-20.01974,0,1
OP8,map_b_split_lane_v2,77,219,142,-0.11882642,-1.1387385,-10.385381,-0.03201998,-1.2599812,-1.1402993,-1.2757614,-1.3027627,-2.9187412,1.7800027,0.0015608072,3,1
OP8,map_b_split_lane_v2,78,220,142,-6.3543477,-3.213754,-7.7815566,-6.140444,-1.2941456,-1.2318819,-1.3245237,-1.3505871,-5.8725257,2.6587718,-1.9818721,1,1
OP8,map_b_split_lane_v2,79,221,142,-9.012172,-1.5749261,-7.17843,-1.2966931,-1.2589037,-1.253329,-1.2833602,-1.3205519,-4.7655554,3.1906292,-0.3215971,3,1
OP8,map_b_split_lane_v2,80,222,142,-11.697947,-2.5243118,-5.515181,-3.329424,-1.2302985,-1.2250016,-1.3061163,-1.2234237,-5.766716,3.2424042,-1.2993102,1,3
OP8,map_b_split_lane_v2,81,223,142,-3.7010894,-5.3192263,-0.24370389,-0.80278885,-1.010436,-0.93958724,-1.0779707,-1.0158894,-2.516702,-2.8025243,-4.379639,2,1
OP8,map_b_split_lane_v2,82,224,142,-2.8946466,-3.3943765,-0.12076495,-0.030974355,-0.99721175,-0.9560545,-1.0232079,-0.9715404,-1.6101906,-1.7841859,-2.438322,3,1
OP8,map_b_split_lane_v2,83,225,142,-1.2833683,-5.324834,-1.3269645,-18.821682,-1.4385045,-1.4310973,-1.466371,-1.4933202,-6.689212,1.364378,-3.8937366,0,1
OP8,map_b_split_lane_v2,84,226,142,-3.3571012,-5.631107,-5.127544,-2.7577724,-1.1114516,-1.0902913,-1.1755733,-1.1148353,-4.218381,-1.4127259,-4.5408154,3,1
OP8,map_b_split_lane_v2,85,227,142,-5.790157,-3.6152155,-10.302411,-1.9904304,-1.5309985,-1.4188299,-1.5196712,-1.5390074,-5.4245534,1.8093379,-2.1963856,3,1
OP8,map_b_split_lane_v2,86,228,142,-5.214024,-5.806348,-6.0502596,-7.1217556,-1.5759776,-1.4679425,-1.5597441,-1.5913334,-6.048097,0.24174929,-4.3384056,0,1
OP8,map_b_split_lane_v2,87,229,142,-0.9182612,-4.3653746,-3.8139954,-0.61496747,-1.230536,-1.2044861,-1.2603002,-1.29621,-2.4281497,-1.9372249,-3.1608884,3,1
OP8,map_b_split_lane_v2,88,230,142,-6.47052,-3.7244575,-2.3401337,-3.7146902,-1.2173252,-1.0709474,-1.2110965,-1.280287,-4.0624504,0.3379929,-2.65351,2,1
OP8,map_b_split_lane_v2,89,231,142,-13.303137,-2.938858,-4.7513113,-12.019941,-1.1632206,-1.1607666,-1.1976051,-1.1789458,-8.253311,5.314453,-1.7780914,1,1
OP8,map_b_split_lane_v2,90,232,142,-13.034852,-6.452253,-8.698421,-22.968061,-1.422823,-1.3766122,-1.4552696,-1.4345398,-12.788397,6.336144,-5.0756407,1,1
OP8,map_b_split_lane_v2,91,233,142,-8.019822,-1.0666391,-14.406911,-11.935323,-1.1499212,-1.0528755,-1.2590067,-1.1697907,-8.857174,7.790535,-0.013763547,1,1
OP8,map_b_split_lane_v2,92,234,142,-1.9747117,-1.6621345,-11.459922,-2.640129,-1.5429425,-1.5593967,-1.6075454,-1.5707984,-4.434224,2.7720895,-0.102737784,1,0
OP8,map_b_split_lane_v2,93,235,142,-5.0377464,-2.7905166,-4.873702,-7.3884754,-1.1328866,-1.0775177,-1.147773,-1.1617255,-5.02261,2.2320936,-1.7129989,1,1
OP8,map_b_split_lane_v2,94,236,142,-2.422534,-4.1031427,-0.06679866,-0.84003794,-1.3673294,-1.381552,-1.3861768,-1.4403789,-1.8581283,-2.2450144,-2.7215908,2,0
OP8,map_b_split_lane_v2,95,237,142,-0.8502385,-2.7215831,-2.5649972,-8.755541,-1.345619,-1.3323894,-1.3915536,-1.4246764,-3.72309,1.0015068,-1.3891938,0,1
OP8,map_b_split_lane_v2,96,238,142,-8.859913,-11.853328,-12.579398,-2.8298578,-1.3486388,-1.3195117,-1.3995168,-1.3768902,-9.030624,-2.8227034,-10.533816,3,1
OP8,map_b_split_lane_v2,97,239,142,-7.4175944,-0.3374303,-0.13155338,-3.0960426,-1.4345775,-1.4372907,-1.5779908,-1.5710802,-2.745655,2.4082248,1.0998604,2,0
OP8,map_b_split_lane_v2,98,240,142,-3.4198048,-3.797447,-0.8329109,-0.35284585,-1.2354155,-1.2168784,-1.3350568,-1.2685862,-2.100752,-1.6966949,-2.5805686,3,1
OP8,map_b_split_lane_v2,99,241,142,-2.1664152,-15.342174,-0.90619934,-0.5184853,-1.1946051,-1.1497362,-1.2201545,-1.2465203,-4.7333183,-10.608855,-14.192437,3,1
OP9,map_b,0,1042,1042,-1.6591601,-1.1975847,-1.8435304,-1.6526626,-1.2570186,-1.2720606,-1.3761351,-1.2849379,-1.5882345,0.3906498,0.074475884,1,0
OP9,map_b,1,1043,1042,-2.1068685,-1.8723606,-2.8841007,-1.6286094,-1.4723144,-1.4172411,-1.548753,-1.5544555,-2.122985,0.2506243,-0.4551195,3,1
OP9,map_b,2,1044,1042,-1.777282,-3.2593176,-0.9117247,-0.6820421,-1.234781,-1.2369826,-1.2052052,-1.2691929,-1.6575916,-1.601726,-2.022335,3,2
OP9,map_b,3,1045,1042,-5.072182,-1.8905649,-2.1594095,-4.0352526,-1.2651429,-1.1888647,-1.2862549,-1.2447095,-3.2893522,1.3987873,-0.7017002,1,1
OP9,map_b,4,1046,1042,-6.8093176,-3.1061094,-7.4378524,-7.5540495,-1.2092776,-1.091903,-1.311192,-1.2419078,-6.2268324,3.120723,-2.0142064,1,1
OP9,map_b,5,1047,1042,-1.7010388,-2.12252,-0.93779856,-2.820067,-1.562221,-1.4341712,-1.5519221,-1.539629,-1.895356,-0.22716391,-0.68834877,2,1
OP9,map_b,6,1048,1042,-11.732027,-1.5142039,-3.7626278,-6.518428,-1.1158626,-1.0727324,-1.1920617,-1.1455953,-5.8818216,4.3676176,-0.44147146,1,1
OP9,map_b,7,1049,1042,-0.51593435,-0.20113857,-1.9951292,-1.8968974,-1.1365316,-1.1647112,-1.2210846,-1.1443343,-1.1522748,0.9511363,0.9635727,1,0
OP9,map_b,8,1050,1042,-1.694291,-1.7561518,-2.337065,-1.0203031,-1.1320124,-1.1053896,-1.1895833,-1.0872066,-1.7019528,-0.05419898,-0.6507622,3,3
OP9,map_b,9,1051,1042,-0.29036275,-3.781049,-2.0798697,-4.5732512,-1.0954449,-1.0215249,-1.1222885,-1.1053722,-2.6811333,-1.0999157,-2.759524,0,1
OP9,map_b,10,1052,1042,-8.055949,-6.4574313,-5.689357,-8.615545,-1.3332808,-1.385014,-1.4892209,-1.4111447,-7.2045703,0.747139,-5.0724173,2,0
OP9,map_b,11,1053,1042,-0.65683854,-1.870049,-0.6362925,-6.029156,-1.2283239,-1.1144166,-1.2437634,-1.2683468,-2.298084,0.42803502,-0.7556324,2,1
OP9,map_b,12,1054,1042,-0.9154893,-1.5627872,-5.4116397,-1.7907286,-1.5155253,-1.5067658,-1.5824394,-1.5588856,-2.4201612,0.8573741,-0.056021333,0,1
OP9,map_b,13,1055,1042,-1.1794473,-1.62349,-1.1685413,-1.520792,-1.2035153,-1.1616762,-1.2478642,-1.2488344,-1.3730676,-0.25042236,-0.4618138,2,1
OP9,map_b,14,1056,1042,-1.2537155,-3.5210295,-0.73220605,-4.3909707,-1.3103902,-1.1731403,-1.3128357,-1.3715203,-2.4744804,-1.0465491,-2.3478892,2,1
OP9,map_b,15,1057,1042,-8.231272,-0.4909812,-3.73395,-4.5529437,-1.3603435,-1.3234572,-1.3953772,-1.3975897,-4.2522864,3.7613053,0.832476,1,1
OP9,map_b,16,1058,1042,-3.629038,-0.83555984,-4.6804113,-1.0735558,-1.4675977,-1.3121128,-1.453603,-1.5378101,-2.5546412,1.7190814,0.47655296,1,1
OP9,map_b,17,1059,1042,-5.4380283,-3.8140118,-0.37053928,-15.56185,-1.0914071,-1.0276086,-1.1863475,-1.1355805,-6.2961073,2.4820955,-2.7864032,2,1
OP9,map_b,18,1060,1042,-1.0881526,-1.4291939,-4.3992176,-3.3465776,-1.1954505,-1.1040466,-1.2470922,-1.2041245,-2.5657854,1.1365916,-0.32514727,0,1
OP9,map_b,19,1061,1042,-1.5372845,-1.2756753,-0.86514264,-1.5318226,-1.2516506,-1.2707562,-1.3317547,-1.3036709,-1.3024812,0.026805878,-0.004919052,2,0
OP9,map_b,20,1062,1042,-6.2677636,-6.1085124,-2.9699926,-2.4849167,-0.9799908,-0.8857712,-1.0541008,-0.9678384,-4.457796,-1.6507163,-5.222741,3,1
OP9,map_b,21,1063,1042,-1.6908422,-1.8258644,-2.3581605,-1.6277213,-1.4498603,-1.3095696,-1.4392898,-1.4103053,-1.8756471,0.049782634,-0.51629484,3,1
OP9,map_b,22,1064,1042,-6.3771358,-4.484931,-5.7216477,-2.7187185,-1.3873131,-1.2707448,-1.3892014,-1.4245751,-4.8256083,0.34067726,-3.2141862,3,1
OP9,map_b,23,1065,1042,-5.1079206,-0.71513593,0.027653953,-1.2134913,-1.1268942,-1.0617483,-1.1781783,-1.1666207,-1.7522235,1.0370876,0.34661233,2,1
OP9,map_b,24,1066,1042,-6.2323194,-0.43797025,-6.3739214,-3.5191586,-1.4260504,-1.3887537,-1.5069673,-1.5404088,-4.1408424,3.7028723,0.9507834,1,1
