blue_style,red_style,map,episode_index,episode_seed,success,blue_score,red_score,win_margin,steps,return,outcome,time_to_first_score,collision_free,zone_coverage
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,4,551005,1,3,0,3,105,-2.1982698978390545,win,44.0,1,0.8399999737739563
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,4,551005,1,3,0,3,240,-5.600770481949439,win,108.0,0,0.5600000023841858
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,5,551006,1,1,0,1,240,-7.2285707513510715,win,137.0,1,0.6800000071525574
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,5,551006,0,0,0,0,240,-17.238518453668803,draw,,0,0.5600000023841858
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,5,551006,1,3,0,3,99,-1.819398874125909,win,47.0,1,0.7199999690055847
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,5,551006,1,3,0,3,205,-6.2340687634423375,win,45.0,0,0.7199999690055847
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,6,551007,1,2,1,1,240,-6.798053176957183,win,145.0,1,0.6399999856948853
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,6,551007,0,0,0,0,240,-12.02010167557819,draw,,0,0.47999998927116394
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,6,551007,1,3,0,3,127,-4.795341712073423,win,40.0,1,0.9199999570846558
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,6,551007,1,1,0,1,240,-7.931215545453597,win,106.0,0,0.6800000071525574
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,7,551008,1,2,1,1,240,-5.0666058220667765,win,38.0,1,0.7599999904632568
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,7,551008,0,0,1,-1,240,-17.118752698675962,loss,43.0,0,0.7199999690055847
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,7,551008,1,3,0,3,103,-2.068553235149011,win,48.0,1,0.8799999952316284
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,7,551008,1,3,0,3,188,-3.693694648827659,win,44.0,0,0.7199999690055847
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,8,551009,0,1,1,0,240,-7.088115845777793,draw,194.0,1,0.6399999856948853
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,8,551009,0,0,0,0,240,-14.18078670516843,draw,,0,0.6800000071525574
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,8,551009,1,3,0,3,93,-2.0692981479223818,win,43.0,1,0.7999999523162842
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,8,551009,1,2,0,2,240,-7.032302578911185,win,54.0,0,0.6800000071525574
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,9,551010,0,2,2,0,240,-5.845952742616646,draw,73.0,1,0.6399999856948853
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,9,551010,0,0,0,0,240,-10.27057564581628,draw,,0,0.6399999856948853
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,9,551010,1,3,0,3,119,-3.346680116956122,win,48.0,1,0.7999999523162842
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,9,551010,1,1,0,1,240,-7.725844189728377,win,79.0,0,0.5999999642372131
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,10,551011,1,1,0,1,240,-5.118957172031514,win,88.0,0,0.6399999856948853
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,10,551011,0,0,0,0,240,-7.006796107802074,draw,,1,0.5600000023841858
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,10,551011,1,3,0,3,103,-1.6534116267284844,win,42.0,0,0.7599999904632568
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,10,551011,1,1,0,1,240,-4.848383774893591,win,112.0,0,0.5999999642372131
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,11,551012,0,0,0,0,240,-5.863528155285167,draw,,0,0.5199999809265137
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,11,551012,0,0,0,0,240,-11.737410608679056,draw,,0,0.6399999856948853
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,11,551012,1,3,0,3,100,-1.2409769719524775,win,40.0,1,0.7999999523162842
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,11,551012,0,1,1,0,240,-5.4370592230407055,draw,104.0,0,0.5600000023841858
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,12,551013,0,1,2,-1,240,-8.326588642696152,loss,95.0,0,0.7199999690055847
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,12,551013,1,1,0,1,240,-5.091726039623609,win,209.0,0,0.6800000071525574
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,12,551013,1,3,0,3,111,-2.1031193308463116,win,42.0,1,0.8399999737739563
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,12,551013,1,2,0,2,240,-3.977859459584579,win,72.0,0,0.6399999856948853
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,13,551014,1,1,0,1,240,-7.6181194462114945,win,142.0,0,0.5600000023841858
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,13,551014,0,0,0,0,240,-15.860724034399027,draw,,0,0.6399999856948853
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,13,551014,1,3,0,3,125,-2.089185786215239,win,40.0,1,0.7999999523162842
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,13,551014,1,1,0,1,240,-4.897316193324514,win,103.0,1,0.5199999809265137
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,14,551015,0,0,0,0,240,-5.986398433422437,draw,,1,0.5199999809265137
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,14,551015,0,1,2,-1,240,-7.3189842503052205,loss,140.0,0,0.8799999952316284
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,14,551015,1,3,1,2,96,-2.3354061705758795,win,42.0,1,0.7999999523162842
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,14,551015,1,1,0,1,240,-4.896823174261954,win,74.0,0,0.5999999642372131
BLUE_RUSH,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,15,551016,0,1,1,0,240,-9.14231195958564,draw,147.0,1,0.6800000071525574
BLUE_TURTLE,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,15,551016,1,1,0,1,240,-11.577927527279826,win,84.0,0,0.6399999856948853
BLUE_SPLIT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,15,551016,1,3,1,2,100,-2.8966714568468888,win,40.0,0,0.7999999523162842
BLUE_ESCORT,OP11_ADAPTIVE_EXPLOITER,map_b_split_lane,15,551016,1,1,0,1,240,-9.176469361205818,win,180.0,0,0.6800000071525574
