checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,1,map_b_split_lane_v2,0,142,142,1,3,2,163,-4.613823017891264,0.5199999809265137,0,1,54.0,6.610605438794095,neutral,1,win,2,2,3,0,0,0,0,1,1,6,0,3,0,5,8,178,140,326,326,0,33,163,0.5970261693000793,100.0,0.6090766191482544,0.045154925035827,1.2822085889570551,0.7177914110429447,0.0,0.6441717791411042,0.4775736886505152,0.8150929714227381,0.6196319018404908,0.11912215763897252,0.286289620504606,0.9185243406178761,0.8745636581643227,0.6411042944785276,-0.5229240981281118,0.2822085889570552,0.25153374233128833,163.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,1,map_b_split_lane_v2,1,142,143,1,3,2,139,-2.1926208419026807,0.5600000023841858,1,1,43.0,7.075054799910072,neutral,1,win,0,0,3,0,0,0,0,2,2,4,0,3,0,3,15,133,130,278,278,0,32,139,0.5686794519424438,100.0,0.6186307668685913,0.028043590331945915,1.2877697841726619,0.7122302158273381,0.0,0.7122302158273381,0.4645105608933264,0.8522944779222389,0.6546762589928058,0.11257891036007259,0.30652807857975256,0.9147605745912456,0.8538825670592218,0.6438848920863309,-0.5333172455746059,0.28776978417266186,0.28776978417266186,139.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,2,map_b_split_lane_v2,0,142,142,1,3,2,163,-4.613823017891264,0.5199999809265137,0,1,54.0,6.610605438794095,neutral,2,win,2,2,3,0,0,0,0,1,1,6,0,3,0,5,8,178,140,326,326,0,33,163,0.5970261693000793,100.0,0.6090766191482544,0.045154925035827,1.2822085889570551,0.7177914110429447,0.0,0.6441717791411042,0.4775736886505152,0.8150929714227381,0.6196319018404908,0.11912215763897252,0.286289620504606,0.9185243406178761,0.8745636581643227,0.6411042944785276,-0.5229240981281118,0.2822085889570552,0.2822085889570552,163.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,2,map_b_split_lane_v2,1,142,143,1,3,2,139,-2.1926208419026807,0.5600000023841858,1,1,43.0,7.075054799910072,neutral,2,win,0,0,3,0,0,0,0,2,2,4,0,3,0,3,15,133,130,278,278,0,32,139,0.5686794519424438,100.0,0.6186307668685913,0.028043590331945915,1.2877697841726619,0.7122302158273381,0.0,0.7122302158273381,0.4645105608933264,0.8522944779222389,0.6546762589928058,0.11257891036007259,0.30652807857975256,0.9147605745912456,0.8538825670592218,0.6438848920863309,-0.5333172455746059,0.28776978417266186,0.28776978417266186,139.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,3,map_b_split_lane_v2,0,142,142,1,3,2,163,-4.655896267708158,0.5199999809265137,0,1,54.0,6.610605438794095,neutral,3,win,2,2,3,0,0,0,0,1,1,6,0,3,0,5,8,178,140,326,326,0,33,163,0.5970261693000793,100.0,0.6090766191482544,0.045154925035827,1.2822085889570551,0.25153374233128833,0.4662576687116564,0.6441717791411042,0.4775736886505152,0.8150929714227381,0.6196319018404908,0.11912215763897252,0.286289620504606,0.9185243406178761,0.8745636581643227,0.7576687116564417,0.1275554280927197,0.2822085889570552,0.1656441717791411,163.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,3,map_b_split_lane_v2,1,142,143,1,3,2,139,-2.1926208419026807,0.5600000023841858,1,1,43.0,7.075054799910072,neutral,3,win,0,0,3,0,0,0,0,2,2,4,0,3,0,3,15,133,130,278,278,0,32,139,0.5686794519424438,100.0,0.6186307668685913,0.028043590331945915,1.2877697841726619,0.45323741007194246,0.2589928057553957,0.7122302158273381,0.4645105608933264,0.8522944779222389,0.6546762589928058,0.11257891036007259,0.30652807857975256,0.9147605745912456,0.8538825670592218,0.7086330935251799,0.0994491278106743,0.28776978417266186,0.20863309352517986,139.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,0,map_b_split_lane,0,1042,1042,1,1,0,240,-11.470293531718198,0.7199999690055847,0,1,211.0,5.843660990397136,neutral,0,win,2,2,14,0,0,0,0,2,2,11,0,2,0,0,22,158,300,480,480,0,127,240,0.19069615006446838,0.0,0.023815445601940155,0.12381585484836251,1.4458333333333333,0.14166666666666666,0.39166666666666666,0.125,1.1258481438271701,1.5,0.0,0.2699131644408529,0.30116878802267216,0.8268518681327502,0.6390007210274538,0.828125,0.27056626271402046,0.5875,0.5708333333333333,240.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,0,map_b_split_lane,1,1042,1043,1,2,1,240,-10.771593358105747,0.6399999856948853,0,1,175.0,5.2772272745768225,neutral,0,win,5,5,9,0,0,0,1,8,4,9,0,2,1,1,26,157,297,480,480,0,143,240,0.2808094918727875,0.0,0.0,0.11064657186313222,1.4,0.10416666666666667,0.49166666666666664,0.19583333333333333,1.0566552715531239,1.3727939057939997,0.125,0.24608008098245288,0.28656226973980664,0.8309753333528836,0.6845579696198304,0.8239583333333333,0.014115422919808803,0.525,0.4666666666666667,240.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,1,map_b_split_lane,0,1042,1042,1,2,0,240,-9.201386125520457,0.35999998450279236,0,2,91.0,7.1542912801106775,neutral,1,win,5,5,13,0,0,2,0,0,0,10,0,2,0,0,0,120,360,390,388,0,117,240,0.22103676199913025,0.0,0.0,0.09618559486310309,1.1333333333333333,0.8083333333333333,0.0,0.17083333333333334,1.116352400664861,1.4938751311429466,0.008333333333333333,0.2963340224542966,0.2317233837985744,0.7822227920095126,0.6391219106813272,0.5770833333333333,-0.1156874370951425,0.37916666666666665,0.37916666666666665,240.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,1,map_b_split_lane,1,1042,1043,0,0,0,240,-16.052970936580095,0.5199999809265137,0,0,nan,7.051165771484375,neutral,1,draw,4,4,7,0,0,1,0,1,1,13,0,0,0,0,5,159,316,446,445,0,88,240,-0.17332720756530762,0.0,0.0,0.06580616346715638,1.6,0.37083333333333335,0.0,0.12916666666666668,1.3064255516432846,1.5,0.0,0.3009504500582504,0.27857659082704533,0.7457897295554479,0.5624188939730327,0.8145833333333333,-0.10283314152041406,0.6166666666666667,0.6166666666666667,240.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,2,map_b_split_lane,0,1042,1042,1,2,0,240,-9.201386125520457,0.35999998450279236,0,2,91.0,7.1542912801106775,neutral,2,win,5,5,13,0,0,2,0,0,0,10,0,2,0,0,0,120,360,390,388,0,117,240,0.22103676199913025,0.0,0.0,0.09618559486310309,1.1333333333333333,0.8083333333333333,0.0,0.17083333333333334,1.116352400664861,1.4938751311429466,0.008333333333333333,0.2963340224542966,0.2317233837985744,0.7822227920095126,0.6391219106813272,0.5770833333333333,-0.1156874370951425,0.37916666666666665,0.3625,240.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,2,map_b_split_lane,1,1042,1043,0,0,0,240,-16.052970936580095,0.5199999809265137,0,0,nan,7.051165771484375,neutral,2,draw,4,4,7,0,0,1,0,1,1,13,0,0,0,0,5,159,316,446,445,0,88,240,-0.17332720756530762,0.0,0.0,0.06580616346715638,1.6,0.37083333333333335,0.0,0.12916666666666668,1.3064255516432846,1.5,0.0,0.3009504500582504,0.27857659082704533,0.7457897295554479,0.5624188939730327,0.8145833333333333,-0.10283314152041406,0.6166666666666667,0.6166666666666667,240.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,3,map_b_split_lane,0,1042,1042,1,3,0,158,-2.4616107633628417,0.35999998450279236,0,3,77.0,5.457909692691851,neutral,3,win,10,10,5,0,0,0,1,0,0,8,0,3,0,0,0,110,206,316,316,0,112,158,0.6206307411193848,100.0,0.6556249856948853,0.03878329798602794,1.4746835443037976,0.27848101265822783,0.2468354430379747,0.4620253164556962,0.7592701199405556,1.4722764630082854,0.0379746835443038,0.18962978568706143,0.30585292951923004,0.8447920551782921,0.7044134611570383,0.7990506329113924,0.0,0.47468354430379744,0.34177215189873417,158.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,3,map_b_split_lane,1,1042,1043,0,0,0,240,-16.704734276165254,0.5199999809265137,0,0,nan,6.446697998046875,neutral,3,draw,7,7,1,0,0,0,0,1,1,15,0,0,0,0,5,181,294,480,480,0,107,240,-0.09365967661142349,0.0,0.11713841557502747,0.036371012115462995,1.8666666666666667,0.13333333333333333,0.0,0.13333333333333333,1.3077617604207867,1.5,0.0,0.2783173146502425,0.30857010463563106,0.7453377015888691,0.5600028611719609,0.9333333333333333,-0.055814557218594824,0.8666666666666667,0.8666666666666667,240.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,0,map_b_split_lane_v2,0,1142,1142,1,3,1,123,-2.2181929206999484,0.6399999856948853,0,2,63.0,5.224473410505589,neutral,0,win,4,4,3,0,0,0,2,4,2,5,0,3,0,0,20,103,123,246,246,0,87,123,0.6276867985725403,100.0,0.64799964427948,0.054341026543965186,1.3252032520325203,0.14634146341463414,0.5284552845528455,0.4715447154471545,0.7389695938010283,1.2351023702602075,0.2601626016260163,0.17354998201495264,0.30196753265411874,0.8754829817671117,0.7636960328109865,0.7947154471544715,0.2103270433897136,0.5203252032520326,0.34959349593495936,123.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP9,0,map_b_split_lane_v2,1,1142,1143,0,1,1,240,-17.217824887397,0.6399999856948853,0,0,157.0,5.463461303710938,neutral,0,draw,9,9,4,0,0,0,0,2,0,14,0,1,3,1,18,193,269,480,480,0,141,240,-0.22213678061962128,0.0,0.0,0.06956240753449189,1.7208333333333334,0.09166666666666666,0.175,0.17083333333333334,1.2173561586843182,1.3664814342434208,0.125,0.26140692019059014,0.28483468759804964,0.7948374832669894,0.6354109319547813,0.9104166666666667,0.18518800742349292,0.7625,0.4666666666666667,240.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
