checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,0,map_b_split_lane,0,42,42,0,0,1,134,-4.6392728151986375,0.4399999976158142,1,-1,54.0,8.172501749067164,neutral,0,loss,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1,239,257,256,0,21,134,-0.29822951555252075,0.0,0.0,0.08200476048931257,0.14925373134328357,1.7164179104477613,0.11940298507462686,0.0,1.5,1.1815758068948539,0.22388059701492538,0.49313229255711855,0.1266108652326598,0.553538957638527,0.7976727899330766,0.10820895522388059,0.4599340339202633,0.7835820895522388,0.5447761194029851,134.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,0,map_b_split_lane,1,42,43,1,3,2,202,-4.78687936445931,0.6800000071525574,0,1,68.0,8.146813723120358,neutral,0,win,2,2,13,0,0,1,0,3,1,1,2,1,8,0,140,31,233,392,391,0,31,202,0.5919851064682007,100.0,0.5731250047683716,0.0875616865924163,0.7722772277227723,0.019801980198019802,1.2079207920792079,0.5198019801980198,0.451985745091397,0.4503613745627722,0.6188118811881188,0.13461003914051275,0.330029018407706,0.9376105725175083,0.9511848416658911,0.6881188118811881,-0.05870987307375715,0.43564356435643564,0.4158415841584158,202.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,1,map_b_split_lane,0,42,42,1,3,2,210,-3.203164065227611,0.5199999809265137,1,1,71.0,7.153050595238096,neutral,1,win,0,0,13,0,0,3,0,1,0,1,0,3,1,1,6,68,346,326,323,0,58,210,0.5896039009094238,100.0,0.5581249594688416,0.14922005095119986,0.24761904761904763,1.7476190476190476,0.0,0.22380952380952382,0.6012978692494687,0.5389172063076071,0.8666666666666667,0.223149887578828,0.23817454415063063,0.9148805416765667,0.9243124079136621,0.1261904761904762,0.12057401662656113,0.7523809523809524,0.7523809523809524,210.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,1,map_b_split_lane,1,42,43,0,2,3,113,-2.832676209975034,0.5600000023841858,0,-1,51.0,7.5437130548257745,neutral,1,loss,1,1,9,0,0,0,0,3,2,2,0,2,0,2,12,72,142,226,226,0,23,113,-0.43138590455055237,0.0,-0.5,0.053924359241088404,1.336283185840708,0.6637168141592921,0.0,0.6637168141592921,0.5339524953799174,0.7900277209361043,0.4778761061946903,0.1350701078690127,0.3419410063497788,0.8857839149711406,0.8463744674108725,0.668141592920354,-0.4966554808583785,0.336283185840708,0.336283185840708,113.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,2,map_b_split_lane,0,42,42,1,3,2,210,-3.203164065227611,0.5199999809265137,1,1,71.0,7.153050595238096,neutral,2,win,0,0,13,0,0,3,0,1,0,1,0,3,1,1,6,68,346,326,323,0,58,210,0.5896039009094238,100.0,0.5581249594688416,0.14922005095119986,0.24761904761904763,1.7476190476190476,0.0,0.22380952380952382,0.6012978692494687,0.5389172063076071,0.8666666666666667,0.223149887578828,0.23817454415063063,0.9148805416765667,0.9243124079136621,0.1261904761904762,0.12057401662656113,0.7523809523809524,0.7523809523809524,210.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,2,map_b_split_lane,1,42,43,0,2,3,113,-2.832676209975034,0.5600000023841858,0,-1,51.0,7.5437130548257745,neutral,2,loss,1,1,9,0,0,0,0,3,2,2,0,2,0,2,12,72,142,226,226,0,23,113,-0.43138590455055237,0.0,-0.5,0.053924359241088404,1.336283185840708,0.6637168141592921,0.0,0.6637168141592921,0.5339524953799174,0.7900277209361043,0.4778761061946903,0.1350701078690127,0.3419410063497788,0.8857839149711406,0.8463744674108725,0.668141592920354,-0.4966554808583785,0.336283185840708,0.336283185840708,113.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,3,map_b_split_lane,0,42,42,0,1,3,127,-5.113500878331251,0.5199999809265137,0,-2,59.0,7.0369507797121065,neutral,3,loss,2,2,11,0,0,1,0,1,0,1,0,2,1,0,6,42,206,198,197,0,39,127,-0.6002129316329956,-100.0,-0.47179457545280457,0.15990529417639643,0.2677165354330709,1.3385826771653544,0.3858267716535433,0.14960629921259844,0.6419673333252509,0.44750642949553926,1.015748031496063,0.23613811771231374,0.23584108934627743,0.9099766696531941,0.9357840986702386,0.234251968503937,-0.004102999966279598,0.3464566929133858,0.2204724409448819,127.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,3,map_b_split_lane,1,42,43,1,3,2,164,-2.6147752256365493,0.5999999642372131,0,1,51.0,7.236672006002286,neutral,3,win,2,2,8,0,0,0,0,5,2,2,0,3,1,4,17,101,210,328,328,0,30,164,0.5705087780952454,100.0,0.6443749666213989,0.05356932112878961,1.2682926829268293,0.1951219512195122,0.5365853658536586,0.7134146341463414,0.4609336399745832,0.70735995223882,0.6951219512195121,0.1107837250229062,0.31643863985451254,0.9094301665701517,0.8918297359856163,0.7682926829268293,0.0668724769217784,0.2682926829268293,0.2682926829268293,164.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,0,map_b_split_lane_v2,0,142,142,0,1,3,108,-4.820037309691543,0.5600000023841858,1,-2,54.0,6.032640245225695,neutral,0,loss,0,0,2,0,0,0,0,1,1,4,0,2,0,2,8,128,80,216,216,0,27,108,-0.6299384832382202,-100.0,-0.46823716163635254,0.055085007222024376,1.212962962962963,0.21296296296296297,0.5740740740740741,0.6018518518518519,0.49779278343474426,0.8963986190932768,0.5462962962962963,0.1270081168299334,0.3015437475923035,0.9177710888562379,0.8567073472120144,0.75,0.13151790409337477,0.3611111111111111,0.26851851851851855,108.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K:\MultiAgentUAV\AICTFProject\artifacts\v6i23_popbirth_prereg\ckpt_10u\final_v6i23_popbirth_prereg_10u_seed1_2v2.zip,OP8,0,map_b_split_lane_v2,1,142,143,1,3,2,143,-2.9373921707447153,0.5600000023841858,0,1,47.0,6.922048715444712,neutral,0,win,1,1,5,0,0,0,1,2,2,0,0,3,0,7,15,128,143,286,286,0,28,143,0.60936039686203,100.0,0.6837499737739563,0.03139906268488694,1.2167832167832169,0.25874125874125875,0.5244755244755245,0.7202797202797203,0.46070087555196737,0.6614010365145815,0.8951048951048951,0.11452536437973067,0.29323185125847795,0.9161499130142319,0.9041205352836555,0.7395104895104895,0.10846919982323246,0.32867132867132864,0.23076923076923078,143.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
